Dates,KSS
2018-06-20,76.45999908447266
2018-06-21,77.33000183105469
2018-06-25,73.83999633789062
2018-06-22,72.93000030517578
2018-06-26,74.31999969482422
2018-06-27,73.75
2018-06-28,73.70999908447266
2018-06-29,72.9000015258789
2018-07-02,71.33000183105469
2018-07-03,72.19999694824219
2018-07-05,72.05999755859375
2018-07-16,71.37999725341797
2018-09-18,71.05999755859375
2019-01-24,71.22000122070312
2019-09-05,70.19999694824219
2018-11-21,69.37999725341797
2020-01-13,69.12999725341797
2020-04-01,70.6500015258789
2020-06-19,70.93000030517578
2019-10-29,72.33000183105469
2020-01-16,74.43000030517578
2020-06-22,73.6500015258789
2018-10-03,74.01000213623047
2018-07-31,72.83999633789062
2019-03-12,73.87000274658203
2019-02-08,73.63999938964844
2019-01-07,72.5199966430664
2018-12-06,73.73999786376953
2019-08-19,73.87000274658203
2019-07-18,70.47000122070312
2019-05-15,71.88999938964844
2019-09-20,72.30999755859375
2019-11-01,72.5199966430664
2020-04-07,73.0999984741211
2020-06-25,74.41999816894531
2020-06-16,75.11000061035156
2019-11-04,75.66000366210938
2020-01-22,76.41999816894531
2019-11-07,78.93000030517578
2020-04-13,74.38999938964844
2019-07-01,74.75
2019-05-30,76.44000244140625
2018-08-15,78.8499984741211
2018-10-18,80.19999694824219
2019-03-27,79.04000091552734
2019-01-22,80.69999694824219
2018-12-21,80.86000061035156
2019-09-03,78.8499984741211
2018-11-19,78.87000274658203
2019-08-02,77.33999633789062
2020-01-28,78.27999877929688
2020-04-16,79.11000061035156
2019-11-13,82.05000305175781
2020-01-31,81.08000183105469
2018-12-04,81.05999755859375
2018-11-02,80.25
2019-07-16,81.01000213623047
2018-08-30,80.62999725341797
2018-10-01,81.4000015258789
2019-06-14,80.02999877929688
2019-05-13,80.83999633789062
2019-04-11,79.26000213623047
2019-02-06,79.5999984741211
2019-09-18,79.5199966430664
2020-02-03,76.94999694824219
2020-04-22,75.87999725341797
2019-11-19,74.6500015258789
2020-02-06,74.41000366210938
2019-11-22,75.5999984741211
2019-03-25,74.7300033569336
2019-02-21,74.55000305175781
2018-12-19,76.05000305175781
2018-07-12,73.06999969482422
2018-09-14,72.8499984741211
2018-08-13,71.87999725341797
2018-10-16,72.2300033569336
2019-07-31,71.91999816894531
2019-05-28,70.94000244140625
2019-04-26,71.7300033569336
2020-04-28,70.81999969482422
2019-11-25,72.6500015258789
2020-02-12,71.51000213623047
2020-05-01,73.4000015258789
2020-05-04,70.83999633789062
2019-06-12,71.44999694824219
2019-04-09,71.26000213623047
2019-03-08,73.0199966430664
2019-02-04,73.30999755859375
2018-07-27,72.20999908447266
2018-08-28,73.93000030517578
2019-01-03,73.77999877929688
2019-08-15,75.94000244140625
2018-10-31,78.41999816894531
2019-09-16,75.7300033569336
2020-02-18,75.62000274658203
2020-05-07,76.9000015258789
2018-08-17,79.19999694824219
2019-12-04,80.23999786376953
2020-02-21,80.83000183105469
2018-12-17,81.94999694824219
2019-08-30,81.97000122070312
2018-11-15,80.75
2019-07-29,80.1500015258789
2019-06-27,75.80000305175781
2019-04-24,73.22000122070312
2018-07-10,72.48999786376953
2018-09-12,71.0
2019-02-19,64.44999694824219
2019-01-18,66.30000305175781
2020-02-24,63.83000183105469
2020-05-13,65.66999816894531
2019-12-10,68.12000274658203
2020-02-27,69.13999938964844
2019-12-13,67.0999984741211
2020-05-19,67.16999816894531
2019-03-06,68.0199966430664
2018-11-30,64.9000015258789
2019-08-13,65.62999725341797
2019-07-12,62.47999954223633
2019-06-10,63.83000183105469
2019-05-09,62.95000076293945
2018-07-25,64.01000213623047
2018-09-27,61.18000030517578
2018-10-29,61.2400016784668
2019-10-16,60.91999816894531
2019-12-16,62.40999984741211
2020-03-04,61.65999984741211
2020-05-22,59.970001220703125
2019-10-01,59.400001525878906
2019-12-19,59.790000915527344
2018-09-10,65.91999816894531
2019-05-24,64.81999969482422
2018-08-09,65.05999755859375
2019-04-22,66.33999633789062
2019-03-21,67.80000305175781
2019-01-16,66.37000274658203
2019-08-28,66.41000366210938
2018-11-13,68.01000213623047
2018-10-12,69.18000030517578
2019-06-25,69.9000015258789
2020-03-10,66.54000091552734
2020-05-28,67.2699966430664
2019-10-07,66.63999938964844
2020-03-13,67.26000213623047
2019-10-10,67.45999908447266
2020-03-16,68.83999633789062
2020-06-03,69.94999694824219
2018-11-28,69.30000305175781
2018-09-25,69.48999786376953
2018-07-23,68.33999633789062
2018-08-24,70.69999694824219
2019-07-10,69.43000030517578
2019-05-07,69.55999755859375
2019-04-05,69.0999984741211
2019-03-04,68.69000244140625
2019-01-31,66.69000244140625
2019-09-12,67.0999984741211
2019-12-31,68.12999725341797
2020-03-19,66.81999969482422
2020-01-03,66.54000091552734
2020-06-09,64.86000061035156
2019-02-15,64.37000274658203
2019-01-14,66.12000274658203
2018-07-06,66.51000213623047
2018-08-07,66.02999877929688
2018-10-10,65.93000030517578
2018-12-13,66.23999786376953
2019-08-26,65.44999694824219
2019-07-25,65.22000122070312
2019-05-22,64.37000274658203
2019-03-19,65.86000061035156
2020-01-06,66.2300033569336
2020-03-25,67.8499984741211
2020-06-12,67.52999877929688
2019-10-22,68.0999984741211
2020-01-09,66.47000122070312
2020-06-15,71.33000183105469
2019-10-25,70.0199966430664
2020-03-31,68.97000122070312
2020-06-18,67.7699966430664
2019-04-03,69.55000305175781
2018-08-22,69.69999694824219
2018-10-25,68.58999633789062
2019-01-29,68.47000122070312
2018-12-28,67.9800033569336
2018-11-26,69.11000061035156
2019-08-09,69.11000061035156
2019-07-08,68.06999969482422
2019-06-06,68.41999816894531
2019-09-10,67.02999877929688
2020-01-15,68.7300033569336
2020-04-03,68.9000015258789
2019-10-31,69.94000244140625
2020-04-06,69.05999755859375
2020-06-24,68.7699966430664
2018-11-09,70.20999908447266
2019-07-23,70.87000274658203
2019-06-21,71.01000213623047
2019-05-20,73.45999908447266
2019-04-18,72.0
2018-09-06,72.80999755859375
2018-10-08,72.44999694824219
2019-02-13,71.51000213623047
2018-12-11,70.16000366210938
2019-09-25,69.7300033569336
2020-01-21,69.91000366210938
2020-04-09,70.4800033569336
2019-11-06,69.83000183105469
2020-01-24,70.37000274658203
2020-01-27,67.44999694824219
2020-04-15,75.4800033569336
2018-12-26,73.27999877929688
2019-08-07,71.62000274658203
2019-06-04,72.41000366210938
2018-09-21,72.41999816894531
2018-07-19,71.0999984741211
2018-08-20,69.76000213623047
2018-10-23,70.13999938964844
2019-05-03,69.19000244140625
2019-04-01,68.9000015258789
2019-02-28,67.52999877929688
2019-11-12,68.54000091552734
2020-01-30,68.37000274658203
2019-11-15,67.05999755859375
2020-04-21,64.4000015258789
2019-04-16,65.5
2019-03-15,64.22000122070312
2019-02-11,63.77000045776367
2019-01-10,63.599998474121094
2019-08-22,62.90999984741211
2018-11-07,55.150001525878906
2018-08-03,53.439998626708984
2018-09-04,51.150001525878906
2019-06-19,51.119998931884766
2019-09-23,51.11000061035156
2019-11-18,50.5099983215332
2020-02-05,50.279998779296875
2020-04-24,49.31999969482422
2019-03-29,50.279998779296875
2019-11-21,50.38999938964844
2020-04-27,48.900001525878906
2020-02-11,47.970001220703125
2020-04-30,48.18000030517578
2019-05-01,48.79999923706055
2019-02-26,47.95000076293945
2019-01-25,47.970001220703125
2018-12-24,48.72999954223633
2019-09-06,47.77000045776367
2018-07-17,47.470001220703125
2018-09-19,47.41999816894531
2019-08-05,46.88999938964844
2019-10-08,46.880001068115234
2019-12-11,47.5099983215332
2019-11-27,45.97999954223633
2020-02-14,46.0099983215332
2020-05-06,46.459999084472656
2019-01-08,46.81999969482422
2018-12-07,47.54999923706055
2019-08-20,47.849998474121094
2018-11-05,47.11000061035156
2019-07-19,47.52000045776367
2018-10-04,48.279998779296875
2019-06-17,48.27000045776367
2019-05-16,47.75
2018-08-01,47.15999984741211
2019-03-13,48.119998931884766
2019-12-03,48.709999084472656
2020-02-20,49.2599983215332
2019-12-06,49.84000015258789
2020-05-12,48.599998474121094
2019-12-09,48.56999969482422
2020-02-26,49.33000183105469
2020-05-15,49.650001525878906
2019-03-28,50.720001220703125
2018-09-17,51.619998931884766
2018-08-16,51.099998474121094
2018-10-19,52.29999923706055
2019-04-29,53.459999084472656
2019-01-23,53.29999923706055
2019-09-04,53.86000061035156
2018-11-20,49.650001525878906
2019-07-02,50.18000030517578
2019-05-31,49.45000076293945
2019-12-12,50.470001220703125
2020-05-18,50.560001373291016
2019-09-27,50.150001525878906
2020-03-03,49.060001373291016
2020-05-21,49.20000076293945
2019-05-14,50.66999816894531
2018-08-31,45.11000061035156
2018-07-30,44.27000045776367
2018-10-02,45.5099983215332
2019-04-12,48.20000076293945
2019-03-11,44.880001068115234
2019-02-07,47.060001373291016
2019-07-17,47.33000183105469
2019-09-19,45.18000030517578
2019-10-21,45.349998474121094
2019-12-18,44.75
2020-03-06,46.25
2019-10-03,47.209999084472656
2020-03-09,47.2599983215332
2020-05-27,46.220001220703125
2019-12-24,47.09000015258789
2020-03-12,48.25
2018-12-20,48.560001373291016
2019-08-01,51.72999954223633
