Dates,TIF
2018-06-20,135.33999633789062
2018-06-21,134.97000122070312
2018-06-25,134.8699951171875
2018-06-22,134.5
2018-06-26,133.36000061035156
2018-06-27,133.74000549316406
2018-06-28,132.6300048828125
2018-06-29,132.0399932861328
2018-07-02,130.85000610351562
2018-07-03,131.82000732421875
2018-07-05,132.55999755859375
2018-07-16,133.1199951171875
2018-09-18,133.10000610351562
2019-01-24,132.16000366210938
2019-09-05,132.5399932861328
2018-11-21,131.5
2020-01-13,131.97999572753906
2020-04-01,132.64999389648438
2020-06-19,132.7100067138672
2019-10-29,134.47999572753906
2020-01-16,134.3699951171875
2020-06-22,135.77000427246094
2018-10-03,136.67999267578125
2018-07-31,138.13999938964844
2019-03-12,137.99000549316406
2019-02-08,140.02000427246094
2019-01-07,139.10000610351562
2018-12-06,137.24000549316406
2019-08-19,136.5500030517578
2019-07-18,136.2899932861328
2019-05-15,134.77999877929688
2019-09-20,137.57000732421875
2019-11-01,135.5
2020-04-07,136.13999938964844
2020-06-25,137.3699951171875
2020-06-16,137.30999755859375
2019-11-04,134.38999938964844
2020-01-22,134.0
2019-11-07,132.00999450683594
2020-04-13,130.74000549316406
2019-07-01,126.0
2019-05-30,128.11000061035156
2018-08-15,128.6300048828125
2018-10-18,131.94000244140625
2019-03-27,129.25999450683594
2019-01-22,130.17999267578125
2018-12-21,130.0
2019-09-03,132.35000610351562
2018-11-19,137.44000244140625
2019-08-02,131.14999389648438
2020-01-28,125.56999969482422
2020-04-16,122.80000305175781
2019-11-13,122.0
2020-01-31,122.72000122070312
2018-12-04,121.56999969482422
2018-11-02,123.1500015258789
2019-07-16,123.86000061035156
2018-08-30,124.0
2018-10-01,124.73999786376953
2019-06-14,125.12000274658203
2019-05-13,125.87999725341797
2019-04-11,128.8300018310547
2019-02-06,125.62000274658203
2019-09-18,124.47000122070312
2020-02-03,125.11000061035156
2020-04-22,127.27999877929688
2019-11-19,126.69000244140625
2020-02-06,126.3499984741211
2019-11-22,126.81999969482422
2019-03-25,129.00999450683594
2019-02-21,128.58999633789062
2018-12-19,129.24000549316406
2018-07-12,128.55999755859375
2018-09-14,125.5
2018-08-13,122.44999694824219
2018-10-16,121.13999938964844
2019-07-31,122.55999755859375
2019-05-28,121.87999725341797
2019-04-26,120.33000183105469
2020-04-28,110.2699966430664
2019-11-25,113.19000244140625
2020-02-12,113.2300033569336
2020-05-01,112.4000015258789
2020-05-04,114.16000366210938
2019-06-12,111.63999938964844
2019-04-09,109.66000366210938
2019-03-08,107.6500015258789
2019-02-04,106.55000305175781
2018-07-27,108.12999725341797
2018-08-28,107.20999908447266
2019-01-03,106.20999908447266
2019-08-15,108.26000213623047
2018-10-31,108.0999984741211
2019-09-16,111.0
2020-02-18,111.12000274658203
2020-05-07,116.43000030517578
2018-08-17,116.5
2019-12-04,115.97000122070312
2020-02-21,115.52999877929688
2018-12-17,116.23999786376953
2019-08-30,111.62999725341797
2018-11-15,110.98999786376953
2019-07-29,109.36000061035156
2019-06-27,108.9000015258789
2019-04-24,104.55999755859375
2018-07-10,105.37000274658203
2018-09-12,106.33999633789062
2019-02-19,100.2699966430664
2019-01-18,101.2300033569336
2020-02-24,100.95999908447266
2020-05-13,103.44000244140625
2019-12-10,105.66999816894531
2020-02-27,93.25
2019-12-13,93.05000305175781
2020-05-19,89.51000213623047
2019-03-06,92.91000366210938
2018-11-30,94.52999877929688
2019-08-13,89.54000091552734
2019-07-12,88.02999877929688
2019-06-10,86.0199966430664
2019-05-09,86.48999786376953
2018-07-25,85.29000091552734
2018-09-27,86.12000274658203
2018-10-29,82.94000244140625
2019-10-16,81.83000183105469
2019-12-16,81.0199966430664
2020-03-04,79.94000244140625
2020-05-22,77.51000213623047
2019-10-01,78.2300033569336
2019-12-19,75.54000091552734
2018-09-10,74.72000122070312
2019-05-24,76.80999755859375
2018-08-09,79.51000213623047
2019-04-22,79.61000061035156
2019-03-21,79.3499984741211
2019-01-16,80.79000091552734
2019-08-28,80.66999816894531
2018-11-13,82.3499984741211
2018-10-12,86.73999786376953
2019-06-25,87.54000091552734
2020-03-10,85.02999877929688
2020-05-28,84.7300033569336
2019-10-07,85.2699966430664
2020-03-13,85.31999969482422
2019-10-10,83.55000305175781
2020-03-16,81.94999694824219
2020-06-03,87.0
2018-11-28,88.31999969482422
2018-09-25,87.4000015258789
2018-07-23,87.70999908447266
2018-08-24,88.61000061035156
2019-07-10,88.26000213623047
2019-05-07,87.83999633789062
2019-04-05,87.86000061035156
2019-03-04,88.4800033569336
2019-01-31,88.94999694824219
2019-09-12,88.16999816894531
2019-12-31,88.77999877929688
2020-03-19,89.5199966430664
2020-01-03,89.23999786376953
2020-06-09,87.87000274658203
2019-02-15,88.08000183105469
2019-01-14,88.7699966430664
2018-07-06,90.19999694824219
2018-08-07,90.2699966430664
2018-10-10,90.95999908447266
2018-12-13,90.48999786376953
2019-08-26,90.45999908447266
2019-07-25,91.45999908447266
2019-05-22,92.01000213623047
2019-03-19,93.2699966430664
2020-01-06,94.0999984741211
2020-03-25,94.63999938964844
2020-06-12,95.36000061035156
2019-10-22,95.91999816894531
2020-01-09,96.08000183105469
2020-06-15,94.83999633789062
2019-10-25,95.08999633789062
2020-03-31,94.61000061035156
2020-06-18,93.51000213623047
2019-04-03,94.41999816894531
2018-08-22,96.16000366210938
2018-10-25,96.48999786376953
2019-01-29,96.73999786376953
2018-12-28,95.87000274658203
2018-11-26,96.66999816894531
2019-08-09,97.3499984741211
2019-07-08,96.44999694824219
2019-06-06,96.48999786376953
2019-09-10,97.83999633789062
2020-01-15,103.20999908447266
2020-04-03,103.48999786376953
2019-10-31,103.0999984741211
2020-04-06,105.23999786376953
2020-06-24,105.11000061035156
2018-11-09,106.0
2019-07-23,106.36000061035156
2019-06-21,106.9000015258789
2019-05-20,107.44999694824219
2019-04-18,107.98999786376953
2018-09-06,107.26000213623047
2018-10-08,106.22000122070312
2019-02-13,105.77999877929688
2018-12-11,106.45999908447266
2019-09-25,106.48999786376953
2020-01-21,105.86000061035156
2020-04-09,106.1500015258789
2019-11-06,107.58999633789062
2020-01-24,106.6500015258789
2020-01-27,106.88999938964844
2020-04-15,106.25
2018-12-26,108.04000091552734
2019-08-07,106.62000274658203
2019-06-04,104.62999725341797
2018-09-21,107.37000274658203
2018-07-19,107.55000305175781
2018-08-20,107.80000305175781
2018-10-23,106.83999633789062
2019-05-03,108.0999984741211
2019-04-01,107.38999938964844
2019-02-28,104.58999633789062
2019-11-12,103.6500015258789
2020-01-30,104.81999969482422
2019-11-15,104.94999694824219
2020-04-21,103.05000305175781
2019-04-16,98.2300033569336
2019-03-15,97.91999816894531
2019-02-11,98.77999877929688
2019-01-10,98.62000274658203
2019-08-22,95.5
2018-11-07,95.88999938964844
2018-08-03,97.52999877929688
2018-09-04,97.80999755859375
2019-06-19,95.69999694824219
2019-09-23,93.0
2019-11-18,90.41999816894531
2020-02-05,91.54000091552734
2020-04-24,88.54000091552734
2019-03-29,89.19999694824219
2019-11-21,94.06999969482422
2020-04-27,92.51000213623047
2020-02-11,92.0199966430664
2020-04-30,91.0999984741211
2019-05-01,90.83999633789062
2019-02-26,92.83999633789062
2019-01-25,91.5999984741211
2018-12-24,91.5199966430664
2019-09-06,91.16999816894531
2018-07-17,90.94000244140625
2018-09-19,91.97000122070312
2019-08-05,91.80000305175781
2019-10-08,94.04000091552734
2019-12-11,96.47000122070312
2019-11-27,93.30999755859375
2020-02-14,90.73999786376953
2020-05-06,91.36000061035156
2019-01-08,91.83000183105469
2018-12-07,92.16000366210938
2019-08-20,95.41999816894531
2018-11-05,94.27999877929688
2019-07-19,92.66999816894531
2018-10-04,93.30000305175781
2019-06-17,94.22000122070312
2019-05-16,93.5199966430664
2018-08-01,93.31999969482422
2019-03-13,93.22000122070312
2019-12-03,94.04000091552734
2020-02-20,93.88999938964844
2019-12-06,93.22000122070312
2020-05-12,94.05000305175781
2019-12-09,92.27999877929688
2020-02-26,93.5999984741211
2020-05-15,92.68000030517578
2019-03-28,92.23999786376953
2018-09-17,92.75
2018-08-16,94.16999816894531
2018-10-19,94.4000015258789
2019-04-29,93.18000030517578
2019-01-23,92.4000015258789
2019-09-04,94.08000183105469
2018-11-20,93.95999908447266
2019-07-02,90.9800033569336
2019-05-31,88.58999633789062
2019-12-12,88.36000061035156
2020-05-18,87.2699966430664
2019-09-27,89.41999816894531
2020-03-03,90.83999633789062
2020-05-21,88.55999755859375
2019-05-14,86.72000122070312
2018-08-31,85.4800033569336
2018-07-30,83.0
2018-10-02,81.22000122070312
2019-04-12,82.01000213623047
2019-03-11,81.62000274658203
2019-02-07,83.08000183105469
2019-07-17,84.08000183105469
2019-09-19,84.63999938964844
2019-10-21,82.12000274658203
2019-12-18,83.51000213623047
2020-03-06,78.87999725341797
2019-10-03,85.27999877929688
2020-03-09,86.06999969482422
2020-05-27,84.0
2019-12-24,84.11000061035156
2020-03-12,85.7699966430664
2018-12-20,88.5
2019-08-01,88.18000030517578
2018-08-14,91.36000061035156
2018-07-13,94.23999786376953
2018-10-17,95.22000122070312
2019-05-29,97.45999908447266
2019-03-26,97.58000183105469
2019-02-22,96.1500015258789
2019-10-04,93.4000015258789
2019-11-05,93.7699966430664
2019-12-27,91.7300033569336
2020-06-02,90.52999877929688
2019-12-30,92.52999877929688
2020-03-18,90.62000274658203
2020-06-05,92.2300033569336
2019-07-15,91.26000213623047
2018-12-03,92.33000183105469
2019-06-13,93.08999633789062
2019-01-04,88.66999816894531
2018-08-29,88.4000015258789
2019-02-05,88.41000366210938
2018-11-01,88.30999755859375
2019-08-16,87.77999877929688
2019-04-10,87.83000183105469
2019-09-17,88.55999755859375
2019-10-15,90.08000183105469
2020-01-02,91.12999725341797
2020-06-08,90.80000305175781
2019-10-18,90.87999725341797
2020-03-24,91.63999938964844
2020-06-11,90.29000091552734
2020-01-08,89.25
2019-04-25,89.69000244140625
2019-07-30,90.86000061035156
2019-02-20,92.83999633789062
2018-07-11,98.30000305175781
2018-09-13,127.6500015258789
2018-10-15,128.5500030517578
2019-06-28,126.5
2018-12-18,123.9000015258789
2018-11-16,124.66000366210938
2019-10-02,126.8499984741211
2020-03-27,127.41000366210938
2020-01-10,124.87000274658203
2019-10-24,125.5999984741211
2020-03-30,125.0
2020-06-17,125.13999938964844
2020-01-14,125.19999694824219
2020-04-02,123.72000122070312
2019-01-02,122.30000305175781
2019-08-14,123.97000122070312
2018-10-30,124.68000030517578
2019-06-11,124.5
2019-05-10,122.94000244140625
2019-04-08,127.18000030517578
2018-08-27,126.18000030517578
2018-07-26,132.77000427246094
2018-09-28,133.44000244140625
2019-03-07,133.35000610351562
2019-10-30,133.49000549316406
2020-01-17,133.58999633789062
2020-06-23,133.3800048828125
2020-04-08,133.39999389648438
2020-06-26,133.60000610351562
2019-03-22,133.6199951171875
2019-01-17,133.4499969482422
2019-08-29,133.60000610351562
2018-11-14,133.39999389648438
2019-06-26,133.41000366210938
2018-09-11,133.5500030517578
2018-07-09,133.75999450683594
2018-08-10,133.6300048828125
2019-04-23,133.64999389648438
2019-09-30,133.27000427246094
2020-01-23,133.5800018310547
2019-11-08,133.5
2020-04-14,133.52000427246094
2019-11-11,133.6300048828125
2020-01-29,133.61000061035156
2020-04-17,133.75
2018-07-24,133.5
2018-09-26,133.74000549316406
2019-05-08,133.57000732421875
2019-03-05,133.57000732421875
2019-02-01,133.6199951171875
2018-12-31,133.6999969482422
2018-11-29,133.85000610351562
2019-08-12,133.77999877929688
2019-07-11,133.83999633789062
2019-09-13,133.85000610351562
2019-11-14,133.91000366210938
2020-04-20,134.10000610351562
