Dates,TIF
2018-06-20,134.7899932861328
2018-06-21,134.36000061035156
2018-06-25,132.47999572753906
2018-06-22,132.11000061035156
2018-06-26,132.60000610351562
2018-06-27,132.22000122070312
2018-06-28,130.38999938964844
2018-06-29,131.3300018310547
2018-07-02,129.8300018310547
2018-07-03,130.89999389648438
2018-07-05,131.25999450683594
2018-07-16,132.64999389648438
2018-09-18,130.97000122070312
2019-01-24,131.88999938964844
2019-09-05,130.5800018310547
2018-11-21,130.92999267578125
2020-01-13,131.97999572753906
2020-04-01,131.5800018310547
2020-06-19,132.52999877929688
2019-10-29,133.91000366210938
2020-01-16,134.3699951171875
2020-06-22,134.86000061035156
2018-10-03,136.22000122070312
2018-07-31,137.14999389648438
2019-03-12,137.82000732421875
2019-02-08,138.6199951171875
2019-01-07,136.3800048828125
2018-12-06,134.8300018310547
2019-08-19,136.5500030517578
2019-07-18,135.75
2019-05-15,134.66000366210938
2019-09-20,135.67999267578125
2019-11-01,134.8300018310547
2020-04-07,135.50999450683594
2020-06-25,136.1999969482422
2020-06-16,136.80999755859375
2019-11-04,131.75
2020-01-22,130.64999389648438
2019-11-07,130.3699951171875
2020-04-13,124.41999816894531
2019-07-01,126.0
2019-05-30,127.27999877929688
2018-08-15,128.6300048828125
2018-10-18,131.41000366210938
2019-03-27,129.0
2019-01-22,128.92999267578125
2018-12-21,129.22999572753906
2019-09-03,126.6500015258789
2018-11-19,129.5399932861328
2019-08-02,123.87000274658203
2020-01-28,122.54000091552734
2020-04-16,122.2699966430664
2019-11-13,121.33000183105469
2020-01-31,120.6500015258789
2018-12-04,121.37000274658203
2018-11-02,122.38999938964844
2019-07-16,123.29000091552734
2018-08-30,123.0199966430664
2018-10-01,124.5199966430664
2019-06-14,124.33999633789062
2019-05-13,125.61000061035156
2019-04-11,125.44999694824219
2019-02-06,124.80000305175781
2019-09-18,123.86000061035156
2020-02-03,124.56999969482422
2020-04-22,126.19000244140625
2019-11-19,124.12000274658203
2020-02-06,124.94999694824219
2019-11-22,126.6500015258789
2019-03-25,128.0
2019-02-21,128.3300018310547
2018-12-19,127.16999816894531
2018-07-12,124.9800033569336
2018-09-14,123.97000122070312
2018-08-13,120.08999633789062
2018-10-16,120.4800033569336
2019-07-31,120.36000061035156
2019-05-28,121.87999725341797
2019-04-26,110.26000213623047
2020-04-28,110.16999816894531
2019-11-25,111.83000183105469
2020-02-12,112.16000366210938
2020-05-01,112.20999908447266
2020-05-04,111.73999786376953
2019-06-12,108.8499984741211
2019-04-09,106.8499984741211
2019-03-08,107.05000305175781
2019-02-04,104.18000030517578
2018-07-27,106.5
2018-08-28,106.9000015258789
2019-01-03,103.48999786376953
2019-08-15,106.16000366210938
2018-10-31,106.9800033569336
2019-09-16,111.0
2020-02-18,110.5
2020-05-07,114.79000091552734
2018-08-17,114.41999816894531
2019-12-04,113.38999938964844
2020-02-21,113.19999694824219
2018-12-17,114.48999786376953
2019-08-30,108.36000061035156
2018-11-15,106.4000015258789
2019-07-29,107.77999877929688
2019-06-27,105.18000030517578
2019-04-24,102.70999908447266
2018-07-10,105.0
2018-09-12,101.83000183105469
2019-02-19,99.02999877929688
2019-01-18,100.72000122070312
2020-02-24,100.95999908447266
2020-05-13,103.44000244140625
2019-12-10,103.9800033569336
2020-02-27,92.0
2019-12-13,89.5199966430664
2020-05-19,89.02999877929688
2019-03-06,92.91000366210938
2018-11-30,90.31999969482422
2019-08-13,86.51000213623047
2019-07-12,85.9800033569336
2019-06-10,83.44000244140625
2019-05-09,83.62000274658203
2018-07-25,85.06999969482422
2018-09-27,83.4800033569336
2018-10-29,82.01000213623047
2019-10-16,79.80999755859375
2019-12-16,79.41000366210938
2020-03-04,77.13999938964844
2020-05-22,76.61000061035156
2019-10-01,75.55000305175781
2019-12-19,73.04000091552734
2018-09-10,74.2699966430664
2019-05-24,75.51000213623047
2018-08-09,78.66999816894531
2019-04-22,79.2699966430664
2019-03-21,78.16000366210938
2019-01-16,78.19999694824219
