Dates,TIF
2018-06-20,135.3699951171875
2018-06-21,135.0
2018-06-25,133.6699981689453
2018-06-22,133.07000732421875
2018-06-26,133.61000061035156
2018-06-27,132.30999755859375
2018-06-28,131.38999938964844
2018-06-29,131.60000610351562
2018-07-02,131.05999755859375
2018-07-03,132.0500030517578
2018-07-05,133.0
2018-07-16,133.6699981689453
2018-09-18,132.16000366210938
2019-01-24,133.11000061035156
2019-09-05,131.32000732421875
2018-11-21,131.75999450683594
2020-01-13,132.25
2020-04-01,132.7100067138672
2020-06-19,134.30999755859375
2019-10-29,134.60000610351562
2020-01-16,136.11000061035156
2020-06-22,136.3699951171875
2018-10-03,138.1300048828125
2018-07-31,137.92999267578125
2019-03-12,139.5
2019-02-08,139.07000732421875
2019-01-07,136.67999267578125
2018-12-06,136.25999450683594
2019-08-19,137.55999755859375
2019-07-18,136.02000427246094
2019-05-15,136.88999938964844
2019-09-20,135.8000030517578
2019-11-01,135.77000427246094
2020-04-07,137.0399932861328
2020-06-25,136.88999938964844
2020-06-16,137.10000610351562
2019-11-04,134.33999633789062
2020-01-22,130.88999938964844
2019-11-07,131.83999633789062
2020-04-13,125.66000366210938
2019-07-01,127.4000015258789
2019-05-30,128.55999755859375
2018-08-15,131.6999969482422
2018-10-18,131.89999389648438
2019-03-27,129.77000427246094
2019-01-22,129.8300018310547
2018-12-21,131.4499969482422
2019-09-03,129.77999877929688
2018-11-19,131.07000732421875
2019-08-02,125.4800033569336
2020-01-28,123.11000061035156
2020-04-16,122.6500015258789
2019-11-13,122.75
2020-01-31,120.72000122070312
2018-12-04,123.37000274658203
2018-11-02,122.87000274658203
2019-07-16,124.31999969482422
2018-08-30,123.37000274658203
2018-10-01,124.73999786376953
2019-06-14,126.02999877929688
2019-05-13,128.69000244140625
2019-04-11,125.87999725341797
2019-02-06,125.12000274658203
2019-09-18,124.7300033569336
2020-02-03,127.05000305175781
2020-04-22,126.62000274658203
2019-11-19,125.58999633789062
2020-02-06,126.23999786376953
2019-11-22,129.2100067138672
2019-03-25,128.5500030517578
2019-02-21,128.97000122070312
2018-12-19,128.35000610351562
2018-07-12,125.27999877929688
2018-09-14,124.44999694824219
2018-08-13,120.75
2018-10-16,122.0
2019-07-31,121.87999725341797
2019-05-28,122.94999694824219
2019-04-26,110.37999725341797
2020-04-28,111.44999694824219
2019-11-25,112.83999633789062
2020-02-12,112.31999969482422
2020-05-01,114.66000366210938
