Dates,GOLD
2007-12-31,18.586063385009766
2008-01-02,20.340803146362305
2008-01-04,21.529783248901367
2008-01-07,21.18502426147461
2008-01-03,20.88004493713379
2008-01-08,21.781713485717773
2008-01-09,22.11321449279785
2008-01-10,21.90105628967285
2008-01-11,22.630361557006836
2008-01-14,22.754117965698242
2008-01-15,22.210464477539062
2008-03-14,20.91098403930664
2008-06-18,20.561811447143555
2009-01-28,20.654617309570312
2008-04-15,21.9143123626709
2008-11-25,21.379505157470703
2009-04-02,22.37842559814453
2008-10-07,23.059101104736328
2008-01-25,23.677894592285156
2008-02-26,23.52762222290039
2008-04-30,23.52762222290039
2008-09-05,22.73644256591797
2008-08-04,22.49775505065918
2008-07-03,21.812665939331055
2009-03-16,21.09662628173828
2009-02-12,21.419282913208008
2008-12-10,21.264585494995117
2009-04-08,22.144163131713867
2008-03-12,22.05133628845215
2008-10-22,21.28226661682129
2008-08-19,21.612720489501953
2008-07-18,21.059001922607422
2008-06-16,21.08115577697754
2009-02-27,22.011394500732422
2008-05-15,22.268314361572266
2009-01-26,22.352481842041016
2009-03-31,22.2195987701416
2009-04-14,21.99368667602539
2009-04-17,22.392358779907227
2009-04-20,22.79103660583496
2008-07-01,23.62383460998535
2008-05-30,23.01252555847168
2009-02-10,23.721282958984375
2009-01-09,22.671422958374023
2008-01-23,23.39347267150879
2008-03-27,22.910642623901367
2008-04-28,22.334762573242188
2008-12-08,21.727895736694336
2008-11-06,22.34806251525879
2008-09-03,22.43222999572754
2009-04-23,23.499794006347656
2008-09-18,23.614973068237305
2008-07-16,23.176420211791992
2009-02-25,21.962661743164062
2008-03-10,20.044593811035156
2008-02-07,18.604923248291016
2008-04-11,18.578346252441406
2008-05-13,19.291532516479492
2008-12-23,20.15976333618164
2008-11-21,19.969287872314453
2008-10-20,19.80095672607422
2009-04-29,19.247238159179688
2009-05-05,18.569482803344727
2008-11-04,19.420000076293945
2008-10-03,19.242807388305664
2008-07-31,19.34026336669922
2008-03-25,19.513019561767578
2008-02-22,19.056760787963867
