Dates,GOLD
2007-12-31,41.86000061035156
2008-01-02,42.93000030517578
2008-01-04,45.65999984741211
2008-01-07,47.22999954223633
2008-01-03,46.79999923706055
2008-01-08,48.7599983215332
2008-01-09,48.04999923706055
2008-01-10,49.150001525878906
2008-01-11,48.9900016784668
2008-01-14,51.0
2008-01-15,49.790000915527344
2008-03-14,47.20000076293945
2008-06-18,46.36000061035156
2009-01-28,45.13999938964844
2008-04-15,45.0
2008-11-25,46.95000076293945
2009-04-02,49.599998474121094
2008-10-07,51.529998779296875
2008-01-25,51.70000076293945
2008-02-26,53.060001373291016
2008-04-30,52.349998474121094
2008-09-05,50.790000915527344
2008-08-04,50.040000915527344
2008-07-03,48.4900016784668
2009-03-16,47.72999954223633
2009-02-12,48.25
2008-12-10,47.43000030517578
2009-04-08,48.52000045776367
2008-03-12,48.72999954223633
2008-10-22,47.90999984741211
2008-08-19,47.66999816894531
2008-07-18,47.5099983215332
2008-06-16,47.18000030517578
2009-02-27,48.52000045776367
2008-05-15,48.65999984741211
2009-01-26,50.31999969482422
2009-03-31,48.77000045776367
2009-04-14,48.9900016784668
2009-04-17,49.0
2009-04-20,50.75
2008-07-01,51.70000076293945
2008-05-30,51.470001220703125
2009-02-10,52.40999984741211
2009-01-09,50.439998626708984
2008-01-23,51.61000061035156
2008-03-27,50.70000076293945
2008-04-28,50.2400016784668
2008-12-08,48.65999984741211
2008-11-06,48.90999984741211
2008-09-03,50.029998779296875
2009-04-23,51.5
2008-09-18,52.38999938964844
2008-07-16,51.439998626708984
2009-02-25,49.43000030517578
2008-03-10,45.25
2008-02-07,41.540000915527344
2008-04-11,41.72999954223633
2008-05-13,42.63999938964844
2008-12-23,43.790000915527344
2008-11-21,44.79999923706055
2008-10-20,43.68000030517578
2009-04-29,42.38999938964844
2009-05-05,41.310001373291016
2008-11-04,42.209999084472656
2008-10-03,43.02000045776367
2008-07-31,43.41999816894531
2008-03-25,43.779998779296875
2008-02-22,42.650001525878906
2009-03-12,43.0
2008-05-28,43.119998931884766
2009-01-07,42.540000915527344
2009-04-13,42.060001373291016
2009-05-15,43.349998474121094
2009-05-08,44.75
2008-06-12,44.630001068115234
2009-02-23,42.79999923706055
2009-01-22,42.810001373291016
2008-11-19,42.36000061035156
2008-09-16,40.52000045776367
2008-02-05,38.630001068115234
2008-04-09,38.77000045776367
2008-08-15,39.02000045776367
2008-07-14,37.279998779296875
2009-03-27,37.75
2009-05-14,37.0
2008-09-22,37.16999816894531
2008-07-29,38.25
2008-06-27,39.18000030517578
2009-03-10,38.619998931884766
2009-02-06,39.150001525878906
2009-01-05,39.13999938964844
2008-12-04,38.619998931884766
2008-02-20,37.849998474121094
2008-04-24,37.720001220703125
2008-10-01,38.34000015258789
2009-05-13,39.90999984741211
2009-05-26,39.810001373291016
2008-03-06,41.20000076293945
2008-11-17,42.31999969482422
2008-10-16,41.720001220703125
2008-08-13,41.970001220703125
2008-06-10,40.45000076293945
2008-05-09,39.439998626708984
2009-01-20,39.09000015258789
2008-04-07,39.5099983215332
2008-12-19,40.04999923706055
2009-03-25,39.630001068115234
2009-05-29,38.81999969482422
2009-06-01,38.560001373291016
2009-02-04,40.97999954223633
2008-01-17,41.619998931884766
2008-04-22,38.84000015258789
2008-12-02,39.220001220703125
2008-10-31,37.79999923706055
2008-09-29,38.11000061035156
2008-08-28,39.189998626708984
2008-06-25,39.290000915527344
2009-04-09,39.689998626708984
2009-05-11,39.959999084472656
2008-08-11,39.88999938964844
2008-07-10,39.25
2008-02-01,40.75
2008-03-04,39.43000030517578
2009-02-19,41.5
2008-05-07,43.7400016784668
2008-12-17,44.099998474121094
2008-10-14,46.0
2008-09-12,44.900001525878906
2009-03-23,43.65999984741211
2008-10-29,43.81999969482422
2008-08-26,43.529998779296875
2008-03-19,44.560001373291016
2008-07-25,45.209999084472656
2008-06-23,47.900001525878906
2009-03-06,48.79999923706055
2008-05-22,48.599998474121094
2009-02-02,47.84000015258789
2009-04-07,46.79999923706055
2009-01-16,46.84000015258789
2008-12-15,46.7400016784668
2008-11-13,47.349998474121094
2009-02-17,43.56999969482422
2008-04-03,43.18000030517578
2008-01-30,42.56999969482422
2008-05-05,43.099998474121094
2008-09-10,41.939998626708984
2008-07-08,39.060001373291016
2008-06-06,42.040000915527344
2009-04-16,39.970001220703125
2008-07-23,39.5
2009-03-04,36.880001068115234
2008-05-20,36.869998931884766
2008-12-30,35.900001525878906
2008-11-28,34.619998931884766
2008-03-17,32.22999954223633
2008-02-14,32.41999816894531
2008-04-18,33.54999923706055
2008-10-27,33.5099983215332
2008-09-25,31.719999313354492
2009-04-22,32.5
2008-10-10,32.40999984741211
2008-09-08,33.08000183105469
2008-08-07,35.349998474121094
2009-03-19,34.29999923706055
2008-06-04,34.06999969482422
2009-01-14,34.189998626708984
2008-01-28,34.7599983215332
2008-04-01,34.47999954223633
2008-02-29,34.529998779296875
2008-11-11,32.0
2009-04-28,30.940000534057617
2009-05-01,30.290000915527344
2008-11-26,30.280000686645508
2008-09-23,29.3799991607666
2008-08-22,26.600000381469727
2008-07-21,26.709999084472656
2008-06-19,26.020000457763672
2009-03-02,27.239999771118164
2008-04-16,27.40999984741211
2008-02-12,26.479999542236328
2009-01-29,28.280000686645508
2009-04-03,30.15999984741211
2009-05-04,31.059999465942383
2009-05-07,36.43000030517578
2008-02-27,36.38999938964844
2009-03-17,37.130001068115234
2008-06-02,36.2599983215332
2009-02-13,36.5
2008-05-01,35.93000030517578
2009-01-12,36.279998779296875
2008-12-11,36.380001068115234
2008-10-08,31.549999237060547
2008-08-05,30.950000762939453
2009-05-20,28.06999969482422
2008-04-14,30.020000457763672
2008-03-13,31.3799991607666
2008-05-16,33.65999984741211
2008-10-23,29.709999084472656
2008-08-20,26.260000228881836
2008-06-17,28.5
2009-01-27,26.950000762939453
2008-12-26,24.219999313354492
2008-11-24,22.899999618530273
2009-04-01,23.540000915527344
2009-05-19,23.579999923706055
2009-05-22,19.860000610351562
2008-12-09,18.110000610351562
2008-11-07,17.270000457763672
2008-01-24,17.799999237060547
2008-02-25,17.93000030517578
2008-03-28,20.780000686645508
2008-04-29,21.649999618530273
2008-10-06,22.610000610351562
2008-09-04,21.90999984741211
2008-07-02,23.34000015258789
2009-02-11,24.200000762939453
2009-05-28,23.010000228881836
2009-02-26,23.049999237060547
2008-07-17,24.1200008392334
2008-05-14,22.940000534057617
2008-12-24,20.719999313354492
2008-02-08,19.110000610351562
2008-03-11,22.139999389648438
2008-10-21,20.649999618530273
2008-09-19,20.5
2008-08-18,20.829999923706055
2009-03-30,20.040000915527344
2008-08-01,21.709999084472656
2008-09-02,27.739999771118164
2009-03-13,26.100000381469727
2009-01-08,27.170000076293945
2008-01-22,28.280000686645508
2008-03-26,26.049999237060547
2008-05-29,26.600000381469727
2008-11-05,25.75
2009-02-09,25.309999465942383
2008-06-30,22.65999984741211
2009-02-24,26.520000457763672
2008-11-20,26.549999237060547
2008-09-17,29.360000610351562
2009-01-23,30.170000076293945
2008-04-10,29.510000228881836
2008-02-06,31.799999237060547
2008-05-12,32.310001373291016
2008-07-15,34.560001373291016
2008-12-22,32.5099983215332
2008-06-13,31.670000076293945
2008-10-24,31.90999984741211
2009-01-06,32.18000030517578
2008-05-27,32.83000183105469
2008-12-05,33.52000045776367
2009-03-11,35.66999816894531
2008-11-03,35.81999969482422
2008-10-02,35.33000183105469
2008-02-21,35.939998626708984
2008-03-24,33.869998931884766
2008-04-25,33.189998626708984
2008-07-30,30.790000915527344
2008-09-15,31.940000534057617
2008-08-14,31.829999923706055
2008-06-11,30.81999969482422
2009-01-21,30.920000076293945
2008-11-18,31.06999969482422
2008-03-07,31.0
2008-02-04,32.70000076293945
2008-04-08,33.97999954223633
2008-10-17,33.83000183105469
2009-03-26,35.36000061035156
2008-08-21,36.59000015258789
2009-04-15,37.52000045776367
2008-01-18,36.900001525878906
2008-02-19,35.529998779296875
2008-12-03,35.59000015258789
2008-09-30,37.18000030517578
2008-08-29,35.540000915527344
2008-07-28,35.290000915527344
2008-06-26,36.40999984741211
2009-03-09,37.599998474121094
2009-02-05,37.630001068115234
2008-04-23,37.33000183105469
2009-04-24,36.84000015258789
2008-06-09,37.150001525878906
2009-02-20,38.13999938964844
2008-03-05,37.7599983215332
2008-05-08,36.970001220703125
2008-12-18,36.18000030517578
2008-10-15,36.25
2008-08-12,35.5
2008-07-11,35.279998779296875
2009-03-24,31.3799991607666
2009-04-27,31.09000015258789
2009-04-30,30.059999465942383
2008-08-27,29.3799991607666
2008-01-16,27.739999771118164
2008-04-21,26.829999923706055
2008-03-20,27.469999313354492
2008-06-24,27.729999542236328
2008-05-23,28.34000015258789
2009-02-03,27.40999984741211
