Dates,GOLD
2008-08-28,6417000.0
2008-06-25,4226200.0
2009-04-09,5358700.0
2009-05-11,8761700.0
2008-08-11,8970600.0
2008-07-10,5478500.0
2008-02-01,5744400.0
2008-03-04,6808800.0
2009-02-19,15085600.0
2008-05-07,14745000.0
2008-12-17,10743400.0
2008-10-14,11296300.0
2008-09-12,12413300.0
2009-03-23,7294000.0
2008-10-29,9508800.0
2008-08-26,8748800.0
2008-03-19,7215500.0
2008-07-25,10048600.0
2008-06-23,16163900.0
2009-03-06,9818400.0
2008-05-22,19861100.0
2009-02-02,10124200.0
2009-04-07,10752800.0
2009-01-16,7542000.0
2008-12-15,6204700.0
2008-11-13,8562100.0
2009-02-17,14949900.0
2008-04-03,10308300.0
2008-01-30,6415900.0
2008-05-05,6175800.0
2008-09-10,8235800.0
2008-07-08,15414400.0
2008-06-06,8823700.0
2009-04-16,13105000.0
2008-07-23,7488900.0
2009-03-04,14530800.0
2008-05-20,12049800.0
2008-12-30,10590000.0
2008-11-28,12422600.0
2008-03-17,19839000.0
2008-02-14,17485500.0
2008-04-18,17025700.0
2008-10-27,11012200.0
2008-09-25,15275700.0
2009-04-22,9968400.0
2008-10-10,11263500.0
2008-09-08,11043100.0
2008-08-07,14683600.0
2009-03-19,7376300.0
2008-06-04,4839000.0
2009-01-14,5786300.0
2008-01-28,7395100.0
2008-04-01,7776400.0
2008-02-29,4665000.0
2008-11-11,12643400.0
2009-04-28,14497900.0
2009-05-01,11079600.0
2008-11-26,11609100.0
2008-09-23,12702300.0
2008-08-22,25494700.0
2008-07-21,22169000.0
2008-06-19,18463600.0
2009-03-02,22574700.0
2008-04-16,18062600.0
2008-02-12,20293700.0
2009-01-29,39328000.0
2009-04-03,43560500.0
2009-05-04,18982700.0
2009-05-07,26434700.0
2008-02-27,21332000.0
2009-03-17,15335300.0
2008-06-02,16027200.0
2009-02-13,17572600.0
2008-05-01,31113600.0
2009-01-12,17375600.0
2008-12-11,21206700.0
2008-10-08,26294000.0
2008-08-05,16465200.0
2009-05-20,27594100.0
2008-04-14,26449300.0
2008-03-13,29922500.0
2008-05-16,16455600.0
2008-10-23,20396800.0
2008-08-20,24002900.0
2008-06-17,23709800.0
2009-01-27,15809000.0
2008-12-26,30226700.0
2008-11-24,20049700.0
2009-04-01,11551200.0
2009-05-19,13092600.0
2009-05-22,20882300.0
2008-12-09,27006800.0
2008-11-07,19950600.0
2008-01-24,18328800.0
2008-02-25,16522400.0
2008-03-28,20014400.0
2008-04-29,15499400.0
2008-10-06,10830500.0
2008-09-04,10638300.0
2008-07-02,14535900.0
2009-02-11,11684800.0
2009-05-28,10825300.0
2009-02-26,11303900.0
2008-07-17,12871500.0
2008-05-14,8827400.0
2008-12-24,14937500.0
2008-02-08,17552600.0
2008-03-11,14801300.0
2008-10-21,11681300.0
2008-09-19,11806100.0
2008-08-18,19127600.0
2009-03-30,17930600.0
2008-08-01,34436100.0
2008-09-02,21090700.0
2009-03-13,16884000.0
2009-01-08,11721200.0
2008-01-22,3635300.0
2008-03-26,13590800.0
2008-05-29,12549300.0
2008-11-05,12328600.0
2009-02-09,11742400.0
2008-06-30,13831200.0
2009-02-24,11835600.0
2008-11-20,10469000.0
2008-09-17,17596000.0
2009-01-23,17233200.0
2008-04-10,14163500.0
2008-02-06,17916400.0
2008-05-12,22719800.0
2008-07-15,21309900.0
2008-12-22,19917700.0
2008-06-13,18217000.0
2008-10-24,10970200.0
2009-01-06,9735700.0
2008-05-27,4663500.0
2008-12-05,4652200.0
2009-03-11,13009800.0
2008-11-03,10620500.0
2008-10-02,12770500.0
2008-02-21,11912800.0
2008-03-24,16663400.0
2008-04-25,23016000.0
2008-07-30,14909900.0
2008-09-15,14977400.0
2008-08-14,14140100.0
2008-06-11,12877800.0
2009-01-21,16969000.0
2008-11-18,14658600.0
2008-03-07,16505800.0
2008-02-04,18582000.0
2008-04-08,22993900.0
2008-10-17,18125200.0
2009-03-26,16005300.0
2008-08-21,21553600.0
2009-04-15,19235400.0
2008-01-18,13803200.0
2008-02-19,16309400.0
2008-12-03,18806200.0
2008-09-30,16756400.0
2008-08-29,11286000.0
2008-07-28,10595700.0
2008-06-26,12642200.0
2009-03-09,13422200.0
2009-02-05,10508300.0
2008-04-23,12347800.0
2009-04-24,13318600.0
2008-06-09,20630900.0
2009-02-20,14109200.0
2008-03-05,11679600.0
2008-05-08,20866500.0
2008-12-18,20747500.0
2008-10-15,14459100.0
2008-08-12,20662700.0
2008-07-11,14152600.0
2009-03-24,21135100.0
2009-04-27,19676500.0
2009-04-30,19423800.0
2008-08-27,22821900.0
2008-01-16,25401300.0
2008-04-21,20354700.0
2008-03-20,15296900.0
2008-06-24,16608600.0
2008-05-23,17592600.0
2009-02-03,11622400.0
2009-01-02,19637100.0
2008-12-01,17517700.0
2008-10-30,16930000.0
2008-11-14,11899100.0
2008-10-13,9510100.0
2008-09-11,10047300.0
2008-03-03,30031100.0
2008-01-31,24552700.0
2008-04-04,13493100.0
2008-05-06,12578600.0
2008-07-09,18238000.0
2009-02-18,15700400.0
2008-12-16,9465200.0
2009-05-12,6577000.0
2009-05-18,11269200.0
2008-05-21,9723200.0
2008-12-31,10811700.0
2008-10-28,13647000.0
2008-03-18,15685200.0
2008-02-15,15557500.0
2008-09-26,12982900.0
2008-08-25,10498900.0
2008-07-24,9189900.0
2009-03-05,9316600.0
2009-04-06,9557100.0
2009-05-21,8426200.0
2008-08-08,13618100.0
2008-07-07,13213100.0
2008-06-05,13222300.0
2009-01-15,11198500.0
2008-04-02,9580500.0
2008-01-29,11485600.0
2008-11-12,10747400.0
2008-09-09,7653100.0
2009-03-20,7284200.0
2009-04-21,7876600.0
2009-05-27,8817500.0
2008-02-11,6016600.0
2008-09-24,8069700.0
2008-07-22,10633800.0
2008-06-20,10663000.0
2009-03-03,11380600.0
2008-05-19,9787800.0
2009-01-30,8317900.0
2008-02-13,12676400.0
2008-04-17,11452700.0
2008-12-29,8959800.0
2009-05-06,8072900.0
2008-05-02,5970200.0
2009-01-13,8519300.0
2008-12-12,14685600.0
2008-11-10,13076300.0
2008-10-09,11762900.0
2008-08-06,12915300.0
2009-03-18,11012200.0
2008-02-28,8566400.0
2008-03-31,10584900.0
2008-06-03,13548200.0
