Dates,SNA
2018-06-20,160.16000366210938
2018-06-21,158.75
2018-06-25,159.6699981689453
2018-06-22,159.6199951171875
2018-06-26,160.3000030517578
2018-06-27,161.88999938964844
2018-06-28,162.0
2018-06-29,160.72000122070312
2018-07-02,160.35000610351562
2018-07-03,160.0800018310547
2018-07-05,163.86000061035156
2018-07-16,163.36000061035156
2018-09-18,165.57000732421875
2019-01-24,166.32000732421875
2019-09-05,163.32000732421875
2018-11-21,164.10000610351562
2020-01-13,165.25999450683594
2020-04-01,163.8699951171875
2020-06-19,159.57000732421875
2019-10-29,158.25
2020-01-16,173.2899932861328
2020-06-22,173.74000549316406
2018-10-03,171.17999267578125
2018-07-31,165.6999969482422
2019-03-12,168.24000549316406
2019-02-08,168.80999755859375
2019-01-07,168.00999450683594
2018-12-06,167.3300018310547
2019-08-19,169.58999633789062
2019-07-18,167.17999267578125
2019-05-15,167.25
2019-09-20,168.42999267578125
2019-11-01,168.80999755859375
2020-04-07,170.11000061035156
2020-06-25,170.41000366210938
2020-06-16,171.5500030517578
2019-11-04,170.17999267578125
2020-01-22,170.25
2019-11-07,171.83999633789062
2020-04-13,172.27999877929688
2019-07-01,173.97000122070312
2019-05-30,175.33999633789062
2018-08-15,177.50999450683594
2018-10-18,180.07000732421875
2019-03-27,177.39999389648438
2019-01-22,176.61000061035156
2018-12-21,176.08999633789062
2019-09-03,176.83999633789062
2018-11-19,177.82000732421875
2019-08-02,179.02000427246094
2020-01-28,178.4600067138672
2020-04-16,176.77999877929688
2019-11-13,178.22000122070312
2020-01-31,181.00999450683594
2018-12-04,181.39999389648438
2018-11-02,180.60000610351562
2019-07-16,183.75
2018-08-30,184.77000427246094
2018-10-01,186.42999267578125
2019-06-14,186.1999969482422
2019-05-13,186.4199981689453
2019-04-11,186.72000122070312
2019-02-06,187.25
2019-09-18,187.10000610351562
2020-02-03,187.58999633789062
2020-04-22,188.4600067138672
2019-11-19,185.86000061035156
2020-02-06,183.82000732421875
2019-11-22,184.49000549316406
2019-03-25,184.24000549316406
2019-02-21,183.60000610351562
2018-12-19,183.91000366210938
2018-07-12,185.5399932861328
2018-09-14,184.57000732421875
2018-08-13,180.6199951171875
2018-10-16,179.4199981689453
2019-07-31,179.32000732421875
2019-05-28,178.0
2019-04-26,170.44000244140625
2020-04-28,167.82000732421875
2019-11-25,168.6300048828125
2020-02-12,169.1999969482422
2020-05-01,171.58999633789062
2020-05-04,167.57000732421875
2019-06-12,151.47000122070312
2019-04-09,150.50999450683594
2019-03-08,150.77999877929688
2019-02-04,149.11000061035156
2018-07-27,147.60000610351562
2018-08-28,149.9600067138672
2019-01-03,148.7100067138672
2019-08-15,148.3300018310547
2018-10-31,150.72999572753906
2019-09-16,153.94000244140625
2020-02-18,155.7100067138672
2020-05-07,157.25999450683594
2018-08-17,155.0800018310547
2019-12-04,157.82000732421875
2020-02-21,161.00999450683594
2018-12-17,161.63999938964844
2019-08-30,161.49000549316406
2018-11-15,159.02000427246094
2019-07-29,159.91000366210938
2019-06-27,160.5
2019-04-24,163.05999755859375
2018-07-10,165.14999389648438
2018-09-12,164.42999267578125
2019-02-19,161.89999389648438
2019-01-18,160.55999755859375
2020-02-24,161.0
2020-05-13,161.1999969482422
2019-12-10,160.33999633789062
2020-02-27,164.47000122070312
2019-12-13,164.0
2020-05-19,166.24000549316406
2019-03-06,164.2899932861328
2018-11-30,156.49000549316406
2019-08-13,155.97000122070312
2019-07-12,151.0
2019-06-10,148.7100067138672
2019-05-09,147.33999633789062
2018-07-25,148.38999938964844
2018-09-27,149.94000244140625
2018-10-29,147.32000732421875
2019-10-16,145.6199951171875
2019-12-16,146.6300048828125
2020-03-04,142.25
2020-05-22,139.9499969482422
2019-10-01,138.63999938964844
2019-12-19,136.1300048828125
2018-09-10,141.6999969482422
2019-05-24,144.02000427246094
2018-08-09,144.25
2019-04-22,145.2899932861328
2019-03-21,147.4600067138672
2019-01-16,145.4600067138672
2019-08-28,150.77000427246094
2018-11-13,152.6999969482422
2018-10-12,154.64999389648438
2019-06-25,157.75999450683594
2020-03-10,160.11000061035156
2020-05-28,160.3300018310547
2019-10-07,162.1300048828125
2020-03-13,161.6300048828125
2019-10-10,162.4499969482422
2020-03-16,166.22999572753906
2020-06-03,167.75999450683594
2018-11-28,162.64999389648438
2018-09-25,163.1699981689453
2018-07-23,163.3699951171875
2018-08-24,163.22000122070312
2019-07-10,162.86000061035156
2019-05-07,162.35000610351562
2019-04-05,164.0
2019-03-04,165.99000549316406
2019-01-31,165.38999938964844
2019-09-12,166.17999267578125
2019-12-31,165.9600067138672
2020-03-19,165.58999633789062
2020-01-03,151.72000122070312
2020-06-09,153.0800018310547
2019-02-15,155.24000549316406
2019-01-14,155.66000366210938
2018-07-06,155.27999877929688
2018-08-07,155.9199981689453
2018-10-10,157.77999877929688
2018-12-13,159.1300048828125
2019-08-26,159.8300018310547
2019-07-25,160.86000061035156
2019-05-22,161.33999633789062
2019-03-19,160.80999755859375
2020-01-06,159.97999572753906
2020-03-25,162.94000244140625
2020-06-12,160.0
2019-10-22,158.91000366210938
2020-01-09,159.67999267578125
2020-06-15,160.57000732421875
2019-10-25,160.8800048828125
2020-03-31,160.50999450683594
2020-06-18,157.61000061035156
2019-04-03,159.8699951171875
2018-08-22,160.27000427246094
2018-10-25,158.9199981689453
2019-01-29,156.61000061035156
2018-12-28,155.67999267578125
2018-11-26,158.9499969482422
2019-08-09,158.75999450683594
2019-07-08,155.19000244140625
2019-06-06,156.5500030517578
2019-09-10,149.9600067138672
2020-01-15,151.0800018310547
2020-04-03,152.5399932861328
2019-10-31,153.6199951171875
2020-04-06,154.63999938964844
2020-06-24,156.52000427246094
2018-11-09,159.25999450683594
2019-07-23,159.02000427246094
2019-06-21,159.08999633789062
2019-05-20,161.1999969482422
2019-04-18,161.2100067138672
2018-09-06,160.0399932861328
2018-10-08,157.24000549316406
2019-02-13,153.8000030517578
2018-12-11,155.25999450683594
2019-09-25,155.97000122070312
2020-01-21,156.39999389648438
2020-04-09,156.80999755859375
2019-11-06,157.83999633789062
2020-01-24,168.07000732421875
2020-01-27,168.41000366210938
2020-04-15,171.2100067138672
2018-12-26,169.92999267578125
2019-08-07,168.16000366210938
2019-06-04,169.77000427246094
2018-09-21,169.02999877929688
2018-07-19,168.27999877929688
2018-08-20,166.74000549316406
2018-10-23,169.39999389648438
2019-05-03,171.4600067138672
2019-04-01,170.52000427246094
2019-02-28,168.57000732421875
2019-11-12,167.8800048828125
2020-01-30,167.6999969482422
2019-11-15,168.27999877929688
2020-04-21,160.39999389648438
2019-04-16,162.24000549316406
2019-03-15,163.4499969482422
2019-02-11,165.4199981689453
2019-01-10,163.13999938964844
2019-08-22,155.9199981689453
2018-11-07,158.92999267578125
2018-08-03,159.41000366210938
2018-09-04,157.32000732421875
2019-06-19,158.3000030517578
2019-09-23,155.1300048828125
2019-11-18,156.60000610351562
2020-02-05,157.07000732421875
2020-04-24,155.9199981689453
2019-03-29,156.2100067138672
2019-11-21,159.8000030517578
2020-04-27,161.61000061035156
2020-02-11,162.1999969482422
2020-04-30,162.44000244140625
2019-05-01,163.02000427246094
2019-02-26,162.49000549316406
2019-01-25,161.97999572753906
2018-12-24,165.1699981689453
2019-09-06,164.08999633789062
2018-07-17,161.64999389648438
2018-09-19,165.89999389648438
2019-08-05,165.05999755859375
2019-10-08,167.99000549316406
2019-12-11,161.82000732421875
2019-11-27,162.58999633789062
2020-02-14,163.97999572753906
2020-05-06,163.52999877929688
2019-01-08,163.47999572753906
2018-12-07,165.63999938964844
2019-08-20,165.35000610351562
2018-11-05,162.9600067138672
2019-07-19,162.80999755859375
2018-10-04,161.6999969482422
2019-06-17,159.89999389648438
2019-05-16,157.1999969482422
2018-08-01,156.6699981689453
2019-03-13,156.5
2019-12-03,159.75999450683594
2020-02-20,158.36000061035156
2019-12-06,160.0399932861328
2020-05-12,153.75
2019-12-09,151.3300018310547
2020-02-26,150.0
2020-05-15,150.8000030517578
2019-03-28,154.83999633789062
2018-09-17,154.75999450683594
2018-08-16,154.1199951171875
2018-10-19,155.3300018310547
2019-04-29,154.58999633789062
2019-01-23,155.80999755859375
2019-09-04,152.61000061035156
2018-11-20,149.77999877929688
2019-07-02,149.25
2019-05-31,147.63999938964844
2019-12-12,151.52000427246094
2020-05-18,151.8000030517578
2019-09-27,154.47000122070312
2020-03-03,153.0
2020-05-21,149.8699951171875
2019-05-14,151.39999389648438
2018-08-31,146.4199981689453
2018-07-30,144.02000427246094
2018-10-02,147.4199981689453
2019-04-12,149.00999450683594
2019-03-11,146.80999755859375
2019-02-07,148.36000061035156
2019-07-17,149.55999755859375
2019-09-19,145.07000732421875
2019-10-21,146.0399932861328
2019-12-18,145.10000610351562
2020-03-06,146.27000427246094
2019-10-03,148.55999755859375
2020-03-09,148.67999267578125
2020-05-27,147.3300018310547
2019-12-24,148.85000610351562
2020-03-12,151.74000549316406
2018-12-20,151.07000732421875
2019-08-01,152.39999389648438
2018-08-14,158.02000427246094
2018-07-13,161.58999633789062
2018-10-17,162.86000061035156
2019-05-29,162.4499969482422
2019-03-26,162.0500030517578
2019-02-22,157.83999633789062
2019-10-04,155.19000244140625
2019-11-05,155.13999938964844
2019-12-27,155.7100067138672
2020-06-02,155.35000610351562
2019-12-30,153.35000610351562
2020-03-18,155.58999633789062
2020-06-05,154.9199981689453
2019-07-15,155.33999633789062
2018-12-03,156.5399932861328
2019-06-13,154.77999877929688
2019-01-04,152.7899932861328
2018-08-29,152.11000061035156
2019-02-05,155.4499969482422
2018-11-01,154.47999572753906
2019-08-16,151.88999938964844
2019-04-10,151.83999633789062
2019-09-17,153.14999389648438
2019-10-15,156.4600067138672
2020-01-02,157.9499969482422
2020-06-08,158.3000030517578
2019-10-18,158.02999877929688
2020-03-24,155.66000366210938
2020-06-11,157.52000427246094
2020-01-08,159.36000061035156
2019-04-25,162.63999938964844
2019-07-30,164.92999267578125
2019-02-20,165.5500030517578
2018-07-11,166.63999938964844
2018-09-13,166.3300018310547
2018-10-15,165.6999969482422
2019-06-28,164.8699951171875
2018-12-18,162.6699981689453
2018-11-16,166.8699951171875
2019-10-02,168.50999450683594
2020-03-27,168.07000732421875
2020-01-10,166.80999755859375
2019-10-24,166.97000122070312
2020-03-30,166.94000244140625
2020-06-17,167.9499969482422
2020-01-14,168.94000244140625
2020-04-02,164.30999755859375
2019-01-02,164.5399932861328
2019-08-14,163.6699981689453
2018-10-30,162.0500030517578
2019-06-11,161.41000366210938
2019-05-10,158.69000244140625
2019-04-08,157.97999572753906
2018-08-27,158.88999938964844
2018-07-26,162.4600067138672
2018-09-28,162.89999389648438
2019-03-07,162.3800048828125
2019-10-30,160.4600067138672
2020-01-17,157.8300018310547
2020-06-23,156.57000732421875
2020-04-08,159.1699981689453
2020-06-26,162.19000244140625
2019-03-22,164.97000122070312
2019-01-17,165.74000549316406
2019-08-29,165.16000366210938
2018-11-14,167.67999267578125
2019-06-26,170.4199981689453
2018-09-11,170.3800048828125
2018-07-09,171.13999938964844
2018-08-10,171.85000610351562
2019-04-23,171.6199951171875
2019-09-30,167.75
2020-01-23,169.67999267578125
2019-11-08,169.82000732421875
2020-04-14,168.9199981689453
2019-11-11,169.77999877929688
2020-01-29,169.1999969482422
2020-04-17,168.83999633789062
2018-07-24,169.39999389648438
2018-09-26,169.0
2019-05-08,167.08999633789062
2019-03-05,165.86000061035156
2019-02-01,164.7899932861328
2018-12-31,166.61000061035156
2018-11-29,166.66000366210938
2019-08-12,166.5500030517578
2019-07-11,167.47999572753906
2019-09-13,168.47000122070312
2019-11-14,167.1699981689453
2020-04-20,168.6699981689453
2020-02-04,170.0
2020-04-23,168.80999755859375
2018-12-14,167.64999389648438
2019-08-27,168.44000244140625
2018-08-08,165.97000122070312
2018-10-11,162.89999389648438
2018-11-12,164.8000030517578
2019-07-26,164.92999267578125
2019-06-24,163.33999633789062
2019-05-23,159.6300048828125
2019-03-20,161.82000732421875
2019-01-15,162.6199951171875
2019-11-20,163.74000549316406
2020-02-07,160.05999755859375
2020-02-10,155.74000549316406
2020-04-29,155.60000610351562
2019-11-26,155.52000427246094
2020-02-13,157.0
2019-01-30,155.33999633789062
2018-08-23,156.25999450683594
2018-09-24,157.5399932861328
2018-11-27,158.0
2018-10-26,159.9499969482422
2019-07-09,160.07000732421875
2019-06-07,159.10000610351562
2019-05-06,153.6300048828125
2019-04-04,149.4499969482422
2019-09-11,147.00999450683594
2019-11-29,144.75
2020-05-05,148.7100067138672
2019-12-02,144.13999938964844
2020-02-19,149.5500030517578
2020-05-08,141.52999877929688
2019-05-21,141.77000427246094
2019-03-18,131.94000244140625
2018-09-07,140.3800048828125
2018-08-06,129.4600067138672
2018-10-09,118.81999969482422
2019-02-14,126.22000122070312
2018-12-12,116.4800033569336
2019-07-24,125.44000244140625
2019-09-26,111.0199966430664
2019-10-28,107.02999877929688
2019-12-05,99.87000274658203
2020-05-11,95.56999969482422
2019-07-03,106.58999633789062
2020-02-25,109.94000244140625
2020-05-14,113.54000091552734
2020-02-28,107.8499984741211
2019-08-08,113.02999877929688
2019-06-05,108.81999969482422
2018-07-20,104.26000213623047
2018-08-21,100.77999877929688
2018-10-24,95.5199966430664
2019-04-02,106.05999755859375
2019-03-01,109.83000183105469
2019-01-28,116.41999816894531
2018-12-27,122.12000274658203
2019-09-09,114.16000366210938
2020-03-02,116.18000030517578
2020-05-20,109.66999816894531
2019-12-17,110.79000091552734
2020-03-05,118.33000183105469
2019-02-12,114.66000366210938
2019-01-11,110.54000091552734
2018-12-10,113.76000213623047
2019-08-23,113.66999816894531
2018-11-08,116.06999969482422
2019-07-22,125.04000091552734
2019-06-20,126.38999938964844
2018-09-05,135.52000427246094
2019-04-17,130.2899932861328
2019-09-24,124.05000305175781
2019-12-20,121.4000015258789
2020-05-26,121.66999816894531
2019-04-30,119.69999694824219
2019-12-23,122.20999908447266
2020-03-11,127.33000183105469
2020-05-29,124.83999633789062
2019-12-26,122.73999786376953
2020-06-01,120.05000305175781
2019-05-02,123.88999938964844
2019-02-27,122.94999694824219
2018-11-23,134.38999938964844
2019-08-06,132.8699951171875
2018-07-18,133.72000122070312
2018-09-20,132.8699951171875
2018-10-22,128.8800048828125
2019-07-05,137.0
2019-06-03,136.2100067138672
2019-10-09,133.75
2019-10-11,129.69000244140625
2020-03-17,130.00999450683594
2020-06-04,134.4199981689453
2019-10-14,140.97999572753906
2020-03-20,142.91000366210938
2018-11-06,152.1999969482422
2019-06-18,156.05999755859375
2019-05-17,151.44000244140625
2019-04-15,145.5500030517578
2019-03-14,133.3300018310547
2019-01-09,135.00999450683594
2018-08-02,135.4600067138672
2018-10-05,137.25999450683594
2019-08-21,135.97000122070312
2019-10-17,135.61000061035156
2020-03-23,135.88999938964844
2020-06-10,134.88999938964844
2019-02-25,137.0800018310547
2020-01-07,130.82000732421875
2020-03-26,131.69000244140625
2019-10-23,133.55999755859375
