Dates,SNA
2018-06-20,159.52999877929688
2018-06-21,159.82000732421875
2018-06-25,159.80999755859375
2018-06-22,159.5
2018-06-26,159.50999450683594
2018-06-27,160.8699951171875
2018-06-28,161.72000122070312
2018-06-29,162.52000427246094
2018-07-02,159.6999969482422
2018-07-03,161.24000549316406
2018-07-05,160.86000061035156
2018-07-16,163.82000732421875
2018-09-18,164.1300048828125
2019-01-24,165.86000061035156
2019-09-05,165.22999572753906
2018-11-21,164.38999938964844
2020-01-13,164.0399932861328
2020-04-01,165.64999389648438
2020-06-19,162.58999633789062
2019-10-29,160.14999389648438
2020-01-16,162.00999450683594
2020-06-22,172.5800018310547
2018-10-03,173.0
2018-07-31,170.52000427246094
2019-03-12,165.5800018310547
2019-02-08,169.0
2019-01-07,168.88999938964844
2018-12-06,167.97999572753906
2019-08-19,168.47000122070312
2019-07-18,169.10000610351562
2019-05-15,166.86000061035156
2019-09-20,167.9600067138672
2019-11-01,168.5800018310547
2020-04-07,168.88999938964844
2020-06-25,170.14999389648438
2020-06-16,170.64999389648438
2019-11-04,171.30999755859375
2020-01-22,170.92999267578125
2019-11-07,170.19000244140625
2020-04-13,171.4199981689453
2019-07-01,172.19000244140625
2019-05-30,174.33999633789062
2018-08-15,176.0500030517578
2018-10-18,177.61000061035156
2019-03-27,180.0
2019-01-22,177.55999755859375
2018-12-21,176.9199981689453
2019-09-03,177.22999572753906
2018-11-19,177.5
2019-08-02,177.85000610351562
2020-01-28,179.10000610351562
2020-04-16,178.1199951171875
2019-11-13,176.97000122070312
2020-01-31,178.1199951171875
2018-12-04,181.36000061035156
2018-11-02,180.7899932861328
2019-07-16,181.3800048828125
2018-08-30,183.3300018310547
2018-10-01,185.0
2019-06-14,187.27999877929688
2019-05-13,186.08999633789062
2019-04-11,186.9600067138672
2019-02-06,187.0
2019-09-18,187.57000732421875
2020-02-03,187.9600067138672
2020-04-22,188.00999450683594
2019-11-19,188.38999938964844
2020-02-06,186.66000366210938
2019-11-22,183.63999938964844
2019-03-25,184.7100067138672
2019-02-21,184.0
2018-12-19,184.89999389648438
2018-07-12,184.19000244140625
2018-09-14,186.3699951171875
2018-08-13,183.77000427246094
2018-10-16,181.39999389648438
2019-07-31,179.2100067138672
2019-05-28,179.05999755859375
2019-04-26,177.32000732421875
2020-04-28,169.9499969482422
2019-11-25,170.10000610351562
2020-02-12,167.97000122070312
2020-05-01,170.1999969482422
2020-05-04,171.57000732421875
2019-06-12,158.99000549316406
2019-04-09,153.10000610351562
2019-03-08,151.05999755859375
2019-02-04,148.14999389648438
2018-07-27,149.11000061035156
2018-08-28,148.02999877929688
2019-01-03,148.4199981689453
2019-08-15,150.19000244140625
2018-10-31,148.80999755859375
2019-09-16,151.7899932861328
2020-02-18,153.75
2020-05-07,156.9199981689453
2018-08-17,157.66000366210938
2019-12-04,155.1999969482422
2020-02-21,159.38999938964844
2018-12-17,159.8000030517578
2019-08-30,160.60000610351562
2018-11-15,161.69000244140625
2019-07-29,159.32000732421875
2019-06-27,161.50999450683594
2019-04-24,159.85000610351562
2018-07-10,162.55999755859375
2018-09-12,164.17999267578125
2019-02-19,162.39999389648438
2019-01-18,162.16000366210938
2020-02-24,159.8300018310547
2020-05-13,162.00999450683594
2019-12-10,160.83999633789062
2020-02-27,160.58999633789062
2019-12-13,164.24000549316406
2020-05-19,163.35000610351562
2019-03-06,169.10000610351562
2018-11-30,164.7100067138672
2019-08-13,154.19000244140625
2019-07-12,156.1699981689453
2019-06-10,150.52999877929688
2019-05-09,150.74000549316406
2018-07-25,149.39999389648438
2018-09-27,149.39999389648438
2018-10-29,148.4499969482422
2019-10-16,146.80999755859375
2019-12-16,146.6699981689453
2020-03-04,146.57000732421875
2020-05-22,141.75
2019-10-01,139.19000244140625
2019-12-19,138.0399932861328
2018-09-10,136.36000061035156
2019-05-24,140.0
2018-08-09,144.52999877929688
2019-04-22,144.75
2019-03-21,143.13999938964844
2019-01-16,147.19000244140625
2019-08-28,148.00999450683594
2018-11-13,151.07000732421875
2018-10-12,154.91000366210938
2019-06-25,156.11000061035156
2020-03-10,157.50999450683594
2020-05-28,159.33999633789062
2019-10-07,159.86000061035156
2020-03-13,162.61000061035156
2019-10-10,161.8800048828125
2020-03-16,162.44000244140625
2020-06-03,167.0
2018-11-28,165.25999450683594
2018-09-25,163.63999938964844
2018-07-23,163.3000030517578
2018-08-24,164.9499969482422
2019-07-10,161.89999389648438
2019-05-07,163.5800018310547
2019-04-05,163.16000366210938
2019-03-04,163.60000610351562
2019-01-31,165.97999572753906
2019-09-12,165.75
2019-12-31,166.1999969482422
2020-03-19,165.6199951171875
2020-01-03,154.8800048828125
2020-06-09,151.0800018310547
2019-02-15,154.0399932861328
2019-01-14,155.6199951171875
2018-07-06,155.8300018310547
2018-08-07,154.72000122070312
2018-10-10,156.8699951171875
2018-12-13,158.69000244140625
2019-08-26,159.4199981689453
2019-07-25,159.92999267578125
2019-05-22,160.50999450683594
2019-03-19,162.61000061035156
2020-01-06,160.47000122070312
2020-03-25,159.6300048828125
2020-06-12,162.83999633789062
2019-10-22,161.19000244140625
2020-01-09,159.9499969482422
2020-06-15,159.80999755859375
2019-10-25,160.91000366210938
2020-03-31,160.72999572753906
2020-06-18,159.11000061035156
2019-04-03,156.3699951171875
2018-08-22,160.22000122070312
2018-10-25,160.5
2019-01-29,158.77000427246094
2018-12-28,156.41000366210938
2018-11-26,156.3000030517578
2019-08-09,159.92999267578125
2019-07-08,158.16000366210938
2019-06-06,155.3000030517578
2019-09-10,155.72999572753906
2020-01-15,150.1999969482422
2020-04-03,152.33999633789062
2019-10-31,152.80999755859375
2020-04-06,153.86000061035156
2020-06-24,155.97000122070312
2018-11-09,158.1300048828125
2019-07-23,159.1699981689453
2019-06-21,159.82000732421875
2019-05-20,159.83999633789062
2019-04-18,161.67999267578125
2018-09-06,160.5
2018-10-08,158.58999633789062
2019-02-13,155.75
2018-12-11,154.0500030517578
2019-09-25,156.55999755859375
2020-01-21,156.35000610351562
2020-04-09,154.33999633789062
2019-11-06,157.63999938964844
2020-01-24,168.0
2020-01-27,167.16000366210938
2020-04-15,169.38999938964844
2018-12-26,171.3000030517578
2019-08-07,169.0399932861328
2019-06-04,168.0
2018-09-21,170.27000427246094
2018-07-19,168.94000244140625
2018-08-20,168.75999450683594
2018-10-23,166.3800048828125
2019-05-03,169.27999877929688
2019-04-01,168.50999450683594
2019-02-28,168.97000122070312
2019-11-12,169.0
2020-01-30,166.11000061035156
2019-11-15,167.50999450683594
2020-04-21,165.02000427246094
2019-04-16,160.8800048828125
2019-03-15,161.44000244140625
2019-02-11,164.19000244140625
2019-01-10,163.77000427246094
2019-08-22,161.49000549316406
2018-11-07,157.50999450683594
2018-08-03,157.8699951171875
2018-09-04,157.6199951171875
2019-06-19,158.52999877929688
2019-09-23,158.38999938964844
2019-11-18,154.0399932861328
2020-02-05,156.66000366210938
2020-04-24,155.3699951171875
2019-03-29,155.8300018310547
2019-11-21,157.9499969482422
2020-04-27,160.8699951171875
2020-02-11,162.50999450683594
2020-04-30,163.1300048828125
2019-05-01,163.00999450683594
2019-02-26,164.2899932861328
2019-01-25,162.57000732421875
2018-12-24,162.5399932861328
2019-09-06,164.67999267578125
2018-07-17,164.6699981689453
2018-09-19,163.0399932861328
2019-08-05,166.3800048828125
2019-10-08,166.58999633789062
2019-12-11,167.0
2019-11-27,162.0
2020-02-14,163.0
2020-05-06,163.75999450683594
2019-01-08,163.99000549316406
2018-12-07,164.0399932861328
2019-08-20,165.63999938964844
2018-11-05,165.4600067138672
2019-07-19,163.4199981689453
2018-10-04,162.05999755859375
2019-06-17,161.11000061035156
2019-05-16,158.64999389648438
2018-08-01,158.1999969482422
2019-03-13,156.0399932861328
2019-12-03,157.1699981689453
2020-02-20,159.91000366210938
2019-12-06,158.39999389648438
2020-05-12,160.16000366210938
2019-12-09,151.5
2020-02-26,152.19000244140625
2020-05-15,150.22000122070312
2019-03-28,152.1199951171875
2018-09-17,153.7899932861328
2018-08-16,154.75
2018-10-19,153.4600067138672
2019-04-29,155.1699981689453
2019-01-23,153.5
2019-09-04,156.0800018310547
2018-11-20,152.25
2019-07-02,149.6999969482422
2019-05-31,146.97999572753906
2019-12-12,148.89999389648438
2020-05-18,149.30999755859375
2019-09-27,153.27999877929688
2020-03-03,154.42999267578125
2020-05-21,152.19000244140625
2019-05-14,150.0800018310547
2018-08-31,149.11000061035156
2018-07-30,146.69000244140625
2018-10-02,144.94000244140625
2019-04-12,148.64999389648438
2019-03-11,148.77000427246094
2019-02-07,148.42999267578125
2019-07-17,148.97999572753906
2019-09-19,148.6999969482422
2019-10-21,146.64999389648438
2019-12-18,146.99000549316406
2020-03-06,144.47000122070312
2019-10-03,148.33999633789062
2020-03-09,149.72000122070312
2020-05-27,147.02000427246094
2019-12-24,148.60000610351562
2020-03-12,150.0800018310547
2018-12-20,152.36000061035156
2019-08-01,151.69000244140625
2018-08-14,152.27999877929688
2018-07-13,158.66000366210938
2018-10-17,162.36000061035156
2019-05-29,163.86000061035156
2019-03-26,161.72999572753906
2019-02-22,161.50999450683594
2019-10-04,156.85000610351562
2019-11-05,155.1199951171875
2019-12-27,155.5
2020-06-02,154.4600067138672
2019-12-30,156.02999877929688
2020-03-18,153.0399932861328
2020-06-05,155.6199951171875
2019-07-15,155.69000244140625
2018-12-03,156.22999572753906
2019-06-13,157.75
2019-01-04,153.63999938964844
2018-08-29,151.85000610351562
2019-02-05,152.8800048828125
2018-11-01,154.58999633789062
2019-08-16,153.0
2019-04-10,153.44000244140625
2019-09-17,152.52999877929688
2019-10-15,155.44000244140625
2020-01-02,155.63999938964844
2020-06-08,157.47999572753906
2019-10-18,158.0399932861328
2020-03-24,157.97000122070312
2020-06-11,154.80999755859375
2020-01-08,158.74000549316406
2019-04-25,159.5
2019-07-30,162.42999267578125
2019-02-20,165.6199951171875
2018-07-11,165.5
2018-09-13,167.47999572753906
2018-10-15,165.2100067138672
2019-06-28,165.33999633789062
2018-12-18,164.13999938964844
2018-11-16,164.2899932861328
2019-10-02,168.42999267578125
2020-03-27,168.14999389648438
2020-01-10,167.44000244140625
2019-10-24,168.0
2020-03-30,166.97000122070312
2020-06-17,165.5
2020-01-14,168.47999572753906
2020-04-02,167.47999572753906
2019-01-02,164.08999633789062
2019-08-14,164.83999633789062
2018-10-30,163.02000427246094
2019-06-11,161.9499969482422
2019-05-10,161.0
2019-04-08,158.61000061035156
2018-08-27,158.47000122070312
2018-07-26,159.58999633789062
2018-09-28,163.02999877929688
2019-03-07,162.42999267578125
2019-10-30,161.7899932861328
2020-01-17,160.99000549316406
2020-06-23,155.99000549316406
2020-04-08,157.0399932861328
2020-06-26,159.8699951171875
2019-03-22,163.39999389648438
2019-01-17,164.52000427246094
2019-08-29,165.52999877929688
2018-11-14,166.1699981689453
2019-06-26,167.4600067138672
2018-09-11,170.4600067138672
2018-07-09,172.0
2018-08-10,171.17999267578125
2019-04-23,171.94000244140625
2019-09-30,171.41000366210938
2020-01-23,168.88999938964844
2019-11-08,170.36000061035156
2020-04-14,169.6300048828125
2019-11-11,169.50999450683594
2020-01-29,170.0500030517578
2020-04-17,169.49000549316406
2018-07-24,168.42999267578125
2018-09-26,170.39999389648438
2019-05-08,166.08999633789062
2019-03-05,166.36000061035156
2019-02-01,165.14999389648438
2018-12-31,165.25
2018-11-29,167.1699981689453
2019-08-12,166.66000366210938
2019-07-11,167.05999755859375
2019-09-13,167.8000030517578
2019-11-14,167.9600067138672
2020-04-20,168.22999572753906
2020-02-04,169.27999877929688
2020-04-23,169.75
2018-12-14,169.36000061035156
2019-08-27,166.6699981689453
2018-08-08,168.8800048828125
2018-10-11,162.74000549316406
2018-11-12,163.67999267578125
2019-07-26,165.72000122070312
2019-06-24,163.4199981689453
2019-05-23,162.4199981689453
2019-03-20,161.00999450683594
2019-01-15,164.58999633789062
2019-11-20,163.3000030517578
2020-02-07,165.5500030517578
2020-02-10,158.4499969482422
2020-04-29,155.24000549316406
2019-11-26,156.13999938964844
2020-02-13,156.14999389648438
2019-01-30,156.17999267578125
2018-08-23,155.5
2018-09-24,155.5500030517578
2018-11-27,158.05999755859375
2018-10-26,157.75999450683594
2019-07-09,159.42999267578125
2019-06-07,155.77999877929688
2019-05-06,159.3300018310547
2019-04-04,154.6199951171875
2019-09-11,147.3699951171875
2019-11-29,142.75999450683594
2020-05-05,145.6999969482422
2019-12-02,147.97000122070312
2020-02-19,146.33999633789062
2020-05-08,147.49000549316406
2019-05-21,137.75999450683594
2019-03-18,134.7899932861328
2018-09-07,135.6199951171875
2018-08-06,136.86000061035156
2018-10-09,120.2699966430664
2019-02-14,125.72000122070312
2018-12-12,110.25
2019-07-24,118.69000244140625
2019-09-26,117.11000061035156
2019-10-28,109.38999938964844
2019-12-05,108.81999969482422
2020-05-11,98.1500015258789
2019-07-03,101.0
2020-02-25,106.88999938964844
2020-05-14,111.05999755859375
2020-02-28,109.38999938964844
2019-08-08,107.98999786376953
2019-06-05,111.5199966430664
2018-07-20,104.01000213623047
2018-08-21,102.9000015258789
2018-10-24,100.0
2019-04-02,100.7300033569336
2019-03-01,110.69999694824219
2019-01-28,111.37999725341797
2018-12-27,118.73999786376953
2019-09-09,122.55999755859375
2020-03-02,116.0
2020-05-20,112.6500015258789
2019-12-17,109.30999755859375
2020-03-05,114.4000015258789
2019-02-12,115.5999984741211
2019-01-11,111.19000244140625
2018-12-10,112.80999755859375
2019-08-23,113.80000305175781
2018-11-08,114.87000274658203
2019-07-22,116.9800033569336
2019-06-20,127.79000091552734
2018-09-05,129.86000061035156
2019-04-17,132.89999389648438
2019-09-24,127.94999694824219
2019-12-20,122.52999877929688
2020-05-26,122.62000274658203
2019-04-30,122.02999877929688
2019-12-23,121.7699966430664
2020-03-11,124.5
2020-05-29,125.72000122070312
2019-12-26,125.16000366210938
2020-06-01,121.7699966430664
2019-05-02,118.0
2019-02-27,122.98999786376953
2018-11-23,127.75
2019-08-06,133.77000427246094
2018-07-18,133.99000549316406
2018-09-20,133.17999267578125
2018-10-22,133.64999389648438
2019-07-05,134.47000122070312
2019-06-03,140.0
2019-10-09,137.67999267578125
2019-10-11,132.52000427246094
2020-03-17,129.97000122070312
2020-06-04,131.8300018310547
2019-10-14,136.82000732421875
2020-03-20,139.6300048828125
2018-11-06,147.80999755859375
2019-06-18,153.35000610351562
2019-05-17,152.7899932861328
2019-04-15,150.4199981689453
2019-03-14,139.27999877929688
2019-01-09,137.89999389648438
2018-08-02,130.17999267578125
2018-10-05,141.19000244140625
2019-08-21,138.11000061035156
2019-10-17,134.47999572753906
2020-03-23,138.50999450683594
2020-06-10,134.60000610351562
2019-02-25,137.11000061035156
2020-01-07,135.2100067138672
2020-03-26,130.0
2019-10-23,131.4600067138672
