Dates,SNA
2018-06-20,688300.0
2018-06-21,408300.0
2018-06-25,781800.0
2018-06-22,603600.0
2018-06-26,551800.0
2018-06-27,769100.0
2018-06-28,981500.0
2018-06-29,613700.0
2018-07-02,558100.0
2018-07-03,181300.0
2018-07-05,802500.0
2018-07-16,340100.0
2018-09-18,317100.0
2019-01-24,319500.0
2019-09-05,490300.0
2018-11-21,519100.0
2020-01-13,276400.0
2020-04-01,431000.0
2020-06-19,1431700.0
2019-10-29,1399000.0
2020-01-16,2717100.0
2020-06-22,1729300.0
2018-10-03,866900.0
2018-07-31,1018500.0
2019-03-12,759100.0
2019-02-08,620100.0
2019-01-07,404900.0
2018-12-06,483200.0
2019-08-19,543900.0
2019-07-18,553600.0
2019-05-15,453200.0
2019-09-20,451700.0
2019-11-01,979600.0
2020-04-07,1011000.0
2020-06-25,450500.0
2020-06-16,788200.0
2019-11-04,331100.0
2020-01-22,303000.0
2019-11-07,499000.0
2020-04-13,517900.0
2019-07-01,380900.0
2019-05-30,359800.0
2018-08-15,421100.0
2018-10-18,487700.0
2019-03-27,290200.0
2019-01-22,366700.0
2018-12-21,332600.0
2019-09-03,350000.0
2018-11-19,303000.0
2019-08-02,651900.0
2020-01-28,357000.0
2020-04-16,344100.0
2019-11-13,357600.0
2020-01-31,510800.0
2018-12-04,465000.0
2018-11-02,425600.0
2019-07-16,442400.0
2018-08-30,646000.0
2018-10-01,704000.0
2019-06-14,580100.0
2019-05-13,620300.0
2019-04-11,682000.0
2019-02-06,485100.0
2019-09-18,383800.0
2020-02-03,460100.0
2020-04-22,644400.0
2019-11-19,419000.0
2020-02-06,552400.0
2019-11-22,521800.0
2019-03-25,278300.0
2019-02-21,479900.0
2018-12-19,287100.0
2018-07-12,503900.0
2018-09-14,509900.0
2018-08-13,714300.0
2018-10-16,651900.0
2019-07-31,641100.0
2019-05-28,686200.0
2019-04-26,860100.0
2020-04-28,671100.0
2019-11-25,531600.0
2020-02-12,782000.0
2020-05-01,606900.0
2020-05-04,1315800.0
2019-06-12,3299100.0
2019-04-09,1559900.0
2019-03-08,1115900.0
2019-02-04,1188900.0
2018-07-27,968000.0
2018-08-28,856400.0
2019-01-03,858000.0
2019-08-15,1107200.0
2018-10-31,859400.0
2019-09-16,851600.0
2020-02-18,626600.0
2020-05-07,558700.0
2018-08-17,804200.0
2019-12-04,450800.0
2020-02-21,997900.0
2018-12-17,729900.0
2019-08-30,470700.0
2018-11-15,348400.0
2019-07-29,384600.0
2019-06-27,372500.0
2019-04-24,444500.0
2018-07-10,446900.0
2018-09-12,499500.0
2019-02-19,787100.0
2019-01-18,496300.0
2020-02-24,206700.0
2020-05-13,606500.0
2019-12-10,685000.0
2020-02-27,525700.0
2019-12-13,463200.0
2020-05-19,724600.0
2019-03-06,700900.0
2018-11-30,983600.0
2019-08-13,859300.0
2019-07-12,643200.0
2019-06-10,553600.0
2019-05-09,538500.0
2018-07-25,468400.0
2018-09-27,706900.0
2018-10-29,513800.0
2019-10-16,463000.0
2019-12-16,363500.0
2020-03-04,843500.0
2020-05-22,630000.0
2019-10-01,912500.0
2019-12-19,367600.0
2018-09-10,993200.0
2019-05-24,698800.0
2018-08-09,456600.0
2019-04-22,657400.0
2019-03-21,723500.0
2019-01-16,1736000.0
2019-08-28,1251400.0
2018-11-13,495600.0
2018-10-12,787500.0
2019-06-25,657200.0
2020-03-10,471500.0
2020-05-28,481700.0
2019-10-07,799000.0
2020-03-13,614800.0
2019-10-10,513100.0
2020-03-16,602300.0
2020-06-03,677700.0
2018-11-28,1111300.0
2018-09-25,768200.0
2018-07-23,466300.0
2018-08-24,767500.0
2019-07-10,577000.0
2019-05-07,727500.0
2019-04-05,387800.0
2019-03-04,667200.0
2019-01-31,427900.0
2019-09-12,512100.0
2019-12-31,699300.0
2020-03-19,995600.0
2020-01-03,1957700.0
2020-06-09,1013700.0
2019-02-15,944800.0
2019-01-14,681900.0
2018-07-06,1171800.0
2018-08-07,675500.0
2018-10-10,403300.0
2018-12-13,539800.0
2019-08-26,785400.0
2019-07-25,502700.0
2019-05-22,467100.0
2019-03-19,372000.0
2020-01-06,608700.0
2020-03-25,508400.0
2020-06-12,529700.0
2019-10-22,754900.0
2020-01-09,811900.0
2020-06-15,570900.0
2019-10-25,429100.0
2020-03-31,503200.0
2020-06-18,623200.0
2019-04-03,460700.0
2018-08-22,531800.0
2018-10-25,616600.0
2019-01-29,680400.0
2018-12-28,835900.0
2018-11-26,666500.0
2019-08-09,568300.0
2019-07-08,758200.0
2019-06-06,508500.0
2019-09-10,514600.0
2020-01-15,495200.0
2020-04-03,488000.0
2019-10-31,609000.0
2020-04-06,351800.0
2020-06-24,480600.0
2018-11-09,430000.0
2019-07-23,475400.0
2019-06-21,747000.0
2019-05-20,354800.0
2019-04-18,464300.0
2018-09-06,601200.0
2018-10-08,736400.0
2019-02-13,914000.0
2018-12-11,458400.0
2019-09-25,487000.0
2020-01-21,607200.0
2020-04-09,1074500.0
2019-11-06,1180400.0
2020-01-24,2511700.0
2020-01-27,882300.0
2020-04-15,910300.0
2018-12-26,599800.0
2019-08-07,478200.0
2019-06-04,299600.0
2018-09-21,312600.0
2018-07-19,345100.0
