Dates,SNA
2018-06-20,157.63999938964844
2018-06-21,158.0800018310547
2018-06-25,159.27999877929688
2018-06-22,157.63999938964844
2018-06-26,157.82000732421875
2018-06-27,159.0
2018-06-28,159.8699951171875
2018-06-29,160.64999389648438
2018-07-02,157.5
2018-07-03,159.6300048828125
2018-07-05,160.86000061035156
2018-07-16,162.0399932861328
2018-09-18,163.35000610351562
2019-01-24,165.3300018310547
2019-09-05,162.89999389648438
2018-11-21,162.7100067138672
2020-01-13,163.8800048828125
2020-04-01,162.72999572753906
2020-06-19,156.05999755859375
2019-10-29,157.05999755859375
2020-01-16,155.0
2020-06-22,172.0500030517578
2018-10-03,170.9499969482422
2018-07-31,164.02999877929688
2019-03-12,164.61000061035156
2019-02-08,168.02000427246094
2019-01-07,167.57000732421875
2018-12-06,166.55999755859375
2019-08-19,166.97000122070312
2019-07-18,167.00999450683594
2019-05-15,165.89999389648438
2019-09-20,167.10000610351562
2019-11-01,167.82000732421875
2020-04-07,168.00999450683594
2020-06-25,169.5399932861328
2020-06-16,169.57000732421875
2019-11-04,169.8000030517578
2020-01-22,169.6199951171875
2019-11-07,170.19000244140625
2020-04-13,169.1999969482422
2019-07-01,170.1699981689453
2019-05-30,173.33999633789062
2018-08-15,175.32000732421875
2018-10-18,176.8800048828125
2019-03-27,177.30999755859375
2019-01-22,175.86000061035156
2018-12-21,175.38999938964844
2019-09-03,176.22999572753906
2018-11-19,176.67999267578125
2019-08-02,176.47999572753906
2020-01-28,177.72999572753906
2020-04-16,175.9499969482422
2019-11-13,176.08999633789062
2020-01-31,178.1199951171875
2018-12-04,181.25999450683594
2018-11-02,180.1699981689453
2019-07-16,181.3800048828125
2018-08-30,182.19000244140625
2018-10-01,183.63999938964844
2019-06-14,185.64999389648438
2019-05-13,185.25999450683594
2019-04-11,185.89999389648438
2019-02-06,185.82000732421875
2019-09-18,186.49000549316406
2020-02-03,186.3300018310547
2020-04-22,187.52000427246094
2019-11-19,185.44000244140625
2020-02-06,182.88999938964844
2019-11-22,182.75999450683594
2019-03-25,183.5399932861328
2019-02-21,183.07000732421875
2018-12-19,183.3000030517578
2018-07-12,183.2100067138672
2018-09-14,184.1300048828125
2018-08-13,180.22000122070312
2018-10-16,178.86000061035156
2019-07-31,178.22999572753906
2019-05-28,177.86000061035156
2019-04-26,170.17999267578125
2020-04-28,167.52000427246094
2019-11-25,166.22000122070312
2020-02-12,167.16000366210938
2020-05-01,168.80999755859375
2020-05-04,165.77999877929688
2019-06-12,150.38999938964844
2019-04-09,148.00999450683594
2019-03-08,149.85000610351562
2019-02-04,145.4199981689453
2018-07-27,147.30999755859375
2018-08-28,146.6699981689453
2019-01-03,147.5800018310547
2019-08-15,146.6999969482422
2018-10-31,147.99000549316406
2019-09-16,151.5800018310547
2020-02-18,152.52999877929688
2020-05-07,156.07000732421875
2018-08-17,153.14999389648438
2019-12-04,154.67999267578125
2020-02-21,158.17999267578125
2018-12-17,159.60000610351562
2019-08-30,159.5
2018-11-15,158.60000610351562
2019-07-29,159.0
2019-06-27,159.3699951171875
2019-04-24,158.5500030517578
2018-07-10,162.5399932861328
2018-09-12,162.99000549316406
2019-02-19,160.7899932861328
2019-01-18,160.50999450683594
2020-02-24,159.5
2020-05-13,160.0800018310547
2019-12-10,158.9199981689453
2020-02-27,159.72000122070312
2019-12-13,163.61000061035156
2020-05-19,162.7899932861328
2019-03-06,163.61000061035156
2018-11-30,155.86000061035156
2019-08-13,151.30999755859375
2019-07-12,149.8300018310547
2019-06-10,145.94000244140625
2019-05-09,146.8699951171875
2018-07-25,148.25
2018-09-27,149.1199951171875
2018-10-29,146.72000122070312
2019-10-16,144.83999633789062
2019-12-16,145.24000549316406
2020-03-04,140.58999633789062
2020-05-22,138.10000610351562
2019-10-01,138.1699981689453
2019-12-19,135.2899932861328
2018-09-10,135.80999755859375
2019-05-24,138.6999969482422
2018-08-09,143.05999755859375
2019-04-22,142.99000549316406
2019-03-21,141.5
2019-01-16,143.22000122070312
2019-08-28,147.4199981689453
2018-11-13,149.6999969482422
2018-10-12,153.5800018310547
2019-06-25,155.6999969482422
2020-03-10,156.9600067138672
2020-05-28,158.97999572753906
2019-10-07,159.14999389648438
2020-03-13,160.5500030517578
2019-10-10,161.50999450683594
2020-03-16,162.27000427246094
2020-06-03,166.47999572753906
2018-11-28,156.7100067138672
2018-09-25,161.02000427246094
2018-07-23,162.8699951171875
2018-08-24,162.6199951171875
2019-07-10,160.30999755859375
2019-05-07,161.83999633789062
2019-04-05,161.4600067138672
