Dates,IRM
2018-06-20,34.40999984741211
2018-06-21,34.790000915527344
2018-06-25,35.130001068115234
2018-06-22,35.150001525878906
2018-06-26,35.060001373291016
2018-06-27,35.0
2018-06-28,34.7400016784668
2018-06-29,35.369998931884766
2018-07-02,35.04999923706055
2018-07-03,35.720001220703125
2018-07-05,35.7400016784668
2018-07-16,36.09000015258789
2018-09-18,36.52000045776367
2019-01-24,36.63999938964844
2019-09-05,36.720001220703125
2018-11-21,36.810001373291016
2020-01-13,36.95000076293945
2020-04-01,36.619998931884766
2020-06-19,36.2599983215332
2019-10-29,35.11000061035156
2020-01-16,35.58000183105469
2020-06-22,35.34000015258789
2018-10-03,34.91999816894531
2018-07-31,35.15999984741211
2019-03-12,35.41999816894531
2019-02-08,35.7400016784668
2019-01-07,36.0
2018-12-06,35.16999816894531
2019-08-19,35.52000045776367
2019-07-18,35.33000183105469
2019-05-15,35.93000030517578
2019-09-20,36.209999084472656
2019-11-01,36.18000030517578
2020-04-07,36.08000183105469
2020-06-25,35.869998931884766
2020-06-16,35.95000076293945
2019-11-04,35.189998626708984
2020-01-22,35.25
2019-11-07,35.400001525878906
2020-04-13,35.7400016784668
2019-07-01,36.119998931884766
2019-05-30,36.5099983215332
2018-08-15,36.79999923706055
2018-10-18,36.7599983215332
2019-03-27,36.41999816894531
2019-01-22,36.099998474121094
2018-12-21,36.25
2019-09-03,35.93000030517578
2018-11-19,36.2400016784668
2019-08-02,36.5
2020-01-28,36.380001068115234
2020-04-16,36.13999938964844
2019-11-13,36.65999984741211
2020-01-31,36.630001068115234
2018-12-04,36.790000915527344
2018-11-02,36.209999084472656
2019-07-16,36.119998931884766
2018-08-30,35.900001525878906
2018-10-01,36.06999969482422
2019-06-14,36.439998626708984
2019-05-13,35.79999923706055
2019-04-11,35.869998931884766
2019-02-06,35.959999084472656
2019-09-18,35.369998931884766
2020-02-03,35.61000061035156
2020-04-22,36.060001373291016
2019-11-19,35.900001525878906
2020-02-06,35.27000045776367
2019-11-22,34.88999938964844
2019-03-25,34.59000015258789
2019-02-21,34.529998779296875
2018-12-19,34.91999816894531
2018-07-12,34.5
2018-09-14,34.220001220703125
2018-08-13,33.720001220703125
2018-10-16,33.63999938964844
2019-07-31,34.150001525878906
2019-05-28,33.970001220703125
2019-04-26,33.599998474121094
2020-04-28,32.560001373291016
2019-11-25,32.0
2020-02-12,32.09000015258789
2020-05-01,32.279998779296875
2020-05-04,32.18000030517578
2019-06-12,31.989999771118164
2019-04-09,32.279998779296875
2019-03-08,32.43000030517578
2019-02-04,32.2400016784668
2018-07-27,32.79999923706055
2018-08-28,33.400001525878906
2019-01-03,32.33000183105469
2019-08-15,31.690000534057617
2018-10-31,31.979999542236328
2019-09-16,31.780000686645508
2020-02-18,31.59000015258789
2020-05-07,31.81999969482422
2018-08-17,31.770000457763672
2019-12-04,31.889999389648438
2020-02-21,32.15999984741211
2018-12-17,32.29999923706055
2019-08-30,32.939998626708984
2018-11-15,33.0099983215332
2019-07-29,33.0
2019-06-27,33.130001068115234
2019-04-24,33.09000015258789
2018-07-10,34.08000183105469
2018-09-12,34.099998474121094
2019-02-19,34.08000183105469
2019-01-18,33.20000076293945
2020-02-24,32.72999954223633
2020-05-13,33.27000045776367
2019-12-10,33.4900016784668
2020-02-27,34.04999923706055
