Dates,IRM
2018-06-20,33.77000045776367
2018-06-21,34.31999969482422
2018-06-25,34.68000030517578
2018-06-22,34.810001373291016
2018-06-26,34.52000045776367
2018-06-27,34.400001525878906
2018-06-28,34.15999984741211
2018-06-29,34.20000076293945
2018-07-02,34.41999816894531
2018-07-03,34.7599983215332
2018-07-05,35.119998931884766
2018-07-16,35.72999954223633
2018-09-18,35.75
2019-01-24,36.099998474121094
2019-09-05,36.09000015258789
2018-11-21,36.47999954223633
2020-01-13,36.560001373291016
2020-04-01,36.150001525878906
2020-06-19,34.88999938964844
2019-10-29,34.439998626708984
2020-01-16,34.369998931884766
2020-06-22,34.779998779296875
2018-10-03,34.54999923706055
2018-07-31,34.63999938964844
2019-03-12,34.970001220703125
2019-02-08,35.220001220703125
2019-01-07,33.0099983215332
2018-12-06,34.380001068115234
2019-08-19,34.75
2019-07-18,34.41999816894531
2019-05-15,35.22999954223633
2019-09-20,35.56999969482422
2019-11-01,35.790000915527344
2020-04-07,35.779998779296875
2020-06-25,35.41999816894531
2020-06-16,35.400001525878906
2019-11-04,34.439998626708984
2020-01-22,34.0
2019-11-07,34.790000915527344
2020-04-13,35.20000076293945
2019-07-01,35.599998474121094
2019-05-30,36.11000061035156
2018-08-15,36.54999923706055
2018-10-18,36.290000915527344
2019-03-27,35.95000076293945
2019-01-22,35.86000061035156
2018-12-21,35.810001373291016
2019-09-03,35.43000030517578
2018-11-19,35.63999938964844
2019-08-02,36.150001525878906
2020-01-28,35.84000015258789
2020-04-16,35.81999969482422
2019-11-13,36.099998474121094
2020-01-31,36.130001068115234
2018-12-04,36.27000045776367
2018-11-02,35.11000061035156
2019-07-16,35.599998474121094
2018-08-30,35.400001525878906
2018-10-01,35.5099983215332
2019-06-14,35.900001525878906
2019-05-13,35.380001068115234
2019-04-11,35.560001373291016
2019-02-06,35.13999938964844
2019-09-18,34.47999954223633
2020-02-03,34.5
2020-04-22,35.40999984741211
2019-11-19,35.119998931884766
2020-02-06,34.70000076293945
2019-11-22,34.29999923706055
2019-03-25,34.04999923706055
2019-02-21,33.880001068115234
2018-12-19,34.369998931884766
2018-07-12,34.040000915527344
2018-09-14,33.439998626708984
2018-08-13,33.20000076293945
2018-10-16,33.27000045776367
2019-07-31,33.33000183105469
2019-05-28,33.459999084472656
2019-04-26,32.400001525878906
2020-04-28,31.479999542236328
2019-11-25,31.360000610351562
2020-02-12,31.540000915527344
2020-05-01,31.790000915527344
2020-05-04,31.65999984741211
2019-06-12,31.639999389648438
2019-04-09,31.8700008392334
2019-03-08,31.75
2019-02-04,31.59000015258789
2018-07-27,32.060001373291016
2018-08-28,32.11000061035156
2019-01-03,30.219999313354492
2019-08-15,30.6299991607666
2018-10-31,31.149999618530273
2019-09-16,30.59000015258789
2020-02-18,30.5
2020-05-07,30.690000534057617
2018-08-17,31.219999313354492
2019-12-04,31.520000457763672
2020-02-21,31.530000686645508
2018-12-17,31.860000610351562
2019-08-30,32.2400016784668
2018-11-15,32.630001068115234
2019-07-29,32.56999969482422
2019-06-27,32.65999984741211
2019-04-24,31.950000762939453
2018-07-10,32.93000030517578
2018-09-12,33.279998779296875
2019-02-19,33.099998474121094
2019-01-18,32.5099983215332
2020-02-24,32.119998931884766
2020-05-13,32.58000183105469
2019-12-10,33.099998474121094
2020-02-27,33.400001525878906
2019-12-13,33.540000915527344
2020-05-19,33.689998626708984
2019-03-06,33.380001068115234
2018-11-30,33.81999969482422
2019-08-13,33.09000015258789
2019-07-12,33.84000015258789
2019-06-10,33.4900016784668
2019-05-09,34.15999984741211
2018-07-25,34.060001373291016
2018-09-27,34.130001068115234
2018-10-29,34.25
2019-10-16,33.2400016784668
2019-12-16,33.45000076293945
2020-03-04,33.20000076293945
2020-05-22,31.979999542236328
2019-10-01,32.08000183105469
2019-12-19,30.610000610351562
2018-09-10,30.559999465942383
2019-05-24,31.010000228881836
2018-08-09,32.04999923706055
2019-04-22,31.8700008392334
2019-03-21,31.579999923706055
2019-01-16,31.979999542236328
2019-08-28,32.75
2018-11-13,33.209999084472656
2018-10-12,33.650001525878906
2019-06-25,33.93000030517578
2020-03-10,34.029998779296875
2020-05-28,34.369998931884766
2019-10-07,34.59000015258789
2020-03-13,34.7400016784668
2019-10-10,34.68000030517578
2020-03-16,34.880001068115234
2020-06-03,35.36000061035156
2018-11-28,35.279998779296875
2018-09-25,35.2599983215332
2018-07-23,35.36000061035156
2018-08-24,35.849998474121094
2019-07-10,35.619998931884766
2019-05-07,36.150001525878906
2019-04-05,36.380001068115234
2019-03-04,36.54999923706055
2019-01-31,36.040000915527344
2019-09-12,36.41999816894531
2019-12-31,36.70000076293945
2020-03-19,36.54999923706055
2020-01-03,36.380001068115234
2020-06-09,36.349998474121094
2019-02-15,36.2400016784668
2019-01-14,35.689998626708984
2018-07-06,35.52000045776367
2018-08-07,34.93000030517578
2018-10-10,34.95000076293945
2018-12-13,35.16999816894531
2019-08-26,35.220001220703125
2019-07-25,35.599998474121094
2019-05-22,35.470001220703125
2019-03-19,34.619998931884766
2020-01-06,34.90999984741211
2020-03-25,34.709999084472656
2020-06-12,34.97999954223633
2019-10-22,34.9900016784668
2020-01-09,35.150001525878906
2020-06-15,35.2400016784668
2019-10-25,35.0099983215332
2020-03-31,34.709999084472656
2020-06-18,34.529998779296875
2019-04-03,34.709999084472656
2018-08-22,34.86000061035156
2018-10-25,35.099998474121094
2019-01-29,34.61000061035156
2018-12-28,34.66999816894531
2018-11-26,34.59000015258789
2019-08-09,34.40999984741211
2019-07-08,34.09000015258789
2019-06-06,34.310001373291016
2019-09-10,35.08000183105469
2020-01-15,35.060001373291016
2020-04-03,35.22999954223633
2019-10-31,35.20000076293945
2020-04-06,35.459999084472656
2020-06-24,35.34000015258789
2018-11-09,35.209999084472656
2019-07-23,35.29999923706055
