Dates,IRM
2018-06-20,29.421560287475586
2018-06-21,29.747325897216797
2018-06-25,30.00450325012207
2018-06-22,29.944496154785156
2018-06-26,29.644454956054688
2018-06-27,29.49014663696289
2018-06-28,29.7044677734375
2018-06-29,30.013076782226562
2018-07-02,29.918777465820312
2018-07-03,30.484577178955078
2018-07-05,30.587446212768555
2018-07-16,30.767480850219727
2018-09-18,31.2904109954834
2019-01-24,31.256120681762695
2019-09-05,31.39328384399414
2018-11-21,31.49616050720215
2020-01-13,31.410430908203125
2020-04-01,31.170391082763672
2020-06-19,30.030223846435547
2019-10-29,29.747325897216797
2020-01-16,30.364559173583984
2020-06-22,29.96164321899414
2018-10-03,29.841625213623047
2018-07-31,30.047365188598633
2019-03-12,30.304548263549805
2019-02-08,30.39027976989746
2019-01-07,29.541580200195312
2018-12-06,29.92734718322754
2019-08-19,30.09880828857422
2019-07-18,30.261686325073242
2019-05-15,30.50172233581543
2019-09-20,30.656028747558594
2019-11-01,30.87035369873047
2020-04-07,30.8017635345459
2020-06-25,30.50172233581543
2020-06-16,30.398847579956055
2019-11-04,29.661598205566406
2020-01-22,29.8587703704834
2019-11-07,30.270263671875
2020-04-13,30.47600555419922
2019-07-01,30.930362701416016
2019-05-30,31.273265838623047
2018-08-15,31.35041618347168
2018-10-18,31.12752914428711
2019-03-27,30.844629287719727
2019-01-22,30.930362701416016
2018-12-21,30.776050567626953
2019-09-03,30.638887405395508
2018-11-19,31.04180335998535
2019-08-02,31.12752914428711
2020-01-28,30.818912506103516
2020-04-16,30.947507858276367
2019-11-13,31.16182518005371
2020-01-31,31.32470703125
2018-12-04,31.09324073791504
2018-11-02,30.313121795654297
2019-07-16,30.793190002441406
2018-08-30,30.57030487060547
2018-10-01,30.87891960144043
2019-06-14,31.153249740600586
2019-05-13,31.064367294311523
2019-04-11,31.177648544311523
2019-02-06,30.715824127197266
2019-09-18,30.149433135986328
2020-02-03,30.959800720214844
2020-04-22,31.290929794311523
2019-11-19,30.698392868041992
2020-02-06,30.245277404785156
2019-11-22,29.89673614501953
2019-03-25,29.705034255981445
2019-02-21,30.07971954345703
2018-12-19,29.957731246948242
2018-07-12,29.67017364501953
2018-09-14,29.3739070892334
2018-08-13,29.208351135253906
2018-10-16,29.007938385009766
2019-07-31,29.548181533813477
2019-05-28,29.2344913482666
2019-04-26,28.275983810424805
2020-04-28,27.44818115234375
2019-11-25,27.5266056060791
2020-02-12,27.735734939575195
2020-05-01,28.01457405090332
2020-05-04,27.657310485839844
2019-06-12,27.709590911865234
2019-04-09,28.040714263916016
2019-03-08,27.69216537475586
2019-02-04,27.91000747680664
2018-07-27,28.101709365844727
2018-08-28,28.493824005126953
2019-01-03,26.55938148498535
2019-08-15,27.334901809692383
2018-10-31,27.544031143188477
2019-09-16,26.672664642333984
2020-02-18,27.5266056060791
2020-05-07,27.169342041015625
2018-08-17,27.561458587646484
2019-12-04,27.657310485839844
2020-02-21,27.99714469909668
2018-12-17,28.136564254760742
2019-08-30,28.554821014404297
2018-11-15,28.467681884765625
2019-07-29,28.641958236694336
2019-06-27,28.607105255126953
2019-04-24,28.79009246826172
2018-07-10,29.50461769104004
2018-09-12,29.15606689453125
2019-02-19,28.851085662841797
2019-01-18,28.38054656982422
2020-02-24,28.249839782714844
2020-05-13,28.990509033203125
2019-12-10,29.138639450073242
2020-02-27,29.417476654052734
2019-12-13,29.408763885498047
2020-05-19,29.600467681884766
2019-03-06,29.539472579956055
2018-11-30,29.556896209716797
2019-08-13,29.966442108154297
2019-07-12,29.67017364501953
2019-06-10,29.609176635742188
2019-05-09,30.027441024780273
2018-07-25,29.687604904174805
2018-09-27,30.454410552978516
2018-10-29,31.05837059020996
2019-10-16,29.595027923583984
2019-12-16,30.073938369750977
2020-03-04,29.50634002685547
2020-05-22,28.752492904663086
2019-10-01,28.495302200317383
2019-12-19,27.173856735229492
2018-09-10,28.442087173461914
2019-05-24,28.521909713745117
2018-08-09,28.725889205932617
2019-04-22,28.743627548217773
2019-03-21,28.46869659423828
2019-01-16,28.921003341674805
2019-08-28,29.4265193939209
2018-11-13,29.754661560058594
2018-10-12,30.41095542907715
2019-06-25,30.526243209838867
2020-03-10,30.78343963623047
2020-05-28,30.88986587524414
2019-10-07,30.836652755737305
2020-03-13,30.898733139038086
2019-10-10,31.07611083984375
2020-03-16,31.421998977661133
2020-06-03,31.608232498168945
2018-11-28,31.546154022216797
2018-09-25,31.66144561767578
2018-07-23,31.847694396972656
2018-08-24,31.97185707092285
2019-07-10,32.140357971191406
2019-05-07,32.2911262512207
2019-04-05,32.672489166259766
2019-03-04,32.991756439208984
2019-01-31,32.468502044677734
2019-09-12,32.76116943359375
2019-12-31,32.69908905029297
2020-03-19,32.583797454833984
2020-01-03,32.40642547607422
2020-06-09,32.37981414794922
2019-02-15,32.264522552490234
2019-01-14,31.74126434326172
2018-07-06,31.785608291625977
2018-08-07,31.280092239379883
2018-10-10,31.14706039428711
2018-12-13,31.386510848999023
2019-08-26,31.679187774658203
2019-07-25,31.785608291625977
2019-05-22,31.555025100708008
2019-03-19,31.07611083984375
2020-01-06,31.07611083984375
2020-03-25,31.040630340576172
2020-06-12,31.413122177124023
2019-10-22,31.732397079467773
2020-01-09,31.634838104248047
2020-06-15,31.306692123413086
2019-10-25,31.05837059020996
2020-03-31,30.925338745117188
2020-06-18,30.845521926879883
2019-04-03,31.02289581298828
2018-08-22,31.129322052001953
2018-10-25,31.280092239379883
2019-01-29,31.380268096923828
2018-12-28,31.524669647216797
2018-11-26,31.425395965576172
2019-08-09,31.13658905029297
2019-07-08,31.046342849731445
2019-06-06,31.79542350769043
2019-09-10,31.696147918701172
2020-01-15,31.741268157958984
2020-04-03,32.06618118286133
2019-10-31,31.993974685668945
2020-04-06,32.156429290771484
2020-06-24,32.00299835205078
2018-11-09,32.26472854614258
2019-07-23,32.29180145263672
2019-06-21,32.391075134277344
2019-05-20,32.427181243896484
2019-04-18,32.81525802612305
2018-09-06,32.7611083984375
2018-10-08,32.46328353881836
2019-02-13,32.67988204956055
2018-12-11,32.7520866394043
2019-09-25,32.96868133544922
2020-01-21,33.004783630371094
2020-04-09,32.53548049926758
2019-11-06,32.50840759277344
2020-01-24,32.43620300292969
2020-01-27,31.948848724365234
2020-04-15,32.3640022277832
2018-12-26,32.34595489501953
2019-08-07,29.466949462890625
2019-06-04,29.277420043945312
2018-09-21,28.907390594482422
2018-07-19,29.313520431518555
2018-08-20,28.844213485717773
2018-10-23,28.46516227722168
2019-05-03,28.51931381225586
2019-04-01,28.068058013916016
2019-02-28,27.851457595825195
2019-11-12,27.968780517578125
2020-01-30,27.950729370117188
2019-11-15,28.29368782043457
2020-04-21,28.338808059692383
2019-04-16,28.6907901763916
2019-03-15,28.844213485717773
2019-02-11,29.20522117614746
2019-01-10,28.9615421295166
2019-08-22,28.537363052368164
2018-11-07,28.73591423034668
2018-08-03,28.537363052368164
2018-09-04,28.63663673400879
2019-06-19,28.257583618164062
2019-09-23,28.031957626342773
2019-11-18,27.734127044677734
2020-02-05,27.788280487060547
2020-04-24,27.661930084228516
2019-03-29,28.05000877380371
2019-11-21,27.716079711914062
2020-04-27,28.392959594726562
2020-02-11,28.013906478881836
2020-04-30,28.149282455444336
2019-05-01,28.38393783569336
2019-02-26,28.59151268005371
2019-01-25,28.55541229248047
2018-12-24,28.952518463134766
2019-09-06,29.192644119262695
2018-07-17,29.799867630004883
2018-09-19,29.70786476135254
2019-08-05,29.95627212524414
2019-10-08,29.947071075439453
2019-12-11,29.49625587463379
2019-11-27,28.990238189697266
2020-02-14,28.410615921020508
2020-05-06,28.024202346801758
2019-01-08,28.410615921020508
2018-12-07,28.797029495239258
2019-08-20,28.263410568237305
2018-11-05,29.09144401550293
2019-07-19,29.413454055786133
2018-10-04,29.063840866088867
2019-06-17,28.95343589782715
2019-05-16,29.073041915893555
2018-08-01,29.505456924438477
2019-03-13,27.29737663269043
2019-12-03,27.75739288330078
2020-02-20,27.978200912475586
2019-12-06,28.12540626525879
2020-05-12,27.73899269104004
2019-12-09,28.097806930541992
2020-02-26,27.65618896484375
2020-05-15,27.628591537475586
2019-03-28,28.00580406188965
2018-09-17,27.849397659301758
2018-08-16,27.665388107299805
2018-10-19,27.518184661865234
2019-04-29,27.518184661865234
2019-01-23,27.481386184692383
2019-09-04,27.05816650390625
2018-11-20,28.364614486694336
2019-07-02,28.92583656311035
2019-05-31,28.603824615478516
2019-12-12,28.346214294433594
2020-05-18,28.38301658630371
2019-09-27,28.72342872619629
2020-03-03,28.13460922241211
2020-05-21,28.603824615478516
2019-05-14,28.502620697021484
2018-08-31,28.16221046447754
2018-07-30,28.51181983947754
2018-10-02,28.97183609008789
2019-04-12,29.349048614501953
2019-03-11,28.870634078979492
