Dates,AXP
2018-06-20,96.41999816894531
2018-06-21,96.62999725341797
2018-06-25,97.2300033569336
2018-06-22,98.54000091552734
2018-06-26,98.20999908447266
2018-06-27,96.95999908447266
2018-06-28,96.97000122070312
2018-06-29,98.0
2018-07-02,99.0
2018-07-03,97.83999633789062
2018-07-05,98.52999877929688
2018-07-16,98.5199966430664
2018-09-18,99.91000366210938
2019-01-24,99.91000366210938
2019-09-05,100.30000305175781
2018-11-21,101.1500015258789
2020-01-13,100.5
2020-04-01,100.69000244140625
2020-06-19,101.1500015258789
2019-10-29,102.9800033569336
2020-01-16,100.16999816894531
2020-06-22,100.1500015258789
2018-10-03,101.22000122070312
2018-07-31,101.70999908447266
2019-03-12,102.62999725341797
2019-02-08,102.5
2019-01-07,103.8499984741211
2018-12-06,100.8499984741211
2019-08-19,99.5199966430664
2019-07-18,99.44999694824219
2019-05-15,99.7300033569336
2019-09-20,100.79000091552734
2019-11-01,100.91999816894531
2020-04-07,101.97000122070312
2020-06-25,102.77999877929688
2020-06-16,102.98999786376953
2019-11-04,101.58000183105469
2020-01-22,101.80999755859375
2019-11-07,102.18000030517578
2020-04-13,101.51000213623047
2019-07-01,102.6500015258789
2019-05-30,103.02999877929688
2018-08-15,103.83000183105469
2018-10-18,104.80999755859375
2019-03-27,105.83000183105469
2019-01-22,105.37000274658203
2018-12-21,105.76000213623047
2019-09-03,107.05000305175781
2018-11-19,107.27999877929688
2019-08-02,106.70999908447266
2020-01-28,106.2300033569336
2020-04-16,105.9800033569336
2019-11-13,107.01000213623047
2020-01-31,105.68000030517578
2018-12-04,105.4000015258789
2018-11-02,106.08000183105469
2019-07-16,107.29000091552734
2018-08-30,108.30999755859375
2018-10-01,107.87999725341797
2019-06-14,108.66000366210938
2019-05-13,109.55999755859375
2019-04-11,109.19999694824219
2019-02-06,109.63999938964844
2019-09-18,110.0999984741211
2020-02-03,111.11000061035156
2020-04-22,110.9000015258789
2019-11-19,109.8499984741211
2020-02-06,109.87000274658203
2019-11-22,108.01000213623047
2019-03-25,107.8499984741211
2019-02-21,106.48999786376953
2018-12-19,107.9000015258789
2018-07-12,108.38999938964844
2018-09-14,108.44999694824219
2018-08-13,107.73999786376953
2018-10-16,107.2300033569336
2019-07-31,106.98999786376953
2019-05-28,106.66000366210938
2019-04-26,103.56999969482422
2020-04-28,101.58000183105469
2019-11-25,103.0
2020-02-12,102.62000274658203
2020-05-01,104.2699966430664
2020-05-04,104.33999633789062
2019-06-12,102.83999633789062
2019-04-09,106.7300033569336
2019-03-08,104.51000213623047
2019-02-04,104.37999725341797
2018-07-27,101.83999633789062
2018-08-28,103.5999984741211
2019-01-03,101.25
2019-08-15,101.19000244140625
2018-10-31,102.08000183105469
2019-09-16,102.7300033569336
2020-02-18,104.04000091552734
2020-05-07,103.70999908447266
2018-08-17,105.20999908447266
2019-12-04,104.9800033569336
2020-02-21,107.30999755859375
2018-12-17,108.5
2019-08-30,108.27999877929688
2018-11-15,106.48999786376953
2019-07-29,107.86000061035156
2019-06-27,107.7699966430664
2019-04-24,109.5999984741211
2018-07-10,109.45999908447266
2018-09-12,108.25
2019-02-19,106.08999633789062
2019-01-18,106.5
2020-02-24,105.73999786376953
2020-05-13,109.68000030517578
2019-12-10,110.11000061035156
2020-02-27,112.88999938964844
2019-12-13,111.30999755859375
2020-05-19,112.2699966430664
2019-03-06,112.36000061035156
2018-11-30,107.63999938964844
2019-08-13,108.25
2019-07-12,106.68000030517578
2019-06-10,105.79000091552734
2019-05-09,105.4000015258789
2018-07-25,107.4800033569336
2018-09-27,106.69999694824219
2018-10-29,105.69999694824219
2019-10-16,101.18000030517578
