Dates,AXP
2018-06-20,96.36000061035156
2018-06-21,95.76000213623047
2018-06-25,97.06999969482422
2018-06-22,95.6500015258789
2018-06-26,98.06999969482422
2018-06-27,96.93000030517578
2018-06-28,96.56999969482422
2018-06-29,97.6500015258789
2018-07-02,97.16000366210938
2018-07-03,97.72000122070312
2018-07-05,97.62999725341797
2018-07-16,98.19999694824219
2018-09-18,99.08000183105469
2019-01-24,99.56999969482422
2019-09-05,99.66000366210938
2018-11-21,100.5999984741211
2020-01-13,99.62000274658203
2020-04-01,100.06999969482422
2020-06-19,100.6500015258789
2019-10-29,101.41999816894531
2020-01-16,99.27999877929688
2020-06-22,99.9800033569336
2018-10-03,100.01000213623047
2018-07-31,101.16999816894531
2019-03-12,101.08000183105469
2019-02-08,102.36000061035156
2019-01-07,102.66999816894531
2018-12-06,100.3499984741211
2019-08-19,99.44000244140625
2019-07-18,99.16999816894531
2019-05-15,98.66999816894531
2019-09-20,99.69999694824219
2019-11-01,100.4000015258789
2020-04-07,101.37000274658203
2020-06-25,101.80999755859375
2020-06-16,102.27999877929688
2019-11-04,101.16999816894531
2020-01-22,101.4000015258789
2019-11-07,101.83000183105469
2020-04-13,100.83999633789062
2019-07-01,101.87000274658203
2019-05-30,102.05999755859375
2018-08-15,102.93000030517578
2018-10-18,103.76000213623047
2019-03-27,104.51000213623047
2019-01-22,105.16000366210938
2018-12-21,105.44999694824219
2019-09-03,106.27999877929688
2018-11-19,106.68000030517578
2019-08-02,105.88999938964844
2020-01-28,105.97000122070312
2020-04-16,105.30000305175781
2019-11-13,105.58000183105469
2020-01-31,104.87999725341797
2018-12-04,104.55000305175781
2018-11-02,105.3499984741211
2019-07-16,106.55999755859375
2018-08-30,106.47000122070312
2018-10-01,107.66000366210938
2019-06-14,107.93000030517578
2019-05-13,108.83999633789062
2019-04-11,108.94000244140625
2019-02-06,108.97000122070312
2019-09-18,109.7300033569336
2020-02-03,110.6500015258789
2020-04-22,110.76000213623047
2019-11-19,109.3499984741211
2020-02-06,109.37999725341797
2019-11-22,107.80000305175781
2019-03-25,107.33999633789062
2019-02-21,106.27999877929688
2018-12-19,107.61000061035156
2018-07-12,107.30999755859375
2018-09-14,108.25
2018-08-13,106.80999755859375
2018-10-16,106.72000122070312
2019-07-31,105.56999969482422
2019-05-28,105.94000244140625
2019-04-26,103.5199966430664
2020-04-28,101.55000305175781
2019-11-25,101.70999908447266
2020-02-12,102.20999908447266
2020-05-01,102.69000244140625
2020-05-04,103.91999816894531
2019-06-12,102.29000091552734
2019-04-09,104.05999755859375
2019-03-08,104.44999694824219
2019-02-04,101.83999633789062
2018-07-27,101.51000213623047
2018-08-28,101.80000305175781
2019-01-03,100.13999938964844
2019-08-15,100.04000091552734
2018-10-31,100.41000366210938
2019-09-16,102.55000305175781
2020-02-18,103.0199966430664
2020-05-07,102.88999938964844
2018-08-17,103.80000305175781
2019-12-04,104.37000274658203
2020-02-21,104.9000015258789
2018-12-17,107.02999877929688
2019-08-30,107.3499984741211
2018-11-15,106.30000305175781
2019-07-29,106.47000122070312
2019-06-27,106.88999938964844
2019-04-24,106.33999633789062
2018-07-10,108.58000183105469
2018-09-12,107.41999816894531
2019-02-19,105.45999908447266
2019-01-18,106.12999725341797
2020-02-24,105.30999755859375
2020-05-13,106.83000183105469
2019-12-10,108.7300033569336
2020-02-27,110.33000183105469
2019-12-13,110.4800033569336
2020-05-19,110.37000274658203
2019-03-06,112.0
2018-11-30,107.54000091552734
2019-08-13,104.77999877929688
2019-07-12,105.76000213623047
2019-06-10,103.5
2019-05-09,104.51000213623047
2018-07-25,106.5
2018-09-27,106.33000183105469
2018-10-29,104.93000030517578
2019-10-16,100.77999877929688
2019-12-16,100.47000122070312
2020-03-04,98.19999694824219
2020-05-22,95.26000213623047
2019-10-01,91.1500015258789
2019-12-19,89.5
2018-09-10,89.05000305175781
2019-05-24,91.26000213623047
2018-08-09,93.94999694824219
2019-04-22,94.30000305175781
2019-03-21,93.7699966430664
2019-01-16,93.2300033569336
2019-08-28,94.9000015258789
2018-11-13,97.0199966430664
2018-10-12,97.5199966430664
2019-06-25,98.1500015258789
2020-03-10,97.81999969482422
2020-05-28,97.36000061035156
2019-10-07,97.62000274658203
2020-03-13,97.73999786376953
2019-10-10,98.51000213623047
2020-03-16,98.56999969482422
2020-06-03,96.37000274658203
2018-11-28,98.95999908447266
2018-09-25,98.45999908447266
2018-07-23,99.37999725341797
2018-08-24,100.08999633789062
2019-07-10,99.4800033569336
2019-05-07,100.54000091552734
2019-04-05,100.54000091552734
2019-03-04,101.69999694824219
2019-01-31,102.41000366210938
2019-09-12,102.5199966430664
2019-12-31,103.41000366210938
2020-03-19,103.43000030517578
2020-01-03,103.61000061035156
2020-06-09,103.43000030517578
2019-02-15,104.80999755859375
2019-01-14,106.26000213623047
2018-07-06,107.0999984741211
2018-08-07,106.23999786376953
2018-10-10,107.12000274658203
2018-12-13,106.45999908447266
2019-08-26,106.5
2019-07-25,106.31999969482422
2019-05-22,106.86000061035156
2019-03-19,106.76000213623047
2020-01-06,106.41999816894531
2020-03-25,106.5999984741211
2020-06-12,107.08000183105469
2019-10-22,108.19999694824219
2020-01-09,107.76000213623047
2020-06-15,108.31999969482422
2019-10-25,108.8499984741211
2020-03-31,107.4000015258789
2020-06-18,106.68000030517578
2019-04-03,108.70999908447266
2018-08-22,109.73999786376953
2018-10-25,110.08999633789062
2019-01-29,111.87999725341797
2018-12-28,112.52999877929688
2018-11-26,113.16000366210938
2019-08-09,112.36000061035156
2019-07-08,110.5999984741211
2019-06-06,109.80999755859375
2019-09-10,108.98999786376953
2020-01-15,108.19000244140625
2020-04-03,109.05000305175781
2019-10-31,108.33000183105469
2020-04-06,108.48999786376953
2020-06-24,109.13999938964844
2018-11-09,110.08000183105469
2019-07-23,110.37000274658203
2019-06-21,110.3499984741211
2019-05-20,109.5
2019-04-18,110.44000244140625
2018-09-06,109.91999816894531
2018-10-08,109.48999786376953
2019-02-13,109.5199966430664
2018-12-11,109.41999816894531
2019-09-25,110.44999694824219
2020-01-21,110.25
2020-04-09,110.94000244140625
2019-11-06,111.25
2020-01-24,111.31999969482422
2020-01-27,112.2300033569336
2020-04-15,111.9000015258789
2018-12-26,113.41999816894531
2019-08-07,114.75
2019-06-04,116.0999984741211
2018-09-21,116.55000305175781
2018-07-19,116.0999984741211
2018-08-20,116.93000030517578
2018-10-23,116.68000030517578
2019-05-03,117.62999725341797
2019-04-01,117.05000305175781
2019-02-28,117.6500015258789
2019-11-12,116.81999969482422
2020-01-30,115.37999725341797
2019-11-15,116.20999908447266
2020-04-21,115.62000274658203
2019-04-16,115.7699966430664
2019-03-15,115.9000015258789
2019-02-11,117.7699966430664
2019-01-10,118.51000213623047
2019-08-22,118.62000274658203
2018-11-07,119.33999633789062
2018-08-03,119.44000244140625
2018-09-04,117.8499984741211
2019-06-19,118.33000183105469
2019-09-23,118.16999816894531
2019-11-18,116.04000091552734
2020-02-05,116.11000061035156
2020-04-24,114.55999755859375
