Dates,AXP
2018-06-20,97.69999694824219
2018-06-21,96.16000366210938
2018-06-25,97.3499984741211
2018-06-22,97.05000305175781
2018-06-26,99.5
2018-06-27,98.43000030517578
2018-06-28,97.01000213623047
2018-06-29,98.12999725341797
2018-07-02,97.4000015258789
2018-07-03,99.30999755859375
2018-07-05,98.3499984741211
2018-07-16,98.45999908447266
2018-09-18,99.26000213623047
2019-01-24,99.91000366210938
2019-09-05,99.66000366210938
2018-11-21,101.02999877929688
2020-01-13,101.08000183105469
2020-04-01,100.5999984741211
2020-06-19,100.77999877929688
2019-10-29,101.55000305175781
2020-01-16,100.19999694824219
2020-06-22,100.12999725341797
2018-10-03,100.1500015258789
2018-07-31,101.45999908447266
2019-03-12,101.2300033569336
2019-02-08,102.83999633789062
2019-01-07,102.87000274658203
2018-12-06,102.7300033569336
2019-08-19,101.05000305175781
2019-07-18,99.9000015258789
2019-05-15,98.9000015258789
2019-09-20,99.95999908447266
2019-11-01,100.7699966430664
2020-04-07,101.48999786376953
2020-06-25,102.0
2020-06-16,102.44000244140625
2019-11-04,102.08999633789062
2020-01-22,101.4800033569336
2019-11-07,101.93000030517578
2020-04-13,101.56999969482422
2019-07-01,101.9000015258789
2019-05-30,102.62999725341797
2018-08-15,103.0199966430664
2018-10-18,103.91999816894531
2019-03-27,104.9000015258789
2019-01-22,105.54000091552734
2018-12-21,105.91000366210938
2019-09-03,106.79000091552734
2018-11-19,107.05999755859375
2019-08-02,107.04000091552734
2020-01-28,106.5999984741211
2020-04-16,105.5199966430664
2019-11-13,106.3499984741211
2020-01-31,107.0
2018-12-04,105.5
2018-11-02,105.63999938964844
2019-07-16,106.55999755859375
2018-08-30,106.70999908447266
2018-10-01,108.30999755859375
2019-06-14,108.19999694824219
2019-05-13,108.83999633789062
2019-04-11,110.20999908447266
2019-02-06,109.44000244140625
2019-09-18,110.0
2020-02-03,110.8499984741211
2020-04-22,111.29000091552734
2019-11-19,110.73999786376953
2020-02-06,110.23999786376953
2019-11-22,110.08000183105469
2019-03-25,108.01000213623047
2019-02-21,107.2699966430664
2018-12-19,107.80999755859375
2018-07-12,108.01000213623047
2018-09-14,109.25
2018-08-13,108.25
2018-10-16,108.05999755859375
2019-07-31,106.62999725341797
2019-05-28,106.30000305175781
2019-04-26,106.95999908447266
2020-04-28,103.22000122070312
2019-11-25,104.30999755859375
2020-02-12,102.8499984741211
2020-05-01,103.06999969482422
2020-05-04,104.33000183105469
2019-06-12,104.52999877929688
2019-04-09,104.05999755859375
2019-03-08,106.61000061035156
2019-02-04,102.41000366210938
2018-07-27,104.43000030517578
2018-08-28,102.4800033569336
2019-01-03,102.54000091552734
2019-08-15,102.47000122070312
2018-10-31,101.5999984741211
2019-09-16,103.05999755859375
2020-02-18,103.26000213623047
2020-05-07,104.93000030517578
2018-08-17,104.04000091552734
2019-12-04,104.9800033569336
2020-02-21,105.7300033569336
2018-12-17,107.02999877929688
2019-08-30,108.37999725341797
2018-11-15,108.16000366210938
2019-07-29,106.6500015258789
2019-06-27,108.61000061035156
2019-04-24,106.68000030517578
2018-07-10,108.58000183105469
2018-09-12,109.9000015258789
2019-02-19,107.55000305175781
2019-01-18,106.37000274658203
2020-02-24,105.87999725341797
2020-05-13,107.1500015258789
2019-12-10,109.5
2020-02-27,110.33000183105469
2019-12-13,112.0
2020-05-19,110.37000274658203
2019-03-06,113.98999786376953
2018-11-30,111.86000061035156
2019-08-13,105.63999938964844
2019-07-12,108.19999694824219
2019-06-10,105.94000244140625
2019-05-09,107.38999938964844
2018-07-25,107.2699966430664
2018-09-27,107.7699966430664
2018-10-29,105.7699966430664
2019-10-16,105.45999908447266
2019-12-16,101.9800033569336
2020-03-04,99.76000213623047
2020-05-22,97.91000366210938
2019-10-01,95.19999694824219
2019-12-19,90.73999786376953
2018-09-10,89.8499984741211
2019-05-24,92.36000061035156
2018-08-09,95.4000015258789
2019-04-22,95.12999725341797
2019-03-21,93.91000366210938
2019-01-16,94.79000091552734
2019-08-28,95.37000274658203
2018-11-13,97.7699966430664
2018-10-12,98.69000244140625
2019-06-25,98.73999786376953
2020-03-10,98.44999694824219
2020-05-28,97.87999725341797
2019-10-07,97.76000213623047
2020-03-13,98.61000061035156
2019-10-10,98.94000244140625
2020-03-16,99.41000366210938
2020-06-03,98.19000244140625
2018-11-28,99.8499984741211
2018-09-25,99.93000030517578
2018-07-23,99.69000244140625
2018-08-24,100.43000030517578
2019-07-10,100.05000305175781
2019-05-07,100.94000244140625
2019-04-05,101.08999633789062
2019-03-04,102.0
2019-01-31,102.41000366210938
2019-09-12,103.04000091552734
2019-12-31,103.62999725341797
2020-03-19,103.8499984741211
2020-01-03,104.05999755859375
2020-06-09,103.7300033569336
2019-02-15,104.94999694824219
2019-01-14,106.2699966430664
2018-07-06,107.55000305175781
2018-08-07,107.0
2018-10-10,107.33000183105469
2018-12-13,107.05000305175781
2019-08-26,106.56999969482422
2019-07-25,106.73999786376953
2019-05-22,106.9800033569336
2019-03-19,108.19999694824219
2020-01-06,106.66999816894531
2020-03-25,106.86000061035156
2020-06-12,107.22000122070312
2019-10-22,108.4000015258789
2020-01-09,109.55999755859375
2020-06-15,109.02999877929688
2019-10-25,108.93000030517578
2020-03-31,108.55999755859375
2020-06-18,106.79000091552734
2019-04-03,109.01000213623047
2018-08-22,109.73999786376953
2018-10-25,110.18000030517578
2019-01-29,112.38999938964844
2018-12-28,112.70999908447266
2018-11-26,113.75
2019-08-09,114.22000122070312
2019-07-08,112.26000213623047
2019-06-06,109.95999908447266
2019-09-10,111.29000091552734
2020-01-15,109.27999877929688
2020-04-03,109.98999786376953
2019-10-31,109.68000030517578
2020-04-06,109.41999816894531
2020-06-24,110.19999694824219
2018-11-09,110.29000091552734
2019-07-23,111.20999908447266
2019-06-21,111.81999969482422
2019-05-20,110.33000183105469
2019-04-18,110.4800033569336
2018-09-06,110.62000274658203
2018-10-08,110.01000213623047
2019-02-13,110.4800033569336
2018-12-11,110.51000213623047
2019-09-25,110.81999969482422
2020-01-21,110.91999816894531
2020-04-09,111.08999633789062
2019-11-06,112.30999755859375
2020-01-24,112.25
2020-01-27,112.5999984741211
2020-04-15,112.19000244140625
2018-12-26,113.76000213623047
2019-08-07,115.2300033569336
2019-06-04,116.58999633789062
2018-09-21,117.23999786376953
2018-07-19,117.05000305175781
2018-08-20,117.47000122070312
2018-10-23,117.0
2019-05-03,117.91000366210938
2019-04-01,117.26000213623047
2019-02-28,118.37000274658203
2019-11-12,117.83000183105469
2020-01-30,116.1500015258789
2019-11-15,116.86000061035156
2020-04-21,116.41999816894531
2019-04-16,115.9800033569336
2019-03-15,116.18000030517578
2019-02-11,117.7699966430664
2019-01-10,118.5999984741211
2019-08-22,118.83000183105469
2018-11-07,120.47000122070312
2018-08-03,120.36000061035156
2018-09-04,119.2699966430664
2019-06-19,119.20999908447266
2019-09-23,119.36000061035156
2019-11-18,117.70999908447266
2020-02-05,117.20999908447266
2020-04-24,115.7699966430664
2019-03-29,114.55999755859375
2019-11-21,115.70999908447266
2020-04-27,117.18000030517578
2020-02-11,118.41999816894531
2020-04-30,119.87000274658203
2019-05-01,121.5999984741211
2019-02-26,123.55000305175781
2019-01-25,122.91999816894531
2018-12-24,122.08999633789062
2019-09-06,122.01000213623047
2018-07-17,122.23999786376953
2018-09-19,122.80999755859375
2019-08-05,124.23999786376953
2019-10-08,125.69000244140625
2019-12-11,125.19999694824219
2019-11-27,124.9800033569336
2020-02-14,124.2699966430664
2020-05-06,123.18000030517578
2019-01-08,123.69000244140625
2018-12-07,124.29000091552734
2019-08-20,125.30000305175781
2018-11-05,124.77999877929688
2019-07-19,125.20999908447266
2018-10-04,126.12999725341797
2019-06-17,124.98999786376953
2019-05-16,124.2699966430664
2018-08-01,126.69999694824219
2019-03-13,126.9800033569336
2019-12-03,127.55000305175781
2020-02-20,128.25
2019-12-06,129.22000122070312
2020-05-12,128.02000427246094
2019-12-09,126.69000244140625
2020-02-26,126.80000305175781
2020-05-15,124.75
2019-03-28,126.37999725341797
2018-09-17,127.70999908447266
2018-08-16,127.80999755859375
2018-10-19,127.08999633789062
2019-04-29,126.91000366210938
2019-01-23,126.56999969482422
2019-09-04,126.52999877929688
2018-11-20,123.7699966430664
2019-07-02,123.91999816894531
2019-05-31,122.45999908447266
2019-12-12,121.05999755859375
2020-05-18,120.91999816894531
2019-09-27,123.8499984741211
2020-03-03,125.58000183105469
2020-05-21,124.98999786376953
2019-05-14,123.86000061035156
2018-08-31,124.3499984741211
2018-07-30,122.6500015258789
2018-10-02,123.5
2019-04-12,126.0999984741211
2019-03-11,123.62999725341797
2019-02-07,122.5
2019-07-17,123.30999755859375
2019-09-19,122.0
2019-10-21,118.33000183105469
2019-12-18,119.08999633789062
2020-03-06,117.02999877929688
2019-10-03,120.45999908447266
2020-03-09,121.47000122070312
2020-05-27,119.86000061035156
2019-12-24,118.41999816894531
2020-03-12,119.5
2018-12-20,121.13999938964844
2019-08-01,121.20999908447266
2018-08-14,119.5999984741211
2018-07-13,117.12000274658203
2018-10-17,119.0
2019-05-29,119.23999786376953
2019-03-26,118.13999938964844
2019-02-22,117.9000015258789
2019-10-04,118.58999633789062
2019-11-05,118.61000061035156
2019-12-27,117.83000183105469
2020-06-02,116.36000061035156
2019-12-30,118.88999938964844
2020-03-18,117.86000061035156
2020-06-05,119.30999755859375
2019-07-15,119.12999725341797
2018-12-03,119.05000305175781
2019-06-13,118.69999694824219
2019-01-04,115.76000213623047
2018-08-29,112.19999694824219
2019-02-05,112.66000366210938
2018-11-01,113.91000366210938
2019-08-16,112.83000183105469
2019-04-10,113.25
2019-09-17,114.80999755859375
2019-10-15,116.73999786376953
2020-01-02,116.13999938964844
2020-06-08,117.02999877929688
2019-10-18,117.62999725341797
2020-03-24,118.01000213623047
2020-06-11,119.7300033569336
2020-01-08,117.55000305175781
2019-04-25,118.66999816894531
2019-07-30,118.41999816894531
2019-02-20,116.44000244140625
2018-07-11,116.36000061035156
2018-09-13,118.63999938964844
2018-10-15,118.08999633789062
2019-06-28,117.44000244140625
2018-12-18,117.79000091552734
2018-11-16,118.41000366210938
2019-10-02,119.62000274658203
2020-03-27,119.83999633789062
2020-01-10,118.88999938964844
2019-10-24,120.2699966430664
2020-03-30,121.01000213623047
2020-06-17,120.76000213623047
2020-01-14,120.87000274658203
2020-04-02,120.2699966430664
2019-01-02,120.0
2019-08-14,120.9800033569336
2018-10-30,120.55999755859375
2019-06-11,120.01000213623047
2019-05-10,119.83000183105469
2019-04-08,119.29000091552734
2018-08-27,119.20999908447266
2018-07-26,119.13999938964844
2018-09-28,120.91000366210938
2019-03-07,120.0
