Dates,RJF
2019-12-05,2127800.0
2020-05-11,1781700.0
2019-07-03,1405000.0
2020-02-25,1468600.0
2020-05-14,1448500.0
2020-02-28,915500.0
2019-08-08,1269600.0
2019-06-05,1253200.0
2018-07-20,1398100.0
2018-08-21,1128800.0
2018-10-24,1031000.0
2019-04-02,1085100.0
2019-03-01,1133100.0
2019-01-28,799400.0
2018-12-27,1606500.0
2019-09-09,790200.0
2020-03-02,980200.0
2020-05-20,1340300.0
2019-12-17,1288100.0
2020-03-05,2824200.0
2019-02-12,892800.0
2019-01-11,868900.0
2018-12-10,1049600.0
2019-08-23,663800.0
2018-11-08,745300.0
2019-07-22,835100.0
2019-06-20,1062300.0
2018-09-05,884700.0
2019-04-17,2169400.0
2019-09-24,1106900.0
2019-12-20,608700.0
2020-05-26,878700.0
2019-04-30,763800.0
2019-12-23,764200.0
2020-03-11,883300.0
2020-05-29,809000.0
2019-12-26,855300.0
2020-06-01,901700.0
2019-05-02,1222700.0
2019-02-27,2815400.0
2018-11-23,1241900.0
2019-08-06,887100.0
2018-07-18,1025000.0
2018-09-20,1025500.0
2018-10-22,861500.0
2019-07-05,1058800.0
2019-06-03,1062100.0
2019-10-09,623000.0
2019-10-11,681900.0
2020-03-17,1053600.0
2020-06-04,1040400.0
2019-10-14,1527100.0
2020-03-20,1828800.0
2018-11-06,2384100.0
2019-06-18,1613900.0
2019-05-17,1106100.0
2019-04-15,894100.0
2019-03-14,918900.0
2019-01-09,849300.0
2018-08-02,863600.0
2018-10-05,809600.0
2019-08-21,600100.0
2019-10-17,491700.0
2020-03-23,2035000.0
2020-06-10,1473800.0
2019-02-25,936700.0
2020-01-07,741200.0
2020-03-26,842800.0
2019-10-23,1795200.0
