Dates,RJF
2018-06-20,96.7300033569336
2018-06-21,96.5
2018-06-25,96.0199966430664
2018-06-22,93.6500015258789
2018-06-26,93.02999877929688
2018-06-27,91.12000274658203
2018-06-28,90.52999877929688
2018-06-29,89.3499984741211
2018-07-02,90.30000305175781
2018-07-03,88.94999694824219
2018-07-05,88.18000030517578
2018-07-16,89.68000030517578
2018-09-18,92.38999938964844
2019-01-24,92.29000091552734
2019-09-05,91.58000183105469
2018-11-21,92.23999786376953
2020-01-13,93.0
2020-04-01,94.0
2020-06-19,95.02999877929688
2019-10-29,96.2300033569336
2020-01-16,94.72000122070312
2020-06-22,95.06999969482422
2018-10-03,96.55999755859375
2018-07-31,96.44999694824219
2019-03-12,97.26000213623047
2019-02-08,93.19999694824219
2019-01-07,93.0999984741211
2018-12-06,91.0
2019-08-19,91.58999633789062
2019-07-18,91.51000213623047
2019-05-15,90.97000122070312
2019-09-20,91.33999633789062
2019-11-01,91.63999938964844
2020-04-07,92.2300033569336
2020-06-25,91.69999694824219
2020-06-16,90.80000305175781
2019-11-04,89.97000122070312
2020-01-22,89.12000274658203
2019-11-07,90.58000183105469
2020-04-13,90.12999725341797
2019-07-01,91.36000061035156
2019-05-30,91.43000030517578
2018-08-15,91.41000366210938
2018-10-18,91.38999938964844
2019-03-27,91.41000366210938
2019-01-22,90.73999786376953
2018-12-21,91.23999786376953
2019-09-03,92.91000366210938
2018-11-19,93.91999816894531
2019-08-02,94.06999969482422
2020-01-28,92.80999755859375
2020-04-16,93.04000091552734
2019-11-13,93.5
2020-01-31,93.27999877929688
2018-12-04,91.81999969482422
2018-11-02,92.18000030517578
2019-07-16,92.44000244140625
2018-08-30,92.9800033569336
2018-10-01,91.5999984741211
2019-06-14,91.13999938964844
2019-05-13,92.55999755859375
2019-04-11,91.30999755859375
2019-02-06,92.01000213623047
2019-09-18,93.7699966430664
2020-02-03,95.5
2020-04-22,95.12999725341797
2019-11-19,93.44999694824219
2020-02-06,93.86000061035156
2019-11-22,92.76000213623047
2019-03-25,92.75
2019-02-21,92.05000305175781
2018-12-19,92.33999633789062
2018-07-12,92.0199966430664
2018-09-14,93.94999694824219
2018-08-13,94.30999755859375
2018-10-16,93.73999786376953
2019-07-31,94.2699966430664
2019-05-28,94.81999969482422
2019-04-26,90.02999877929688
2020-04-28,87.72000122070312
2019-11-25,87.86000061035156
2020-02-12,87.12999725341797
2020-05-01,89.01000213623047
2020-05-04,89.18000030517578
2019-06-12,86.81999969482422
2019-04-09,86.36000061035156
2019-03-08,84.4000015258789
2019-02-04,82.91999816894531
2018-07-27,78.4800033569336
2018-08-28,75.55999755859375
2019-01-03,73.0
2019-08-15,72.8499984741211
2018-10-31,73.9800033569336
2019-09-16,76.69000244140625
2020-02-18,79.01000213623047
2020-05-07,79.08999633789062
2018-08-17,79.47000122070312
2019-12-04,80.48999786376953
2020-02-21,81.16000366210938
2018-12-17,80.94000244140625
2019-08-30,79.5
2018-11-15,78.0
2019-07-29,78.30999755859375
2019-06-27,77.08999633789062
2019-04-24,78.69999694824219
2018-07-10,78.73999786376953
2018-09-12,77.91000366210938
2019-02-19,74.66999816894531
2019-01-18,76.0999984741211
2020-02-24,76.63999938964844
2020-05-13,79.16000366210938
2019-12-10,76.91999816894531
2020-02-27,77.62999725341797
2019-12-13,76.2699966430664
2020-05-19,79.7300033569336
2019-03-06,79.83000183105469
2018-11-30,76.25
2019-08-13,77.4800033569336
2019-07-12,75.37999725341797
2019-06-10,75.58000183105469
2019-05-09,74.97000122070312
2018-07-25,76.47000122070312
2018-09-27,75.58000183105469
2018-10-29,74.33999633789062
2019-10-16,73.58999633789062
2019-12-16,73.19000244140625
2020-03-04,71.3499984741211
2020-05-22,71.18000030517578
2019-10-01,70.41000366210938
2019-12-19,69.70999908447266
2018-09-10,73.62000274658203
2019-05-24,74.41000366210938
2018-08-09,73.7699966430664
2019-04-22,74.41000366210938
2019-03-21,74.04000091552734
2019-01-16,71.54000091552734
2019-08-28,74.44000244140625
2018-11-13,74.79000091552734
2018-10-12,75.33000183105469
