Dates,RJF
2018-06-20,96.62999725341797
2018-06-21,94.62000274658203
2018-06-25,95.9000015258789
2018-06-22,92.80000305175781
2018-06-26,92.87999725341797
2018-06-27,91.12000274658203
2018-06-28,89.8499984741211
2018-06-29,89.29000091552734
2018-07-02,88.43000030517578
2018-07-03,88.83000183105469
2018-07-05,87.88999938964844
2018-07-16,87.55999755859375
2018-09-18,90.12999725341797
2019-01-24,91.43000030517578
2019-09-05,90.94999694824219
2018-11-21,91.31999969482422
2020-01-13,92.0199966430664
2020-04-01,93.31999969482422
2020-06-19,94.0
2019-10-29,95.54000091552734
2020-01-16,94.31999969482422
2020-06-22,94.2699966430664
2018-10-03,95.30000305175781
2018-07-31,96.16000366210938
2019-03-12,95.37999725341797
2019-02-08,93.08000183105469
2019-01-07,92.47000122070312
2018-12-06,90.52999877929688
2019-08-19,89.97000122070312
2019-07-18,90.95999908447266
2019-05-15,90.0
2019-09-20,90.62000274658203
2019-11-01,90.66999816894531
2020-04-07,91.73999786376953
2020-06-25,91.37000274658203
2020-06-16,90.6500015258789
2019-11-04,89.06999969482422
2020-01-22,89.08000183105469
2019-11-07,89.08999633789062
2020-04-13,89.25
2019-07-01,90.30000305175781
2019-05-30,90.94999694824219
2018-08-15,91.0
2018-10-18,90.5
2019-03-27,90.83000183105469
2019-01-22,90.26000213623047
2018-12-21,90.7300033569336
2019-09-03,91.93000030517578
2018-11-19,92.77999877929688
2019-08-02,93.11000061035156
2020-01-28,92.66000366210938
2020-04-16,92.08999633789062
2019-11-13,92.44999694824219
2020-01-31,92.97000122070312
2018-12-04,91.0999984741211
2018-11-02,91.12999725341797
2019-07-16,92.33999633789062
2018-08-30,91.79000091552734
2018-10-01,91.2699966430664
2019-06-14,91.04000091552734
2019-05-13,91.41000366210938
2019-04-11,91.11000061035156
2019-02-06,90.94999694824219
2019-09-18,92.05999755859375
2020-02-03,94.54000091552734
2020-04-22,94.73999786376953
2019-11-19,93.04000091552734
2020-02-06,92.8499984741211
2019-11-22,92.66999816894531
2019-03-25,92.37999725341797
2019-02-21,91.80999755859375
2018-12-19,92.06999969482422
2018-07-12,91.05999755859375
2018-09-14,92.44000244140625
2018-08-13,93.72000122070312
2018-10-16,92.79000091552734
2019-07-31,92.54000091552734
2019-05-28,93.5
2019-04-26,89.94000244140625
2020-04-28,86.69999694824219
2019-11-25,85.87000274658203
2020-02-12,87.12000274658203
2020-05-01,86.38999938964844
2020-05-04,87.2300033569336
2019-06-12,86.4000015258789
2019-04-09,86.19000244140625
2019-03-08,84.29000091552734
2019-02-04,81.27999877929688
2018-07-27,78.19999694824219
2018-08-28,73.73999786376953
2019-01-03,72.29000091552734
2019-08-15,71.93000030517578
2018-10-31,72.76000213623047
2019-09-16,73.30999755859375
2020-02-18,76.95999908447266
2020-05-07,78.36000061035156
2018-08-17,78.80000305175781
2019-12-04,79.19000244140625
2020-02-21,80.58000183105469
2018-12-17,80.48999786376953
2019-08-30,78.80000305175781
2018-11-15,77.29000091552734
2019-07-29,77.87000274658203
2019-06-27,76.23999786376953
2019-04-24,76.08000183105469
2018-07-10,77.68000030517578
2018-09-12,77.55999755859375
2019-02-19,74.29000091552734
2019-01-18,74.83999633789062
2020-02-24,75.41999816894531
2020-05-13,77.72000122070312
2019-12-10,76.63999938964844
2020-02-27,75.73999786376953
2019-12-13,76.19999694824219
2020-05-19,76.13999938964844
2019-03-06,78.91000366210938
2018-11-30,75.41000366210938
2019-08-13,74.47000122070312
2019-07-12,75.22000122070312
2019-06-10,74.2699966430664
2019-05-09,74.45999908447266
2018-07-25,75.86000061035156
2018-09-27,75.26000213623047
2018-10-29,74.20999908447266
2019-10-16,73.26000213623047
2019-12-16,72.93000030517578
2020-03-04,71.05000305175781
2020-05-22,70.55999755859375
2019-10-01,70.36000061035156
2019-12-19,69.5199966430664
2018-09-10,69.11000061035156
2019-05-24,71.88999938964844
2018-08-09,73.44999694824219
2019-04-22,73.37000274658203
2019-03-21,72.93000030517578
2019-01-16,71.38999938964844
2019-08-28,72.13999938964844
2018-11-13,73.62000274658203
2018-10-12,74.55999755859375
2019-06-25,75.37999725341797
2020-03-10,75.81999969482422
2020-05-28,75.47000122070312
2019-10-07,76.12999725341797
2020-03-13,76.16999816894531
2019-10-10,78.2699966430664
2020-03-16,79.11000061035156
2020-06-03,79.62999725341797
2018-11-28,79.30999755859375
2018-09-25,78.91000366210938
2018-07-23,78.9000015258789
2018-08-24,80.55999755859375
2019-07-10,80.19999694824219
2019-05-07,80.86000061035156
2019-04-05,80.01000213623047
2019-03-04,79.54000091552734
2019-01-31,80.6500015258789
2019-09-12,80.80999755859375
2019-12-31,81.37000274658203
2020-03-19,81.4000015258789
2020-01-03,79.94000244140625
2020-06-09,78.77999877929688
2019-02-15,79.83999633789062
2019-01-14,80.6500015258789
2018-07-06,81.77999877929688
2018-08-07,80.06999969482422
2018-10-10,81.2699966430664
2018-12-13,81.58000183105469
2019-08-26,82.2300033569336
2019-07-25,81.86000061035156
2019-05-22,82.77999877929688
2019-03-19,83.54000091552734
2020-01-06,83.08999633789062
2020-03-25,83.16999816894531
2020-06-12,82.5
2019-10-22,83.37000274658203
2020-01-09,83.0
2020-06-15,82.62000274658203
2019-10-25,82.66000366210938
2020-03-31,79.97000122070312
2020-06-18,79.33000183105469
2019-04-03,80.30999755859375
2018-08-22,80.8499984741211
2018-10-25,81.13999938964844
2019-01-29,81.2699966430664
2018-12-28,81.75
2018-11-26,82.16999816894531
2019-08-09,81.31999969482422
2019-07-08,79.27999877929688
2019-06-06,78.4800033569336
2019-09-10,76.0
2020-01-15,76.48999786376953
2020-04-03,77.51000213623047
2019-10-31,77.7300033569336
2020-04-06,78.33999633789062
2020-06-24,79.97000122070312
2018-11-09,81.19999694824219
2019-07-23,82.12000274658203
2019-06-21,83.33999633789062
2019-05-20,83.5999984741211
2019-04-18,84.41000366210938
2018-09-06,84.83999633789062
2018-10-08,84.38999938964844
2019-02-13,84.37999725341797
2018-12-11,85.75
2019-09-25,86.98999786376953
2020-01-21,87.2699966430664
2020-04-09,87.48999786376953
2019-11-06,88.04000091552734
2020-01-24,88.02999877929688
2020-01-27,88.23999786376953
2020-04-15,87.94999694824219
2018-12-26,88.20999908447266
2019-08-07,87.55999755859375
2019-06-04,88.38999938964844
2018-09-21,90.11000061035156
2018-07-19,90.2300033569336
2018-08-20,89.36000061035156
2018-10-23,89.16999816894531
2019-05-03,90.12000274658203
2019-04-01,88.72000122070312
2019-02-28,87.66000366210938
2019-11-12,87.48999786376953
2020-01-30,85.56999969482422
2019-11-15,85.22000122070312
2020-04-21,83.26000213623047
2019-04-16,83.48999786376953
2019-03-15,82.47000122070312
2019-02-11,83.44000244140625
2019-01-10,82.66999816894531
2019-08-22,83.44999694824219
2018-11-07,85.04000091552734
2018-08-03,84.5999984741211
2018-09-04,83.9000015258789
2019-06-19,85.16000366210938
2019-09-23,85.12000274658203
2019-11-18,83.94999694824219
2020-02-05,83.83999633789062
2020-04-24,82.45999908447266
2019-03-29,81.76000213623047
2019-11-21,82.80000305175781
2020-04-27,83.91000366210938
2020-02-11,83.88999938964844
2020-04-30,83.54000091552734
2019-05-01,84.12999725341797
2019-02-26,84.16000366210938
2019-01-25,82.56999969482422
2018-12-24,83.11000061035156
2019-09-06,81.5999984741211
2018-07-17,82.11000061035156
2018-09-19,82.29000091552734
2019-08-05,81.0999984741211
2019-10-08,79.48999786376953
2019-12-11,80.80000305175781
2019-11-27,80.13999938964844
2020-02-14,79.5199966430664
2020-05-06,80.37000274658203
2019-01-08,80.91999816894531
2018-12-07,82.81999969482422
2019-08-20,85.41999816894531
2018-11-05,83.95999908447266
2019-07-19,84.11000061035156
2018-10-04,84.81999969482422
2019-06-17,83.45999908447266
2019-05-16,82.9000015258789
2018-08-01,84.30000305175781
2019-03-13,84.5999984741211
2019-12-03,85.2300033569336
2020-02-20,85.04000091552734
2019-12-06,85.22000122070312
2020-05-12,83.16999816894531
2019-12-09,83.33000183105469
2020-02-26,84.27999877929688
2020-05-15,84.26000213623047
2019-03-28,85.22000122070312
2018-09-17,85.2300033569336
2018-08-16,81.7699966430664
2018-10-19,83.04000091552734
2019-04-29,81.77999877929688
2019-01-23,80.83000183105469
2019-09-04,80.08000183105469
2018-11-20,77.58000183105469
2019-07-02,76.55999755859375
2019-05-31,74.2699966430664
2019-12-12,74.61000061035156
2020-05-18,73.5
2019-09-27,76.25
2020-03-03,75.93000030517578
2020-05-21,74.43000030517578
2019-05-14,74.05999755859375
2018-08-31,72.94000244140625
2018-07-30,73.2300033569336
2018-10-02,74.27999877929688
2019-04-12,76.08000183105469
2019-03-11,76.0
2019-02-07,76.97000122070312
2019-07-17,77.9000015258789
2019-09-19,75.77999877929688
2019-10-21,76.04000091552734
2019-12-18,75.37999725341797
2020-03-06,74.87000274658203
2019-10-03,77.18000030517578
2020-03-09,78.18000030517578
2020-05-27,76.19000244140625
2019-12-24,77.4000015258789
2020-03-12,79.62000274658203
2018-12-20,79.55000305175781
2019-08-01,81.0999984741211
2018-08-14,82.41000366210938
2018-07-13,82.4800033569336
2018-10-17,84.6500015258789
2019-05-29,86.8499984741211
2019-03-26,85.87999725341797
2019-02-22,85.94999694824219
2019-10-04,84.70999908447266
2019-11-05,84.48999786376953
2019-12-27,84.12000274658203
2020-06-02,83.0199966430664
2019-12-30,82.66999816894531
2020-03-18,83.58000183105469
2020-06-05,83.87999725341797
2019-07-15,83.19000244140625
2018-12-03,82.26000213623047
2019-06-13,78.33000183105469
2019-01-04,77.26000213623047
2018-08-29,75.44000244140625
2019-02-05,77.62999725341797
2018-11-01,77.76000213623047
2019-08-16,76.33000183105469
2019-04-10,77.05999755859375
2019-09-17,78.12000274658203
2019-10-15,80.0
2020-01-02,79.37000274658203
2020-06-08,80.5199966430664
2019-10-18,81.66000366210938
2020-03-24,81.83000183105469
2020-06-11,81.91000366210938
2020-01-08,83.0
2019-04-25,83.04000091552734
2019-07-30,82.23999786376953
2019-02-20,82.30999755859375
2018-07-11,82.95999908447266
2018-09-13,84.48999786376953
2018-10-15,84.26000213623047
2019-06-28,84.27999877929688
2018-12-18,82.9000015258789
2018-11-16,84.31999969482422
2019-10-02,85.70999908447266
2020-03-27,87.68000030517578
2020-01-10,87.7699966430664
2019-10-24,88.94000244140625
2020-03-30,88.1500015258789
2020-06-17,88.3499984741211
2020-01-14,88.7300033569336
2020-04-02,87.80999755859375
2019-01-02,87.9000015258789
2019-08-14,89.11000061035156
2018-10-30,88.29000091552734
2019-06-11,88.75
2019-05-10,88.0
2019-04-08,87.91999816894531
2018-08-27,88.0
2018-07-26,88.27999877929688
2018-09-28,88.73999786376953
2019-03-07,89.66999816894531
2019-10-30,89.44000244140625
2020-01-17,88.12000274658203
2020-06-23,86.19999694824219
2020-04-08,88.05000305175781
2020-06-26,89.30000305175781
2019-03-22,90.51000213623047
2019-01-17,89.47000122070312
2019-08-29,88.98999786376953
2018-11-14,89.13999938964844
2019-06-26,89.1500015258789
2018-09-11,90.41000366210938
2018-07-09,90.95999908447266
2018-08-10,90.63999938964844
2019-04-23,90.36000061035156
2019-09-30,90.44000244140625
2020-01-23,90.5199966430664
2019-11-08,89.95999908447266
2020-04-14,89.94999694824219
2019-11-11,90.31999969482422
2020-01-29,90.13999938964844
2020-04-17,89.80000305175781
2018-07-24,89.20999908447266
2018-09-26,89.2699966430664
2019-05-08,88.55000305175781
2019-03-05,87.81999969482422
2019-02-01,88.79000091552734
2018-12-31,89.69000244140625
2018-11-29,92.19999694824219
2019-08-12,92.27999877929688
2019-07-11,92.9000015258789
2019-09-13,93.54000091552734
2019-11-14,92.94999694824219
2020-04-20,94.25
2020-02-04,95.45999908447266
2020-04-23,95.37999725341797
2018-12-14,96.48999786376953
2019-08-27,89.25
2018-08-08,89.87999725341797
2018-10-11,88.36000061035156
2018-11-12,89.73999786376953
2019-07-26,90.41999816894531
2019-06-24,89.58000183105469
2019-05-23,90.12000274658203
2019-03-20,91.80000305175781
2019-01-15,93.41999816894531
2019-11-20,95.2300033569336
2020-02-07,94.05000305175781
2020-02-10,93.16000366210938
2020-04-29,93.19000244140625
2019-11-26,94.7699966430664
2020-02-13,96.58999633789062
2019-01-30,96.19999694824219
2018-08-23,98.41000366210938
2018-09-24,98.31999969482422
2018-11-27,99.48999786376953
2018-10-26,100.33999633789062
2019-07-09,97.12999725341797
2019-06-07,92.44000244140625
2019-05-06,90.87999725341797
2019-04-04,90.02999877929688
2019-09-11,86.05999755859375
2019-11-29,81.55000305175781
2020-05-05,82.58999633789062
2019-12-02,79.95999908447266
2020-02-19,75.93000030517578
2020-05-08,73.83000183105469
2019-05-21,70.25
2019-03-18,60.04999923706055
2018-09-07,65.19000244140625
2018-08-06,65.73999786376953
2018-10-09,58.790000915527344
2019-02-14,64.0
2018-12-12,59.939998626708984
2019-07-24,66.19999694824219
2019-09-26,66.05000305175781
2019-10-28,66.05999755859375
2019-12-05,61.119998931884766
2020-05-11,54.209999084472656
2019-07-03,54.7599983215332
2020-02-25,56.880001068115234
2020-05-14,60.099998474121094
2020-02-28,60.040000915527344
2019-08-08,60.0099983215332
2019-06-05,62.279998779296875
2018-07-20,57.04999923706055
2018-08-21,58.06999969482422
2018-10-24,57.06999969482422
2019-04-02,60.20000076293945
2019-03-01,63.599998474121094
2019-01-28,63.439998626708984
2018-12-27,67.61000061035156
2019-09-09,66.76000213623047
2020-03-02,65.30000305175781
2020-05-20,62.40999984741211
2019-12-17,59.150001525878906
2020-03-05,62.25
2019-02-12,61.38999938964844
2019-01-11,59.93000030517578
2018-12-10,61.84000015258789
2019-08-23,61.11000061035156
2018-11-08,60.619998931884766
2019-07-22,62.29999923706055
2019-06-20,67.02999877929688
2018-09-05,69.51000213623047
