Dates,FRC
2018-06-20,100.61000061035156
2018-06-21,100.16000366210938
2018-06-25,100.05999755859375
2018-06-22,98.97000122070312
2018-06-26,97.4000015258789
2018-06-27,96.4000015258789
2018-06-28,96.11000061035156
2018-06-29,96.7699966430664
2018-07-02,96.05999755859375
2018-07-03,97.97000122070312
2018-07-05,98.05999755859375
2018-07-16,98.4000015258789
2018-09-18,99.9000015258789
2019-01-24,98.7300033569336
2019-09-05,98.75
2018-11-21,97.12999725341797
2020-01-13,97.52999877929688
2020-04-01,96.5
2020-06-19,97.11000061035156
2019-10-29,97.37000274658203
2020-01-16,97.5999984741211
2020-06-22,98.25
2018-10-03,98.9800033569336
2018-07-31,99.0
2019-03-12,98.05999755859375
2019-02-08,99.2300033569336
2019-01-07,99.06999969482422
2018-12-06,98.1500015258789
2019-08-19,97.80000305175781
2019-07-18,98.76000213623047
2019-05-15,99.63999938964844
2019-09-20,101.22000122070312
2019-11-01,100.83999633789062
2020-04-07,100.93000030517578
2020-06-25,100.79000091552734
2020-06-16,100.86000061035156
2019-11-04,99.66000366210938
2020-01-22,100.1500015258789
2019-11-07,100.98999786376953
2020-04-13,101.69000244140625
2019-07-01,103.2300033569336
2019-05-30,103.33000183105469
2018-08-15,104.19999694824219
2018-10-18,104.70999908447266
2019-03-27,105.87000274658203
2019-01-22,104.54000091552734
2018-12-21,104.0999984741211
2019-09-03,101.75
2018-11-19,101.05999755859375
2019-08-02,100.4000015258789
2020-01-28,100.23999786376953
2020-04-16,100.2300033569336
2019-11-13,101.30999755859375
2020-01-31,101.77999877929688
2018-12-04,102.0
2018-11-02,102.02999877929688
2019-07-16,103.11000061035156
2018-08-30,102.88999938964844
2018-10-01,101.43000030517578
2019-06-14,99.75
2019-05-13,99.55999755859375
2019-04-11,97.97000122070312
2019-02-06,97.70999908447266
2019-09-18,98.29000091552734
2020-02-03,100.54000091552734
2020-04-22,100.13999938964844
2019-11-19,99.72000122070312
2020-02-06,99.5999984741211
2019-11-22,97.19000244140625
2019-03-25,95.9000015258789
2019-02-21,95.37999725341797
2018-12-19,94.44999694824219
2018-07-12,93.2699966430664
2018-09-14,93.75
2018-08-13,95.1500015258789
2018-10-16,93.54000091552734
2019-07-31,92.8499984741211
2019-05-28,93.05000305175781
2019-04-26,92.80999755859375
2020-04-28,90.52999877929688
2019-11-25,89.68000030517578
2020-02-12,90.52999877929688
2020-05-01,89.7699966430664
2020-05-04,89.55000305175781
2019-06-12,89.33999633789062
2019-04-09,88.87999725341797
2019-03-08,86.93000030517578
2019-02-04,85.70999908447266
2018-07-27,84.4800033569336
2018-08-28,85.5999984741211
2019-01-03,84.81999969482422
2019-08-15,87.77999877929688
2018-10-31,89.5
2019-09-16,90.8499984741211
2020-02-18,91.1500015258789
2020-05-07,91.22000122070312
2018-08-17,91.69999694824219
2019-12-04,92.05999755859375
2020-02-21,91.76000213623047
2018-12-17,92.33000183105469
2019-08-30,92.5999984741211
2018-11-15,91.58999633789062
2019-07-29,92.0199966430664
2019-06-27,91.16999816894531
2019-04-24,91.20999908447266
2018-07-10,93.58999633789062
2018-09-12,92.91999816894531
2019-02-19,91.62999725341797
2019-01-18,90.72000122070312
2020-02-24,92.95999908447266
2020-05-13,95.0999984741211
2019-12-10,93.68000030517578
2020-02-27,93.61000061035156
2019-12-13,94.19000244140625
2020-05-19,95.86000061035156
2019-03-06,98.5199966430664
2018-11-30,95.87999725341797
2019-08-13,94.05999755859375
2019-07-12,94.2699966430664
2019-06-10,91.62000274658203
2019-05-09,90.5999984741211
2018-07-25,90.48999786376953
2018-09-27,88.83999633789062
2018-10-29,88.4800033569336
2019-10-16,86.80000305175781
2019-12-16,85.30000305175781
2020-03-04,83.08000183105469
2020-05-22,79.8499984741211
2019-10-01,79.94999694824219
2019-12-19,79.41999816894531
2018-09-10,79.94999694824219
2019-05-24,80.91999816894531
2018-08-09,87.51000213623047
2019-04-22,85.16999816894531
2019-03-21,86.1500015258789
2019-01-16,84.93000030517578
2019-08-28,85.77999877929688
2018-11-13,86.2300033569336
2018-10-12,85.44999694824219
2019-06-25,85.8499984741211
2020-03-10,84.9000015258789
2020-05-28,84.2699966430664
2019-10-07,83.68000030517578
2020-03-13,87.91999816894531
2019-10-10,94.3499984741211
2020-03-16,94.61000061035156
2020-06-03,95.19999694824219
2018-11-28,94.80000305175781
2018-09-25,94.79000091552734
2018-07-23,94.2699966430664
2018-08-24,95.44000244140625
2019-07-10,96.23999786376953
2019-05-07,95.94000244140625
2019-04-05,95.6500015258789
2019-03-04,95.83999633789062
2019-01-31,96.6500015258789
2019-09-12,97.87999725341797
2019-12-31,97.94999694824219
2020-03-19,98.81999969482422
2020-01-03,99.36000061035156
2020-06-09,99.43000030517578
2019-02-15,99.83000183105469
2019-01-14,100.37000274658203
2018-07-06,100.08000183105469
2018-08-07,98.37999725341797
2018-10-10,100.31999969482422
2018-12-13,99.41999816894531
2019-08-26,101.61000061035156
2019-07-25,102.25
2019-05-22,103.05000305175781
2019-03-19,103.19000244140625
2020-01-06,102.94000244140625
2020-03-25,103.02999877929688
2020-06-12,104.91000366210938
2019-10-22,104.18000030517578
2020-01-09,103.4800033569336
2020-06-15,103.75
2019-10-25,102.7300033569336
2020-03-31,101.12000274658203
2020-06-18,100.76000213623047
2019-04-03,101.7300033569336
2018-08-22,101.62000274658203
2018-10-25,102.22000122070312
2019-01-29,102.43000030517578
2018-12-28,102.58000183105469
2018-11-26,103.8499984741211
2019-08-09,103.72000122070312
2019-07-08,101.73999786376953
2019-06-06,100.98999786376953
2019-09-10,97.08999633789062
2020-01-15,97.9800033569336
2020-04-03,99.26000213623047
2019-10-31,99.63999938964844
2020-04-06,99.7699966430664
2020-06-24,100.33999633789062
2018-11-09,101.05999755859375
2019-07-23,102.33000183105469
2019-06-21,103.77999877929688
2019-05-20,103.7699966430664
2019-04-18,104.12999725341797
2018-09-06,103.86000061035156
2018-10-08,102.27999877929688
2019-02-13,102.2300033569336
2018-12-11,102.38999938964844
2019-09-25,99.4000015258789
2020-01-21,100.29000091552734
2020-04-09,101.44999694824219
2019-11-06,102.30999755859375
2020-01-24,102.41999816894531
2020-01-27,102.62999725341797
2020-04-15,103.63999938964844
2018-12-26,104.95999908447266
2019-08-07,105.08999633789062
2019-06-04,105.41999816894531
2018-09-21,106.25
2018-07-19,105.08000183105469
2018-08-20,103.04000091552734
2018-10-23,103.33999633789062
2019-05-03,104.48999786376953
2019-04-01,103.97000122070312
2019-02-28,102.94000244140625
2019-11-12,102.4800033569336
2020-01-30,101.16999816894531
2019-11-15,101.56999969482422
2020-04-21,98.36000061035156
2019-04-16,98.68000030517578
2019-03-15,98.16000366210938
2019-02-11,100.02999877929688
2019-01-10,99.5999984741211
2019-08-22,99.48999786376953
2018-11-07,100.31999969482422
2018-08-03,99.69000244140625
2018-09-04,98.1500015258789
2019-06-19,99.68000030517578
2019-09-23,99.41000366210938
2019-11-18,97.88999938964844
2020-02-05,97.66000366210938
2020-04-24,96.05999755859375
2019-03-29,95.31999969482422
2019-11-21,96.8499984741211
2020-04-27,97.7699966430664
2020-02-11,97.55999755859375
2020-04-30,97.56999969482422
2019-05-01,98.72000122070312
2019-02-26,96.9800033569336
2019-01-25,96.5199966430664
2018-12-24,96.12000274658203
2019-09-06,95.41999816894531
2018-07-17,95.05999755859375
2018-09-19,95.55999755859375
2019-08-05,95.76000213623047
2019-10-08,94.97000122070312
2019-12-11,95.38999938964844
2019-11-27,95.05000305175781
2020-02-14,94.16999816894531
2020-05-06,95.51000213623047
2019-01-08,95.41000366210938
2018-12-07,96.2300033569336
2019-08-20,98.41999816894531
2018-11-05,97.37999725341797
2019-07-19,98.25
2018-10-04,99.8499984741211
2019-06-17,98.76000213623047
2019-05-16,98.94999694824219
2018-08-01,100.13999938964844
2019-03-13,99.87999725341797
2019-12-03,100.47000122070312
2020-02-20,98.31999969482422
2019-12-06,93.94000244140625
2020-05-12,93.52999877929688
2019-12-09,94.22000122070312
2020-02-26,95.68000030517578
2020-05-15,96.45999908447266
2019-03-28,96.5
2018-09-17,96.56999969482422
2018-08-16,97.87999725341797
2018-10-19,98.73999786376953
2019-04-29,99.55999755859375
2019-01-23,98.87999725341797
2019-09-04,98.88999938964844
2018-11-20,95.5999984741211
2019-07-02,94.0199966430664
2019-05-31,91.80999755859375
2019-12-12,92.12000274658203
