Dates,FRC
2018-06-20,101.80999755859375
2018-06-21,102.02999877929688
2018-06-25,102.02999877929688
2018-06-22,100.27999877929688
2018-06-26,99.7699966430664
2018-06-27,98.23999786376953
2018-06-28,98.08000183105469
2018-06-29,98.93000030517578
2018-07-02,98.20999908447266
2018-07-03,99.22000122070312
2018-07-05,99.05999755859375
2018-07-16,99.91999816894531
2018-09-18,101.56999969482422
2019-01-24,101.4800033569336
2019-09-05,100.12000274658203
2018-11-21,99.77999877929688
2020-01-13,102.0
2020-04-01,98.04000091552734
2020-06-19,98.5
2019-10-29,98.2699966430664
2020-01-16,98.77999877929688
2020-06-22,99.30999755859375
2018-10-03,100.55999755859375
2018-07-31,100.44999694824219
2019-03-12,99.27999877929688
2019-02-08,101.01000213623047
2019-01-07,100.66999816894531
2018-12-06,100.48999786376953
2019-08-19,99.20999908447266
2019-07-18,100.80000305175781
2019-05-15,102.30999755859375
2019-09-20,102.0199966430664
2019-11-01,102.19999694824219
2020-04-07,102.01000213623047
2020-06-25,101.68000030517578
2020-06-16,101.54000091552734
2019-11-04,101.13999938964844
2020-01-22,101.5
2019-11-07,103.0
2020-04-13,103.5199966430664
2019-07-01,104.47000122070312
2019-05-30,104.7300033569336
2018-08-15,105.27999877929688
2018-10-18,106.75
2019-03-27,106.73999786376953
2019-01-22,105.9000015258789
2018-12-21,105.30000305175781
2019-09-03,104.16999816894531
2018-11-19,102.2699966430664
2019-08-02,101.62000274658203
2020-01-28,101.05999755859375
2020-04-16,101.68000030517578
2019-11-13,102.8499984741211
2020-01-31,102.70999908447266
2018-12-04,103.08000183105469
2018-11-02,103.0999984741211
2019-07-16,104.01000213623047
2018-08-30,104.86000061035156
2018-10-01,103.19000244140625
2019-06-14,102.33999633789062
2019-05-13,100.94000244140625
2019-04-11,100.69000244140625
2019-02-06,98.61000061035156
2019-09-18,100.8499984741211
2020-02-03,101.77999877929688
2020-04-22,101.08000183105469
2019-11-19,101.0
2020-02-06,100.27999877929688
2019-11-22,100.4800033569336
2019-03-25,97.62999725341797
2019-02-21,96.37999725341797
2018-12-19,96.83999633789062
2018-07-12,94.76000213623047
2018-09-14,96.45999908447266
2018-08-13,97.5999984741211
2018-10-16,95.98999786376953
2019-07-31,94.41999816894531
2019-05-28,94.91999816894531
2019-04-26,95.06999969482422
2020-04-28,93.72000122070312
2019-11-25,93.7300033569336
2020-02-12,93.16000366210938
2020-05-01,91.91999816894531
2020-05-04,92.2300033569336
2019-06-12,91.3499984741211
2019-04-09,90.95999908447266
2019-03-08,90.38999938964844
2019-02-04,88.5199966430664
2018-07-27,87.98999786376953
2018-08-28,88.19000244140625
2019-01-03,87.16999816894531
2019-08-15,90.3499984741211
2018-10-31,91.56999969482422
2019-09-16,93.37999725341797
2020-02-18,93.31999969482422
2020-05-07,93.45999908447266
2018-08-17,93.43000030517578
2019-12-04,93.6500015258789
2020-02-21,93.98999786376953
2018-12-17,94.0999984741211
2019-08-30,94.16000366210938
2018-11-15,93.45999908447266
2019-07-29,94.08999633789062
2019-06-27,94.25
2019-04-24,94.56999969482422
2018-07-10,95.27999877929688
2018-09-12,94.87000274658203
2019-02-19,93.36000061035156
2019-01-18,94.61000061035156
2020-02-24,94.7699966430664
2020-05-13,96.16999816894531
2019-12-10,96.0
2020-02-27,95.51000213623047
2019-12-13,96.75
2020-05-19,99.27999877929688
2019-03-06,100.58999633789062
2018-11-30,99.55000305175781
2019-08-13,96.79000091552734
2019-07-12,97.88999938964844
2019-06-10,94.55000305175781
2019-05-09,94.18000030517578
2018-07-25,92.3499984741211
2018-09-27,91.80999755859375
2018-10-29,90.0199966430664
2019-10-16,89.43000030517578
2019-12-16,87.95999908447266
2020-03-04,87.25
2020-05-22,83.25
2019-10-01,82.44999694824219
2019-12-19,81.29000091552734
2018-09-10,84.16999816894531
2019-05-24,83.73999786376953
2018-08-09,89.66000366210938
2019-04-22,87.66999816894531
2019-03-21,87.51000213623047
2019-01-16,88.8499984741211
2019-08-28,88.1500015258789
2018-11-13,88.0999984741211
2018-10-12,88.5
2019-06-25,87.91000366210938
2020-03-10,86.63999938964844
2020-05-28,85.62999725341797
2019-10-07,85.19999694824219
2020-03-13,95.02999877929688
2019-10-10,96.25
2020-03-16,95.69000244140625
2020-06-03,97.43000030517578
2018-11-28,96.37999725341797
2018-09-25,96.44000244140625
2018-07-23,96.4800033569336
2018-08-24,97.25
2019-07-10,97.54000091552734
2019-05-07,97.5999984741211
2019-04-05,97.33000183105469
2019-03-04,97.44999694824219
2019-01-31,98.86000061035156
2019-09-12,99.29000091552734
2019-12-31,99.63999938964844
2020-03-19,99.83000183105469
2020-01-03,100.87000274658203
2020-06-09,100.77999877929688
2019-02-15,100.98999786376953
2019-01-14,101.58999633789062
2018-07-06,101.23999786376953
2018-08-07,99.80999755859375
2018-10-10,101.81999969482422
2018-12-13,102.29000091552734
2019-08-26,103.37000274658203
2019-07-25,103.43000030517578
2019-05-22,104.05999755859375
2019-03-19,104.5999984741211
2020-01-06,104.26000213623047
2020-03-25,105.01000213623047
2020-06-12,106.19000244140625
2019-10-22,105.94999694824219
2020-01-09,105.76000213623047
2020-06-15,105.56999969482422
2019-10-25,105.23999786376953
2020-03-31,102.6500015258789
2020-06-18,101.91000366210938
2019-04-03,102.91000366210938
2018-08-22,103.0
2018-10-25,103.20999908447266
2019-01-29,103.52999877929688
2018-12-28,104.25
2018-11-26,105.45999908447266
2019-08-09,105.91000366210938
2019-07-08,104.44000244140625
2019-06-06,102.81999969482422
2019-09-10,100.4800033569336
2020-01-15,99.68000030517578
2020-04-03,100.70999908447266
2019-10-31,101.01000213623047
2020-04-06,101.22000122070312
2020-06-24,101.88999938964844
2018-11-09,102.58999633789062
2019-07-23,104.26000213623047
2019-06-21,104.93000030517578
2019-05-20,104.86000061035156
2019-04-18,105.25
2018-09-06,104.98999786376953
2018-10-08,104.08999633789062
2019-02-13,103.51000213623047
2018-12-11,104.0
2019-09-25,102.93000030517578
2020-01-21,102.08999633789062
2020-04-09,103.44000244140625
2019-11-06,103.48999786376953
2020-01-24,104.3499984741211
2020-01-27,103.87000274658203
2020-04-15,106.33000183105469
2018-12-26,106.44000244140625
2019-08-07,106.98999786376953
2019-06-04,106.56999969482422
2018-09-21,107.75
2018-07-19,106.56999969482422
2018-08-20,106.44999694824219
2018-10-23,104.87999725341797
2019-05-03,105.7699966430664
2019-04-01,105.68000030517578
2019-02-28,104.62000274658203
2019-11-12,103.52999877929688
2020-01-30,103.29000091552734
2019-11-15,103.6500015258789
2020-04-21,101.7300033569336
2019-04-16,100.9000015258789
2019-03-15,99.7300033569336
2019-02-11,101.41999816894531
2019-01-10,101.2300033569336
2019-08-22,100.7300033569336
2018-11-07,101.44000244140625
2018-08-03,101.02999877929688
2018-09-04,99.20999908447266
2019-06-19,100.7699966430664
2019-09-23,101.05000305175781
2019-11-18,99.63999938964844
2020-02-05,99.94000244140625
2020-04-24,97.80999755859375
2019-03-29,97.13999938964844
2019-11-21,98.70999908447266
2020-04-27,99.26000213623047
2020-02-11,99.06999969482422
2020-04-30,98.61000061035156
2019-05-01,99.81999969482422
2019-02-26,100.05999755859375
2019-01-25,98.7300033569336
2018-12-24,97.76000213623047
2019-09-06,97.11000061035156
2018-07-17,96.79000091552734
2018-09-19,97.43000030517578
2019-08-05,97.30000305175781
2019-10-08,96.5999984741211
2019-12-11,96.58000183105469
2019-11-27,96.27999877929688
2020-02-14,96.08000183105469
2020-05-06,96.62999725341797
2019-01-08,96.52999877929688
2018-12-07,97.6500015258789
2019-08-20,99.88999938964844
2018-11-05,99.44000244140625
2019-07-19,99.5199966430664
2018-10-04,100.68000030517578
2019-06-17,99.8499984741211
2019-05-16,101.12000274658203
2018-08-01,101.20999908447266
2019-03-13,101.30000305175781
2019-12-03,101.6500015258789
2020-02-20,100.94999694824219
2019-12-06,96.87000274658203
2020-05-12,95.73999786376953
2019-12-09,96.2699966430664
2020-02-26,97.05999755859375
2020-05-15,96.9800033569336
2019-03-28,97.06999969482422
2018-09-17,98.55000305175781
2018-08-16,98.69999694824219
2018-10-19,100.33999633789062
2019-04-29,100.26000213623047
2019-01-23,100.19999694824219
2019-09-04,100.20999908447266
2018-11-20,100.08999633789062
2019-07-02,96.68000030517578
2019-05-31,94.87999725341797
2019-12-12,94.0
2020-05-18,92.25
2019-09-27,93.75
2020-03-03,94.7699966430664
2020-05-21,94.1500015258789
2019-05-14,95.55000305175781
2018-08-31,93.22000122070312
2018-07-30,92.29000091552734
2018-10-02,92.58999633789062
2019-04-12,93.08000183105469
2019-03-11,91.91000366210938
2019-02-07,90.8499984741211
2019-07-17,92.19000244140625
2019-09-19,92.27999877929688
2019-10-21,90.0
2019-12-18,90.37999725341797
2020-03-06,89.16000366210938
2019-10-03,90.2300033569336
2020-03-09,90.72000122070312
2020-05-27,89.23999786376953
2019-12-24,88.95999908447266
2020-03-12,90.37999725341797
2018-12-20,89.87999725341797
2019-08-01,91.41000366210938
2018-08-14,93.47000122070312
2018-07-13,94.01000213623047
2018-10-17,94.20999908447266
2019-05-29,96.3499984741211
2019-03-26,96.30999755859375
2019-02-22,96.12999725341797
2019-10-04,96.66000366210938
2019-11-05,96.27999877929688
2019-12-27,96.0
2020-06-02,95.48999786376953
2019-12-30,95.5
2020-03-18,96.29000091552734
2020-06-05,96.80000305175781
2019-07-15,98.1500015258789
2018-12-03,98.0
2019-06-13,97.76000213623047
2019-01-04,93.48999786376953
2018-08-29,92.72000122070312
2019-02-05,94.94000244140625
2018-11-01,95.69000244140625
2019-08-16,93.58999633789062
2019-04-10,93.4800033569336
2019-09-17,94.61000061035156
2019-10-15,97.58000183105469
2020-01-02,97.62000274658203
2020-06-08,105.20999908447266
2019-10-18,103.97000122070312
2020-03-24,104.47000122070312
2020-06-11,104.87999725341797
2020-01-08,105.9800033569336
2019-04-25,106.88999938964844
2019-07-30,107.08999633789062
2019-02-20,107.05000305175781
2018-07-11,108.01000213623047
2018-09-13,108.3499984741211
2018-10-15,108.55000305175781
2019-06-28,107.93000030517578
2018-12-18,107.13999938964844
2018-11-16,108.36000061035156
2019-10-02,109.87000274658203
2020-03-27,111.61000061035156
2020-01-10,110.13999938964844
2019-10-24,111.66999816894531
2020-03-30,110.47000122070312
2020-06-17,110.31999969482422
2020-01-14,110.44999694824219
2020-04-02,109.56999969482422
2019-01-02,109.26000213623047
2019-08-14,109.54000091552734
2018-10-30,108.63999938964844
2019-06-11,109.44999694824219
2019-05-10,109.16999816894531
2019-04-08,109.30999755859375
2018-08-27,108.97000122070312
2018-07-26,109.23999786376953
2018-09-28,109.94999694824219
2019-03-07,110.94999694824219
2019-10-30,110.5999984741211
2020-01-17,111.58999633789062
2020-06-23,109.1500015258789
2020-04-08,110.70999908447266
2020-06-26,111.22000122070312
2019-03-22,113.18000030517578
2019-01-17,113.13999938964844
2019-08-29,113.52999877929688
2018-11-14,113.69999694824219
2019-06-26,115.81999969482422
2018-09-11,116.38999938964844
2018-07-09,116.5999984741211
2018-08-10,117.58000183105469
2019-04-23,117.81999969482422
2019-09-30,117.62000274658203
2020-01-23,118.1500015258789
2019-11-08,117.36000061035156
2020-04-14,117.44000244140625
2019-11-11,117.91000366210938
2020-01-29,118.37000274658203
2020-04-17,118.43000030517578
2018-07-24,117.69000244140625
2018-09-26,118.22000122070312
2019-05-08,117.80999755859375
2019-03-05,116.56999969482422
2019-02-01,116.55999755859375
2018-12-31,116.81999969482422
2018-11-29,117.0999984741211
2019-08-12,115.88999938964844
2019-07-11,115.5
2019-09-13,122.33999633789062
2019-11-14,118.43000030517578
2020-04-20,119.06999969482422
2020-02-04,119.80999755859375
2020-04-23,118.26000213623047
2018-12-14,118.16999816894531
2019-08-27,117.29000091552734
2018-08-08,116.4800033569336
2018-10-11,112.61000061035156
2018-11-12,114.05999755859375
2019-07-26,113.88999938964844
2019-06-24,113.12999725341797
2019-05-23,112.2300033569336
2019-03-20,113.0
2019-01-15,115.33000183105469
2019-11-20,116.81999969482422
2020-02-07,117.5
2020-02-10,115.94000244140625
2020-04-29,116.11000061035156
2019-11-26,117.7300033569336
2020-02-13,118.80000305175781
2019-01-30,118.36000061035156
