Dates,FRC
2018-06-20,101.4800033569336
2018-06-21,100.73999786376953
2018-06-25,101.7300033569336
2018-06-22,100.27999877929688
2018-06-26,99.20999908447266
2018-06-27,98.01000213623047
2018-06-28,96.66000366210938
2018-06-29,98.33000183105469
2018-07-02,96.33000183105469
2018-07-03,98.47000122070312
2018-07-05,99.0
2018-07-16,98.61000061035156
2018-09-18,100.01000213623047
2019-01-24,101.33999633789062
2019-09-05,98.80000305175781
2018-11-21,99.66999816894531
2020-01-13,98.8499984741211
2020-04-01,97.86000061035156
2020-06-19,97.30000305175781
2019-10-29,97.37000274658203
2020-01-16,97.91000366210938
2020-06-22,98.9000015258789
2018-10-03,98.9800033569336
2018-07-31,99.97000122070312
2019-03-12,99.27999877929688
2019-02-08,99.30000305175781
2019-01-07,99.88999938964844
2018-12-06,99.8499984741211
2019-08-19,98.81999969482422
2019-07-18,99.27999877929688
2019-05-15,99.86000061035156
2019-09-20,101.52999877929688
2019-11-01,101.91000366210938
2020-04-07,101.63999938964844
2020-06-25,101.01000213623047
2020-06-16,101.11000061035156
2019-11-04,100.37999725341797
2020-01-22,100.69000244140625
2019-11-07,100.98999786376953
2020-04-13,102.3499984741211
2019-07-01,103.2699966430664
2019-05-30,103.73999786376953
2018-08-15,104.37000274658203
2018-10-18,105.16000366210938
2019-03-27,106.0199966430664
2019-01-22,105.72000122070312
2018-12-21,104.93000030517578
2019-09-03,103.7699966430664
2018-11-19,102.08000183105469
2019-08-02,101.5999984741211
2020-01-28,100.68000030517578
2020-04-16,100.2300033569336
2019-11-13,101.30999755859375
2020-01-31,102.16999816894531
2018-12-04,102.25
2018-11-02,103.06999969482422
2019-07-16,103.23999786376953
2018-08-30,103.36000061035156
2018-10-01,102.91999816894531
2019-06-14,102.0
2019-05-13,99.76000213623047
2019-04-11,100.33999633789062
2019-02-06,98.43000030517578
2019-09-18,98.56999969482422
2020-02-03,100.55999755859375
2020-04-22,100.69999694824219
2019-11-19,100.5
2020-02-06,100.08999633789062
2019-11-22,99.9800033569336
2019-03-25,97.38999938964844
2019-02-21,95.66000366210938
2018-12-19,96.56999969482422
2018-07-12,94.4800033569336
2018-09-14,93.9000015258789
2018-08-13,96.05999755859375
2018-10-16,95.95999908447266
2019-07-31,93.62000274658203
2019-05-28,93.83999633789062
2019-04-26,94.2300033569336
2020-04-28,92.44999694824219
2019-11-25,93.19999694824219
2020-02-12,92.7699966430664
2020-05-01,91.5
2020-05-04,91.0199966430664
2019-06-12,91.02999877929688
2019-04-09,89.73999786376953
2019-03-08,90.02999877929688
2019-02-04,85.97000122070312
2018-07-27,87.95999908447266
2018-08-28,85.5999984741211
2019-01-03,86.2699966430664
2019-08-15,88.05000305175781
2018-10-31,89.87999725341797
2019-09-16,92.3499984741211
2020-02-18,91.36000061035156
2020-05-07,93.45999908447266
2018-08-17,92.41000366210938
2019-12-04,93.0
2020-02-21,93.54000091552734
2018-12-17,92.83000183105469
2019-08-30,93.5
2018-11-15,92.86000061035156
2019-07-29,92.0199966430664
2019-06-27,93.95999908447266
2019-04-24,91.25
2018-07-10,94.0
2018-09-12,93.76000213623047
2019-02-19,92.76000213623047
2019-01-18,92.0
2020-02-24,93.22000122070312
2020-05-13,95.0999984741211
2019-12-10,95.25
2020-02-27,94.75
2019-12-13,94.2699966430664
2020-05-19,96.05000305175781
2019-03-06,100.0
2018-11-30,98.9000015258789
2019-08-13,94.91999816894531
2019-07-12,96.76000213623047
2019-06-10,94.30000305175781
2019-05-09,93.56999969482422
2018-07-25,91.9000015258789
2018-09-27,91.56999969482422
2018-10-29,88.83999633789062
2019-10-16,88.36000061035156
2019-12-16,87.43000030517578
2020-03-04,85.51000213623047
2020-05-22,82.87999725341797
2019-10-01,81.13999938964844
2019-12-19,79.43000030517578
2018-09-10,80.27999877929688
2019-05-24,82.81999969482422
2018-08-09,87.93000030517578
2019-04-22,86.76000213623047
2019-03-21,86.54000091552734
2019-01-16,87.7699966430664
2019-08-28,86.5199966430664
2018-11-13,86.97000122070312
2018-10-12,87.79000091552734
2019-06-25,86.91999816894531
2020-03-10,86.11000061035156
2020-05-28,85.27999877929688
2019-10-07,83.95999908447266
2020-03-13,91.94000244140625
2019-10-10,95.01000213623047
2020-03-16,95.0999984741211
2020-06-03,96.13999938964844
2018-11-28,95.63999938964844
2018-09-25,95.75
2018-07-23,95.08999633789062
2018-08-24,96.13999938964844
2019-07-10,96.58999633789062
2019-05-07,97.0199966430664
2019-04-05,96.02999877929688
2019-03-04,96.3499984741211
2019-01-31,96.9000015258789
2019-09-12,98.2699966430664
2019-12-31,99.62000274658203
2020-03-19,99.12999725341797
2020-01-03,100.38999938964844
2020-06-09,100.44000244140625
2019-02-15,100.87999725341797
2019-01-14,101.27999877929688
2018-07-06,101.04000091552734
2018-08-07,99.76000213623047
2018-10-10,100.44999694824219
2018-12-13,100.73999786376953
2019-08-26,102.16999816894531
2019-07-25,103.13999938964844
2019-05-22,103.45999908447266
2019-03-19,104.19999694824219
2020-01-06,103.3499984741211
2020-03-25,103.41000366210938
2020-06-12,105.08000183105469
2019-10-22,104.87999725341797
2020-01-09,105.62000274658203
2020-06-15,104.5199966430664
2019-10-25,104.73999786376953
2020-03-31,102.44999694824219
2020-06-18,100.80000305175781
2019-04-03,101.9800033569336
2018-08-22,103.0
2018-10-25,102.9800033569336
2019-01-29,102.61000061035156
2018-12-28,102.69000244140625
2018-11-26,104.01000213623047
2019-08-09,105.75
2019-07-08,103.95999908447266
2019-06-06,101.05999755859375
2019-09-10,100.11000061035156
2020-01-15,98.43000030517578
2020-04-03,99.6500015258789
2019-10-31,100.36000061035156
2020-04-06,100.43000030517578
2020-06-24,101.44000244140625
2018-11-09,101.76000213623047
2019-07-23,102.5999984741211
2019-06-21,104.55999755859375
2019-05-20,104.02999877929688
2019-04-18,104.87999725341797
2018-09-06,104.58999633789062
2018-10-08,103.91000366210938
2019-02-13,103.02999877929688
2018-12-11,103.73999786376953
2019-09-25,100.0
2020-01-21,101.4800033569336
2020-04-09,101.87999725341797
2019-11-06,103.47000122070312
2020-01-24,102.93000030517578
2020-01-27,103.2699966430664
2020-04-15,103.7699966430664
2018-12-26,105.75
2019-08-07,105.9000015258789
2019-06-04,106.12000274658203
2018-09-21,106.43000030517578
2018-07-19,106.01000213623047
2018-08-20,105.80999755859375
2018-10-23,103.4000015258789
2019-05-03,104.55000305175781
2019-04-01,104.04000091552734
2019-02-28,104.16000366210938
2019-11-12,103.4000015258789
2020-01-30,101.47000122070312
2019-11-15,102.52999877929688
2020-04-21,101.22000122070312
2019-04-16,99.25
2019-03-15,99.19999694824219
2019-02-11,100.13999938964844
2019-01-10,99.5999984741211
2019-08-22,99.80000305175781
2018-11-07,100.3499984741211
2018-08-03,100.68000030517578
2018-09-04,99.12999725341797
2019-06-19,99.68000030517578
2019-09-23,100.44999694824219
2019-11-18,98.43000030517578
2020-02-05,99.37000274658203
2020-04-24,96.9800033569336
2019-03-29,96.62000274658203
2019-11-21,97.0
2020-04-27,98.94000244140625
2020-02-11,98.41999816894531
2020-04-30,98.58000183105469
2019-05-01,98.87000274658203
2019-02-26,99.5
2019-01-25,97.83000183105469
2018-12-24,97.06999969482422
2019-09-06,96.36000061035156
2018-07-17,96.3499984741211
2018-09-19,95.5999984741211
2019-08-05,95.95999908447266
2019-10-08,96.4000015258789
2019-12-11,95.91000366210938
2019-11-27,95.06999969482422
2020-02-14,95.0
2020-05-06,96.4000015258789
2019-01-08,95.5999984741211
2018-12-07,96.81999969482422
2019-08-20,98.91999816894531
2018-11-05,98.91999816894531
2019-07-19,98.73999786376953
2018-10-04,100.08999633789062
2019-06-17,99.27999877929688
2019-05-16,98.94999694824219
2018-08-01,100.69000244140625
2019-03-13,100.51000213623047
2019-12-03,101.48999786376953
2020-02-20,100.94999694824219
2019-12-06,95.0
2020-05-12,93.52999877929688
2019-12-09,94.31999969482422
2020-02-26,95.91000366210938
2020-05-15,96.7300033569336
2019-03-28,96.61000061035156
2018-09-17,96.56999969482422
2018-08-16,98.25
2018-10-19,98.91000366210938
2019-04-29,100.0
2019-01-23,98.87999725341797
2019-09-04,99.98999786376953
2018-11-20,99.36000061035156
2019-07-02,95.66000366210938
2019-05-31,94.87999725341797
2019-12-12,93.58000183105469
2020-05-18,92.25
2019-09-27,92.29000091552734
2020-03-03,93.23999786376953
2020-05-21,93.41000366210938
2019-05-14,93.33000183105469
2018-08-31,91.93000030517578
2018-07-30,91.66999816894531
2018-10-02,91.1500015258789
2019-04-12,93.06999969482422
2019-03-11,91.33999633789062
2019-02-07,90.5
2019-07-17,91.48999786376953
2019-09-19,91.27999877929688
2019-10-21,89.7300033569336
2019-12-18,90.37999725341797
2020-03-06,88.0999984741211
2019-10-03,89.2300033569336
2020-03-09,90.55999755859375
2020-05-27,88.73999786376953
2019-12-24,88.75
2020-03-12,89.56999969482422
2018-12-20,89.52999877929688
2019-08-01,90.06999969482422
2018-08-14,91.55000305175781
2018-07-13,93.04000091552734
