Dates,NKE
2020-06-09,3786500.0
2019-02-15,6158500.0
2019-01-14,6290300.0
2018-07-06,5032800.0
2018-08-07,5179000.0
2018-10-10,6111300.0
2018-12-13,5105900.0
2019-08-26,6436100.0
2019-07-25,8579200.0
2019-05-22,4449500.0
2019-03-19,6229700.0
2020-01-06,6678700.0
2020-03-25,4588200.0
2020-06-12,4988100.0
2019-10-22,6314900.0
2020-01-09,7339500.0
2020-06-15,4976300.0
2019-10-25,3198000.0
2020-03-31,4321800.0
2020-06-18,4669700.0
2019-04-03,3999800.0
2018-08-22,4431600.0
2018-10-25,5037800.0
2019-01-29,5906100.0
2018-12-28,11031400.0
2018-11-26,7750700.0
2019-08-09,6642200.0
2019-07-08,5991500.0
2019-06-06,10386900.0
2019-09-10,21659800.0
2020-01-15,15558300.0
2020-04-03,9611900.0
2019-10-31,6485100.0
2020-04-06,6032700.0
2020-06-24,6492000.0
2018-11-09,6737400.0
2019-07-23,4433800.0
2019-06-21,4080900.0
2019-05-20,3660700.0
2019-04-18,7367400.0
2018-09-06,4705800.0
2018-10-08,3804500.0
2019-02-13,3918400.0
2018-12-11,3347400.0
2019-09-25,6037000.0
2020-01-21,5034900.0
2020-04-09,4652700.0
2019-11-06,5694900.0
2020-01-24,7016600.0
2020-01-27,5390500.0
2020-04-15,7513700.0
2018-12-26,8063000.0
2019-08-07,7069900.0
2019-06-04,6219600.0
2018-09-21,5008400.0
2018-07-19,7614100.0
2018-08-20,6524600.0
2018-10-23,6813700.0
2019-05-03,6798300.0
2019-04-01,12836600.0
2019-02-28,9811300.0
2019-11-12,9501300.0
2020-01-30,6336600.0
2019-11-15,5450500.0
2020-04-21,6445200.0
2019-04-16,7529200.0
2019-03-15,4862200.0
2019-02-11,6745200.0
2019-01-10,5068200.0
2019-08-22,7181900.0
2018-11-07,5762500.0
2018-08-03,5237800.0
2018-09-04,9704200.0
2019-06-19,5999000.0
2019-09-23,7927300.0
2019-11-18,10116900.0
2020-02-05,6177800.0
2020-04-24,8891100.0
2019-03-29,11665500.0
2019-11-21,7526800.0
2020-04-27,8173200.0
2020-02-11,4953000.0
2020-04-30,3891100.0
2019-05-01,4419800.0
2019-02-26,3939400.0
2019-01-25,4025900.0
2018-12-24,3383400.0
2019-09-06,4355600.0
2018-07-17,5101900.0
2018-09-19,6456500.0
2019-08-05,6217700.0
2019-10-08,6163800.0
2019-12-11,9289800.0
2019-11-27,8043300.0
2020-02-14,7339900.0
2020-05-06,5838500.0
2019-01-08,11436700.0
2018-12-07,12443800.0
2019-08-20,6607600.0
2018-11-05,7187200.0
2019-07-19,4012800.0
2018-10-04,6440900.0
2019-06-17,7052000.0
2019-05-16,6219700.0
2018-08-01,5985500.0
2019-03-13,3942400.0
2019-12-03,4240900.0
2020-02-20,3750900.0
2019-12-06,5812800.0
2020-05-12,4461500.0
2019-12-09,4609200.0
2020-02-26,6635300.0
2020-05-15,6810300.0
2019-03-28,5659900.0
2018-09-17,6362900.0
2018-08-16,4546400.0
2018-10-19,3707200.0
2019-04-29,4387300.0
2019-01-23,3561200.0
2019-09-04,5818200.0
2018-11-20,7871800.0
2019-07-02,8761400.0
2019-05-31,8493300.0
2019-12-12,8664500.0
2020-05-18,6275000.0
2019-09-27,6208900.0
2020-03-03,5460200.0
2020-05-21,3595500.0
2019-05-14,6896800.0
2018-08-31,7266100.0
2018-07-30,6713600.0
2018-10-02,5649000.0
2019-04-12,7027900.0
2019-03-11,5903100.0
2019-02-07,6454200.0
2019-07-17,5571600.0
2019-09-19,8497800.0
2019-10-21,4336000.0
2019-12-18,3842500.0
2020-03-06,4123700.0
2019-10-03,5101900.0
2020-03-09,5235400.0
2020-05-27,6360800.0
2019-12-24,4151200.0
2020-03-12,6328400.0
2018-12-20,3625300.0
2019-08-01,4282400.0
2018-08-14,7072400.0
2018-07-13,4623300.0
2018-10-17,4057500.0
2019-05-29,5894700.0
2019-03-26,4171700.0
2019-02-22,3248400.0
2019-10-04,4722200.0
2019-11-05,4231200.0
2019-12-27,6991100.0
2020-06-02,4790000.0
2019-12-30,10202900.0
2020-03-18,25330700.0
2020-06-05,10408300.0
2019-07-15,6420500.0
2018-12-03,7401200.0
2019-06-13,8464900.0
2019-01-04,6933900.0
2018-08-29,5762300.0
2019-02-05,4551400.0
2018-11-01,4975400.0
2019-08-16,6916800.0
2019-04-10,5115900.0
2019-09-17,5794100.0
2019-10-15,6220100.0
2020-01-02,4636000.0
2020-06-08,4292500.0
2019-10-18,4883300.0
2020-03-24,3427400.0
2020-06-11,6209200.0
2020-01-08,5185800.0
2019-04-25,5470100.0
2019-07-30,11933600.0
2019-02-20,12085800.0
2018-07-11,8147200.0
2018-09-13,10304300.0
2018-10-15,9044400.0
2019-06-28,8127300.0
2018-12-18,6751700.0
2018-11-16,5263600.0
2019-10-02,8161200.0
2020-03-27,5589700.0
2020-01-10,7033800.0
2019-10-24,7110000.0
2020-03-30,4555400.0
2020-06-17,3247300.0
2020-01-14,3979600.0
2020-04-02,5923600.0
2019-01-02,6035300.0
2019-08-14,6785500.0
2018-10-30,6165600.0
2019-06-11,5368400.0
2019-05-10,6235400.0
2019-04-08,5493100.0
2018-08-27,4264400.0
2018-07-26,5419700.0
2018-09-28,5907400.0
2019-03-07,4017400.0
2019-10-30,2541800.0
2020-01-17,3892000.0
2020-06-23,5570700.0
2020-04-08,4456400.0
2020-06-26,6946000.0
2019-03-22,6368500.0
2019-01-17,6517800.0
2019-08-29,4234300.0
2018-11-14,4319700.0
2019-06-26,4762800.0
2018-09-11,5247600.0
2018-07-09,8211300.0
2018-08-10,7050700.0
2019-04-23,7332000.0
2019-09-30,12214500.0
2020-01-23,17641600.0
2019-11-08,6350500.0
2020-04-14,3328100.0
2019-11-11,3709900.0
2020-01-29,5307500.0
2020-04-17,3495200.0
2018-07-24,3213600.0
2018-09-26,5644100.0
2019-05-08,4541800.0
2019-03-05,4612400.0
2019-02-01,6719900.0
2018-12-31,4942200.0
2018-11-29,5007500.0
2019-08-12,5135300.0
2019-07-11,6722400.0
2019-09-13,5088500.0
2019-11-14,4209200.0
2020-04-20,6571700.0
2020-02-04,6271200.0
2020-04-23,4854700.0
2018-12-14,5031400.0
2019-08-27,7102900.0
2018-08-08,3839300.0
2018-10-11,9841400.0
2018-11-12,5673200.0
2019-07-26,4503700.0
2019-06-24,7065100.0
2019-05-23,8780300.0
2019-03-20,9727700.0
2019-01-15,6559600.0
2019-11-20,6108300.0
2020-02-07,5641800.0
2020-02-10,4121800.0
2020-04-29,4213900.0
2019-11-26,4871800.0
2020-02-13,8075600.0
2019-01-30,5386800.0
2018-08-23,4305300.0
2018-09-24,4916200.0
2018-11-27,6200500.0
2018-10-26,6427600.0
2019-07-09,5750900.0
2019-06-07,8364200.0
2019-05-06,9602100.0
2019-04-04,9308400.0
2019-09-11,12823000.0
2019-11-29,16565700.0
2020-05-05,14102000.0
2019-12-02,14767600.0
2020-02-19,6904400.0
2020-05-08,8851100.0
2019-05-21,12336400.0
2019-03-18,13272700.0
2018-09-07,12755900.0
2018-08-06,16172000.0
2018-10-09,21534800.0
2019-02-14,21859600.0
2018-12-12,17976700.0
2019-07-24,17122100.0
2019-09-26,19498800.0
2019-10-28,16177200.0
2019-12-05,15761900.0
2020-05-11,17690000.0
2019-07-03,18849500.0
2020-02-25,27053200.0
2020-05-14,17200800.0
2020-02-28,14183400.0
2019-08-08,10960100.0
2019-06-05,9610100.0
2018-07-20,9771300.0
2018-08-21,12731300.0
2018-10-24,8476900.0
2019-04-02,11266500.0
2019-03-01,10468100.0
2019-01-28,6642700.0
2018-12-27,7773600.0
2019-09-09,5077600.0
2020-03-02,6397200.0
2020-05-20,8053900.0
2019-12-17,9373800.0
2020-03-05,8111400.0
2019-02-12,7244400.0
2019-01-11,6597000.0
2018-12-10,6463900.0
2019-08-23,5343500.0
2018-11-08,4450100.0
2019-07-22,6875100.0
2019-06-20,5145400.0
2018-09-05,9461400.0
2019-04-17,9367300.0
2019-09-24,6151200.0
2019-12-20,6348900.0
2020-05-26,6321500.0
2019-04-30,7342300.0
2019-12-23,4565900.0
2020-03-11,5489400.0
2020-05-29,4936300.0
2019-12-26,5622600.0
2020-06-01,6739800.0
2019-05-02,7431800.0
2019-02-27,9165000.0
2018-11-23,8519600.0
2019-08-06,6514100.0
2018-07-18,6347000.0
2018-09-20,7504300.0
2018-10-22,4049500.0
2019-07-05,7185200.0
2019-06-03,7915900.0
2019-10-09,7260700.0
2019-10-11,10333400.0
2020-03-17,4295400.0
2020-06-04,10798700.0
2019-10-14,5867700.0
2020-03-20,8775000.0
2018-11-06,8363600.0
2019-06-18,6165400.0
2019-05-17,5385900.0
2019-04-15,5194200.0
2019-03-14,10976900.0
2019-01-09,7415700.0
2018-08-02,8645300.0
2018-10-05,6054400.0
2019-08-21,3404700.0
2019-10-17,4392400.0
2020-03-23,10304000.0
2020-06-10,6918200.0
2019-02-25,6499000.0
2020-01-07,8611600.0
2020-03-26,11531400.0
2019-10-23,24918500.0
