Dates,NKE
2018-06-20,74.91000366210938
2018-06-21,74.79000091552734
2018-06-25,74.41000366210938
2018-06-22,73.36000061035156
2018-06-26,73.29000091552734
2018-06-27,72.94999694824219
2018-06-28,72.12000274658203
2018-06-29,81.0
2018-07-02,79.4800033569336
2018-07-03,77.88999938964844
2018-07-05,77.41999816894531
2018-07-16,77.08000183105469
2018-09-18,77.37999725341797
2019-01-24,78.08999633789062
2019-09-05,77.63999938964844
2018-11-21,78.18000030517578
2020-01-13,77.61000061035156
2020-04-01,78.0999984741211
2020-06-19,78.0199966430664
2019-10-29,77.62000274658203
2020-01-16,77.16000366210938
2020-06-22,77.08000183105469
2018-10-03,76.94999694824219
2018-07-31,77.08999633789062
2019-03-12,77.18000030517578
2019-02-08,78.44000244140625
2019-01-07,78.41000366210938
2018-12-06,76.95999908447266
2019-08-19,77.58999633789062
2019-07-18,78.05999755859375
2019-05-15,79.06999969482422
2019-09-20,78.9800033569336
2019-11-01,79.58000183105469
2020-04-07,80.62999725341797
2020-06-25,81.08000183105469
2020-06-16,81.87999725341797
2019-11-04,81.29000091552734
2020-01-22,81.1500015258789
2019-11-07,80.8499984741211
2020-04-13,79.86000061035156
2019-07-01,80.61000061035156
2019-05-30,80.44000244140625
2018-08-15,82.41999816894531
2018-10-18,83.08000183105469
2019-03-27,83.68000030517578
2019-01-22,83.56999969482422
2018-12-21,82.87999725341797
2019-09-03,83.44999694824219
2018-11-19,83.62999725341797
2019-08-02,83.0999984741211
2020-01-28,82.76000213623047
2020-04-16,82.25
2019-11-13,80.97000122070312
2020-01-31,80.31999969482422
2018-12-04,80.83999633789062
2018-11-02,81.16000366210938
2019-07-16,82.44000244140625
2018-08-30,83.58000183105469
2018-10-01,83.04000091552734
2019-06-14,83.9000015258789
2019-05-13,83.83999633789062
2019-04-11,83.93000030517578
2019-02-06,85.3499984741211
2019-09-18,85.8499984741211
2020-02-03,85.87000274658203
2020-04-22,86.04000091552734
2019-11-19,85.26000213623047
2020-02-06,85.0999984741211
2019-11-22,84.7300033569336
2019-03-25,84.91999816894531
2019-02-21,85.2699966430664
2018-12-19,85.8499984741211
2018-07-12,84.55000305175781
2018-09-14,82.95999908447266
2018-08-13,82.4800033569336
2018-10-16,80.98999786376953
2019-07-31,80.54000091552734
2019-05-28,81.48999786376953
2019-04-26,80.04000091552734
2020-04-28,77.06999969482422
2019-11-25,76.86000061035156
2020-02-12,76.16000366210938
2020-05-01,77.6500015258789
2020-05-04,77.80000305175781
2019-06-12,77.41000366210938
2019-04-09,76.05000305175781
2019-03-08,75.20999908447266
2019-02-04,74.37999725341797
2018-07-27,74.61000061035156
2018-08-28,73.5
2019-01-03,72.70999908447266
2019-08-15,74.01000213623047
2018-10-31,74.63999938964844
2019-09-16,76.33999633789062
2020-02-18,76.83999633789062
2020-05-07,78.58999633789062
2018-08-17,77.7699966430664
2019-12-04,77.58000183105469
2020-02-21,78.2300033569336
2018-12-17,78.16000366210938
2019-08-30,77.7699966430664
2018-11-15,76.7699966430664
2019-07-29,76.2699966430664
2019-06-27,77.48999786376953
2019-04-24,74.66999816894531
2018-07-10,75.5199966430664
2018-09-12,74.75
2019-02-19,72.06999969482422
2019-01-18,72.9000015258789
2020-02-24,72.5199966430664
2020-05-13,73.0
2019-12-10,72.55000305175781
2020-02-27,74.76000213623047
2019-12-13,74.94999694824219
2020-05-19,75.4800033569336
2019-03-06,79.0
2018-11-30,78.4000015258789
2019-08-13,75.56999969482422
2019-07-12,75.97000122070312
2019-06-10,73.70999908447266
2019-05-09,74.56999969482422
2018-07-25,75.27999877929688
2018-09-27,74.58999633789062
2018-10-29,73.6500015258789
2019-10-16,71.7699966430664
2019-12-16,72.41000366210938
2020-03-04,72.0
2020-05-22,69.56999969482422
2019-10-01,74.29000091552734
2019-12-19,71.93000030517578
2018-09-10,73.01000213623047
2019-05-24,73.7300033569336
2018-08-09,74.45999908447266
2019-04-22,74.45999908447266
2019-03-21,74.63999938964844
2019-01-16,73.31999969482422
2019-08-28,75.12000274658203
2018-11-13,76.36000061035156
2018-10-12,77.4000015258789
2019-06-25,77.1500015258789
2020-03-10,77.33999633789062
2020-05-28,76.88999938964844
2019-10-07,76.80999755859375
2020-03-13,77.9800033569336
2019-10-10,78.8499984741211
2020-03-16,79.4000015258789
2020-06-03,80.97000122070312
2018-11-28,81.30999755859375
2018-09-25,81.4000015258789
2018-07-23,80.87000274658203
2018-08-24,81.33000183105469
2019-07-10,80.51000213623047
2019-05-07,80.83000183105469
2019-04-05,81.29000091552734
2019-03-04,81.94999694824219
2019-01-31,81.9000015258789
2019-09-12,82.0
2019-12-31,83.19000244140625
2020-03-19,82.70999908447266
2020-01-03,82.8499984741211
2020-06-09,82.72000122070312
2019-02-15,83.83000183105469
2019-01-14,84.83999633789062
2018-07-06,85.58999633789062
2018-08-07,85.13999938964844
2018-10-10,85.77999877929688
2018-12-13,85.05000305175781
2019-08-26,84.94999694824219
2019-07-25,84.1500015258789
2019-05-22,85.0199966430664
2019-03-19,85.7300033569336
2020-01-06,86.08000183105469
2020-03-25,86.22000122070312
2020-06-12,86.4000015258789
2019-10-22,87.98999786376953
2020-01-09,87.98999786376953
2020-06-15,86.25
2019-10-25,85.98999786376953
2020-03-31,85.41000366210938
2020-06-18,84.87999725341797
2019-04-03,85.94000244140625
2018-08-22,86.08000183105469
2018-10-25,86.66000366210938
2019-01-29,86.87999725341797
2018-12-28,87.61000061035156
2018-11-26,87.83999633789062
2019-08-09,88.58999633789062
2019-07-08,87.58000183105469
2019-06-06,88.12000274658203
2019-09-10,85.9000015258789
2020-01-15,83.22000122070312
2020-04-03,84.08999633789062
2019-10-31,83.80000305175781
2020-04-06,84.72000122070312
2020-06-24,84.8499984741211
2018-11-09,85.31999969482422
2019-07-23,85.26000213623047
2019-06-21,84.98999786376953
2019-05-20,85.37999725341797
2019-04-18,86.16000366210938
2018-09-06,85.29000091552734
2018-10-08,84.5999984741211
2019-02-13,85.01000213623047
2018-12-11,85.05000305175781
2019-09-25,86.48999786376953
2020-01-21,87.23999786376953
2020-04-09,87.94999694824219
2019-11-06,88.97000122070312
2020-01-24,90.0
2020-01-27,88.63999938964844
2020-04-15,87.66999816894531
2018-12-26,88.81999969482422
2019-08-07,88.54000091552734
2019-06-04,88.94000244140625
2018-09-21,88.51000213623047
2018-07-19,88.4000015258789
2018-08-20,87.94999694824219
2018-10-23,86.27999877929688
2019-05-03,86.30000305175781
2019-04-01,83.87000274658203
2019-02-28,83.62999725341797
2019-11-12,83.98999786376953
2020-01-30,83.01000213623047
2019-11-15,84.2699966430664
2020-04-21,82.62999725341797
2019-04-16,84.0
2019-03-15,84.48999786376953
2019-02-11,85.4000015258789
2019-01-10,85.5199966430664
2019-08-22,83.80000305175781
2018-11-07,83.80000305175781
2018-08-03,83.33999633789062
2018-09-04,83.05999755859375
2019-06-19,83.16999816894531
2019-09-23,83.19000244140625
2019-11-18,80.86000061035156
2020-02-05,79.7300033569336
2020-04-24,78.26000213623047
2019-03-29,78.58000183105469
2019-11-21,81.6500015258789
2020-04-27,82.9000015258789
2020-02-11,83.05999755859375
2020-04-30,83.68000030517578
2019-05-01,84.19999694824219
2019-02-26,84.33999633789062
2019-01-25,84.0199966430664
2018-12-24,83.91999816894531
2019-09-06,83.86000061035156
2018-07-17,83.45999908447266
2018-09-19,84.6500015258789
2019-08-05,83.9000015258789
2019-10-08,85.66999816894531
2019-12-11,85.75
2019-11-27,86.8499984741211
2020-02-14,84.69000244140625
2020-05-06,83.69000244140625
2019-01-08,83.7699966430664
2018-12-07,84.75
2019-08-20,86.27999877929688
2018-11-05,85.47000122070312
2019-07-19,86.29000091552734
2018-10-04,86.91000366210938
2019-06-17,88.5199966430664
2019-05-16,88.80000305175781
2018-08-01,88.94000244140625
2019-03-13,88.30000305175781
2019-12-03,89.30999755859375
2020-02-20,89.87000274658203
2019-12-06,89.70999908447266
2020-05-12,88.69000244140625
2019-12-09,87.76000213623047
2020-02-26,87.87999725341797
2020-05-15,86.98999786376953
2019-03-28,87.0999984741211
2018-09-17,87.20999908447266
2018-08-16,87.5
2018-10-19,87.83999633789062
2019-04-29,87.87000274658203
2019-01-23,87.91000366210938
2019-09-04,87.2699966430664
2018-11-20,86.7699966430664
2019-07-02,83.23999786376953
2019-05-31,80.05000305175781
2019-12-12,81.58999633789062
2020-05-18,81.81999969482422
2019-09-27,83.36000061035156
2020-03-03,83.43000030517578
2020-05-21,81.94999694824219
2019-05-14,84.1500015258789
2018-08-31,81.69000244140625
2018-07-30,81.30000305175781
2018-10-02,80.55999755859375
2019-04-12,82.33999633789062
2019-03-11,81.2300033569336
2019-02-07,82.83999633789062
2019-07-17,83.72000122070312
2019-09-19,82.76000213623047
2019-10-21,82.27999877929688
2019-12-18,83.18000030517578
2020-03-06,83.58999633789062
2019-10-03,85.7699966430664
2020-03-09,85.98999786376953
2020-05-27,84.83000183105469
2019-12-24,86.5
2020-03-12,88.62000274658203
2018-12-20,88.9800033569336
2019-08-01,89.3499984741211
2018-08-14,88.62999725341797
2018-07-13,87.25
2018-10-17,88.06999969482422
2019-05-29,88.79000091552734
2019-03-26,87.81999969482422
2019-02-22,87.63999938964844
2019-10-04,88.4000015258789
2019-11-05,88.72000122070312
2019-12-27,88.48999786376953
2020-06-02,88.0199966430664
2019-12-30,88.69000244140625
2020-03-18,92.79000091552734
2020-06-05,92.44999694824219
2019-07-15,92.86000061035156
2018-12-03,94.08000183105469
2019-06-13,94.75
2019-01-04,91.83999633789062
2018-08-29,92.31999969482422
2019-02-05,93.16999816894531
2018-11-01,93.91999816894531
2019-08-16,92.70999908447266
2019-04-10,93.05000305175781
2019-09-17,93.5
2019-10-15,94.56999969482422
2020-01-02,95.25
2020-06-08,95.18000030517578
2019-10-18,95.13999938964844
2020-03-24,95.88999938964844
2020-06-11,96.45999908447266
2020-01-08,96.87000274658203
2019-04-25,96.83000183105469
2019-07-30,95.54000091552734
2019-02-20,92.87000274658203
2018-07-11,91.83000183105469
2018-09-13,91.30000305175781
2018-10-15,90.91999816894531
2019-06-28,90.2699966430664
2018-12-18,90.41000366210938
2018-11-16,90.52999877929688
2019-10-02,90.55999755859375
2020-03-27,90.33999633789062
2020-01-10,90.72000122070312
2019-10-24,90.5999984741211
2020-03-30,90.3499984741211
2020-06-17,90.0999984741211
2020-01-14,92.02999877929688
2020-04-02,91.55000305175781
2019-01-02,91.95999908447266
2019-08-14,93.55999755859375
2018-10-30,94.26000213623047
2019-06-11,95.12000274658203
2019-05-10,94.4000015258789
2019-04-08,93.30000305175781
2018-08-27,93.3499984741211
2018-07-26,93.97000122070312
2018-09-28,93.62999725341797
2019-03-07,94.37999725341797
2019-10-30,94.61000061035156
2020-01-17,94.27999877929688
