Dates,NKE
2018-06-20,73.15108489990234
2018-06-21,72.38746643066406
2018-06-25,71.88817596435547
2018-06-22,70.83084869384766
2018-06-26,71.03643035888672
2018-06-27,69.85185241699219
2018-06-28,70.19448852539062
2018-06-29,78.0069351196289
2018-07-02,76.70486450195312
2018-07-03,74.67831420898438
2018-07-05,74.94265747070312
2018-07-16,74.87413787841797
2018-09-18,75.6573257446289
2019-01-24,75.94125366210938
2019-09-05,75.73564910888672
2018-11-21,75.74544525146484
2020-01-13,75.7552261352539
2020-04-01,76.1174545288086
2020-06-19,75.84334564208984
2019-10-29,74.98181915283203
2020-01-16,75.3342514038086
2020-06-22,75.34405517578125
2018-10-03,74.98181915283203
2018-07-31,73.94408416748047
2019-03-12,75.53986358642578
2019-02-08,76.50906372070312
2019-01-07,75.27552032470703
2018-12-06,74.36505126953125
2019-08-19,75.29511260986328
2019-07-18,75.911865234375
2019-05-15,76.99857330322266
2019-09-20,77.08667755126953
2019-11-01,77.84050750732422
2020-04-07,78.8390884399414
2020-06-25,78.80973052978516
2020-06-16,79.55375671386719
2019-11-04,79.03487396240234
2020-01-22,78.46707153320312
2019-11-07,78.45729064941406
2020-04-13,77.89925384521484
2019-07-01,78.3691635131836
2019-05-30,78.07546997070312
2018-08-15,80.4544448852539
2018-10-18,81.2082748413086
2019-03-27,80.90478515625
2019-01-22,81.16912078857422
2018-12-21,80.7187728881836
2019-09-03,80.9145736694336
2018-11-19,80.8460464477539
2019-08-02,81.05165100097656
2020-01-28,79.69082641601562
2020-04-16,80.67224884033203
2019-11-13,78.12055206298828
2020-01-31,78.43460083007812
2018-12-04,78.90569305419922
2018-11-02,78.80756378173828
2019-07-16,80.5740966796875
2018-08-30,81.09423828125
2018-10-01,81.4573745727539
2019-06-14,81.91864013671875
2019-05-13,81.9382553100586
2019-04-11,81.71253967285156
2019-02-06,83.67536926269531
2019-09-18,82.86079406738281
2020-02-03,83.7833251953125
2020-04-22,83.95996856689453
2019-11-19,82.70377349853516
2020-02-06,83.21410369873047
2019-11-22,82.14435577392578
2019-03-25,82.96875762939453
2019-02-21,83.14540100097656
2018-12-19,82.89024353027344
2018-07-12,81.23165130615234
2018-09-14,80.9666748046875
2018-08-13,78.6897964477539
2018-10-16,78.63090515136719
2019-07-31,78.7388687133789
2019-05-28,78.92533111572266
2019-04-26,73.54717254638672
2020-04-28,73.12516784667969
2019-11-25,74.49915313720703
2020-02-12,73.59625244140625
2020-05-01,76.03996276855469
2020-05-04,75.05854797363281
2019-06-12,74.19490814208984
2019-04-09,72.83073425292969
2019-03-08,73.50791931152344
2019-02-04,71.98672485351562
2018-07-27,70.77958679199219
2018-08-28,71.74137115478516
2019-01-03,70.73052215576172
