Dates,NKE
2018-06-20,74.72000122070312
2018-06-21,73.94000244140625
2018-06-25,73.43000030517578
2018-06-22,72.3499984741211
2018-06-26,72.55999755859375
2018-06-27,71.3499984741211
2018-06-28,71.69999694824219
2018-06-29,79.68000030517578
2018-07-02,78.3499984741211
2018-07-03,76.27999877929688
2018-07-05,76.55000305175781
2018-07-16,76.4800033569336
2018-09-18,77.27999877929688
2019-01-24,77.56999969482422
2019-09-05,77.36000061035156
2018-11-21,77.37000274658203
2020-01-13,77.37999725341797
2020-04-01,77.75
2020-06-19,77.47000122070312
2019-10-29,76.58999633789062
2020-01-16,76.94999694824219
2020-06-22,76.95999908447266
2018-10-03,76.58999633789062
2018-07-31,75.52999877929688
2019-03-12,77.16000366210938
2019-02-08,78.1500015258789
2019-01-07,76.88999938964844
2018-12-06,75.95999908447266
2019-08-19,76.91000366210938
2019-07-18,77.54000091552734
2019-05-15,78.6500015258789
2019-09-20,78.73999786376953
2019-11-01,79.51000213623047
2020-04-07,80.52999877929688
2020-06-25,80.5
2020-06-16,81.26000213623047
2019-11-04,80.7300033569336
2020-01-22,80.1500015258789
2019-11-07,80.13999938964844
2020-04-13,79.56999969482422
2019-07-01,80.05000305175781
2019-05-30,79.75
2018-08-15,82.18000030517578
2018-10-18,82.94999694824219
2019-03-27,82.63999938964844
2019-01-22,82.91000366210938
2018-12-21,82.44999694824219
2019-09-03,82.6500015258789
2018-11-19,82.58000183105469
2019-08-02,82.79000091552734
2020-01-28,81.4000015258789
2020-04-16,82.19999694824219
2019-11-13,79.5999984741211
2020-01-31,79.91999816894531
2018-12-04,80.4000015258789
2018-11-02,80.30000305175781
2019-07-16,82.0999984741211
2018-08-30,82.62999725341797
2018-10-01,83.0
2019-06-14,83.47000122070312
2019-05-13,83.48999786376953
2019-04-11,83.26000213623047
2019-02-06,85.26000213623047
2019-09-18,84.43000030517578
2020-02-03,85.37000274658203
2020-04-22,85.55000305175781
2019-11-19,84.2699966430664
2020-02-06,84.79000091552734
2019-11-22,83.69999694824219
2019-03-25,84.54000091552734
2019-02-21,84.72000122070312
2018-12-19,84.45999908447266
2018-07-12,82.7699966430664
2018-09-14,82.5
2018-08-13,80.18000030517578
2018-10-16,80.12000274658203
2019-07-31,80.2300033569336
2019-05-28,80.41999816894531
2019-04-26,74.94000244140625
2020-04-28,74.51000213623047
2019-11-25,75.91000366210938
2020-02-12,74.98999786376953
2020-05-01,77.4800033569336
2020-05-04,76.4800033569336
2019-06-12,75.5999984741211
2019-04-09,74.20999908447266
2019-03-08,74.9000015258789
2019-02-04,73.3499984741211
2018-07-27,72.12000274658203
2018-08-28,73.0999984741211
2019-01-03,72.06999969482422
2019-08-15,72.19000244140625
2018-10-31,74.51000213623047
2019-09-16,75.04000091552734
2020-02-18,76.79000091552734
2020-05-07,76.58000183105469
2018-08-17,77.52999877929688
2019-12-04,76.56999969482422
2020-02-21,77.97000122070312
2018-12-17,77.77999877929688
2019-08-30,76.36000061035156
2018-11-15,75.0999984741211
2019-07-29,75.19999694824219
2019-06-27,75.19999694824219
2019-04-24,74.33000183105469
2018-07-10,74.73999786376953
2018-09-12,72.5199966430664
2019-02-19,71.12000274658203
2019-01-18,72.37000274658203
2020-02-24,71.48999786376953
2020-05-13,72.70999908447266
2019-12-10,72.08999633789062
2020-02-27,74.66000366210938
2019-12-13,74.33999633789062
2020-05-19,75.12000274658203
2019-03-06,77.94000244140625
2018-11-30,75.79000091552734
2019-08-13,75.54000091552734
2019-07-12,73.33999633789062
2019-06-10,72.51000213623047
2019-05-09,73.56999969482422
2018-07-25,74.31999969482422
2018-09-27,72.93000030517578
2018-10-29,72.52999877929688
2019-10-16,69.9000015258789
2019-12-16,71.1500015258789
2020-03-04,68.97000122070312
2020-05-22,67.52999877929688
2019-10-01,72.37000274658203
2019-12-19,68.0999984741211
2018-09-10,73.01000213623047
2019-05-24,73.66999816894531
2018-08-09,73.33999633789062
2019-04-22,74.13999938964844
2019-03-21,74.05999755859375
2019-01-16,72.75
2019-08-28,74.6500015258789
2018-11-13,75.72000122070312
2018-10-12,76.7300033569336
2019-06-25,76.58999633789062
2020-03-10,76.41999816894531
2020-05-28,76.04000091552734
2019-10-07,76.08999633789062
2020-03-13,77.87999725341797
2019-10-10,77.68000030517578
2020-03-16,79.12999725341797
2020-06-03,80.44999694824219
2018-11-28,80.75
2018-09-25,80.5
2018-07-23,80.44000244140625
2018-08-24,80.61000061035156
2019-07-10,80.31999969482422
2019-05-07,80.22000122070312
2019-04-05,81.27999877929688
2019-03-04,81.87999725341797
2019-01-31,81.51000213623047
2019-09-12,81.98999786376953
2019-12-31,82.86000061035156
2020-03-19,82.70999908447266
2020-01-03,82.38999938964844
2020-06-09,82.36000061035156
2019-02-15,83.68000030517578
2019-01-14,84.70999908447266
2018-07-06,85.4000015258789
2018-08-07,84.68000030517578
2018-10-10,85.37999725341797
2018-12-13,84.56999969482422
2019-08-26,84.83999633789062
2019-07-25,83.94999694824219
2019-05-22,84.76000213623047
2019-03-19,85.16999816894531
2020-01-06,85.80000305175781
2020-03-25,86.16999816894531
2020-06-12,85.7300033569336
2019-10-22,87.16000366210938
2020-01-09,85.63999938964844
2020-06-15,85.44000244140625
2019-10-25,85.12999725341797
2020-03-31,85.26000213623047
2020-06-18,84.80000305175781
2019-04-03,85.81999969482422
2018-08-22,85.43000030517578
2018-10-25,85.93000030517578
2019-01-29,86.87000274658203
2018-12-28,86.80000305175781
2018-11-26,87.81999969482422
2019-08-09,87.69000244140625
2019-07-08,86.69000244140625
2019-06-06,88.01000213623047
2019-09-10,82.19000244140625
2020-01-15,82.33000183105469
2020-04-03,83.37999725341797
2019-10-31,83.08999633789062
2020-04-06,84.04000091552734
2020-06-24,84.20999908447266
2018-11-09,85.2300033569336
2019-07-23,84.37000274658203
2019-06-21,84.47000122070312
2019-05-20,85.27999877929688
2019-04-18,85.4000015258789
2018-09-06,84.7300033569336
2018-10-08,84.27999877929688
2019-02-13,84.87999725341797
2018-12-11,85.0
2019-09-25,86.23999786376953
2020-01-21,86.83000183105469
2020-04-09,87.80000305175781
2019-11-06,88.7300033569336
2020-01-24,89.19999694824219
2020-01-27,87.36000061035156
2020-04-15,87.43000030517578
2018-12-26,88.38999938964844
2019-08-07,87.55999755859375
2019-06-04,88.30999755859375
2018-09-21,88.26000213623047
2018-07-19,87.83000183105469
2018-08-20,85.9000015258789
2018-10-23,85.2699966430664
2019-05-03,85.69999694824219
2019-04-01,83.56999969482422
2019-02-28,82.54000091552734
2019-11-12,82.7699966430664
2020-01-30,82.9800033569336
2019-11-15,83.94999694824219
2020-04-21,82.52999877929688
2019-04-16,83.66999816894531
2019-03-15,84.01000213623047
2019-02-11,84.27999877929688
2019-01-10,84.56999969482422
2019-08-22,82.8499984741211
2018-11-07,83.63999938964844
2018-08-03,83.19999694824219
2018-09-04,82.63999938964844
2019-06-19,82.16000366210938
2019-09-23,81.19999694824219
2019-11-18,78.87000274658203
2020-02-05,79.26000213623047
2020-04-24,77.13999938964844
2019-03-29,77.95999908447266
2019-11-21,81.62000274658203
2020-04-27,82.72000122070312
2020-02-11,82.44999694824219
2020-04-30,83.41000366210938
2019-05-01,82.58000183105469
2019-02-26,83.26000213623047
2019-01-25,82.62999725341797
2018-12-24,83.61000061035156
2019-09-06,83.44000244140625
2018-07-17,82.11000061035156
2018-09-19,84.30000305175781
2019-08-05,83.55000305175781
2019-10-08,85.23999786376953
2019-12-11,85.75
2019-11-27,84.5
2020-02-14,82.62000274658203
2020-05-06,82.55000305175781
2019-01-08,83.66000366210938
2018-12-07,83.94999694824219
2019-08-20,85.41000366210938
2018-11-05,84.95999908447266
2019-07-19,86.19999694824219
2018-10-04,86.81999969482422
2019-06-17,88.4800033569336
2019-05-16,88.04000091552734
2018-08-01,87.44000244140625
2019-03-13,88.29000091552734
2019-12-03,89.12000274658203
2020-02-20,89.4800033569336
2019-12-06,88.5999984741211
2020-05-12,87.5
2019-12-09,87.44000244140625
2020-02-26,86.55000305175781
2020-05-15,85.97000122070312
2019-03-28,86.69999694824219
2018-09-17,86.69999694824219
2018-08-16,87.27999877929688
2018-10-19,87.54000091552734
2019-04-29,87.62000274658203
2019-01-23,87.19999694824219
2019-09-04,86.02999877929688
2018-11-20,83.12000274658203
2019-07-02,81.13999938964844
2019-05-31,78.97000122070312
2019-12-12,81.30000305175781
2020-05-18,81.27999877929688
2019-09-27,83.0
2020-03-03,81.9800033569336
2020-05-21,81.6500015258789
2019-05-14,83.31999969482422
2018-08-31,81.02999877929688
2018-07-30,79.51000213623047
2018-10-02,80.27999877929688
2019-04-12,81.12999725341797
2019-03-11,80.52999877929688
2019-02-07,82.73999786376953
2019-07-17,83.30999755859375
