Dates,JNPR
2018-06-20,27.190000534057617
2018-06-21,27.1200008392334
2018-06-25,26.989999771118164
2018-06-22,26.600000381469727
2018-06-26,26.75
2018-06-27,27.270000457763672
2018-06-28,27.350000381469727
2018-06-29,27.65999984741211
2018-07-02,27.799999237060547
2018-07-03,27.65999984741211
2018-07-05,27.84000015258789
2018-07-16,28.040000915527344
2018-09-18,28.459999084472656
2019-01-24,28.690000534057617
2019-09-05,28.290000915527344
2018-11-21,28.510000228881836
2020-01-13,28.549999237060547
2020-04-01,28.06999969482422
2020-06-19,28.020000457763672
2019-10-29,28.299999237060547
2020-01-16,28.350000381469727
2020-06-22,28.170000076293945
2018-10-03,28.190000534057617
2018-07-31,28.299999237060547
2019-03-12,28.239999771118164
2019-02-08,28.549999237060547
2019-01-07,26.18000030517578
2018-12-06,26.790000915527344
2019-08-19,26.540000915527344
2019-07-18,26.43000030517578
2019-05-15,26.329999923706055
2019-09-20,26.399999618530273
2019-11-01,26.420000076293945
2020-04-07,26.68000030517578
2020-06-25,26.790000915527344
2020-06-16,27.0
2019-11-04,27.09000015258789
2020-01-22,27.170000076293945
2019-11-07,27.139999389648438
2020-04-13,26.8700008392334
2019-07-01,27.350000381469727
2019-05-30,27.780000686645508
2018-08-15,28.18000030517578
2018-10-18,28.329999923706055
2019-03-27,28.299999237060547
2019-01-22,28.43000030517578
2018-12-21,28.739999771118164
2019-09-03,28.780000686645508
2018-11-19,29.010000228881836
2019-08-02,28.979999542236328
2020-01-28,28.940000534057617
2020-04-16,28.600000381469727
2019-11-13,28.420000076293945
2020-01-31,28.350000381469727
2018-12-04,28.270000457763672
2018-11-02,27.709999084472656
2019-07-16,27.700000762939453
2018-08-30,27.690000534057617
2018-10-01,27.68000030517578
2019-06-14,28.0
2019-05-13,28.329999923706055
2019-04-11,28.31999969482422
2019-02-06,28.65999984741211
2019-09-18,29.479999542236328
2020-02-03,29.670000076293945
2020-04-22,29.920000076293945
2019-11-19,29.950000762939453
2020-02-06,29.969999313354492
2019-11-22,29.90999984741211
2019-03-25,29.860000610351562
2019-02-21,30.190000534057617
2018-12-19,30.229999542236328
2018-07-12,30.010000228881836
2018-09-14,30.030000686645508
2018-08-13,29.700000762939453
2018-10-16,29.43000030517578
2019-07-31,29.15999984741211
2019-05-28,28.90999984741211
2019-04-26,28.6200008392334
2020-04-28,27.6299991607666
2019-11-25,27.389999389648438
2020-02-12,27.90999984741211
2020-05-01,28.59000015258789
2020-05-04,28.950000762939453
2019-06-12,29.219999313354492
2019-04-09,28.889999389648438
2019-03-08,28.719999313354492
2019-02-04,28.1299991607666
2018-07-27,29.020000457763672
2018-08-28,28.950000762939453
2019-01-03,28.559999465942383
2019-08-15,28.68000030517578
2018-10-31,28.809999465942383
2019-09-16,29.6200008392334
2020-02-18,29.68000030517578
2020-05-07,30.06999969482422
2018-08-17,30.149999618530273
2019-12-04,30.149999618530273
2020-02-21,30.649999618530273
2018-12-17,30.799999237060547
2019-08-30,30.68000030517578
2018-11-15,29.299999237060547
2019-07-29,28.739999771118164
2019-06-27,28.700000762939453
2019-04-24,28.360000610351562
2018-07-10,28.729999542236328
2018-09-12,28.559999465942383
2019-02-19,27.809999465942383
2019-01-18,27.739999771118164
2020-02-24,27.729999542236328
2020-05-13,27.84000015258789
2019-12-10,28.059999465942383
2020-02-27,29.469999313354492
2019-12-13,29.329999923706055
2020-05-19,28.770000457763672
2019-03-06,29.31999969482422
2018-11-30,29.290000915527344
2019-08-13,28.43000030517578
2019-07-12,28.56999969482422
2019-06-10,27.8799991607666
2019-05-09,28.399999618530273
