Dates,JNPR
2020-04-20,2136000.0
2020-02-04,3974000.0
2020-04-23,3497100.0
2018-12-14,2454000.0
2019-08-27,2025100.0
2018-08-08,3254400.0
2018-10-11,8716500.0
2018-11-12,10405300.0
2019-07-26,4582800.0
2019-06-24,4234500.0
2019-05-23,6329500.0
2019-03-20,5588500.0
2019-01-15,4932000.0
2019-11-20,4900300.0
2020-02-07,4738500.0
2020-02-10,6273900.0
2020-04-29,4878300.0
2019-11-26,4263500.0
2020-02-13,3729700.0
2019-01-30,5018100.0
2018-08-23,6793400.0
2018-09-24,2813600.0
2018-11-27,3160400.0
2018-10-26,2926900.0
2019-07-09,2930000.0
2019-06-07,4400600.0
2019-05-06,3700000.0
2019-04-04,5739400.0
2019-09-11,5565300.0
2019-11-29,7063900.0
2020-05-05,5470800.0
2019-12-02,5379900.0
2020-02-19,3614300.0
2020-05-08,3698600.0
2019-05-21,3199100.0
2019-03-18,3926500.0
2018-09-07,6641200.0
2018-08-06,4769400.0
2018-10-09,5657500.0
2019-02-14,4838100.0
2018-12-12,7237100.0
2019-07-24,5958900.0
2019-09-26,6541100.0
2019-10-28,6661700.0
2019-12-05,3491700.0
2020-05-11,4383100.0
2019-07-03,5244300.0
2020-02-25,5323200.0
2020-05-14,4179100.0
2020-02-28,4103500.0
2019-08-08,2334400.0
2019-06-05,6755900.0
2018-07-20,3723300.0
2018-08-21,4387900.0
2018-10-24,4753500.0
2019-04-02,4517200.0
2019-03-01,3620400.0
2019-01-28,3375000.0
2018-12-27,3934000.0
2019-09-09,2365200.0
2020-03-02,3552900.0
2020-05-20,3200600.0
2019-12-17,2935800.0
2020-03-05,3477300.0
2019-02-12,4260600.0
2019-01-11,4282100.0
2018-12-10,5316800.0
2019-08-23,2688800.0
2018-11-08,3729200.0
2019-07-22,2950700.0
2019-06-20,4236700.0
2018-09-05,9337900.0
2019-04-17,10019100.0
2019-09-24,6458500.0
2019-12-20,3352200.0
2020-05-26,3902600.0
2019-04-30,4148200.0
2019-12-23,5535000.0
2020-03-11,4010400.0
2020-05-29,2934200.0
2019-12-26,4452000.0
2020-06-01,6740400.0
2019-05-02,3058200.0
2019-02-27,9379200.0
2018-11-23,3133800.0
2019-08-06,2479500.0
2018-07-18,2647800.0
2018-09-20,2462100.0
2018-10-22,2166500.0
2019-07-05,3373800.0
2019-06-03,3802500.0
2019-10-09,3444500.0
2019-10-11,4582100.0
2020-03-17,2137800.0
2020-06-04,2481000.0
2019-10-14,2240300.0
2020-03-20,3093600.0
2018-11-06,2356200.0
2019-06-18,2934100.0
2019-05-17,2201900.0
2019-04-15,3153600.0
2019-03-14,3101800.0
2019-01-09,2779800.0
2018-08-02,2908100.0
2018-10-05,7780300.0
2019-08-21,3766200.0
2019-10-17,2541700.0
2020-03-23,5802400.0
2020-06-10,3765500.0
2019-02-25,4783400.0
2020-01-07,3778600.0
2020-03-26,2964900.0
2019-10-23,3926600.0
