Dates,JNPR
2018-06-20,4228700.0
2018-06-21,4989300.0
2018-06-25,6912600.0
2018-06-22,6356600.0
2018-06-26,2968700.0
2018-06-27,4341400.0
2018-06-28,4486200.0
2018-06-29,3867700.0
2018-07-02,5329200.0
2018-07-03,3884500.0
2018-07-05,3898300.0
2018-07-16,3458100.0
2018-09-18,3858500.0
2019-01-24,5989900.0
2019-09-05,3737300.0
2018-11-21,2225600.0
2020-01-13,6988700.0
2020-04-01,4116000.0
2020-06-19,3323000.0
2019-10-29,3157800.0
2020-01-16,3010000.0
2020-06-22,3068500.0
2018-10-03,3627900.0
2018-07-31,4589300.0
2019-03-12,2896900.0
2019-02-08,4373900.0
2019-01-07,17091200.0
2018-12-06,6489200.0
2019-08-19,4980700.0
2019-07-18,4294300.0
2019-05-15,3610100.0
2019-09-20,2619100.0
2019-11-01,2506800.0
2020-04-07,3705500.0
2020-06-25,2309300.0
2020-06-16,2313400.0
2019-11-04,2539700.0
2020-01-22,5841000.0
2019-11-07,2815000.0
2020-04-13,2836200.0
2019-07-01,3417200.0
2019-05-30,2992400.0
2018-08-15,4936100.0
2018-10-18,3329700.0
2019-03-27,2533000.0
2019-01-22,1930800.0
2018-12-21,3225200.0
2019-09-03,2144400.0
2018-11-19,4537300.0
2019-08-02,2393900.0
2020-01-28,3370700.0
2020-04-16,5852900.0
2019-11-13,3701900.0
2020-01-31,4787700.0
2018-12-04,3868600.0
2018-11-02,5019800.0
2019-07-16,3849200.0
2018-08-30,2204100.0
2018-10-01,4118200.0
2019-06-14,4703400.0
2019-05-13,6024000.0
2019-04-11,9021600.0
2019-02-06,5983300.0
2019-09-18,6632700.0
2020-02-03,3282900.0
2020-04-22,6409100.0
2019-11-19,8967700.0
2020-02-06,3675000.0
2019-11-22,2822000.0
2019-03-25,2191100.0
2019-02-21,3327600.0
2018-12-19,4378100.0
2018-07-12,4428100.0
2018-09-14,2977200.0
2018-08-13,3011200.0
2018-10-16,1986700.0
2019-07-31,2198900.0
2019-05-28,2314100.0
2019-04-26,3629100.0
2020-04-28,5040200.0
2019-11-25,3542500.0
2020-02-12,4989300.0
2020-05-01,3684000.0
2020-05-04,3851000.0
2019-06-12,4522500.0
2019-04-09,3664500.0
2019-03-08,4454500.0
2019-02-04,11621100.0
2018-07-27,11653000.0
2018-08-28,5279600.0
2019-01-03,5012700.0
2019-08-15,3785600.0
2018-10-31,4956800.0
2019-09-16,4956700.0
2020-02-18,3224000.0
2020-05-07,4541700.0
2018-08-17,3731200.0
2019-12-04,3076700.0
2020-02-21,5338100.0
2018-12-17,5315100.0
2019-08-30,9818300.0
2018-11-15,5044300.0
2019-07-29,3968700.0
2019-06-27,4930600.0
2019-04-24,5087400.0
2018-07-10,3443900.0
2018-09-12,3324600.0
2019-02-19,3232100.0
2019-01-18,3490400.0
2020-02-24,856100.0
2020-05-13,2361500.0
2019-12-10,3859700.0
2020-02-27,8317600.0
2019-12-13,3906800.0
2020-05-19,4532900.0
2019-03-06,2452400.0
2018-11-30,2832900.0
2019-08-13,3275200.0
2019-07-12,3075500.0
2019-06-10,4219800.0
2019-05-09,4557500.0
2018-07-25,4978500.0
2018-09-27,6126100.0
2018-10-29,3099600.0
2019-10-16,7004100.0
2019-12-16,4915700.0
2020-03-04,4395800.0
2020-05-22,5877200.0
2019-10-01,7242400.0
2019-12-19,2061500.0
2018-09-10,4847500.0
2019-05-24,2878300.0
2018-08-09,2210800.0
2019-04-22,2160700.0
2019-03-21,2445200.0
2019-01-16,5073100.0
2019-08-28,2789500.0
2018-11-13,2415200.0
2018-10-12,2682900.0
2019-06-25,2529200.0
2020-03-10,2277200.0
2020-05-28,2522900.0
2019-10-07,2028600.0
2020-03-13,2559300.0
2019-10-10,1973700.0
2020-03-16,3411100.0
2020-06-03,3026600.0
2018-11-28,3061200.0
2018-09-25,2581800.0
2018-07-23,2325900.0
2018-08-24,2283600.0
2019-07-10,3882100.0
2019-05-07,4423300.0
2019-04-05,16017900.0
2019-03-04,5265700.0
2019-01-31,4314600.0
2019-09-12,4614500.0
2019-12-31,4504400.0
2020-03-19,4043500.0
2020-01-03,4493400.0
2020-06-09,2705100.0
2019-02-15,2086300.0
2019-01-14,3503300.0
2018-07-06,3799700.0
2018-08-07,2956100.0
2018-10-10,3617100.0
2018-12-13,4224900.0
2019-08-26,3414400.0
2019-07-25,4079600.0
2019-05-22,2560000.0
2019-03-19,2776400.0
2020-01-06,4261200.0
2020-03-25,2842000.0
2020-06-12,2546200.0
2019-10-22,4290400.0
2020-01-09,3737400.0
2020-06-15,3261900.0
2019-10-25,2776700.0
2020-03-31,3185400.0
2020-06-18,4353500.0
2019-04-03,5112200.0
2018-08-22,3316700.0
2018-10-25,2985000.0
2019-01-29,3870700.0
2018-12-28,7586000.0
2018-11-26,5888600.0
2019-08-09,3478800.0
2019-07-08,3820600.0
2019-06-06,3034000.0
2019-09-10,3661900.0
2020-01-15,2252700.0
2020-04-03,2696800.0
2019-10-31,2347100.0
2020-04-06,1881000.0
2020-06-24,2496200.0
2018-11-09,4279900.0
2019-07-23,3234300.0
2019-06-21,4246900.0
2019-05-20,1981600.0
2019-04-18,2407400.0
2018-09-06,2602900.0
2018-10-08,2641200.0
2019-02-13,2372300.0
2018-12-11,1413900.0
2019-09-25,1643300.0
2020-01-21,2653800.0
2020-04-09,2194600.0
2019-11-06,2892500.0
2020-01-24,3035500.0
2020-01-27,2533600.0
2020-04-15,3260400.0
2018-12-26,4462200.0
2019-08-07,6776600.0
2019-06-04,6766600.0
2018-09-21,4031500.0
2018-07-19,3411100.0
2018-08-20,3461200.0
2018-10-23,4435000.0
2019-05-03,3050500.0
2019-04-01,2417000.0
2019-02-28,2744900.0
2019-11-12,4625000.0
2020-01-30,3860400.0
2019-11-15,3268100.0
2020-04-21,6270400.0
2019-04-16,2457500.0
2019-03-15,3649200.0
2019-02-11,3041600.0
2019-01-10,5125400.0
2019-08-22,4127500.0
2018-11-07,3310800.0
2018-08-03,2733200.0
2018-09-04,3490700.0
2019-06-19,2177300.0
2019-09-23,3090300.0
2019-11-18,2762300.0
2020-02-05,2316400.0
2020-04-24,3987100.0
2019-03-29,3167200.0
2019-11-21,4618900.0
2020-04-27,5750400.0
2020-02-11,3225100.0
2020-04-30,2463700.0
2019-05-01,2540500.0
2019-02-26,2485500.0
2019-01-25,2776000.0
2018-12-24,2530600.0
2019-09-06,2449000.0
2018-07-17,4755500.0
2018-09-19,2768700.0
2019-08-05,2303200.0
2019-10-08,3102100.0
2019-12-11,11085900.0
2019-11-27,2937200.0
2020-02-14,1980400.0
2020-05-06,3642000.0
2019-01-08,2417900.0
2018-12-07,3375400.0
2019-08-20,2925300.0
2018-11-05,2711100.0
2019-07-19,1603200.0
2018-10-04,1807900.0
2019-06-17,5593100.0
2019-05-16,3345200.0
2018-08-01,3098500.0
2019-03-13,2524000.0
2019-12-03,2490800.0
2020-02-20,2273200.0
2019-12-06,2978800.0
2020-05-12,2383800.0
2019-12-09,2273500.0
2020-02-26,3138600.0
2020-05-15,3353700.0
2019-03-28,2734700.0
2018-09-17,2912300.0
2018-08-16,5450100.0
2018-10-19,5335000.0
2019-04-29,3056300.0
2019-01-23,2467500.0
2019-09-04,3370500.0
2018-11-20,3287900.0
2019-07-02,2984200.0
2019-05-31,4603600.0
2019-12-12,3925500.0
2020-05-18,2335000.0
2019-09-27,2780000.0
2020-03-03,2023200.0
2020-05-21,2797300.0
2019-05-14,3074700.0
2018-08-31,3924600.0
2018-07-30,4281000.0
2018-10-02,2989200.0
2019-04-12,2445100.0
2019-03-11,2147200.0
2019-02-07,2651100.0
2019-07-17,3214100.0
2019-09-19,3657300.0
2019-10-21,2249200.0
2019-12-18,3052600.0
2020-03-06,2749600.0
2019-10-03,1948100.0
2020-03-09,2717200.0
2020-05-27,3528600.0
2019-12-24,3188100.0
2020-03-12,4033300.0
2018-12-20,3133700.0
2019-08-01,4110700.0
2018-08-14,2497600.0
2018-07-13,2681500.0
2018-10-17,4376700.0
2019-05-29,3364300.0
2019-03-26,3562200.0
2019-02-22,2351400.0
2019-10-04,2313500.0
2019-11-05,1861600.0
2019-12-27,4899200.0
2020-06-02,3248300.0
2019-12-30,2524100.0
2020-03-18,3866000.0
2020-06-05,3280400.0
2019-07-15,2496500.0
2018-12-03,2437600.0
2019-06-13,3121200.0
2019-01-04,2882800.0
2018-08-29,3017800.0
2019-02-05,1853500.0
2018-11-01,2192100.0
2019-08-16,2109900.0
2019-04-10,2599600.0
2019-09-17,3091900.0
2019-10-15,2563700.0
2020-01-02,2204900.0
2020-06-08,2512800.0
2019-10-18,1475800.0
2020-03-24,2405500.0
2020-06-11,2845000.0
2020-01-08,3104800.0
2019-04-25,3600600.0
2019-07-30,2934000.0
2019-02-20,5170100.0
2018-07-11,5916600.0
2018-09-13,3639200.0
2018-10-15,5220100.0
2019-06-28,3833100.0
2018-12-18,3217400.0
2018-11-16,3708000.0
2019-10-02,2642300.0
2020-03-27,4297200.0
2020-01-10,6501800.0
2019-10-24,4523300.0
2020-03-30,4891300.0
2020-06-17,3576100.0
2020-01-14,5190600.0
2020-04-02,2802600.0
2019-01-02,5361100.0
2019-08-14,5620200.0
2018-10-30,7050900.0
2019-06-11,3600500.0
2019-05-10,5909800.0
2019-04-08,3342500.0
2018-08-27,2229400.0
2018-07-26,2873700.0
2018-09-28,7178700.0
2019-03-07,4488400.0
2019-10-30,1495500.0
2020-01-17,3441300.0
2020-06-23,3353400.0
2020-04-08,6001400.0
2020-06-26,3756200.0
2019-03-22,3519500.0
2019-01-17,2664300.0
2019-08-29,3815400.0
2018-11-14,3763700.0
2019-06-26,3548500.0
2018-09-11,3834900.0
2018-07-09,3617300.0
2018-08-10,3075500.0
2019-04-23,5568300.0
2019-09-30,3625300.0
2020-01-23,6665000.0
2019-11-08,3879900.0
2020-04-14,714900.0
2019-11-11,1141000.0
2020-01-29,3030300.0
2020-04-17,2176300.0
2018-07-24,2291900.0
2018-09-26,2876000.0
2019-05-08,3041800.0
2019-03-05,4141100.0
2019-02-01,1909500.0
2018-12-31,2143000.0
2018-11-29,2349400.0
2019-08-12,1714100.0
2019-07-11,1752900.0
2019-09-13,2006200.0
2019-11-14,1277300.0
