Dates,JNPR
2018-06-20,26.950000762939453
2018-06-21,27.0
2018-06-25,26.920000076293945
2018-06-22,26.540000915527344
2018-06-26,26.459999084472656
2018-06-27,26.719999313354492
2018-06-28,26.68000030517578
2018-06-29,27.329999923706055
2018-07-02,27.219999313354492
2018-07-03,27.600000381469727
2018-07-05,27.360000610351562
2018-07-16,27.760000228881836
2018-09-18,28.200000762939453
2019-01-24,28.5
2019-09-05,28.200000762939453
2018-11-21,28.270000457763672
2020-01-13,28.479999542236328
2020-04-01,27.860000610351562
2020-06-19,27.760000228881836
2019-10-29,28.049999237060547
2020-01-16,28.239999771118164
2020-06-22,28.010000228881836
2018-10-03,28.049999237060547
2018-07-31,28.190000534057617
2019-03-12,27.940000534057617
2019-02-08,28.139999389648438
2019-01-07,25.770000457763672
2018-12-06,26.760000228881836
2019-08-19,26.350000381469727
2019-07-18,26.329999923706055
2019-05-15,25.68000030517578
2019-09-20,26.1299991607666
2019-11-01,26.290000915527344
2020-04-07,26.25
2020-06-25,26.670000076293945
2020-06-16,26.770000457763672
2019-11-04,26.84000015258789
2020-01-22,26.93000030517578
2019-11-07,26.950000762939453
2020-04-13,26.81999969482422
2019-07-01,27.0
2019-05-30,27.25
2018-08-15,27.790000915527344
2018-10-18,28.1200008392334
2019-03-27,28.229999542236328
2019-01-22,28.290000915527344
2018-12-21,28.479999542236328
2019-09-03,28.65999984741211
2018-11-19,28.700000762939453
2019-08-02,28.950000762939453
2020-01-28,28.90999984741211
2020-04-16,28.3799991607666
2019-11-13,28.34000015258789
2020-01-31,28.299999237060547
2018-12-04,28.139999389648438
2018-11-02,27.709999084472656
2019-07-16,27.56999969482422
2018-08-30,27.530000686645508
2018-10-01,27.479999542236328
2019-06-14,27.610000610351562
2019-05-13,27.920000076293945
2019-04-11,27.950000762939453
2019-02-06,28.079999923706055
2019-09-18,29.440000534057617
2020-02-03,29.34000015258789
2020-04-22,29.56999969482422
2019-11-19,29.700000762939453
2020-02-06,29.670000076293945
2019-11-22,29.809999465942383
2019-03-25,29.549999237060547
2019-02-21,29.690000534057617
2018-12-19,30.040000915527344
2018-07-12,29.8700008392334
2018-09-14,30.030000686645508
2018-08-13,29.700000762939453
2018-10-16,29.329999923706055
2019-07-31,29.030000686645508
2019-05-28,28.6200008392334
2019-04-26,28.549999237060547
2020-04-28,27.440000534057617
2019-11-25,27.270000457763672
2020-02-12,27.31999969482422
2020-05-01,27.899999618530273
2020-05-04,28.540000915527344
2019-06-12,28.8700008392334
2019-04-09,28.670000076293945
2019-03-08,28.65999984741211
2019-02-04,27.8799991607666
2018-07-27,27.6200008392334
2018-08-28,28.90999984741211
2019-01-03,28.229999542236328
2019-08-15,28.510000228881836
2018-10-31,28.219999313354492
2019-09-16,29.049999237060547
2020-02-18,29.399999618530273
2020-05-07,29.809999465942383
2018-08-17,29.81999969482422
2019-12-04,29.8799991607666
2020-02-21,30.25
2018-12-17,30.420000076293945
2019-08-30,30.579999923706055
2018-11-15,28.8799991607666
2019-07-29,28.549999237060547
2019-06-27,28.56999969482422
2019-04-24,28.15999984741211
2018-07-10,28.209999084472656
2018-09-12,28.559999465942383
2019-02-19,27.530000686645508
2019-01-18,27.43000030517578
2020-02-24,27.309999465942383
2020-05-13,27.75
2019-12-10,27.610000610351562
2020-02-27,28.059999465942383
2019-12-13,29.219999313354492
2020-05-19,28.450000762939453
2019-03-06,29.200000762939453
2018-11-30,29.110000610351562
2019-08-13,27.969999313354492
2019-07-12,28.399999618530273
2019-06-10,27.649999618530273
2019-05-09,28.110000610351562
2018-07-25,28.329999923706055
2018-09-27,28.6200008392334
2018-10-29,27.639999389648438
2019-10-16,27.59000015258789
2019-12-16,27.520000457763672
2020-03-04,27.760000228881836
2020-05-22,26.84000015258789
2019-10-01,27.06999969482422
2019-12-19,26.110000610351562
2018-09-10,25.65999984741211
2019-05-24,26.219999313354492
2018-08-09,26.959999084472656
2019-04-22,26.899999618530273
2019-03-21,26.56999969482422
2019-01-16,26.600000381469727
2019-08-28,26.40999984741211
2018-11-13,27.059999465942383
2018-10-12,27.780000686645508
2019-06-25,27.950000762939453
2020-03-10,27.850000381469727
2020-05-28,28.09000015258789
2019-10-07,27.920000076293945
2020-03-13,27.8700008392334
2019-10-10,28.1200008392334
2020-03-16,27.950000762939453
2020-06-03,28.1299991607666
2018-11-28,28.209999084472656
2018-09-25,27.93000030517578
2018-07-23,28.0
2018-08-24,28.459999084472656
2019-07-10,27.950000762939453
2019-05-07,28.25
2019-04-05,25.0
2019-03-04,25.770000457763672
2019-01-31,26.09000015258789
2019-09-12,25.739999771118164
2019-12-31,26.049999237060547
2020-03-19,26.020000457763672
2020-01-03,25.90999984741211
2020-06-09,25.93000030517578
2019-02-15,26.219999313354492
2019-01-14,26.389999389648438
2018-07-06,26.709999084472656
2018-08-07,26.75
2018-10-10,27.239999771118164
2018-12-13,27.040000915527344
2019-08-26,27.209999084472656
2019-07-25,27.149999618530273
2019-05-22,27.399999618530273
2019-03-19,27.709999084472656
2020-01-06,27.479999542236328
2020-03-25,27.420000076293945
2020-06-12,27.260000228881836
2019-10-22,27.280000686645508
2020-01-09,27.110000610351562
2020-06-15,27.030000686645508
2019-10-25,26.579999923706055
2020-03-31,26.540000915527344
2020-06-18,25.739999771118164
2019-04-03,25.780000686645508
2018-08-22,26.219999313354492
2018-10-25,26.40999984741211
2019-01-29,26.440000534057617
2018-12-28,26.690000534057617
2018-11-26,26.549999237060547
2019-08-09,26.260000228881836
2019-07-08,26.329999923706055
2019-06-06,26.239999771118164
2019-09-10,26.600000381469727
2020-01-15,26.219999313354492
2020-04-03,26.059999465942383
2019-10-31,26.09000015258789
2020-04-06,26.040000915527344
2020-06-24,26.209999084472656
2018-11-09,26.81999969482422
2019-07-23,27.25
2019-06-21,27.350000381469727
2019-05-20,27.299999237060547
2019-04-18,26.790000915527344
2018-09-06,27.040000915527344
2018-10-08,27.1200008392334
2019-02-13,27.260000228881836
2018-12-11,27.540000915527344
2019-09-25,27.670000076293945
2020-01-21,27.84000015258789
2020-04-09,27.6299991607666
2019-11-06,28.040000915527344
2020-01-24,27.850000381469727
2020-01-27,27.989999771118164
2020-04-15,27.969999313354492
2018-12-26,28.31999969482422
2019-08-07,28.56999969482422
2019-06-04,27.850000381469727
2018-09-21,27.170000076293945
2018-07-19,27.920000076293945
2018-08-20,27.860000610351562
2018-10-23,27.760000228881836
2019-05-03,27.549999237060547
2019-04-01,27.100000381469727
2019-02-28,26.90999984741211
2019-11-12,26.65999984741211
2020-01-30,26.399999618530273
2019-11-15,26.270000457763672
2020-04-21,25.81999969482422
2019-04-16,25.56999969482422
2019-03-15,25.3700008392334
2019-02-11,25.8700008392334
2019-01-10,25.559999465942383
2019-08-22,25.020000457763672
2018-11-07,25.600000381469727
2018-08-03,25.969999313354492
2018-09-04,25.510000228881836
2019-06-19,25.3799991607666
2019-09-23,25.25
2019-11-18,24.860000610351562
2020-02-05,25.100000381469727
2020-04-24,24.75
2019-03-29,24.6299991607666
2019-11-21,25.139999389648438
2020-04-27,26.1299991607666
2020-02-11,26.59000015258789
2020-04-30,26.6200008392334
2019-05-01,26.860000610351562
2019-02-26,27.049999237060547
2019-01-25,27.3700008392334
2018-12-24,27.0
2019-09-06,26.829999923706055
2018-07-17,26.579999923706055
2018-09-19,26.84000015258789
2019-08-05,26.940000534057617
2019-10-08,27.239999771118164
2019-12-11,26.850000381469727
2019-11-27,26.920000076293945
2020-02-14,26.530000686645508
2020-05-06,26.520000457763672
2019-01-08,26.8799991607666
2018-12-07,26.959999084472656
2019-08-20,27.030000686645508
2018-11-05,26.979999542236328
2019-07-19,27.079999923706055
2018-10-04,26.93000030517578
2019-06-17,26.170000076293945
2019-05-16,26.239999771118164
2018-08-01,26.389999389648438
2019-03-13,26.350000381469727
2019-12-03,26.65999984741211
2020-02-20,27.030000686645508
2019-12-06,27.09000015258789
2020-05-12,27.200000762939453
2019-12-09,26.989999771118164
2020-02-26,27.299999237060547
2020-05-15,27.06999969482422
2019-03-28,27.0
2018-09-17,26.84000015258789
2018-08-16,27.0
2018-10-19,27.299999237060547
2019-04-29,26.579999923706055
2019-01-23,26.799999237060547
2019-09-04,27.100000381469727
2018-11-20,27.020000457763672
2019-07-02,26.239999771118164
2019-05-31,25.389999389648438
2019-12-12,25.3700008392334
2020-05-18,24.920000076293945
2019-09-27,25.530000686645508
2020-03-03,25.5
2020-05-21,25.190000534057617
2019-05-14,25.049999237060547
2018-08-31,24.959999084472656
2018-07-30,24.079999923706055
2018-10-02,23.670000076293945
2019-04-12,24.229999542236328
2019-03-11,24.049999237060547
2019-02-07,23.649999618530273
2019-07-17,23.969999313354492
2019-09-19,23.65999984741211
2019-10-21,23.309999465942383
2019-12-18,23.25
2020-03-06,22.719999313354492
2019-10-03,23.149999618530273
2020-03-09,23.280000686645508
2020-05-27,22.739999771118164
2019-12-24,22.8700008392334
2020-03-12,23.329999923706055
2018-12-20,23.899999618530273
2019-08-01,24.299999237060547
2018-08-14,24.040000915527344
2018-07-13,24.579999923706055
2018-10-17,24.56999969482422
2019-05-29,24.59000015258789
2019-03-26,24.100000381469727
2019-02-22,24.25
2019-10-04,24.030000686645508
2019-11-05,24.010000228881836
2019-12-27,23.969999313354492
2020-06-02,24.25
