Dates,GRMN
2018-06-20,61.4900016784668
2018-06-21,61.349998474121094
2018-06-25,60.7400016784668
2018-06-22,60.20000076293945
2018-06-26,60.41999816894531
2018-06-27,60.779998779296875
2018-06-28,61.0
2018-06-29,61.41999816894531
2018-07-02,61.09000015258789
2018-07-03,61.06999969482422
2018-07-05,60.779998779296875
2018-07-16,61.4900016784668
2018-09-18,62.47999954223633
2019-01-24,63.31999969482422
2019-09-05,63.04999923706055
2018-11-21,63.2599983215332
2020-01-13,63.81999969482422
2020-04-01,63.4900016784668
2020-06-19,64.27999877929688
2019-10-29,64.1500015258789
2020-01-16,65.27999877929688
2020-06-22,65.12999725341797
2018-10-03,64.55999755859375
2018-07-31,64.04000091552734
2019-03-12,63.5
2019-02-08,63.86000061035156
2019-01-07,63.900001525878906
2018-12-06,63.15999984741211
2019-08-19,62.61000061035156
2019-07-18,64.8499984741211
2019-05-15,64.8499984741211
2019-09-20,65.27999877929688
2019-11-01,65.33000183105469
2020-04-07,65.01000213623047
2020-06-25,64.83000183105469
2020-06-16,65.0199966430664
2019-11-04,64.51000213623047
2020-01-22,64.02999877929688
2019-11-07,64.41999816894531
2020-04-13,63.91999816894531
2019-07-01,64.9000015258789
2019-05-30,65.52999877929688
2018-08-15,65.79000091552734
2018-10-18,65.02999877929688
2019-03-27,65.5
2019-01-22,65.05999755859375
2018-12-21,65.08999633789062
2019-09-03,65.80000305175781
2018-11-19,66.48999786376953
2019-08-02,68.66999816894531
2020-01-28,68.43000030517578
2020-04-16,68.29000091552734
2019-11-13,68.31999969482422
2020-01-31,68.88999938964844
2018-12-04,69.11000061035156
2018-11-02,68.98999786376953
2019-07-16,68.47000122070312
2018-08-30,68.45999908447266
2018-10-01,68.91999816894531
2019-06-14,69.1500015258789
2019-05-13,68.83000183105469
2019-04-11,68.83000183105469
2019-02-06,69.20999908447266
2019-09-18,69.51000213623047
2020-02-03,70.0999984741211
2020-04-22,70.75
2019-11-19,70.30999755859375
