Dates,GRMN
2018-06-20,61.150001525878906
2018-06-21,61.349998474121094
2018-06-25,60.470001220703125
2018-06-22,60.16999816894531
2018-06-26,59.939998626708984
2018-06-27,60.40999984741211
2018-06-28,59.939998626708984
2018-06-29,61.0
2018-07-02,60.75
2018-07-03,61.0
2018-07-05,60.779998779296875
2018-07-16,60.70000076293945
2018-09-18,61.45000076293945
2019-01-24,62.27000045776367
2019-09-05,63.0
2018-11-21,62.4900016784668
2020-01-13,63.119998931884766
2020-04-01,63.290000915527344
2020-06-19,63.20000076293945
2019-10-29,64.06999969482422
2020-01-16,64.2300033569336
2020-06-22,64.8499984741211
2018-10-03,64.54000091552734
2018-07-31,63.83000183105469
2019-03-12,63.36000061035156
2019-02-08,63.33000183105469
2019-01-07,63.75
2018-12-06,62.9900016784668
2019-08-19,62.0
2019-07-18,64.0
2019-05-15,64.4000015258789
2019-09-20,64.56999969482422
2019-11-01,64.91000366210938
2020-04-07,64.47000122070312
2020-06-25,64.83000183105469
2020-06-16,64.58000183105469
2019-11-04,64.36000061035156
2020-01-22,63.810001373291016
2019-11-07,63.63999938964844
2020-04-13,63.77000045776367
2019-07-01,63.959999084472656
2019-05-30,64.41999816894531
2018-08-15,65.31999969482422
2018-10-18,64.8499984741211
2019-03-27,64.95999908447266
2019-01-22,64.86000061035156
2018-12-21,65.0
2019-09-03,65.12999725341797
2018-11-19,65.80000305175781
2019-08-02,66.52999877929688
2020-01-28,68.08999633789062
2020-04-16,67.79000091552734
2019-11-13,68.1500015258789
2020-01-31,68.19000244140625
2018-12-04,68.75
2018-11-02,68.98999786376953
2019-07-16,68.30000305175781
2018-08-30,67.83999633789062
2018-10-01,68.41999816894531
2019-06-14,68.2699966430664
2019-05-13,68.73999786376953
2019-04-11,68.68000030517578
2019-02-06,68.19999694824219
2019-09-18,68.97000122070312
2020-02-03,69.62000274658203
2020-04-22,70.41000366210938
2019-11-19,70.2300033569336
2020-02-06,69.77999877929688
2019-11-22,69.75
2019-03-25,69.7300033569336
2019-02-21,69.30999755859375
2018-12-19,70.33999633789062
2018-07-12,69.7699966430664
2018-09-14,69.70999908447266
2018-08-13,69.47000122070312
