Dates,GRMN
2018-06-20,60.849998474121094
2018-06-21,60.02000045776367
2018-06-25,60.09000015258789
2018-06-22,59.38999938964844
2018-06-26,59.86000061035156
2018-06-27,59.970001220703125
2018-06-28,59.91999816894531
2018-06-29,60.45000076293945
2018-07-02,60.20000076293945
2018-07-03,60.560001373291016
2018-07-05,60.09000015258789
2018-07-16,60.650001525878906
2018-09-18,61.22999954223633
2019-01-24,62.2400016784668
2019-09-05,62.18000030517578
2018-11-21,62.18000030517578
2020-01-13,63.0099983215332
2020-04-01,62.84000015258789
2020-06-19,63.15999984741211
2019-10-29,63.66999816894531
2020-01-16,64.13999938964844
2020-06-22,64.52999877929688
2018-10-03,63.81999969482422
2018-07-31,63.22999954223633
2019-03-12,62.90999984741211
2019-02-08,63.02000045776367
2019-01-07,62.77000045776367
2018-12-06,61.849998474121094
2019-08-19,61.310001373291016
2019-07-18,62.380001068115234
2019-05-15,63.88999938964844
2019-09-20,64.44000244140625
2019-11-01,64.48999786376953
2020-04-07,64.22000122070312
2020-06-25,63.959999084472656
2020-06-16,64.27999877929688
2019-11-04,63.4900016784668
2020-01-22,63.400001525878906
2019-11-07,63.4900016784668
2020-04-13,63.400001525878906
2019-07-01,63.77000045776367
2019-05-30,64.38999938964844
2018-08-15,64.63999938964844
2018-10-18,64.5999984741211
2019-03-27,64.88999938964844
2019-01-22,64.52999877929688
2018-12-21,64.55000305175781
2019-09-03,65.01000213623047
2018-11-19,65.6500015258789
2019-08-02,66.47000122070312
2020-01-28,67.58999633789062
2020-04-16,67.62000274658203
2019-11-13,67.37999725341797
2020-01-31,67.9800033569336
2018-12-04,68.33000183105469
2018-11-02,67.83000183105469
2019-07-16,67.56999969482422
2018-08-30,67.83999633789062
2018-10-01,68.16000366210938
2019-06-14,68.11000061035156
2019-05-13,68.20999908447266
2019-04-11,68.27999877929688
2019-02-06,68.0
2019-09-18,68.97000122070312
2020-02-03,69.51000213623047
2020-04-22,69.88999938964844
2019-11-19,69.48999786376953
2020-02-06,69.22000122070312
2019-11-22,69.47000122070312
2019-03-25,69.51000213623047
2019-02-21,69.19999694824219
2018-12-19,69.72000122070312
2018-07-12,69.2699966430664
2018-09-14,69.26000213623047
2018-08-13,68.33000183105469
2018-10-16,68.16999816894531
2019-07-31,67.2699966430664
2019-05-28,66.8499984741211
2019-04-26,64.52999877929688
2020-04-28,62.63999938964844
2019-11-25,61.90999984741211
2020-02-12,62.13999938964844
2020-05-01,62.130001068115234
2020-05-04,62.380001068115234
2019-06-12,61.90999984741211
2019-04-09,61.7400016784668
2019-03-08,61.90999984741211
2019-02-04,61.65999984741211
2018-07-27,61.380001068115234
2018-08-28,61.290000915527344
2019-01-03,60.54999923706055
2019-08-15,60.95000076293945
2018-10-31,61.58000183105469
2019-09-16,63.06999969482422
2020-02-18,66.5199966430664
2020-05-07,65.83000183105469
2018-08-17,64.5
2019-12-04,64.2300033569336
2020-02-21,64.6500015258789
2018-12-17,65.56999969482422
2019-08-30,65.62000274658203
2018-11-15,65.4800033569336
2019-07-29,64.02999877929688
2019-06-27,64.06999969482422
2019-04-24,63.0
2018-07-10,63.04999923706055
2018-09-12,64.18000030517578
2019-02-19,63.709999084472656
2019-01-18,64.30999755859375
2020-02-24,64.70999908447266
2020-05-13,65.26000213623047
2019-12-10,65.22000122070312
2020-02-27,65.2300033569336
2019-12-13,65.7699966430664
2020-05-19,65.81999969482422
2019-03-06,66.80000305175781
2018-11-30,66.18000030517578
2019-08-13,63.720001220703125
2019-07-12,64.47000122070312
2019-06-10,63.45000076293945
2019-05-09,65.13999938964844
2018-07-25,65.72000122070312
2018-09-27,65.66000366210938
2018-10-29,64.83000183105469
2019-10-16,62.90999984741211
2019-12-16,63.22999954223633
2020-03-04,62.06999969482422
2020-05-22,61.119998931884766
2019-10-01,61.209999084472656
2019-12-19,60.290000915527344
2018-09-10,59.97999954223633
2019-05-24,61.0099983215332
2018-08-09,62.529998779296875
2019-04-22,62.66999816894531
2019-03-21,61.58000183105469
2019-01-16,61.18000030517578
2019-08-28,61.5
2018-11-13,63.52000045776367
2018-10-12,63.9900016784668
2019-06-25,64.5
2020-03-10,65.0
2020-05-28,65.33999633789062
2019-10-07,65.01000213623047
2020-03-13,65.83999633789062
2019-10-10,66.08999633789062
2020-03-16,66.45999908447266
2020-06-03,66.9800033569336
2018-11-28,66.9000015258789
2018-09-25,66.62999725341797
2018-07-23,67.31999969482422
2018-08-24,68.16000366210938
2019-07-10,67.05000305175781
2019-05-07,67.51000213623047
2019-04-05,68.22000122070312
2019-03-04,68.01000213623047
2019-01-31,68.87000274658203
2019-09-12,68.91000366210938
2019-12-31,69.44000244140625
2020-03-19,69.29000091552734
2020-01-03,69.04000091552734
2020-06-09,69.44000244140625
2019-02-15,70.05999755859375
2019-01-14,70.56999969482422
2018-07-06,71.0199966430664
2018-08-07,71.08999633789062
2018-10-10,71.06999969482422
2018-12-13,70.86000061035156
2019-08-26,75.5
2019-07-25,81.11000061035156
2019-05-22,81.94000244140625
2019-03-19,82.9000015258789
2020-01-06,82.87999725341797
2020-03-25,83.27999877929688
2020-06-12,83.80000305175781
2019-10-22,84.02999877929688
2020-01-09,83.91000366210938
2020-06-15,83.8499984741211
2019-10-25,83.33000183105469
2020-03-31,82.51000213623047
2020-06-18,82.29000091552734
2019-04-03,82.5999984741211
2018-08-22,83.36000061035156
2018-10-25,83.68000030517578
2019-01-29,82.45999908447266
2018-12-28,82.79000091552734
2018-11-26,83.05999755859375
2019-08-09,83.47000122070312
2019-07-08,83.58999633789062
2019-06-06,83.62999725341797
2019-09-10,83.33000183105469
2020-01-15,83.22000122070312
2020-04-03,84.4000015258789
2019-10-31,85.04000091552734
2020-04-06,85.20999908447266
2020-06-24,85.29000091552734
2018-11-09,86.66000366210938
2019-07-23,87.26000213623047
2019-06-21,88.18000030517578
2019-05-20,87.52999877929688
2019-04-18,88.01000213623047
2018-09-06,87.80000305175781
2018-10-08,88.04000091552734
2019-02-13,88.05000305175781
2018-12-11,88.20999908447266
2019-09-25,88.86000061035156
2020-01-21,88.12999725341797
2020-04-09,87.4800033569336
2019-11-06,85.81999969482422
2020-01-24,85.47000122070312
2020-01-27,85.83999633789062
2020-04-15,85.94999694824219
2018-12-26,86.51000213623047
2019-08-07,85.26000213623047
2019-06-04,85.16000366210938
2018-09-21,84.91999816894531
2018-07-19,85.08999633789062
2018-08-20,78.91000366210938
2018-10-23,77.69000244140625
2019-05-03,78.47000122070312
2019-04-01,78.0199966430664
2019-02-28,77.80999755859375
2019-11-12,78.13999938964844
2020-01-30,77.30999755859375
2019-11-15,77.76000213623047
2020-04-21,76.73999786376953
2019-04-16,76.91999816894531
2019-03-15,77.41000366210938
2019-02-11,78.94000244140625
2019-01-10,77.93000030517578
2019-08-22,77.04000091552734
2018-11-07,77.26000213623047
2018-08-03,76.62999725341797
2018-09-04,76.08000183105469
2019-06-19,77.55000305175781
2019-09-23,76.66000366210938
2019-11-18,76.13999938964844
2020-02-05,76.5199966430664
2020-04-24,76.02999877929688
2019-03-29,76.19000244140625
2019-11-21,76.77999877929688
2020-04-27,77.95999908447266
2020-02-11,77.91000366210938
2020-04-30,78.19999694824219
2019-05-01,79.52999877929688
2019-02-26,80.04000091552734
2019-01-25,80.19000244140625
2018-12-24,80.0199966430664
2019-09-06,79.77999877929688
2018-07-17,79.91000366210938
2018-09-19,80.43000030517578
2019-08-05,80.56999969482422
2019-10-08,81.04000091552734
2019-12-11,81.01000213623047
2019-11-27,81.16000366210938
2020-02-14,80.0199966430664
2020-05-06,80.20999908447266
2019-01-08,80.0
2018-12-07,79.47000122070312
2019-08-20,78.91999816894531
2018-11-05,79.5
2019-07-19,79.80000305175781
2018-10-04,78.51000213623047
2019-06-17,78.91999816894531
2019-05-16,77.5
2018-08-01,78.38999938964844
2019-03-13,78.56999969482422
2019-12-03,79.23999786376953
2020-02-20,79.20999908447266
2019-12-06,79.45999908447266
2020-05-12,80.9800033569336
2019-12-09,80.0
2020-02-26,80.76000213623047
2020-05-15,80.27999877929688
2019-03-28,79.83000183105469
2018-09-17,79.05999755859375
2018-08-16,78.43000030517578
2018-10-19,78.25
2019-04-29,78.0999984741211
2019-01-23,76.4000015258789
2019-09-04,77.5199966430664
2018-11-20,76.19000244140625
2019-07-02,75.08000183105469
2019-05-31,74.29000091552734
2019-12-12,75.38999938964844
2020-05-18,75.22000122070312
2019-09-27,77.2699966430664
2020-03-03,78.12999725341797
2020-05-21,77.33999633789062
2019-05-14,77.80000305175781
2018-08-31,76.47000122070312
2018-07-30,76.05999755859375
2018-10-02,76.68000030517578
2019-04-12,77.66999816894531
2019-03-11,77.83000183105469
2019-02-07,79.27999877929688
2019-07-17,80.05000305175781
2019-09-19,78.19000244140625
2019-10-21,78.43000030517578
2019-12-18,79.23999786376953
2020-03-06,79.08000183105469
2019-10-03,80.5
2020-03-09,80.94000244140625
2020-05-27,80.58000183105469
2019-12-24,81.19999694824219
2020-03-12,82.37000274658203
2018-12-20,82.81999969482422
2019-08-01,83.76000213623047
2018-08-14,83.6500015258789
2018-07-13,83.54000091552734
2018-10-17,84.51000213623047
2019-05-29,84.80000305175781
2019-03-26,84.62000274658203
2019-02-22,84.58000183105469
2019-10-04,84.86000061035156
2019-11-05,85.43000030517578
2019-12-27,84.5999984741211
2020-06-02,84.37999725341797
2019-12-30,83.56999969482422
2020-03-18,82.58999633789062
2020-06-05,83.68000030517578
2019-07-15,84.44000244140625
2018-12-03,84.33000183105469
2019-06-13,84.04000091552734
2019-01-04,82.2699966430664
2018-08-29,82.36000061035156
2019-02-05,83.43000030517578
2018-11-01,84.05000305175781
2019-08-16,82.91999816894531
2019-04-10,83.43000030517578
2019-09-17,83.9000015258789
2019-10-15,85.9800033569336
2020-01-02,86.18000030517578
2020-06-08,85.0199966430664
2019-10-18,86.16999816894531
2020-03-24,86.87999725341797
2020-06-11,86.69000244140625
2020-01-08,86.79000091552734
2019-04-25,86.69000244140625
2019-07-30,86.30999755859375
2019-02-20,86.08999633789062
2018-07-11,86.30000305175781
2018-09-13,86.83999633789062
2018-10-15,87.41000366210938
2019-06-28,91.2699966430664
2018-12-18,92.95999908447266
2018-11-16,93.30000305175781
2019-10-02,93.3499984741211
2020-03-27,91.33000183105469
2020-01-10,92.7699966430664
2019-10-24,93.05000305175781
2020-03-30,94.73999786376953
2020-06-17,95.87000274658203
2020-01-14,95.5999984741211
2020-04-02,95.06999969482422
2019-01-02,95.6500015258789
2019-08-14,95.55999755859375
2018-10-30,95.0
2019-06-11,95.48999786376953
2019-05-10,96.29000091552734
2019-04-08,96.87000274658203
2018-08-27,96.45999908447266
2018-07-26,97.33999633789062
2018-09-28,97.2300033569336
2019-03-07,97.80000305175781
2019-10-30,97.4000015258789
2020-01-17,96.16999816894531
2020-06-23,95.9800033569336
2020-04-08,96.19000244140625
2020-06-26,95.19999694824219
2019-03-22,95.88999938964844
2019-01-17,96.51000213623047
2019-08-29,96.6500015258789
2018-11-14,97.0999984741211
2019-06-26,97.12000274658203
2018-09-11,96.5
2018-07-09,97.30000305175781
2018-08-10,96.55000305175781
2019-04-23,97.16999816894531
2019-09-30,97.2300033569336
2020-01-23,97.52999877929688
2019-11-08,98.20999908447266
2020-04-14,97.95999908447266
2019-11-11,97.86000061035156
2020-01-29,97.62999725341797
2020-04-17,97.62999725341797
2018-07-24,97.45999908447266
2018-09-26,97.37999725341797
2019-05-08,97.2699966430664
2019-03-05,96.76000213623047
2019-02-01,97.22000122070312
2018-12-31,96.95999908447266
2018-11-29,96.87999725341797
2019-08-12,96.41000366210938
2019-07-11,96.69999694824219
2019-09-13,96.91000366210938
2019-11-14,96.95999908447266
2020-04-20,97.63999938964844
2020-02-04,98.05999755859375
2020-04-23,98.95999908447266
2018-12-14,100.08000183105469
2019-08-27,99.63999938964844
2018-08-08,99.1500015258789
2018-10-11,97.51000213623047
