Dates,GRMN
2019-12-30,760000.0
2020-03-18,1055800.0
2020-06-05,734400.0
2019-07-15,697800.0
2018-12-03,723000.0
2019-06-13,772700.0
2019-01-04,679900.0
2018-08-29,709400.0
2019-02-05,532700.0
2018-11-01,500400.0
2019-08-16,522700.0
2019-04-10,646600.0
2019-09-17,711500.0
2019-10-15,872600.0
2020-01-02,457000.0
2020-06-08,634100.0
2019-10-18,721100.0
2020-03-24,665000.0
2020-06-11,834700.0
2020-01-08,675600.0
2019-04-25,537800.0
2019-07-30,534700.0
2019-02-20,450300.0
2018-07-11,469200.0
2018-09-13,705300.0
2018-10-15,912300.0
2019-06-28,2894300.0
2018-12-18,1664300.0
2018-11-16,1597400.0
2019-10-02,1447900.0
2020-03-27,1768000.0
2020-01-10,1370300.0
2019-10-24,1558500.0
2020-03-30,1076100.0
2020-06-17,1071900.0
2020-01-14,1199500.0
2020-04-02,614400.0
2019-01-02,946000.0
2019-08-14,939600.0
2018-10-30,1211000.0
2019-06-11,756700.0
2019-05-10,801900.0
2019-04-08,1473400.0
2018-08-27,733200.0
2018-07-26,679600.0
2018-09-28,1162600.0
2019-03-07,571800.0
2019-10-30,524900.0
2020-01-17,948200.0
2020-06-23,1086500.0
2020-04-08,856300.0
2020-06-26,913000.0
2019-03-22,725100.0
2019-01-17,749600.0
2019-08-29,891000.0
2018-11-14,905100.0
2019-06-26,859500.0
2018-09-11,530500.0
2018-07-09,856700.0
2018-08-10,737300.0
2019-04-23,910700.0
2019-09-30,971800.0
2020-01-23,2049000.0
2019-11-08,486000.0
2020-04-14,164100.0
2019-11-11,666200.0
2020-01-29,482600.0
2020-04-17,429500.0
2018-07-24,794500.0
2018-09-26,828000.0
2019-05-08,503800.0
2019-03-05,686200.0
2019-02-01,781200.0
2018-12-31,1080000.0
2018-11-29,750100.0
2019-08-12,387800.0
2019-07-11,559500.0
2019-09-13,788800.0
2019-11-14,736400.0
2020-04-20,699800.0
2020-02-04,1855000.0
2020-04-23,1115200.0
2018-12-14,502800.0
2019-08-27,500200.0
2018-08-08,423400.0
2018-10-11,923700.0
2018-11-12,826100.0
2019-07-26,568100.0
2019-06-24,516500.0
2019-05-23,618600.0
2019-03-20,709000.0
2019-01-15,585300.0
2019-11-20,775800.0
2020-02-07,615500.0
2020-02-10,734400.0
2020-04-29,591100.0
2019-11-26,463400.0
2020-02-13,391300.0
2019-01-30,474400.0
2018-08-23,373900.0
2018-09-24,1222700.0
2018-11-27,2959100.0
2018-10-26,1307800.0
2019-07-09,944000.0
2019-06-07,1044300.0
2019-05-06,1183700.0
2019-04-04,970800.0
2019-09-11,1346200.0
2019-11-29,2043500.0
2020-05-05,1475000.0
2019-12-02,1399600.0
2020-02-19,881600.0
2020-05-08,1512800.0
2019-05-21,1114700.0
2019-03-18,1173800.0
2018-09-07,1289400.0
2018-08-06,1103500.0
2018-10-09,1602900.0
2019-02-14,1430200.0
2018-12-12,1940400.0
2019-07-24,1600300.0
2019-09-26,1270500.0
2019-10-28,1091200.0
2019-12-05,1709000.0
2020-05-11,1658400.0
2019-07-03,1219900.0
2020-02-25,1551400.0
2020-05-14,1469500.0
2020-02-28,1260700.0
2019-08-08,1117700.0
2019-06-05,1023300.0
2018-07-20,1244300.0
2018-08-21,1345900.0
2018-10-24,1112400.0
2019-04-02,1387900.0
2019-03-01,1484200.0
2019-01-28,1106100.0
2018-12-27,1327000.0
2019-09-09,1060200.0
2020-03-02,1030300.0
2020-05-20,1090000.0
2019-12-17,1122200.0
2020-03-05,2604900.0
2019-02-12,863600.0
2019-01-11,913100.0
2018-12-10,622700.0
2019-08-23,661300.0
2018-11-08,719200.0
2019-07-22,994100.0
2019-06-20,1092000.0
2018-09-05,1778600.0
2019-04-17,1527400.0
2019-09-24,1089200.0
2019-12-20,1029600.0
2020-05-26,1014400.0
2019-04-30,813400.0
2019-12-23,950000.0
2020-03-11,1063900.0
2020-05-29,722200.0
2019-12-26,643600.0
2020-06-01,968900.0
2019-05-02,1062800.0
2019-02-27,2454700.0
2018-11-23,877800.0
2019-08-06,960100.0
2018-07-18,962500.0
2018-09-20,774100.0
2018-10-22,688800.0
2019-07-05,946000.0
2019-06-03,1061700.0
2019-10-09,2095300.0
2019-10-11,2731700.0
2020-03-17,951200.0
2020-06-04,1003100.0
2019-10-14,1356900.0
2020-03-20,1226700.0
2018-11-06,1116700.0
2019-06-18,1100200.0
2019-05-17,830000.0
2019-04-15,868500.0
2019-03-14,928200.0
2019-01-09,627000.0
2018-08-02,951400.0
2018-10-05,1059000.0
2019-08-21,838900.0
2019-10-17,729900.0
2020-03-23,3615800.0
2020-06-10,1463900.0
2019-02-25,928700.0
2020-01-07,765700.0
2020-03-26,591500.0
2019-10-23,872100.0
