Dates,GRMN
2018-06-20,759300.0
2018-06-21,735700.0
2018-06-25,946000.0
2018-06-22,590800.0
2018-06-26,519100.0
2018-06-27,698900.0
2018-06-28,908400.0
2018-06-29,1058300.0
2018-07-02,708700.0
2018-07-03,355900.0
2018-07-05,704500.0
2018-07-16,672400.0
2018-09-18,1148900.0
2019-01-24,1264100.0
2019-09-05,998000.0
2018-11-21,1066400.0
2020-01-13,692800.0
2020-04-01,740300.0
2020-06-19,941500.0
2019-10-29,1257400.0
2020-01-16,1085000.0
2020-06-22,912600.0
2018-10-03,1101600.0
2018-07-31,1183900.0
2019-03-12,1001900.0
2019-02-08,880600.0
2019-01-07,888700.0
2018-12-06,854200.0
2019-08-19,1922800.0
2019-07-18,2602000.0
2019-05-15,1568100.0
2019-09-20,1555200.0
2019-11-01,1326300.0
2020-04-07,1214300.0
2020-06-25,965200.0
2020-06-16,1002100.0
2019-11-04,889600.0
2020-01-22,996300.0
2019-11-07,1042000.0
2020-04-13,1094200.0
2019-07-01,1179900.0
2019-05-30,2796900.0
2018-08-15,1419900.0
2018-10-18,1070200.0
2019-03-27,1291000.0
2019-01-22,996300.0
2018-12-21,814500.0
2019-09-03,802200.0
2018-11-19,963900.0
2019-08-02,1765200.0
2020-01-28,791900.0
2020-04-16,842900.0
2019-11-13,964400.0
2020-01-31,1185600.0
2018-12-04,969300.0
2018-11-02,1223300.0
2019-07-16,1084500.0
2018-08-30,798000.0
2018-10-01,1031000.0
2019-06-14,985700.0
2019-05-13,903600.0
2019-04-11,850200.0
2019-02-06,837000.0
2019-09-18,845700.0
2020-02-03,863900.0
2020-04-22,3604100.0
2019-11-19,883300.0
2020-02-06,677700.0
2019-11-22,905800.0
2019-03-25,835500.0
2019-02-21,1130800.0
2018-12-19,938700.0
2018-07-12,871000.0
2018-09-14,903100.0
2018-08-13,864500.0
2018-10-16,593400.0
2019-07-31,843600.0
2019-05-28,960700.0
2019-04-26,1805300.0
2020-04-28,1709300.0
2019-11-25,1554300.0
2020-02-12,1062400.0
2020-05-01,954200.0
2020-05-04,1134600.0
2019-06-12,1039100.0
2019-04-09,979400.0
2019-03-08,1142500.0
2019-02-04,1386200.0
2018-07-27,1279100.0
2018-08-28,1216000.0
2019-01-03,1152000.0
2019-08-15,980400.0
2018-10-31,1758000.0
2019-09-16,3126100.0
2020-02-18,1878300.0
2020-05-07,1339300.0
2018-08-17,1434100.0
2019-12-04,1256500.0
2020-02-21,1107100.0
2018-12-17,1032200.0
2019-08-30,970400.0
2018-11-15,730200.0
2019-07-29,942200.0
2019-06-27,886500.0
2019-04-24,958600.0
2018-07-10,815900.0
2018-09-12,841300.0
2019-02-19,981700.0
2019-01-18,1181800.0
2020-02-24,476800.0
2020-05-13,805500.0
2019-12-10,949000.0
2020-02-27,732800.0
2019-12-13,703300.0
2020-05-19,1792400.0
2019-03-06,1179900.0
2018-11-30,1368300.0
2019-08-13,1759800.0
2019-07-12,982500.0
2019-06-10,849600.0
2019-05-09,866400.0
2018-07-25,871500.0
2018-09-27,694300.0
2018-10-29,652100.0
2019-10-16,1135200.0
2019-12-16,1067300.0
2020-03-04,1562300.0
2020-05-22,1112700.0
2019-10-01,1487400.0
2019-12-19,587300.0
2018-09-10,899100.0
2019-05-24,694000.0
2018-08-09,560500.0
2019-04-22,688100.0
2019-03-21,844100.0
2019-01-16,855700.0
2019-08-28,903300.0
2018-11-13,877200.0
2018-10-12,802400.0
2019-06-25,956500.0
2020-03-10,546500.0
2020-05-28,628000.0
2019-10-07,790700.0
2020-03-13,567200.0
2019-10-10,795800.0
2020-03-16,835700.0
2020-06-03,996200.0
2018-11-28,648900.0
2018-09-25,961600.0
2018-07-23,649400.0
2018-08-24,759900.0
2019-07-10,1215500.0
2019-05-07,944800.0
2019-04-05,785600.0
2019-03-04,2594300.0
2019-01-31,825700.0
2019-09-12,676700.0
2019-12-31,828200.0
2020-03-19,756800.0
2020-01-03,794300.0
2020-06-09,867300.0
2019-02-15,710700.0
2019-01-14,893900.0
2018-07-06,629900.0
2018-08-07,443900.0
2018-10-10,1446900.0
2018-12-13,1293600.0
2019-08-26,8418700.0
2019-07-25,3144200.0
2019-05-22,1304300.0
2019-03-19,1751400.0
2020-01-06,1058200.0
2020-03-25,1049200.0
2020-06-12,1424400.0
2019-10-22,1031100.0
2020-01-09,1174100.0
2020-06-15,1142000.0
2019-10-25,904300.0
2020-03-31,1579600.0
2020-06-18,1107000.0
2019-04-03,1162100.0
2018-08-22,1314100.0
2018-10-25,1452800.0
2019-01-29,1313100.0
2018-12-28,2808700.0
2018-11-26,1505100.0
2019-08-09,1252600.0
2019-07-08,835000.0
2019-06-06,673000.0
2019-09-10,976100.0
2020-01-15,879100.0
2020-04-03,1599400.0
2019-10-31,1805800.0
2020-04-06,779900.0
2020-06-24,1320700.0
2018-11-09,1190800.0
2019-07-23,1081300.0
2019-06-21,1306400.0
2019-05-20,862100.0
2019-04-18,660600.0
2018-09-06,903500.0
2018-10-08,807900.0
2019-02-13,856900.0
2018-12-11,952800.0
2019-09-25,674500.0
2020-01-21,851700.0
2020-04-09,946500.0
2019-11-06,1233600.0
2020-01-24,1682600.0
2020-01-27,548400.0
2020-04-15,919600.0
2018-12-26,721000.0
2019-08-07,803800.0
2019-06-04,830400.0
2018-09-21,770700.0
2018-07-19,1498200.0
2018-08-20,3911000.0
2018-10-23,1692400.0
2019-05-03,949900.0
2019-04-01,790500.0
2019-02-28,1510900.0
2019-11-12,859000.0
2020-01-30,972300.0
2019-11-15,961300.0
2020-04-21,1120500.0
2019-04-16,974800.0
2019-03-15,832200.0
2019-02-11,897800.0
2019-01-10,2753600.0
2019-08-22,1454000.0
2018-11-07,993500.0
2018-08-03,1076000.0
2018-09-04,1008900.0
2019-06-19,889600.0
2019-09-23,2018700.0
2019-11-18,929500.0
2020-02-05,605300.0
2020-04-24,967400.0
2019-03-29,841200.0
2019-11-21,672000.0
2020-04-27,1013100.0
2020-02-11,948200.0
2020-04-30,756200.0
2019-05-01,1118900.0
2019-02-26,818600.0
2019-01-25,999400.0
2018-12-24,815100.0
2019-09-06,641700.0
2018-07-17,948700.0
2018-09-19,1487800.0
2019-08-05,618400.0
2019-10-08,785100.0
2019-12-11,1852100.0
2019-11-27,579600.0
2020-02-14,875000.0
2020-05-06,638100.0
2019-01-08,562900.0
2018-12-07,2479100.0
2019-08-20,1423300.0
2018-11-05,777200.0
2019-07-19,536300.0
2018-10-04,703700.0
2019-06-17,748600.0
2019-05-16,811900.0
2018-08-01,884200.0
2019-03-13,852800.0
2019-12-03,771100.0
2020-02-20,1059800.0
2019-12-06,1322800.0
2020-05-12,858500.0
2019-12-09,1044500.0
2020-02-26,1984600.0
2020-05-15,936700.0
2019-03-28,1038700.0
2018-09-17,1155300.0
2018-08-16,1091600.0
2018-10-19,1151000.0
2019-04-29,1220800.0
2019-01-23,1885500.0
2019-09-04,4002200.0
2018-11-20,1856700.0
2019-07-02,1076300.0
2019-05-31,1798900.0
2019-12-12,1459400.0
2020-05-18,1273600.0
2019-09-27,1484300.0
2020-03-03,1034300.0
2020-05-21,1621900.0
2019-05-14,1221300.0
2018-08-31,1101100.0
2018-07-30,805500.0
2018-10-02,626800.0
2019-04-12,1423000.0
2019-03-11,835000.0
2019-02-07,907800.0
2019-07-17,754600.0
2019-09-19,1341400.0
2019-10-21,1029200.0
2019-12-18,870600.0
2020-03-06,840200.0
2019-10-03,648400.0
2020-03-09,945800.0
2020-05-27,855600.0
2019-12-24,1129200.0
2020-03-12,919300.0
2018-12-20,872400.0
2019-08-01,1527600.0
2018-08-14,1152700.0
2018-07-13,1217500.0
2018-10-17,1025900.0
2019-05-29,599800.0
2019-03-26,728800.0
2019-02-22,708800.0
2019-10-04,722600.0
2019-11-05,620100.0
2019-12-27,4620900.0
2020-06-02,658200.0
