Dates,UNP
2018-06-20,137.1791534423828
2018-06-21,136.93038940429688
2018-06-25,137.74371337890625
2018-06-22,135.14097595214844
2018-06-26,135.169677734375
2018-06-27,133.78221130371094
2018-06-28,134.64341735839844
2018-06-29,135.57159423828125
2018-07-02,136.90167236328125
2018-07-03,135.14097595214844
2018-07-05,136.11700439453125
2018-07-16,136.89208984375
2018-09-18,138.7963104248047
2019-01-24,137.89682006835938
2019-09-05,134.6338348388672
2018-11-21,134.2223663330078
2020-01-13,133.90658569335938
2020-04-01,132.90187072753906
2020-06-19,132.29904174804688
2019-10-29,135.1601104736328
2020-01-16,134.3563232421875
2020-06-22,135.31321716308594
2018-10-03,138.60491943359375
2018-07-31,136.2509765625
2019-03-12,139.7436065673828
2019-02-08,141.35118103027344
2019-01-07,142.15496826171875
2018-12-06,142.11668395996094
2019-08-19,143.4276123046875
2019-07-18,141.97312927246094
2019-05-15,143.47544860839844
2019-09-20,143.32235717773438
2019-11-01,142.6812744140625
2020-04-07,143.41806030273438
2020-06-25,143.5137176513672
2020-06-16,142.3463134765625
2019-11-04,142.42288208007812
2020-01-22,142.22195434570312
2019-11-07,143.71469116210938
2020-04-13,142.55682373046875
2019-07-01,142.81521606445312
2019-05-30,143.01617431640625
2018-08-15,144.34622192382812
2018-10-18,145.02561950683594
2019-03-27,143.83909606933594
2019-01-22,143.7625274658203
2018-12-21,143.65728759765625
2019-09-03,146.19300842285156
2018-11-19,144.7194366455078
2019-08-02,144.3175048828125
2020-01-28,144.02891540527344
2020-04-16,144.8946990966797
2019-11-13,145.52000427246094
2020-01-31,148.3097686767578
2018-12-04,148.7715301513672
2018-11-02,149.2044219970703
2019-07-16,150.03175354003906
2018-08-30,150.3588104248047
2018-10-01,151.02261352539062
2019-06-14,150.67626953125
2019-05-13,151.42662048339844
2019-04-11,150.75320434570312
2019-02-06,157.47752380371094
2019-09-18,156.6117401123047
2020-02-03,157.77574157714844
2020-04-22,158.718505859375
2019-11-19,156.97727966308594
2020-02-06,157.01576232910156
2019-11-22,156.60211181640625
2019-03-25,157.57373046875
2019-02-21,156.6405792236328
2018-12-19,158.0547332763672
2018-07-12,156.94842529296875
2018-09-14,156.86184692382812
2018-08-13,158.18939208984375
2018-10-16,157.5448760986328
2019-07-31,158.30484008789062
2019-05-28,156.2173309326172
2019-04-26,148.58876037597656
2020-04-28,146.308837890625
2019-11-25,146.84756469726562
