Dates,UNP
2018-06-20,3767900.0
2018-06-21,3276600.0
2018-06-25,3066300.0
2018-06-22,3589900.0
2018-06-26,2663100.0
2018-06-27,3085400.0
2018-06-28,3265100.0
2018-06-29,3629400.0
2018-07-02,2569400.0
2018-07-03,1311000.0
2018-07-05,2889100.0
2018-07-16,3335800.0
2018-09-18,4379600.0
2019-01-24,3085000.0
2019-09-05,3994100.0
2018-11-21,2814500.0
2020-01-13,3852200.0
2020-04-01,5221300.0
2020-06-19,5107700.0
2019-10-29,5221600.0
2020-01-16,6186100.0
2020-06-22,4988700.0
2018-10-03,5786400.0
2018-07-31,4122600.0
2019-03-12,3861800.0
2019-02-08,5378200.0
2019-01-07,3021700.0
2018-12-06,2812000.0
2019-08-19,4396500.0
2019-07-18,2822600.0
2019-05-15,2513100.0
2019-09-20,1739000.0
2019-11-01,2959200.0
2020-04-07,2188400.0
2020-06-25,1907400.0
2020-06-16,1946300.0
2019-11-04,2308600.0
2020-01-22,2735100.0
2019-11-07,3304300.0
2020-04-13,4189000.0
2019-07-01,3630000.0
2019-05-30,2783100.0
2018-08-15,3275000.0
2018-10-18,3061300.0
2019-03-27,2395700.0
2019-01-22,2012700.0
2018-12-21,2806900.0
2019-09-03,3140000.0
2018-11-19,4010000.0
2019-08-02,2618500.0
2020-01-28,3122700.0
2020-04-16,3622100.0
2019-11-13,6145800.0
2020-01-31,5658000.0
2018-12-04,3924900.0
2018-11-02,5445900.0
2019-07-16,4210200.0
2018-08-30,3608100.0
2018-10-01,4142700.0
2019-06-14,3328700.0
2019-05-13,2585000.0
2019-04-11,2685700.0
2019-02-06,10399300.0
2019-09-18,6318300.0
2020-02-03,6496700.0
2020-04-22,13247500.0
2019-11-19,4956200.0
2020-02-06,5815900.0
2019-11-22,3497300.0
2019-03-25,2893000.0
2019-02-21,3666300.0
2018-12-19,3176400.0
2018-07-12,3833100.0
2018-09-14,3362900.0
2018-08-13,3177000.0
2018-10-16,2814600.0
2019-07-31,3245200.0
2019-05-28,3558700.0
2019-04-26,8011000.0
2020-04-28,6631600.0
2019-11-25,5435300.0
2020-02-12,4717700.0
2020-05-01,6731800.0
2020-05-04,6680200.0
2019-06-12,7973200.0
2019-04-09,5546500.0
2019-03-08,6467500.0
2019-02-04,6561800.0
2018-07-27,8014500.0
2018-08-28,9038100.0
2019-01-03,5664100.0
2019-08-15,5296200.0
2018-10-31,4934900.0
2019-09-16,4355300.0
2020-02-18,3561600.0
2020-05-07,5841200.0
2018-08-17,5036500.0
2019-12-04,4281000.0
2020-02-21,5780400.0
2018-12-17,2602100.0
2019-08-30,3807100.0
2018-11-15,3037900.0
2019-07-29,2725000.0
2019-06-27,4034400.0
2019-04-24,3435400.0
2018-07-10,3226100.0
2018-09-12,4401400.0
2019-02-19,7317700.0
2019-01-18,4779600.0
2020-02-24,1608600.0
2020-05-13,4868600.0
2019-12-10,4907500.0
2020-02-27,4358300.0
2019-12-13,2970200.0
2020-05-19,6214500.0
2019-03-06,5085400.0
2018-11-30,4385300.0
2019-08-13,5258600.0
2019-07-12,5287000.0
2019-06-10,4558100.0
2019-05-09,3333200.0
2018-07-25,5023800.0
2018-09-27,5340300.0
2018-10-29,4505800.0
2019-10-16,4226700.0
2019-12-16,2800300.0
2020-03-04,3597000.0
2020-05-22,5960700.0
2019-10-01,7588300.0
2019-12-19,2466000.0
2018-09-10,3739700.0
2019-05-24,3224600.0
2018-08-09,2769400.0
2019-04-22,2552300.0
2019-03-21,3606300.0
2019-01-16,5684500.0
2019-08-28,5649900.0
2018-11-13,4034200.0
2018-10-12,10558800.0
2019-06-25,4284600.0
2020-03-10,6444600.0
2020-05-28,3845200.0
2019-10-07,3507100.0
2020-03-13,4685100.0
2019-10-10,4053200.0
2020-03-16,4075400.0
2020-06-03,5003900.0
2018-11-28,6052900.0
2018-09-25,4858000.0
2018-07-23,9222400.0
2018-08-24,7770700.0
2019-07-10,3733800.0
2019-05-07,3436900.0
2019-04-05,4112200.0
2019-03-04,7438600.0
2019-01-31,4073400.0
2019-09-12,5339100.0
2019-12-31,3357100.0
2020-03-19,2379600.0
2020-01-03,3056300.0
2020-06-09,2986300.0
2019-02-15,4044800.0
2019-01-14,3781800.0
2018-07-06,3886900.0
2018-08-07,4157500.0
2018-10-10,3270900.0
2018-12-13,3889700.0
2019-08-26,3063600.0
2019-07-25,3056700.0
2019-05-22,4345600.0
2019-03-19,4804200.0
2020-01-06,3635200.0
2020-03-25,2544000.0
2020-06-12,3650700.0
2019-10-22,3116100.0
2020-01-09,4341000.0
2020-06-15,2794900.0
2019-10-25,3067800.0
2020-03-31,4141500.0
2020-06-18,2884600.0
2019-04-03,4051600.0
2018-08-22,4723500.0
2018-10-25,3855100.0
2019-01-29,3762100.0
2018-12-28,9732400.0
2018-11-26,4071700.0
2019-08-09,5728000.0
2019-07-08,3802400.0
2019-06-06,3316700.0
2019-09-10,3556700.0
2020-01-15,3137200.0
2020-04-03,2628200.0
2019-10-31,2871900.0
2020-04-06,2829600.0
2020-06-24,3646900.0
2018-11-09,3372000.0
2019-07-23,2259900.0
2019-06-21,2669100.0
2019-05-20,2788600.0
2019-04-18,2214400.0
2018-09-06,2580800.0
2018-10-08,3025000.0
2019-02-13,3551500.0
2018-12-11,2378400.0
2019-09-25,3091700.0
2020-01-21,3052600.0
2020-04-09,2361400.0
2019-11-06,5437200.0
2020-01-24,8684600.0
2020-01-27,4969700.0
2020-04-15,3284900.0
2018-12-26,2859000.0
2019-08-07,2199900.0
2019-06-04,2234100.0
2018-09-21,1836400.0
2018-07-19,2444100.0
2018-08-20,2601300.0
2018-10-23,2313300.0
2019-05-03,2729500.0
2019-04-01,2706000.0
2019-02-28,4547300.0
2019-11-12,2314500.0
2020-01-30,2138400.0
2019-11-15,2659600.0
2020-04-21,3649500.0
2019-04-16,2560600.0
2019-03-15,4089200.0
2019-02-11,5131300.0
2019-01-10,4596300.0
2019-08-22,3065400.0
2018-11-07,2519400.0
2018-08-03,1995200.0
2018-09-04,3573600.0
2019-06-19,1815900.0
2019-09-23,3819300.0
2019-11-18,3116700.0
2020-02-05,2160500.0
2020-04-24,4215900.0
2019-03-29,2788500.0
2019-11-21,3288000.0
2020-04-27,3068200.0
2020-02-11,2276300.0
2020-04-30,2221200.0
2019-05-01,2182800.0
2019-02-26,1989900.0
2019-01-25,2239200.0
2018-12-24,4219700.0
2019-09-06,3579600.0
2018-07-17,4444100.0
2018-09-19,4132000.0
2019-08-05,3778000.0
2019-10-08,3405300.0
2019-12-11,5885200.0
2019-11-27,2542500.0
2020-02-14,2586600.0
2020-05-06,2423100.0
2019-01-08,3226500.0
2018-12-07,4759300.0
2019-08-20,3223400.0
2018-11-05,2267700.0
2019-07-19,1172300.0
2018-10-04,2605500.0
2019-06-17,2200700.0
2019-05-16,2057500.0
2018-08-01,1703100.0
2019-03-13,2341000.0
2019-12-03,2036400.0
2020-02-20,1994400.0
2019-12-06,2958300.0
2020-05-12,10725700.0
2019-12-09,7477200.0
2020-02-26,4732600.0
2020-05-15,3757100.0
2019-03-28,2599000.0
2018-09-17,3149000.0
2018-08-16,1943400.0
2018-10-19,1627800.0
2019-04-29,3386100.0
2019-01-23,2825000.0
2019-09-04,4508400.0
2018-11-20,4428000.0
2019-07-02,2329900.0
2019-05-31,4051400.0
2019-12-12,2055300.0
2020-05-18,2152500.0
2019-09-27,2395600.0
2020-03-03,2325900.0
2020-05-21,2674300.0
2019-05-14,2272500.0
2018-08-31,3113800.0
2018-07-30,2873600.0
2018-10-02,2171500.0
2019-04-12,2630100.0
2019-03-11,2362000.0
2019-02-07,1724100.0
2019-07-17,4017700.0
2019-09-19,3590000.0
2019-10-21,3297700.0
2019-12-18,3994900.0
