Dates,UNP
2018-06-20,143.36000061035156
2018-06-21,143.10000610351562
2018-06-25,143.9499969482422
2018-06-22,141.22999572753906
2018-06-26,141.25999450683594
2018-06-27,139.80999755859375
2018-06-28,140.7100067138672
2018-06-29,141.67999267578125
2018-07-02,143.07000732421875
2018-07-03,141.22999572753906
2018-07-05,142.25
2018-07-16,143.05999755859375
2018-09-18,145.0500030517578
2019-01-24,144.11000061035156
2019-09-05,140.6999969482422
2018-11-21,140.27000427246094
2020-01-13,139.94000244140625
2020-04-01,138.88999938964844
2020-06-19,138.25999450683594
2019-10-29,141.25
2020-01-16,140.41000366210938
2020-06-22,141.41000366210938
2018-10-03,144.85000610351562
2018-07-31,142.38999938964844
2019-03-12,146.0399932861328
2019-02-08,147.72000122070312
2019-01-07,148.55999755859375
2018-12-06,148.52000427246094
2019-08-19,149.88999938964844
2019-07-18,148.3699951171875
2019-05-15,149.94000244140625
2019-09-20,149.77999877929688
2019-11-01,149.11000061035156
2020-04-07,149.8800048828125
2020-06-25,149.97999572753906
2020-06-16,148.75999450683594
2019-11-04,148.83999633789062
2020-01-22,148.6300048828125
2019-11-07,150.19000244140625
2020-04-13,148.97999572753906
2019-07-01,149.25
2019-05-30,149.4600067138672
2018-08-15,150.85000610351562
2018-10-18,151.55999755859375
2019-03-27,150.32000732421875
2019-01-22,150.24000549316406
2018-12-21,150.1300048828125
2019-09-03,152.77999877929688
2018-11-19,151.24000549316406
2019-08-02,150.82000732421875
2020-01-28,149.72000122070312
2020-04-16,150.6199951171875
2019-11-13,151.27000427246094
2020-01-31,154.1699981689453
2018-12-04,154.64999389648438
2018-11-02,155.10000610351562
2019-07-16,155.9600067138672
2018-08-30,156.3000030517578
2018-10-01,156.99000549316406
2019-06-14,156.6300048828125
2019-05-13,157.41000366210938
2019-04-11,156.7100067138672
2019-02-06,163.6999969482422
2019-09-18,162.8000030517578
2020-02-03,164.00999450683594
2020-04-22,164.99000549316406
2019-11-19,163.17999267578125
2020-02-06,163.22000122070312
2019-11-22,162.7899932861328
2019-03-25,163.8000030517578
2019-02-21,162.8300018310547
2018-12-19,164.3000030517578
2018-07-12,163.14999389648438
2018-09-14,163.05999755859375
2018-08-13,164.44000244140625
2018-10-16,163.77000427246094
2019-07-31,164.55999755859375
2019-05-28,162.38999938964844
2019-04-26,154.4600067138672
2020-04-28,152.08999633789062
2019-11-25,152.64999389648438
2020-02-12,152.19000244140625
2020-05-01,153.14999389648438
2020-05-04,149.88999938964844
2019-06-12,148.52000427246094
2019-04-09,148.6999969482422
2019-03-08,146.82000732421875
2019-02-04,143.9199981689453
2018-07-27,140.4499969482422
2018-08-28,144.14999389648438
2019-01-03,142.74000549316406
2019-08-15,141.33999633789062
2018-10-31,146.27999877929688
2019-09-16,146.22000122070312
2020-02-18,147.17999267578125
2020-05-07,148.55999755859375
2018-08-17,148.57000732421875
2019-12-04,150.1699981689453
2020-02-21,152.8699951171875
2018-12-17,152.38999938964844
2019-08-30,150.25
2018-11-15,147.77000427246094
2019-07-29,148.58999633789062
2019-06-27,148.55999755859375
2019-04-24,151.42999267578125
2018-07-10,151.4199981689453
