Dates,UNP
2018-06-20,143.3300018310547
2018-06-21,143.5800018310547
2018-06-25,144.0
2018-06-22,143.17999267578125
2018-06-26,142.24000549316406
2018-06-27,141.7899932861328
2018-06-28,139.6300048828125
2018-06-29,141.50999450683594
2018-07-02,140.9600067138672
2018-07-03,143.6199951171875
2018-07-05,142.0800018310547
2018-07-16,142.69000244140625
2018-09-18,143.99000549316406
2019-01-24,145.0
2019-09-05,142.66000366210938
2018-11-21,141.8699951171875
2020-01-13,139.5800018310547
2020-04-01,140.97999572753906
2020-06-19,138.3699951171875
2019-10-29,139.97999572753906
2020-01-16,137.3800048828125
2020-06-22,139.58999633789062
2018-10-03,141.60000610351562
2018-07-31,145.9499969482422
2019-03-12,142.6199951171875
2019-02-08,145.92999267578125
2019-01-07,147.82000732421875
2018-12-06,148.02999877929688
2019-08-19,149.5500030517578
2019-07-18,149.27000427246094
2019-05-15,147.72999572753906
2019-09-20,149.80999755859375
2019-11-01,149.5
2020-04-07,149.77999877929688
2020-06-25,149.52000427246094
2020-06-16,149.75999450683594
2019-11-04,148.00999450683594
2020-01-22,148.83999633789062
2019-11-07,148.85000610351562
2020-04-13,148.32000732421875
2019-07-01,149.5
2019-05-30,149.07000732421875
2018-08-15,150.22000122070312
2018-10-18,150.7899932861328
2019-03-27,151.1300048828125
2019-01-22,150.42999267578125
2018-12-21,151.27999877929688
2019-09-03,151.35000610351562
2018-11-19,153.33999633789062
2019-08-02,151.3800048828125
2020-01-28,149.6999969482422
2020-04-16,149.38999938964844
2019-11-13,149.80999755859375
2020-01-31,151.0
2018-12-04,154.80999755859375
2018-11-02,154.17999267578125
2019-07-16,155.94000244140625
2018-08-30,155.9600067138672
2018-10-01,156.4600067138672
2019-06-14,157.6199951171875
2019-05-13,157.10000610351562
2019-04-11,157.5
2019-02-06,164.0
2019-09-18,163.5500030517578
2020-02-03,163.5800018310547
2020-04-22,164.7100067138672
2019-11-19,164.47999572753906
2020-02-06,164.2100067138672
2019-11-22,163.00999450683594
2019-03-25,163.11000061035156
2019-02-21,163.5
2018-12-19,164.41000366210938
2018-07-12,164.5399932861328
2018-09-14,163.80999755859375
2018-08-13,163.83999633789062
2018-10-16,164.22000122070312
2019-07-31,163.22999572753906
2019-05-28,164.3000030517578
2019-04-26,162.38999938964844
2020-04-28,154.14999389648438
2019-11-25,154.02999877929688
2020-02-12,153.0
2020-05-01,153.1999969482422
2020-05-04,153.9600067138672
2019-06-12,146.77000427246094
2019-04-09,148.33999633789062
2019-03-08,146.6999969482422
2019-02-04,144.60000610351562
2018-07-27,144.77999877929688
2018-08-28,136.5
2019-01-03,143.07000732421875
2019-08-15,144.67999267578125
2018-10-31,142.0
2019-09-16,147.3000030517578
2020-02-18,147.16000366210938
2020-05-07,148.3300018310547
2018-08-17,149.30999755859375
2019-12-04,148.58999633789062
2020-02-21,151.0500030517578
2018-12-17,152.82000732421875
2019-08-30,151.58999633789062
2018-11-15,150.50999450683594
2019-07-29,148.42999267578125
2019-06-27,149.75
2019-04-24,147.91000366210938
2018-07-10,151.8000030517578
2018-09-12,150.36000061035156
2019-02-19,147.50999450683594
2019-01-18,142.11000061035156
2020-02-24,142.5800018310547
2020-05-13,144.02999877929688
2019-12-10,143.19000244140625
2020-02-27,148.72999572753906
2019-12-13,150.8800048828125
2020-05-19,150.24000549316406
2019-03-06,157.0
2018-11-30,156.3300018310547
2019-08-13,149.4600067138672
2019-07-12,151.85000610351562
2019-06-10,146.39999389648438
2019-05-09,150.08999633789062
2018-07-25,150.13999938964844
2018-09-27,148.22000122070312
2018-10-29,144.3800048828125
2019-10-16,142.0800018310547
2019-12-16,140.63999938964844
2020-03-04,139.25
2020-05-22,136.27999877929688
2019-10-01,134.1699981689453
2019-12-19,132.52999877929688
2018-09-10,129.2899932861328
2019-05-24,133.9499969482422
2018-08-09,137.92999267578125
2019-04-22,138.0399932861328
2019-03-21,135.64999389648438
2019-01-16,136.0399932861328
2019-08-28,134.82000732421875
2018-11-13,137.3300018310547
2018-10-12,151.05999755859375
2019-06-25,150.2899932861328
2020-03-10,149.89999389648438
2020-05-28,153.63999938964844
2019-10-07,152.22999572753906
2020-03-13,153.7899932861328
2019-10-10,152.91000366210938
2020-03-16,151.11000061035156
2020-06-03,155.5399932861328
2018-11-28,156.92999267578125
