Dates,CXO
2018-06-20,128.3699951171875
2018-06-21,123.83000183105469
2018-06-25,126.51000213623047
2018-06-22,124.54000091552734
2018-06-26,125.45999908447266
2018-06-27,133.19000244140625
2018-06-28,135.27999877929688
2018-06-29,136.92999267578125
2018-07-02,133.39999389648438
2018-07-03,135.60000610351562
2018-07-05,135.10000610351562
2018-07-16,135.0
2018-09-18,142.33999633789062
2019-01-24,144.50999450683594
2019-09-05,142.57000732421875
2018-11-21,141.4600067138672
2020-01-13,144.8300018310547
2020-04-01,145.75999450683594
2020-06-19,145.5500030517578
2019-10-29,146.07000732421875
2020-01-16,147.89999389648438
2020-06-22,142.11000061035156
2018-10-03,141.33999633789062
2018-07-31,142.55999755859375
2019-03-12,144.1999969482422
2019-02-08,146.02999877929688
2019-01-07,147.11000061035156
2018-12-06,148.72999572753906
2019-08-19,144.77999877929688
2019-07-18,140.08999633789062
2019-05-15,133.4199981689453
2019-09-20,133.4499969482422
2019-11-01,133.5
2020-04-07,135.60000610351562
2020-06-25,132.92999267578125
2020-06-16,133.97999572753906
2019-11-04,134.33999633789062
2020-01-22,135.0800018310547
2019-11-07,135.47000122070312
2020-04-13,128.97000122070312
2019-07-01,131.52999877929688
2019-05-30,133.3000030517578
2018-08-15,134.1699981689453
2018-10-18,134.72000122070312
2019-03-27,134.88999938964844
2019-01-22,133.22000122070312
2018-12-21,136.0500030517578
2019-09-03,137.72000122070312
2018-11-19,137.1699981689453
2019-08-02,136.55999755859375
2020-01-28,137.02999877929688
2020-04-16,136.24000549316406
2019-11-13,134.66000366210938
2020-01-31,132.1300048828125
2018-12-04,132.41000366210938
2018-11-02,129.77000427246094
2019-07-16,132.17999267578125
2018-08-30,132.61000061035156
2018-10-01,137.33999633789062
2019-06-14,138.67999267578125
2019-05-13,140.67999267578125
2019-04-11,141.13999938964844
2019-02-06,142.00999450683594
2019-09-18,143.41000366210938
2020-02-03,141.35000610351562
2020-04-22,142.27000427246094
2019-11-19,144.77000427246094
2020-02-06,148.75999450683594
2019-11-22,149.3000030517578
2019-03-25,149.82000732421875
2019-02-21,150.5
2018-12-19,152.0800018310547
2018-07-12,152.02999877929688
2018-09-14,152.86000061035156
2018-08-13,154.5
2018-10-16,155.7899932861328
2019-07-31,155.19000244140625
2019-05-28,157.08999633789062
2019-04-26,153.10000610351562
2020-04-28,148.6699981689453
2019-11-25,147.6300048828125
2020-02-12,149.3000030517578
2020-05-01,150.10000610351562
2020-05-04,149.3699951171875
2019-06-12,146.6699981689453
2019-04-09,146.9499969482422
2019-03-08,145.41000366210938
2019-02-04,139.0800018310547
2018-07-27,134.41000366210938
2018-08-28,134.49000549316406
2019-01-03,131.14999389648438
2019-08-15,129.05999755859375
2018-10-31,130.14999389648438
2019-09-16,138.6199951171875
2020-02-18,139.00999450683594
2020-05-07,140.61000061035156
2018-08-17,139.5399932861328
2019-12-04,138.3699951171875
2020-02-21,141.1699981689453
2018-12-17,135.50999450683594
