Dates,CXO
2018-06-20,131.41000366210938
2018-06-21,124.47000122070312
2018-06-25,127.36000061035156
2018-06-22,125.3499984741211
2018-06-26,131.69000244140625
2018-06-27,137.77999877929688
2018-06-28,137.39999389648438
2018-06-29,138.35000610351562
2018-07-02,135.38999938964844
2018-07-03,136.30999755859375
2018-07-05,137.42999267578125
2018-07-16,141.4600067138672
2018-09-18,145.41000366210938
2019-01-24,145.38999938964844
2019-09-05,144.25
2018-11-21,145.5500030517578
2020-01-13,148.0800018310547
2020-04-01,147.86000061035156
2020-06-19,148.05999755859375
2019-10-29,149.66000366210938
2020-01-16,148.27000427246094
2020-06-22,144.2899932861328
2018-10-03,143.41000366210938
2018-07-31,145.3800048828125
2019-03-12,147.27000427246094
2019-02-08,149.3699951171875
2019-01-07,148.30999755859375
2018-12-06,149.14999389648438
2019-08-19,145.85000610351562
2019-07-18,143.13999938964844
2019-05-15,142.0
2019-09-20,133.5
2019-11-01,135.14999389648438
2020-04-07,136.42999267578125
2020-06-25,134.9499969482422
2020-06-16,134.83999633789062
2019-11-04,137.72999572753906
2020-01-22,135.9600067138672
2019-11-07,137.16000366210938
2020-04-13,131.36000061035156
2019-07-01,133.5800018310547
2019-05-30,135.0500030517578
2018-08-15,135.7100067138672
2018-10-18,135.02999877929688
2019-03-27,136.2899932861328
2019-01-22,134.36000061035156
2018-12-21,137.99000549316406
2019-09-03,138.42999267578125
2018-11-19,137.36000061035156
2019-08-02,137.35000610351562
2020-01-28,138.52999877929688
2020-04-16,137.14999389648438
2019-11-13,135.4199981689453
2020-01-31,135.49000549316406
2018-12-04,132.75
2018-11-02,132.91000366210938
2019-07-16,132.61000061035156
2018-08-30,136.5500030517578
2018-10-01,140.2100067138672
2019-06-14,141.8300018310547
2019-05-13,141.11000061035156
2019-04-11,141.6300048828125
2019-02-06,143.5500030517578
2019-09-18,145.07000732421875
2020-02-03,142.92999267578125
2020-04-22,142.8800048828125
2019-11-19,147.07000732421875
2020-02-06,150.9499969482422
2019-11-22,150.52000427246094
2019-03-25,151.44000244140625
2019-02-21,152.75
2018-12-19,153.83999633789062
2018-07-12,153.75
2018-09-14,157.1300048828125
2018-08-13,155.63999938964844
2018-10-16,158.22999572753906
2019-07-31,156.38999938964844
2019-05-28,159.9600067138672
2019-04-26,153.16000366210938
2020-04-28,150.55999755859375
2019-11-25,150.42999267578125
2020-02-12,151.0800018310547
2020-05-01,152.97999572753906
