Dates,CXO
2018-07-26,73.16999816894531
2018-09-28,74.86000061035156
2019-03-07,72.77999877929688
2019-10-30,72.4000015258789
2020-01-17,73.5
2020-06-23,72.8499984741211
2020-04-08,72.05000305175781
2020-06-26,74.56999969482422
2019-03-22,73.02999877929688
2019-01-17,75.55999755859375
2019-08-29,76.79000091552734
2018-11-14,76.73999786376953
2019-06-26,77.79000091552734
2018-09-11,80.45999908447266
2018-07-09,79.38999938964844
2018-08-10,80.83000183105469
2019-04-23,80.58999633789062
2019-09-30,80.98999786376953
2020-01-23,83.55000305175781
2019-11-08,83.55000305175781
2020-04-14,85.72000122070312
2019-11-11,86.0
2020-01-29,86.41999816894531
2020-04-17,85.83000183105469
2018-07-24,85.0
2018-09-26,88.0999984741211
2019-05-08,88.41000366210938
2019-03-05,90.83999633789062
2019-02-01,91.62999725341797
2018-12-31,92.80999755859375
2018-11-29,90.72000122070312
2019-08-12,89.91000366210938
2019-07-11,89.33999633789062
2019-09-13,89.04000091552734
2019-11-14,88.80999755859375
2020-04-20,89.11000061035156
2020-02-04,89.97000122070312
2020-04-23,89.5
2018-12-14,87.95999908447266
2019-08-27,85.41999816894531
2018-08-08,83.93000030517578
2018-10-11,80.12000274658203
2018-11-12,79.68000030517578
2019-07-26,80.75
2019-06-24,77.05999755859375
2019-05-23,76.94000244140625
2019-03-20,75.87000274658203
2019-01-15,76.38999938964844
2019-11-20,78.38999938964844
2020-02-07,82.3499984741211
2020-02-10,79.5199966430664
2020-04-29,78.16999816894531
2019-11-26,78.81999969482422
2020-02-13,80.25
2019-01-30,78.22000122070312
2018-08-23,78.8499984741211
2018-09-24,77.06999969482422
2018-11-27,79.37999725341797
2018-10-26,81.94000244140625
2019-07-09,80.52999877929688
2019-06-07,75.58000183105469
2019-05-06,75.16000366210938
2019-04-04,71.62999725341797
2019-09-11,65.43000030517578
2019-11-29,61.43000030517578
2020-05-05,69.0199966430664
2019-12-02,69.18000030517578
2020-02-19,69.18000030517578
2020-05-08,66.69999694824219
2019-05-21,61.959999084472656
2019-03-18,36.0
2018-09-07,51.189998626708984
2018-08-06,47.79999923706055
2018-10-09,42.20000076293945
2019-02-14,43.77000045776367
2018-12-12,37.4900016784668
2019-07-24,40.52000045776367
2019-09-26,33.970001220703125
2019-10-28,36.0
2019-12-05,41.54999923706055
2020-05-11,40.5
2019-07-03,41.459999084472656
2020-02-25,44.56999969482422
2020-05-14,43.7400016784668
2020-02-28,42.84000015258789
2019-08-08,40.560001373291016
2019-06-05,42.7599983215332
2018-07-20,41.439998626708984
2018-08-21,43.810001373291016
2018-10-24,48.869998931884766
2019-04-02,48.86000061035156
2019-03-01,50.369998931884766
2019-01-28,50.220001220703125
2018-12-27,54.56999969482422
2019-09-09,54.47999954223633
2020-03-02,52.349998474121094
2020-05-20,47.9900016784668
2019-12-17,48.72999954223633
2020-03-05,47.06999969482422
2019-02-12,48.63999938964844
2019-01-11,48.279998779296875
2018-12-10,52.459999084472656
2019-08-23,55.970001220703125
2018-11-08,54.66999816894531
2019-07-22,52.11000061035156
2019-06-20,55.31999969482422
2018-09-05,56.439998626708984
2019-04-17,59.29999923706055
2019-09-24,59.83000183105469
2019-12-20,55.59000015258789
2020-05-26,61.27000045776367
2019-04-30,58.75
2019-12-23,59.4900016784668
2020-03-11,58.349998474121094
2020-05-29,57.93000030517578
2019-12-26,56.4900016784668
2020-06-01,55.5099983215332
2019-05-02,53.08000183105469
2019-02-27,54.68000030517578
2018-11-23,57.56999969482422
2019-08-06,59.29999923706055
2018-07-18,57.79999923706055
2018-09-20,58.400001525878906
2018-10-22,56.599998474121094
2019-07-05,58.040000915527344
2019-06-03,56.97999954223633
2019-10-09,55.130001068115234
2019-10-11,54.41999816894531
2020-03-17,54.47999954223633
2020-06-04,56.709999084472656
2019-10-14,60.95000076293945
2020-03-20,63.31999969482422
2018-11-06,68.80000305175781
2019-06-18,73.61000061035156
2019-05-17,67.63999938964844
2019-04-15,63.459999084472656
2019-03-14,56.189998626708984
2019-01-09,60.40999984741211
2018-08-02,55.16999816894531
2018-10-05,60.54999923706055
2019-08-21,57.959999084472656
2019-10-17,56.40999984741211
2020-03-23,58.119998931884766
2020-06-10,55.68000030517578
2019-02-25,56.79999923706055
2020-01-07,54.11000061035156
2020-03-26,51.04999923706055
2019-10-23,51.099998474121094
