Dates,CXO
2019-12-11,2558000.0
2019-11-27,1441700.0
2020-02-14,1255000.0
2020-05-06,1569900.0
2019-01-08,1410400.0
2018-12-07,2261000.0
2019-08-20,2056500.0
2018-11-05,1774600.0
2019-07-19,883300.0
2018-10-04,1055500.0
2019-06-17,893900.0
2019-05-16,1338000.0
2018-08-01,1317900.0
2019-03-13,1102500.0
2019-12-03,935200.0
2020-02-20,1124700.0
2019-12-06,1608800.0
2020-05-12,2097100.0
2019-12-09,2510400.0
2020-02-26,1975800.0
2020-05-15,1169800.0
2019-03-28,990700.0
2018-09-17,1277700.0
2018-08-16,1660900.0
2018-10-19,1326700.0
2019-04-29,1186300.0
2019-01-23,1445200.0
2019-09-04,1707500.0
2018-11-20,17881200.0
2019-07-02,8016800.0
2019-05-31,4567000.0
2019-12-12,6437900.0
2020-05-18,10101600.0
2019-09-27,5159500.0
2020-03-03,2096500.0
2020-05-21,2402900.0
2019-05-14,2185400.0
2018-08-31,3347200.0
2018-07-30,2335000.0
2018-10-02,2829500.0
2019-04-12,1569400.0
2019-03-11,3048800.0
2019-02-07,1362600.0
2019-07-17,1407700.0
2019-09-19,2150400.0
2019-10-21,1118300.0
2019-12-18,1282700.0
2020-03-06,1334600.0
2019-10-03,1539500.0
2020-03-09,2209500.0
2020-05-27,7471300.0
2019-12-24,3330500.0
2020-03-12,3900300.0
2018-12-20,4079600.0
2019-08-01,2370400.0
2018-08-14,2250900.0
2018-07-13,2016200.0
2018-10-17,3133100.0
2019-05-29,1737800.0
2019-03-26,4899500.0
2019-02-22,2919100.0
2019-10-04,1844100.0
2019-11-05,1744700.0
2019-12-27,3634700.0
2020-06-02,1405900.0
2019-12-30,1588300.0
2020-03-18,1430600.0
2020-06-05,1791400.0
2019-07-15,1746800.0
2018-12-03,1383500.0
2019-06-13,2303800.0
2019-01-04,2968400.0
2018-08-29,2445200.0
2019-02-05,1996800.0
2018-11-01,2023300.0
2019-08-16,2474800.0
2019-04-10,1996400.0
2019-09-17,1975300.0
2019-10-15,1597000.0
2020-01-02,1834200.0
2020-06-08,1254400.0
2019-10-18,1418400.0
2020-03-24,2801200.0
2020-06-11,1863300.0
2020-01-08,1413800.0
2019-04-25,1588500.0
2019-07-30,1123900.0
2019-02-20,1324600.0
2018-07-11,1457200.0
2018-09-13,2070800.0
2018-10-15,2880900.0
2019-06-28,4927100.0
2018-12-18,2610300.0
2018-11-16,1944200.0
2019-10-02,2548500.0
2020-03-27,1980000.0
2020-01-10,1902300.0
2019-10-24,1634700.0
2020-03-30,1249500.0
2020-06-17,1398800.0
2020-01-14,1719000.0
2020-04-02,1404200.0
2019-01-02,1201600.0
2019-08-14,1410300.0
2018-10-30,1639800.0
2019-06-11,1462700.0
2019-05-10,1374200.0
2019-04-08,1084200.0
2018-08-27,1344000.0
2018-07-26,1533200.0
2018-09-28,3519400.0
2019-03-07,1018600.0
2019-10-30,674400.0
2020-01-17,1122300.0
2020-06-23,1696000.0
2020-04-08,2111400.0
2020-06-26,1661500.0
2019-03-22,1635700.0
2019-01-17,1100400.0
2019-08-29,1209500.0
2018-11-14,1235700.0
2019-06-26,1806600.0
2018-09-11,1298800.0
2018-07-09,1480800.0
2018-08-10,1501000.0
2019-04-23,1336200.0
2019-09-30,1352400.0
2020-01-23,2824200.0
2019-11-08,1594900.0
2020-04-14,381500.0
2019-11-11,1026900.0
2020-01-29,1335300.0
2020-04-17,1132800.0
2018-07-24,1179300.0
2018-09-26,1370600.0
2019-05-08,2580800.0
2019-03-05,2259200.0
2019-02-01,1784600.0
2018-12-31,2696200.0
2018-11-29,2041900.0
2019-08-12,1977400.0
2019-07-11,1719400.0
2019-09-13,2338300.0
2019-11-14,1876900.0
2020-04-20,1544800.0
2020-02-04,1614500.0
2020-04-23,1668400.0
2018-12-14,3285900.0
2019-08-27,2476300.0
2018-08-08,2330700.0
2018-10-11,2081600.0
2018-11-12,2254900.0
2019-07-26,1380500.0
2019-06-24,1802000.0
2019-05-23,1731800.0
2019-03-20,1788900.0
2019-01-15,2088400.0
2019-11-20,2730000.0
2020-02-07,1720000.0
2020-02-10,1088200.0
2020-04-29,1236700.0
2019-11-26,949200.0
2020-02-13,1060300.0
2019-01-30,1577100.0
2018-08-23,878900.0
2018-09-24,1847200.0
2018-11-27,3813500.0
2018-10-26,2382600.0
2019-07-09,2133400.0
2019-06-07,3905300.0
2019-05-06,2601500.0
2019-04-04,2263500.0
2019-09-11,2919800.0
2019-11-29,3787200.0
2020-05-05,3288700.0
2019-12-02,2180000.0
2020-02-19,1548900.0
2020-05-08,2281200.0
2019-05-21,4669000.0
2019-03-18,9691800.0
2018-09-07,6649900.0
2018-08-06,5220800.0
2018-10-09,5780000.0
2019-02-14,5409200.0
2018-12-12,5044000.0
2019-07-24,4396500.0
2019-09-26,3496800.0
2019-10-28,3602800.0
2019-12-05,4179200.0
2020-05-11,3189300.0
2019-07-03,4779200.0
2020-02-25,2480000.0
2020-05-14,2308600.0
2020-02-28,2510500.0
2019-08-08,3407000.0
2019-06-05,2843500.0
2018-07-20,2184300.0
2018-08-21,3051300.0
2018-10-24,2621200.0
2019-04-02,3336300.0
2019-03-01,3099900.0
2019-01-28,1917000.0
2018-12-27,3320800.0
2019-09-09,1986200.0
2020-03-02,1866700.0
2020-05-20,3614100.0
2019-12-17,2962000.0
2020-03-05,2352900.0
2019-02-12,2851700.0
2019-01-11,2417200.0
2018-12-10,2261200.0
2019-08-23,2808500.0
2018-11-08,2289500.0
2019-07-22,2722700.0
2019-06-20,2257300.0
2018-09-05,2015700.0
2019-04-17,2430800.0
2019-09-24,4104200.0
2019-12-20,2105400.0
2020-05-26,2280900.0
2019-04-30,1520900.0
2019-12-23,2036800.0
2020-03-11,2067700.0
2020-05-29,1580800.0
2019-12-26,2033400.0
2020-06-01,2069900.0
2019-05-02,1393800.0
2019-02-27,2223500.0
2018-11-23,2009000.0
2019-08-06,1943500.0
2018-07-18,1444800.0
2018-09-20,1559700.0
2018-10-22,1980400.0
2019-07-05,1843600.0
2019-06-03,2539500.0
2019-10-09,2570100.0
2019-10-11,3243000.0
2020-03-17,2379000.0
2020-06-04,3001600.0
2019-10-14,3755500.0
2020-03-20,2070000.0
2018-11-06,3843100.0
2019-06-18,2396000.0
2019-05-17,4387200.0
2019-04-15,4465300.0
2019-03-14,2745300.0
2019-01-09,3157900.0
2018-08-02,5469500.0
2018-10-05,4055300.0
2019-08-21,2610600.0
2019-10-17,3013200.0
2020-03-23,3930900.0
2020-06-10,4372900.0
2019-02-25,6684300.0
2020-01-07,3669100.0
2020-03-26,4170500.0
2019-10-23,3106900.0
