Dates,CXO
2018-06-20,132.13999938964844
2018-06-21,130.8699951171875
2018-06-25,129.5500030517578
2018-06-22,128.11000061035156
2018-06-26,132.55999755859375
2018-06-27,139.72999572753906
2018-06-28,138.91000366210938
2018-06-29,140.66000366210938
2018-07-02,137.8000030517578
2018-07-03,139.4499969482422
2018-07-05,137.85000610351562
2018-07-16,141.77999877929688
2018-09-18,145.8800048828125
2019-01-24,148.49000549316406
2019-09-05,146.30999755859375
2018-11-21,145.72999572753906
2020-01-13,150.08999633789062
2020-04-01,149.19000244140625
2020-06-19,149.13999938964844
2019-10-29,150.7899932861328
2020-01-16,151.5500030517578
2020-06-22,149.22999572753906
2018-10-03,145.77999877929688
2018-07-31,146.10000610351562
2019-03-12,147.5800018310547
2019-02-08,149.6999969482422
2019-01-07,150.64999389648438
2018-12-06,151.22999572753906
2019-08-19,149.0399932861328
2019-07-18,144.3800048828125
2019-05-15,143.0800018310547
2019-09-20,141.36000061035156
2019-11-01,137.25999450683594
2020-04-07,138.3699951171875
2020-06-25,136.14999389648438
2020-06-16,135.92999267578125
2019-11-04,138.00999450683594
2020-01-22,138.55999755859375
2019-11-07,138.11000061035156
2020-04-13,135.8800048828125
2019-07-01,138.63999938964844
2019-05-30,136.2100067138672
2018-08-15,136.33999633789062
2018-10-18,137.99000549316406
2019-03-27,137.0500030517578
2019-01-22,135.85000610351562
2018-12-21,138.77000427246094
2019-09-03,139.07000732421875
2018-11-19,139.80999755859375
2019-08-02,137.88999938964844
2020-01-28,139.17999267578125
2020-04-16,138.49000549316406
2019-11-13,138.52000427246094
2020-01-31,136.10000610351562
2018-12-04,135.4600067138672
2018-11-02,133.10000610351562
2019-07-16,134.3300018310547
2018-08-30,138.0500030517578
2018-10-01,143.1999969482422
2019-06-14,143.2899932861328
2019-05-13,143.0500030517578
2019-04-11,144.08999633789062
2019-02-06,144.24000549316406
2019-09-18,146.42999267578125
2020-02-03,146.0
2020-04-22,145.02999877929688
2019-11-19,148.14999389648438
2020-02-06,151.0500030517578
2019-11-22,151.5399932861328
2019-03-25,151.6999969482422
2019-02-21,154.07000732421875
2018-12-19,154.85000610351562
2018-07-12,154.17999267578125
2018-09-14,157.41000366210938
2018-08-13,156.5500030517578
2018-10-16,158.3300018310547
2019-07-31,157.36000061035156
2019-05-28,160.80999755859375
2019-04-26,160.02999877929688
2020-04-28,153.4600067138672
2019-11-25,153.36000061035156
2020-02-12,152.35000610351562
2020-05-01,153.3800048828125
2020-05-04,152.75
2019-06-12,149.5800018310547
2019-04-09,150.4499969482422
2019-03-08,147.67999267578125
2019-02-04,144.0
2018-07-27,143.1999969482422
2018-08-28,137.5800018310547
2019-01-03,137.0
2019-08-15,136.07000732421875
2018-10-31,136.94000244140625
2019-09-16,145.42999267578125
2020-02-18,145.10000610351562
2020-05-07,145.85000610351562
2018-08-17,144.33999633789062
2019-12-04,142.6300048828125
2020-02-21,144.8800048828125
2018-12-17,142.57000732421875
2019-08-30,137.55999755859375
2018-11-15,138.22999572753906
2019-07-29,130.8300018310547
2019-06-27,131.08999633789062
2019-04-24,134.67999267578125
2018-07-10,139.07000732421875
2018-09-12,139.99000549316406
2019-02-19,137.97000122070312
2019-01-18,138.00999450683594
2020-02-24,130.6699981689453
2020-05-13,130.13999938964844
2019-12-10,130.38999938964844
2020-02-27,128.6300048828125
2019-12-13,133.07000732421875
2020-05-19,131.0399932861328
2019-03-06,135.72000122070312
2018-11-30,135.30999755859375
2019-08-13,125.26000213623047
2019-07-12,126.77999877929688
2019-06-10,126.0
2019-05-09,123.22000122070312
2018-07-25,125.33999633789062
2018-09-27,121.81999969482422
2018-10-29,120.0199966430664
2019-10-16,114.76000213623047
2019-12-16,110.27999877929688
2020-03-04,107.62999725341797
2020-05-22,106.83000183105469
2019-10-01,102.2300033569336
2019-12-19,99.05000305175781
2018-09-10,102.62999725341797
2019-05-24,102.8499984741211
2018-08-09,104.08000183105469
2019-04-22,103.88999938964844
2019-03-21,106.9800033569336
2019-01-16,108.9800033569336
2019-08-28,112.19000244140625
2018-11-13,116.01000213623047
2018-10-12,120.0999984741211
2019-06-25,124.87999725341797
2020-03-10,123.25
2020-05-28,121.77999877929688
2019-10-07,121.9800033569336
2020-03-13,123.94000244140625
2019-10-10,124.97000122070312
2020-03-16,126.30999755859375
2020-06-03,126.54000091552734
2018-11-28,122.97000122070312
2018-09-25,119.63999938964844
2018-07-23,117.55000305175781
2018-08-24,120.02999877929688
2019-07-10,116.94999694824219
2019-05-07,118.66999816894531
2019-04-05,121.19000244140625
2019-03-04,122.45999908447266
2019-01-31,121.81999969482422
2019-09-12,120.1500015258789
2019-12-31,119.9800033569336
2020-03-19,118.66999816894531
2020-01-03,116.04000091552734
2020-06-09,113.73999786376953
2019-02-15,116.62000274658203
2019-01-14,120.13999938964844
2018-07-06,120.41999816894531
2018-08-07,120.33000183105469
2018-10-10,123.4000015258789
2018-12-13,122.58000183105469
2019-08-26,116.19000244140625
2019-07-25,112.69999694824219
2019-05-22,107.37999725341797
2019-03-19,109.06999969482422
2020-01-06,109.54000091552734
2020-03-25,113.06999969482422
2020-06-12,111.4800033569336
2019-10-22,111.80000305175781
2020-01-09,112.47000122070312
2020-06-15,111.86000061035156
2019-10-25,107.94999694824219
2020-03-31,106.0
2020-06-18,101.05000305175781
2019-04-03,101.87999725341797
2018-08-22,102.5199966430664
2018-10-25,103.73999786376953
2019-01-29,104.0199966430664
2018-12-28,103.91999816894531
2018-11-26,107.52999877929688
2019-08-09,108.47000122070312
2019-07-08,110.94999694824219
2019-06-06,110.77999877929688
2019-09-10,108.47000122070312
2020-01-15,105.56999969482422
2020-04-03,109.91999816894531
2019-10-31,109.62000274658203
2020-04-06,111.72000122070312
2020-06-24,113.76000213623047
2018-11-09,113.8499984741211
2019-07-23,113.41000366210938
2019-06-21,112.37000274658203
2019-05-20,109.25
2019-04-18,110.2699966430664
2018-09-06,113.0999984741211
2018-10-08,111.52999877929688
2019-02-13,109.12000274658203
2018-12-11,107.37000274658203
2019-09-25,117.30999755859375
2020-01-21,117.54000091552734
2020-04-09,116.93000030517578
2019-11-06,117.41999816894531
2020-01-24,117.0999984741211
2020-01-27,120.45999908447266
2020-04-15,123.30000305175781
2018-12-26,124.52999877929688
2019-08-07,123.0199966430664
2019-06-04,119.97000122070312
2018-09-21,117.95999908447266
2018-07-19,117.19999694824219
2018-08-20,117.37000274658203
2018-10-23,108.83000183105469
2019-05-03,110.62999725341797
2019-04-01,108.94000244140625
2019-02-28,107.29000091552734
2019-11-12,112.0199966430664
2020-01-30,112.06999969482422
2019-11-15,112.8499984741211
2020-04-21,112.7699966430664
2019-04-16,113.30999755859375
2019-03-15,113.87000274658203
2019-02-11,115.19000244140625
2019-01-10,114.30000305175781
2019-08-22,113.30999755859375
2018-11-07,116.91999816894531
2018-08-03,114.87000274658203
2018-09-04,107.98999786376953
2019-06-19,104.41999816894531
2019-09-23,101.75
2019-11-18,100.69999694824219
2020-02-05,100.93000030517578
2020-04-24,99.12999725341797
2019-03-29,100.29000091552734
2019-11-21,102.33999633789062
2020-04-27,101.37999725341797
2020-02-11,101.25
2020-04-30,100.91999816894531
2019-05-01,101.0
2019-02-26,102.47000122070312
2019-01-25,99.86000061035156
2018-12-24,100.47000122070312
2019-09-06,100.66999816894531
2018-07-17,101.2699966430664
2018-09-19,105.33000183105469
2019-08-05,105.47000122070312
2019-10-08,105.98999786376953
2019-12-11,107.44999694824219
2019-11-27,107.69000244140625
2020-02-14,103.31999969482422
2020-05-06,105.08999633789062
2019-01-08,104.05000305175781
2018-12-07,103.91999816894531
2019-08-20,105.94000244140625
2018-11-05,103.4800033569336
2019-07-19,99.97000122070312
2018-10-04,101.01000213623047
2019-06-17,102.0
2019-05-16,100.61000061035156
2018-08-01,103.25
2019-03-13,103.51000213623047
2019-12-03,103.25
2020-02-20,103.0199966430664
2019-12-06,99.69000244140625
2020-05-12,99.69999694824219
2019-12-09,99.45999908447266
2020-02-26,101.79000091552734
2020-05-15,102.31999969482422
2019-03-28,102.19999694824219
2018-09-17,104.87999725341797
2018-08-16,103.73999786376953
2018-10-19,98.33000183105469
2019-04-29,97.55999755859375
2019-01-23,98.56999969482422
2019-09-04,99.41999816894531
2018-11-20,81.12999725341797
2019-07-02,77.20999908447266
2019-05-31,71.95999908447266
2019-12-12,70.22000122070312
2020-05-18,69.41000366210938
2019-09-27,73.51000213623047
2020-03-03,73.63999938964844
2020-05-21,71.69999694824219
2019-05-14,72.87000274658203
2018-08-31,69.20999908447266
2018-07-30,70.30999755859375
2018-10-02,71.79000091552734
2019-04-12,73.62000274658203
2019-03-11,72.7699966430664
2019-02-07,74.01000213623047
2019-07-17,74.25
2019-09-19,73.12999725341797
2019-10-21,71.27999877929688
2019-12-18,69.9800033569336
2020-03-06,71.30999755859375
2019-10-03,73.4000015258789
2020-03-09,73.62999725341797
2020-05-27,72.2300033569336
2019-12-24,73.18000030517578
2020-03-12,73.88999938964844
2018-12-20,70.1500015258789
2019-08-01,74.30000305175781
2018-08-14,77.43000030517578
2018-07-13,77.30000305175781
2018-10-17,73.33999633789062
2019-05-29,74.11000061035156
2019-03-26,78.93000030517578
2019-02-22,76.06999969482422
2019-10-04,74.61000061035156
2019-11-05,74.86000061035156
2019-12-27,74.44000244140625
2020-06-02,73.47000122070312
2019-12-30,72.7699966430664
2020-03-18,71.36000061035156
2020-06-05,69.44000244140625
2019-07-15,69.25
2018-12-03,69.16999816894531
2019-06-13,68.76000213623047
2019-01-04,65.86000061035156
2018-08-29,65.2699966430664
2019-02-05,65.69000244140625
2018-11-01,65.25
2019-08-16,62.86000061035156
2019-04-10,63.33000183105469
2019-09-17,65.01000213623047
2019-10-15,66.66000366210938
2020-01-02,66.05000305175781
2020-06-08,67.20999908447266
2019-10-18,66.66000366210938
2020-03-24,64.9800033569336
2020-06-11,64.22000122070312
2020-01-08,63.97999954223633
2019-04-25,65.91000366210938
2019-07-30,66.13999938964844
2019-02-20,66.16000366210938
2018-07-11,66.76000213623047
2018-09-13,67.13999938964844
2018-10-15,66.6500015258789
2019-06-28,73.94999694824219
2018-12-18,67.56999969482422
2018-11-16,70.08999633789062
2019-10-02,73.25
2020-03-27,74.30000305175781
2020-01-10,73.18000030517578
2019-10-24,73.62999725341797
2020-03-30,73.05000305175781
2020-06-17,73.3499984741211
2020-01-14,73.43000030517578
2020-04-02,73.22000122070312
2019-01-02,73.20999908447266
2019-08-14,73.45999908447266
2018-10-30,72.56999969482422
2019-06-11,71.94999694824219
2019-05-10,73.69000244140625
2019-04-08,73.16000366210938
2018-08-27,74.38999938964844
2018-07-26,74.93000030517578
2018-09-28,74.86000061035156
2019-03-07,74.0
2019-10-30,73.22000122070312
2020-01-17,73.94999694824219
2020-06-23,72.94000244140625
2020-04-08,74.81999969482422
2020-06-26,75.4000015258789
2019-03-22,76.69000244140625
2019-01-17,77.13999938964844
2019-08-29,77.2699966430664
2018-11-14,78.33000183105469
2019-06-26,80.51000213623047
2018-09-11,81.0199966430664
2018-07-09,81.36000061035156
2018-08-10,81.94999694824219
2019-04-23,82.33000183105469
2019-09-30,82.88999938964844
2020-01-23,84.41000366210938
2019-11-08,86.08999633789062
2020-04-14,86.0999984741211
2019-11-11,87.12000274658203
2020-01-29,86.80000305175781
2020-04-17,86.87000274658203
2018-07-24,87.69999694824219
2018-09-26,88.62999725341797
2019-05-08,90.4000015258789
2019-03-05,92.4800033569336
2019-02-01,93.33999633789062
2018-12-31,93.05000305175781
2018-11-29,90.95999908447266
2019-08-12,90.45999908447266
2019-07-11,89.33999633789062
2019-09-13,90.45999908447266
2019-11-14,89.37000274658203
2020-04-20,91.05999755859375
2020-02-04,90.5199966430664
2020-04-23,89.94000244140625
2018-12-14,87.95999908447266
2019-08-27,85.58000183105469
2018-08-08,83.93000030517578
2018-10-11,80.12000274658203
2018-11-12,80.7300033569336
2019-07-26,81.04000091552734
2019-06-24,78.5199966430664
2019-05-23,77.16000366210938
2019-03-20,76.3499984741211
2019-01-15,77.1500015258789
2019-11-20,82.19000244140625
2020-02-07,82.3499984741211
2020-02-10,79.75
2020-04-29,78.27999877929688
2019-11-26,79.23999786376953
2020-02-13,81.0199966430664
2019-01-30,79.54000091552734
2018-08-23,79.2300033569336
2018-09-24,77.4800033569336
2018-11-27,82.9000015258789
2018-10-26,82.5
2019-07-09,80.52999877929688
2019-06-07,75.88999938964844
2019-05-06,75.54000091552734
2019-04-04,72.55000305175781
2019-09-11,68.44000244140625
2019-11-29,68.13999938964844
2020-05-05,70.45999908447266
2019-12-02,69.80000305175781
2020-02-19,69.18000030517578
