Dates,MKTX
2019-09-10,238.97999572753906
2020-01-15,238.8000030517578
2020-04-03,240.77000427246094
2019-10-31,244.00999450683594
2020-04-06,245.52000427246094
2020-06-24,248.0
2018-11-09,248.1300048828125
2019-07-23,247.47999572753906
2019-06-21,250.16000366210938
2019-05-20,247.1699981689453
2019-04-18,248.41000366210938
2018-09-06,253.88999938964844
2018-10-08,257.1300048828125
2019-02-13,259.82000732421875
2018-12-11,259.3800048828125
2019-09-25,258.25
2020-01-21,260.3299865722656
2020-04-09,262.42999267578125
2019-11-06,263.9100036621094
2020-01-24,261.9200134277344
2020-01-27,263.6199951171875
2020-04-15,262.9599914550781
2018-12-26,263.3500061035156
2019-08-07,263.010009765625
2019-06-04,263.69000244140625
2018-09-21,272.44000244140625
2018-07-19,276.7200012207031
2018-08-20,279.25
2018-10-23,282.4100036621094
2019-05-03,283.82000732421875
2019-04-01,282.9200134277344
2019-02-28,288.6099853515625
2019-11-12,279.9700012207031
2020-01-30,278.6400146484375
2019-11-15,277.0799865722656
2020-04-21,277.19000244140625
2019-04-16,282.19000244140625
2019-03-15,286.1000061035156
2019-02-11,288.489990234375
2019-01-10,287.9100036621094
2019-08-22,290.57000732421875
2018-11-07,293.8900146484375
2018-08-03,292.6199951171875
2018-09-04,290.510009765625
2019-06-19,292.2900085449219
2019-09-23,288.32000732421875
2019-11-18,280.0
2020-02-05,282.1700134277344
2020-04-24,282.9700012207031
2019-03-29,297.6400146484375
2019-11-21,296.9100036621094
2020-04-27,300.5199890136719
2020-02-11,316.79998779296875
2020-04-30,327.1499938964844
2019-05-01,333.2099914550781
2019-02-26,341.2099914550781
2019-01-25,327.2799987792969
2018-12-24,326.6400146484375
2019-09-06,317.7900085449219
2018-07-17,320.3900146484375
2018-09-19,320.25
2019-08-05,319.2900085449219
2019-10-08,333.2300109863281
2019-12-11,330.1499938964844
2019-11-27,332.44000244140625
2020-02-14,325.42999267578125
2020-05-06,320.4200134277344
2019-01-08,312.70001220703125
2018-12-07,318.2699890136719
2019-08-20,322.3699951171875
2018-11-05,323.510009765625
2019-07-19,332.8800048828125
2018-10-04,339.2699890136719
2019-06-17,341.9700012207031
2019-05-16,340.9100036621094
2018-08-01,343.95001220703125
2019-03-13,349.32000732421875
2019-12-03,356.04998779296875
2020-02-20,359.94000244140625
2019-12-06,361.5899963378906
2020-05-12,364.04998779296875
2019-12-09,368.32000732421875
2020-02-26,373.9800109863281
2020-05-15,368.7699890136719
2019-03-28,372.95001220703125
2018-09-17,354.80999755859375
2018-08-16,334.3800048828125
2018-10-19,345.92999267578125
2019-04-29,346.7200012207031
2019-01-23,335.95001220703125
2019-09-04,336.0
2018-11-20,339.29998779296875
2019-07-02,341.0
2019-05-31,337.8399963378906
2019-12-12,343.5
2020-05-18,341.45001220703125
2019-09-27,349.5299987792969
2020-03-03,352.8500061035156
2020-05-21,360.17999267578125
2019-05-14,363.2900085449219
2018-08-31,363.7900085449219
2018-07-30,357.92999267578125
2018-10-02,367.9800109863281
2019-04-12,368.2799987792969
2019-03-11,368.510009765625
2019-02-07,376.8299865722656
2019-07-17,388.20001220703125
2019-09-19,392.55999755859375
2019-10-21,389.0299987792969
2019-12-18,397.6099853515625
2020-03-06,406.17999267578125
2019-10-03,408.1700134277344
2020-03-09,395.79998779296875
2020-05-27,398.8900146484375
2019-12-24,404.4700012207031
2020-03-12,411.4700012207031
2018-12-20,413.82000732421875
2019-08-01,419.2900085449219
2018-08-14,367.8999938964844
2018-07-13,342.2300109863281
2018-10-17,344.7099914550781
2019-05-29,344.5799865722656
2019-03-26,328.010009765625
2019-02-22,336.5
2019-10-04,343.82000732421875
2019-11-05,344.0
2019-12-27,343.5299987792969
2020-06-02,340.55999755859375
2019-12-30,336.94000244140625
2020-03-18,336.19000244140625
2020-06-05,333.8900146484375
2019-07-15,334.25
2018-12-03,326.4200134277344
2019-06-13,325.57000732421875
2019-01-04,319.7300109863281
2018-08-29,321.2799987792969
2019-02-05,336.1000061035156
2018-11-01,346.8500061035156
2019-08-16,346.4800109863281
2019-04-10,347.3599853515625
2019-09-17,354.05999755859375
2019-10-15,361.4100036621094
2020-01-02,349.82000732421875
2020-06-08,352.4800109863281
2019-10-18,344.67999267578125
2020-03-24,344.0799865722656
2020-06-11,350.7699890136719
2020-01-08,352.8399963378906
2019-04-25,354.3699951171875
2019-07-30,344.05999755859375
2019-02-20,342.54998779296875
2018-07-11,350.8800048828125
2018-09-13,346.5299987792969
2018-10-15,349.3800048828125
2019-06-28,352.44000244140625
2018-12-18,359.2300109863281
2018-11-16,371.92999267578125
2019-10-02,368.5299987792969
2020-03-27,357.1600036621094
2020-01-10,343.5199890136719
2019-10-24,349.4800109863281
2020-03-30,348.3599853515625
2020-06-17,346.6700134277344
2020-01-14,359.80999755859375
2020-04-02,365.489990234375
2019-01-02,374.0
2019-08-14,380.1600036621094
2018-10-30,377.2300109863281
2019-06-11,389.1400146484375
2019-05-10,402.3599853515625
2019-04-08,406.0400085449219
2018-08-27,397.5299987792969
2018-07-26,393.1000061035156
2018-09-28,399.4100036621094
2019-03-07,403.32000732421875
2019-10-30,403.07000732421875
2020-01-17,402.54998779296875
2020-06-23,397.2300109863281
2020-04-08,396.70001220703125
2020-06-26,394.80999755859375
2019-03-22,381.010009765625
2019-01-17,376.989990234375
2019-08-29,368.1199951171875
2018-11-14,372.239990234375
2019-06-26,374.3500061035156
2018-09-11,367.760009765625
2018-07-09,374.6400146484375
2018-08-10,375.0
2019-04-23,372.6099853515625
2019-09-30,372.6499938964844
2020-01-23,378.5
2019-11-08,376.32000732421875
2020-04-14,371.92999267578125
2019-11-11,373.82000732421875
2020-01-29,378.5400085449219
2020-04-17,375.1099853515625
2018-07-24,374.4800109863281
2018-09-26,380.260009765625
2019-05-08,377.94000244140625
2019-03-05,379.70001220703125
2019-02-01,372.5400085449219
2018-12-31,375.05999755859375
2018-11-29,366.42999267578125
2019-08-12,371.70001220703125
2019-07-11,361.7900085449219
2019-09-13,369.69000244140625
2019-11-14,365.75
2020-04-20,368.9100036621094
2020-02-04,370.45001220703125
2020-04-23,368.2799987792969
2018-12-14,373.04998779296875
2019-08-27,369.57000732421875
2018-08-08,366.8399963378906
2018-10-11,355.0799865722656
2018-11-12,360.239990234375
2019-07-26,362.1700134277344
2019-06-24,350.0299987792969
2019-05-23,356.42999267578125
2019-03-20,359.8500061035156
2019-01-15,357.9599914550781
2019-11-20,355.8999938964844
2020-02-07,342.7099914550781
2020-02-10,345.3399963378906
2020-04-29,342.010009765625
2019-11-26,340.7699890136719
2020-02-13,342.55999755859375
2019-01-30,332.6199951171875
2018-08-23,339.0
2018-09-24,346.07000732421875
2018-11-27,348.1600036621094
2018-10-26,341.45001220703125
2019-07-09,342.8299865722656
2019-06-07,333.42999267578125
2019-05-06,342.739990234375
2019-04-04,332.07000732421875
2019-09-11,332.6600036621094
2019-11-29,329.6700134277344
2020-05-05,324.9200134277344
2019-12-02,346.8999938964844
2020-02-19,356.1700134277344
2020-05-08,367.3999938964844
2019-05-21,368.9100036621094
2019-03-18,342.8500061035156
2018-09-07,356.30999755859375
2018-08-06,356.1700134277344
2018-10-09,318.6700134277344
2019-02-14,320.5899963378906
2018-12-12,317.3500061035156
2019-07-24,318.0400085449219
2019-09-26,300.0
2019-10-28,303.55999755859375
2019-12-05,310.6099853515625
2020-05-11,309.9100036621094
2019-07-03,293.7900085449219
2020-02-25,323.57000732421875
2020-05-14,339.1400146484375
2020-02-28,342.70001220703125
2019-08-08,353.6199951171875
2019-06-05,347.1400146484375
2018-07-20,320.4100036621094
2018-08-21,325.0400085449219
2018-10-24,343.3500061035156
2019-04-02,394.17999267578125
2019-03-01,400.54998779296875
2019-01-28,388.0400085449219
2018-12-27,399.29998779296875
2019-09-09,400.0
2020-03-02,397.739990234375
2020-05-20,396.29998779296875
2019-12-17,419.510009765625
2020-03-05,447.510009765625
2019-02-12,428.7300109863281
2019-01-11,430.760009765625
2018-12-10,417.2099914550781
2019-08-23,424.1199951171875
2018-11-08,421.2799987792969
2019-07-22,431.2099914550781
2019-06-20,443.2300109863281
2018-09-05,441.1199951171875
2019-04-17,450.3900146484375
2019-09-24,451.2300109863281
2019-12-20,450.2099914550781
2020-05-26,450.0199890136719
2019-04-30,491.9200134277344
2019-12-23,483.5299987792969
2020-03-11,482.0
2020-05-29,486.45001220703125
2019-12-26,514.1300048828125
2020-06-01,496.44000244140625
2019-05-02,499.95001220703125
2019-02-27,497.5400085449219
2018-11-23,500.989990234375
2019-08-06,491.0
2018-07-18,480.5199890136719
2018-09-20,475.70001220703125
2018-10-22,472.5400085449219
2019-07-05,480.29998779296875
2019-06-03,467.1499938964844
2019-10-09,475.57000732421875
2019-10-11,489.0
2020-03-17,508.5799865722656
2020-06-04,521.9600219726562
2019-10-14,518.489990234375
2020-03-20,511.79998779296875
2018-11-06,494.739990234375
2019-06-18,487.0799865722656
2019-05-17,497.4200134277344
2019-04-15,497.739990234375
2019-03-14,509.07000732421875
2019-01-09,486.55999755859375
2018-08-02,488.3299865722656
2018-10-05,504.6000061035156
2019-08-21,503.0
2019-10-17,503.9700012207031
2020-03-23,511.30999755859375
2020-06-10,521.7100219726562
2019-02-25,522.22998046875
2020-01-07,519.1500244140625
2020-03-26,505.510009765625
2019-10-23,505.6000061035156
