Dates,MKTX
2018-06-20,216.22000122070312
2018-06-21,212.9199981689453
2018-06-25,217.52999877929688
2018-06-22,210.99000549316406
2018-06-26,205.92999267578125
2018-06-27,208.77000427246094
2018-06-28,203.2100067138672
2018-06-29,204.60000610351562
2018-07-02,201.19000244140625
2018-07-03,203.0399932861328
2018-07-05,200.1999969482422
2018-07-16,204.17999267578125
2018-09-18,205.39999389648438
2019-01-24,204.27000427246094
2019-09-05,204.89999389648438
2018-11-21,207.27000427246094
2020-01-13,208.9499969482422
2020-04-01,207.27000427246094
2020-06-19,209.27999877929688
2019-10-29,210.91000366210938
2020-01-16,210.89999389648438
2020-06-22,210.5
2018-10-03,211.69000244140625
2018-07-31,211.94000244140625
2019-03-12,210.52999877929688
2019-02-08,204.94000244140625
2019-01-07,201.47999572753906
2018-12-06,199.33999633789062
2019-08-19,194.27000427246094
2019-07-18,197.97000122070312
2019-05-15,195.39999389648438
2019-09-20,192.02000427246094
2019-11-01,190.5399932861328
2020-04-07,190.3300018310547
2020-06-25,189.2100067138672
2020-06-16,189.42999267578125
2019-11-04,187.5
2020-01-22,187.72999572753906
2019-11-07,187.32000732421875
2020-04-13,187.94000244140625
2019-07-01,189.13999938964844
2019-05-30,189.36000061035156
2018-08-15,190.5
2018-10-18,191.99000549316406
2019-03-27,191.47000122070312
2019-01-22,191.3800048828125
2018-12-21,189.75999450683594
2019-09-03,189.55999755859375
2018-11-19,189.27999877929688
2019-08-02,190.3300018310547
2020-01-28,190.6300048828125
2020-04-16,190.4600067138672
2019-11-13,194.4600067138672
2020-01-31,195.52999877929688
2018-12-04,190.47999572753906
2018-11-02,187.52999877929688
2019-07-16,187.3699951171875
2018-08-30,185.00999450683594
2018-10-01,184.44000244140625
2019-06-14,185.42999267578125
2019-05-13,186.0399932861328
2019-04-11,184.75
2019-02-06,182.02999877929688
2019-09-18,184.0800018310547
2020-02-03,184.22000122070312
2020-04-22,184.49000549316406
2019-11-19,184.72999572753906
2020-02-06,185.17999267578125
2019-11-22,182.97999572753906
2019-03-25,180.82000732421875
2019-02-21,179.8699951171875
2018-12-19,177.94000244140625
2018-07-12,179.69000244140625
2018-09-14,183.92999267578125
2018-08-13,191.74000549316406
2018-10-16,193.0500030517578
2019-07-31,189.13999938964844
2019-05-28,189.9199981689453
2019-04-26,189.22000122070312
2020-04-28,188.94000244140625
2019-11-25,188.3000030517578
2020-02-12,191.75
2020-05-01,193.89999389648438
2020-05-04,197.49000549316406
2019-06-12,198.52000427246094
2019-04-09,197.74000549316406
2019-03-08,199.6199951171875
2019-02-04,195.57000732421875
2018-07-27,212.30999755859375
2018-08-28,213.66000366210938
2019-01-03,211.05999755859375
2019-08-15,212.33999633789062
2018-10-31,217.41000366210938
2019-09-16,219.67999267578125
2020-02-18,212.66000366210938
2020-05-07,215.3300018310547
2018-08-17,209.9499969482422
2019-12-04,210.00999450683594
2020-02-21,209.2100067138672
2018-12-17,208.80999755859375
2019-08-30,209.10000610351562
2018-11-15,210.0
2019-07-29,209.60000610351562
2019-06-27,211.36000061035156
2019-04-24,210.83999633789062
2018-07-10,213.9600067138672
2018-09-12,217.6699981689453
2019-02-19,219.94000244140625
2019-01-18,217.39999389648438
2020-02-24,215.92999267578125
2020-05-13,218.60000610351562
2019-12-10,218.50999450683594
2020-02-27,220.5800018310547
2019-12-13,217.27000427246094
2020-05-19,219.67999267578125
2019-03-06,219.64999389648438
2018-11-30,224.8699951171875
2019-08-13,224.08999633789062
2019-07-12,225.08999633789062
2019-06-10,227.99000549316406
2019-05-09,230.39999389648438
2018-07-25,230.94000244140625
2018-09-27,231.3300018310547
2018-10-29,229.38999938964844
2019-10-16,226.13999938964844
2019-12-16,220.36000061035156
2020-03-04,220.67999267578125
2020-05-22,214.69000244140625
2019-10-01,213.16000366210938
2019-12-19,204.6300048828125
2018-09-10,204.72999572753906
2019-05-24,206.66000366210938
2018-08-09,211.6699981689453
2019-04-22,211.32000732421875
2019-03-21,212.27999877929688
2019-01-16,210.7899932861328
2019-08-28,214.86000061035156
2018-11-13,219.38999938964844
2018-10-12,219.72999572753906
2019-06-25,218.8000030517578
2020-03-10,214.50999450683594
2020-05-28,214.14999389648438
2019-10-07,212.89999389648438
2020-03-13,213.1699981689453
2019-10-10,217.25999450683594
2020-03-16,219.3300018310547
2020-06-03,220.99000549316406
2018-11-28,221.3000030517578
2018-09-25,221.41000366210938
2018-07-23,222.39999389648438
2018-08-24,221.80999755859375
2019-07-10,220.11000061035156
2019-05-07,218.4600067138672
2019-04-05,216.9600067138672
2019-03-04,215.0800018310547
2019-01-31,218.38999938964844
2019-09-12,217.6699981689453
2019-12-31,218.67999267578125
2020-03-19,220.67999267578125
2020-01-03,221.0399932861328
2020-06-09,222.58999633789062
2019-02-15,224.5800018310547
2019-01-14,226.05999755859375
2018-07-06,228.75999450683594
2018-08-07,228.0
2018-10-10,229.89999389648438
2018-12-13,234.36000061035156
2019-08-26,234.4199981689453
2019-07-25,235.49000549316406
2019-05-22,239.50999450683594
2019-03-19,242.19000244140625
2020-01-06,242.49000549316406
2020-03-25,246.02999877929688
2020-06-12,246.13999938964844
2019-10-22,244.5500030517578
2020-01-09,242.9600067138672
2020-06-15,238.6300048828125
2019-10-25,235.00999450683594
2020-03-31,234.75999450683594
2020-06-18,226.4199981689453
2019-04-03,229.11000061035156
2018-08-22,231.91000366210938
2018-10-25,233.8300018310547
