Dates,MKTX
2018-06-20,213.0399932861328
2018-06-21,211.69000244140625
2018-06-25,211.0
2018-06-22,205.4199981689453
2018-06-26,202.7100067138672
2018-06-27,200.30999755859375
2018-06-28,202.64999389648438
2018-06-29,197.86000061035156
2018-07-02,200.72000122070312
2018-07-03,199.60000610351562
2018-07-05,199.7899932861328
2018-07-16,202.5500030517578
2018-09-18,202.8000030517578
2019-01-24,201.6300048828125
2019-09-05,204.11000061035156
2018-11-21,206.58999633789062
2020-01-13,205.86000061035156
2020-04-01,205.97999572753906
2020-06-19,207.58999633789062
2019-10-29,209.75999450683594
2020-01-16,208.91000366210938
2020-06-22,210.22000122070312
2018-10-03,210.50999450683594
2018-07-31,209.60000610351562
2019-03-12,202.91000366210938
2019-02-08,200.3699951171875
2019-01-07,198.60000610351562
2018-12-06,192.2100067138672
2019-08-19,193.77000427246094
2019-07-18,193.52999877929688
2019-05-15,190.80999755859375
2019-09-20,189.63999938964844
2019-11-01,189.67999267578125
2020-04-07,189.44000244140625
2020-06-25,186.22999572753906
2020-06-16,185.97999572753906
2019-11-04,186.47000122070312
2020-01-22,185.9600067138672
2019-11-07,186.44000244140625
2020-04-13,187.24000549316406
2019-07-01,187.97000122070312
2019-05-30,189.0800018310547
2018-08-15,190.02000427246094
2018-10-18,190.6699981689453
2019-03-27,190.74000549316406
2019-01-22,189.17999267578125
2018-12-21,187.3800048828125
2019-09-03,187.22000122070312
2018-11-19,188.52000427246094
2019-08-02,190.0399932861328
2020-01-28,189.97999572753906
2020-04-16,189.82000732421875
2019-11-13,194.3800048828125
2020-01-31,191.19000244140625
2018-12-04,184.1699981689453
2018-11-02,186.9600067138672
2019-07-16,182.99000549316406
2018-08-30,184.3699951171875
2018-10-01,184.08999633789062
2019-06-14,183.3000030517578
2019-05-13,183.4499969482422
2019-04-11,179.7899932861328
2019-02-06,181.63999938964844
2019-09-18,182.6199951171875
2020-02-03,183.24000549316406
2020-04-22,181.86000061035156
2019-11-19,184.17999267578125
2020-02-06,181.6199951171875
2019-11-22,179.19000244140625
2019-03-25,178.1699981689453
2019-02-21,178.49000549316406
2018-12-19,173.88999938964844
2018-07-12,178.10000610351562
2018-09-14,183.13999938964844
2018-08-13,191.52999877929688
2018-10-16,189.5399932861328
2019-07-31,186.05999755859375
2019-05-28,188.69000244140625
2019-04-26,186.80999755859375
2020-04-28,185.1999969482422
2019-11-25,187.5
2020-02-12,189.72999572753906
2020-05-01,193.60000610351562
2020-05-04,196.07000732421875
2019-06-12,194.72000122070312
2019-04-09,197.42999267578125
2019-03-08,196.33999633789062
2019-02-04,192.8699951171875
2018-07-27,208.92999267578125
2018-08-28,210.64999389648438
2019-01-03,207.75999450683594
2019-08-15,209.0399932861328
2018-10-31,217.25999450683594
2019-09-16,209.6699981689453
2020-02-18,208.58999633789062
2020-05-07,213.7899932861328
2018-08-17,207.08999633789062
2019-12-04,207.25999450683594
2020-02-21,208.0800018310547
2018-12-17,206.22000122070312
2019-08-30,208.47999572753906
2018-11-15,207.39999389648438
2019-07-29,207.7899932861328
2019-06-27,210.08999633789062
2019-04-24,210.02999877929688
2018-07-10,213.47000122070312
2018-09-12,214.64999389648438
2019-02-19,217.02999877929688
2019-01-18,214.88999938964844
2020-02-24,213.5
2020-05-13,215.11000061035156
2019-12-10,217.8300018310547
2020-02-27,216.0
2019-12-13,215.0500030517578
2020-05-19,217.72999572753906
2019-03-06,219.2899932861328
2018-11-30,221.99000549316406
2019-08-13,221.91000366210938
2019-07-12,224.72999572753906
2019-06-10,226.39999389648438
2019-05-09,228.69000244140625
2018-07-25,228.27000427246094
2018-09-27,229.33999633789062
2018-10-29,226.5
2019-10-16,219.36000061035156
2019-12-16,213.3699951171875
2020-03-04,213.0500030517578
2020-05-22,209.3800048828125
2019-10-01,204.85000610351562
2019-12-19,199.3300018310547
2018-09-10,204.47000122070312
2019-05-24,205.85000610351562
2018-08-09,207.5500030517578
2019-04-22,211.30999755859375
2019-03-21,209.2100067138672
2019-01-16,207.75999450683594
2019-08-28,214.3000030517578
2018-11-13,216.86000061035156
2018-10-12,216.69000244140625
2019-06-25,213.13999938964844
2020-03-10,212.6699981689453
2020-05-28,212.58999633789062
2019-10-07,207.5800018310547
2020-03-13,210.8800048828125
2019-10-10,216.25
2020-03-16,215.99000549316406
2020-06-03,219.17999267578125
2018-11-28,218.3000030517578
2018-09-25,219.80999755859375
2018-07-23,218.75
2018-08-24,219.4499969482422
2019-07-10,218.3000030517578
2019-05-07,213.5
2019-04-05,210.22000122070312
2019-03-04,214.77000427246094
2019-01-31,213.6199951171875
2019-09-12,216.42999267578125
2019-12-31,218.63999938964844
2020-03-19,218.83999633789062
2020-01-03,220.50999450683594
2020-06-09,220.6699981689453
2019-02-15,223.55999755859375
2019-01-14,225.41000366210938
2018-07-06,228.22999572753906
2018-08-07,226.75999450683594
2018-10-10,229.50999450683594
2018-12-13,232.5399932861328
2019-08-26,233.57000732421875
2019-07-25,235.16000366210938
2019-05-22,238.97000122070312
2019-03-19,241.38999938964844
2020-01-06,240.4499969482422
2020-03-25,244.5
2020-06-12,243.8800048828125
2019-10-22,243.08999633789062
2020-01-09,237.55999755859375
2020-06-15,233.9199981689453
2019-10-25,230.52000427246094
2020-03-31,225.44000244140625
2020-06-18,225.6699981689453
2019-04-03,227.16000366210938
2018-08-22,229.77999877929688
2018-10-25,230.47000122070312
2019-01-29,231.80999755859375
2018-12-28,233.44000244140625
2018-11-26,237.63999938964844
2019-08-09,235.6199951171875
2019-07-08,237.22000122070312
2019-06-06,240.16000366210938
2019-09-10,238.33999633789062
2020-01-15,239.1199951171875
2020-04-03,243.67999267578125
2019-10-31,245.0800018310547
2020-04-06,246.52000427246094
2020-06-24,246.0800018310547
2018-11-09,246.72000122070312
2019-07-23,248.69000244140625
2019-06-21,246.67999267578125
2019-05-20,248.41000366210938
2019-04-18,253.88999938964844
2018-09-06,258.1400146484375
2018-10-08,258.989990234375
2019-02-13,258.4599914550781
2018-12-11,257.2200012207031
2019-09-25,259.8500061035156
2020-01-21,261.739990234375
2020-04-09,262.9200134277344
2019-11-06,262.2300109863281
2020-01-24,263.9200134277344
2020-01-27,262.1300048828125
2020-04-15,262.5
2018-12-26,264.3800048828125
2019-08-07,265.4599914550781
2019-06-04,269.67999267578125
2018-09-21,276.29998779296875
2018-07-19,278.3299865722656
2018-08-20,282.0400085449219
2018-10-23,282.9100036621094
2019-05-03,286.04998779296875
2019-04-01,290.44000244140625
2019-02-28,279.8699951171875
2019-11-12,280.82000732421875
2020-01-30,278.0
2019-11-15,280.95001220703125
2020-04-21,281.6499938964844
2019-04-16,287.3900146484375
2019-03-15,287.0
2019-02-11,289.42999267578125
2019-01-10,292.1700134277344
2019-08-22,293.5899963378906
2018-11-07,292.0400085449219
