Dates,MKTX
2020-05-01,236400.0
2020-05-04,155000.0
2019-06-12,160500.0
2019-04-09,193600.0
2019-03-08,187500.0
2019-02-04,350700.0
2018-07-27,745900.0
2018-08-28,281600.0
2019-01-03,281600.0
2019-08-15,291200.0
2018-10-31,349500.0
2019-09-16,301200.0
2020-02-18,224500.0
2020-05-07,277200.0
2018-08-17,257000.0
2019-12-04,244200.0
2020-02-21,279300.0
2018-12-17,218400.0
2019-08-30,146800.0
2018-11-15,195800.0
2019-07-29,206400.0
2019-06-27,185300.0
2019-04-24,153800.0
2018-07-10,96100.0
2018-09-12,233800.0
2019-02-19,299400.0
2019-01-18,170900.0
2020-02-24,51900.0
2020-05-13,99900.0
2019-12-10,158500.0
2020-02-27,146100.0
2019-12-13,206700.0
2020-05-19,335100.0
2019-03-06,294300.0
2018-11-30,450900.0
2019-08-13,504200.0
2019-07-12,369600.0
2019-06-10,303600.0
2019-05-09,326900.0
2018-07-25,223600.0
2018-09-27,233700.0
2018-10-29,251300.0
2019-10-16,236100.0
2019-12-16,301200.0
2020-03-04,254400.0
2020-05-22,345800.0
2019-10-01,403100.0
2019-12-19,153900.0
2018-09-10,218100.0
2019-05-24,201000.0
2018-08-09,147400.0
2019-04-22,156700.0
2019-03-21,218600.0
2019-01-16,170600.0
2019-08-28,409000.0
2018-11-13,361100.0
2018-10-12,363500.0
2019-06-25,237100.0
2020-03-10,374400.0
2020-05-28,242300.0
2019-10-07,250800.0
2020-03-13,395200.0
2019-10-10,244500.0
2020-03-16,349000.0
2020-06-03,155600.0
2018-11-28,251000.0
2018-09-25,138000.0
2018-07-23,210900.0
2018-08-24,186200.0
2019-07-10,159300.0
2019-05-07,289900.0
2019-04-05,430800.0
2019-03-04,245100.0
2019-01-31,270500.0
2019-09-12,193000.0
2019-12-31,181300.0
2020-03-19,159200.0
2020-01-03,256800.0
2020-06-09,231700.0
2019-02-15,201000.0
2019-01-14,238400.0
2018-07-06,186000.0
2018-08-07,221600.0
2018-10-10,382900.0
2018-12-13,283900.0
2019-08-26,197200.0
2019-07-25,172900.0
2019-05-22,224600.0
2019-03-19,193400.0
2020-01-06,269400.0
2020-03-25,282500.0
2020-06-12,320000.0
2019-10-22,370500.0
2020-01-09,250500.0
2020-06-15,284900.0
2019-10-25,279500.0
2020-03-31,267800.0
2020-06-18,309500.0
2019-04-03,291100.0
2018-08-22,257900.0
2018-10-25,355800.0
2019-01-29,195000.0
2018-12-28,346200.0
2018-11-26,227100.0
2019-08-09,183900.0
2019-07-08,233600.0
2019-06-06,270300.0
2019-09-10,180100.0
2020-01-15,188700.0
2020-04-03,189000.0
2019-10-31,150000.0
2020-04-06,166900.0
2020-06-24,188500.0
2018-11-09,196300.0
2019-07-23,246700.0
2019-06-21,246000.0
2019-05-20,303200.0
2019-04-18,192300.0
2018-09-06,220600.0
2018-10-08,191500.0
2019-02-13,213400.0
2018-12-11,276800.0
2019-09-25,209400.0
2020-01-21,315900.0
2020-04-09,625900.0
2019-11-06,283700.0
2020-01-24,468100.0
2020-01-27,339400.0
2020-04-15,564900.0
2018-12-26,403000.0
2019-08-07,211400.0
2019-06-04,279400.0
2018-09-21,359100.0
2018-07-19,248500.0
2018-08-20,279900.0
2018-10-23,265000.0
2019-05-03,250000.0
2019-04-01,403600.0
2019-02-28,375600.0
2019-11-12,253200.0
2020-01-30,283200.0
2019-11-15,275200.0
2020-04-21,271500.0
2019-04-16,437300.0
2019-03-15,309400.0
2019-02-11,267700.0
2019-01-10,470200.0
2019-08-22,242900.0
2018-11-07,341500.0
2018-08-03,295300.0
2018-09-04,319400.0
2019-06-19,376000.0
2019-09-23,2146300.0
2019-11-18,355300.0
2020-02-05,213100.0
2020-04-24,530700.0
2019-03-29,425100.0
2019-11-21,345000.0
2020-04-27,480600.0
2020-02-11,447800.0
2020-04-30,631500.0
2019-05-01,420200.0
2019-02-26,371800.0
2019-01-25,641800.0
2018-12-24,523600.0
2019-09-06,313700.0
2018-07-17,200100.0
2018-09-19,329600.0
2019-08-05,433300.0
2019-10-08,388800.0
2019-12-11,319600.0
2019-11-27,240700.0
2020-02-14,702100.0
2020-05-06,537300.0
2019-01-08,492100.0
2018-12-07,7603200.0
2019-08-20,490100.0
2018-11-05,355000.0
2019-07-19,271500.0
2018-10-04,222600.0
2019-06-17,330200.0
2019-05-16,323700.0
2018-08-01,364000.0
2019-03-13,295500.0
2019-12-03,249500.0
2020-02-20,276000.0
2019-12-06,308000.0
2020-05-12,254300.0
2019-12-09,264800.0
2020-02-26,248600.0
2020-05-15,259000.0
2019-03-28,301600.0
2018-09-17,1103300.0
2018-08-16,575700.0
2018-10-19,483800.0
2019-04-29,453500.0
2019-01-23,260400.0
2019-09-04,210300.0
2018-11-20,318800.0
2019-07-02,436700.0
2019-05-31,387600.0
2019-12-12,307700.0
2020-05-18,233300.0
2019-09-27,340800.0
2020-03-03,142600.0
2020-05-21,257400.0
2019-05-14,264400.0
2018-08-31,276500.0
2018-07-30,174100.0
2018-10-02,239000.0
2019-04-12,170100.0
2019-03-11,239600.0
2019-02-07,349400.0
2019-07-17,246600.0
2019-09-19,301700.0
2019-10-21,225900.0
2019-12-18,352100.0
2020-03-06,285300.0
2019-10-03,494900.0
2020-03-09,269900.0
2020-05-27,284200.0
2019-12-24,214700.0
2020-03-12,256100.0
2018-12-20,278900.0
2019-08-01,784000.0
2018-08-14,1125400.0
2018-07-13,550100.0
2018-10-17,313700.0
2019-05-29,432000.0
2019-03-26,323200.0
2019-02-22,469500.0
2019-10-04,457000.0
2019-11-05,437200.0
2019-12-27,1133900.0
2020-06-02,695300.0
2019-12-30,698700.0
2020-03-18,320300.0
2020-06-05,267800.0
2019-07-15,302900.0
2018-12-03,440300.0
2019-06-13,447900.0
2019-01-04,282200.0
2018-08-29,436600.0
2019-02-05,304800.0
2018-11-01,233100.0
2019-08-16,199000.0
2019-04-10,235700.0
2019-09-17,264400.0
2019-10-15,386300.0
2020-01-02,215700.0
2020-06-08,289600.0
2019-10-18,442800.0
2020-03-24,440600.0
2020-06-11,366700.0
2020-01-08,199900.0
2019-04-25,274600.0
2019-07-30,311700.0
2019-02-20,245300.0
2018-07-11,216500.0
2018-09-13,175600.0
2018-10-15,168300.0
2019-06-28,205700.0
2018-12-18,332400.0
2018-11-16,255300.0
2019-10-02,220200.0
2020-03-27,268300.0
2020-01-10,175200.0
2019-10-24,252400.0
2020-03-30,230700.0
2020-06-17,178600.0
2020-01-14,228800.0
2020-04-02,170000.0
2019-01-02,185200.0
2019-08-14,203900.0
2018-10-30,171700.0
2019-06-11,371000.0
2019-05-10,432400.0
2019-04-08,250300.0
2018-08-27,213000.0
2018-07-26,221000.0
2018-09-28,264600.0
2019-03-07,179400.0
2019-10-30,85000.0
2020-01-17,313900.0
2020-06-23,292900.0
2020-04-08,300900.0
2020-06-26,365700.0
2019-03-22,303700.0
2019-01-17,329200.0
2019-08-29,247300.0
2018-11-14,239800.0
2019-06-26,296200.0
2018-09-11,229600.0
2018-07-09,586600.0
2018-08-10,463900.0
2019-04-23,377200.0
2019-09-30,484300.0
2020-01-23,659500.0
2019-11-08,171000.0
2020-04-14,68700.0
2019-11-11,119500.0
2020-01-29,336800.0
2020-04-17,148900.0
2018-07-24,179100.0
2018-09-26,226200.0
2019-05-08,192900.0
2019-03-05,329000.0
2019-02-01,178600.0
2018-12-31,383100.0
2018-11-29,414100.0
2019-08-12,238500.0
2019-07-11,256400.0
2019-09-13,203500.0
2019-11-14,208200.0
2020-04-20,259100.0
2020-02-04,270000.0
2020-04-23,278500.0
2018-12-14,173800.0
2019-08-27,274500.0
2018-08-08,245800.0
2018-10-11,212700.0
2018-11-12,284800.0
2019-07-26,516900.0
2019-06-24,245900.0
2019-05-23,257000.0
2019-03-20,218000.0
2019-01-15,323800.0
2019-11-20,415300.0
2020-02-07,271600.0
2020-02-10,210900.0
2020-04-29,270000.0
2019-11-26,170100.0
2020-02-13,277900.0
2019-01-30,264000.0
2018-08-23,288600.0
2018-09-24,289500.0
2018-11-27,265700.0
2018-10-26,336500.0
2019-07-09,342300.0
2019-06-07,286100.0
2019-05-06,283700.0
2019-04-04,307900.0
2019-09-11,408400.0
2019-11-29,532900.0
2020-05-05,386200.0
2019-12-02,478800.0
2020-02-19,430900.0
2020-05-08,489100.0
2019-05-21,401800.0
2019-03-18,407600.0
2018-09-07,399900.0
2018-08-06,333500.0
2018-10-09,498300.0
2019-02-14,560700.0
2018-12-12,446700.0
2019-07-24,482300.0
2019-09-26,493200.0
2019-10-28,334700.0
2019-12-05,441800.0
2020-05-11,535200.0
2019-07-03,543300.0
2020-02-25,366800.0
2020-05-14,328800.0
2020-02-28,291100.0
2019-08-08,245800.0
2019-06-05,526400.0
2018-07-20,270800.0
2018-08-21,283000.0
2018-10-24,452400.0
2019-04-02,399600.0
2019-03-01,365700.0
2019-01-28,262200.0
2018-12-27,221100.0
2019-09-09,234800.0
2020-03-02,323300.0
2020-05-20,328000.0
2019-12-17,387200.0
2020-03-05,271800.0
2019-02-12,257000.0
2019-01-11,230600.0
2018-12-10,210400.0
2019-08-23,186600.0
2018-11-08,241900.0
2019-07-22,187700.0
2019-06-20,268300.0
2018-09-05,357200.0
2019-04-17,404100.0
2019-09-24,271700.0
2019-12-20,238600.0
2020-05-26,284900.0
2019-04-30,291100.0
2019-12-23,304600.0
2020-03-11,298500.0
2020-05-29,336600.0
2019-12-26,301500.0
2020-06-01,334000.0
2019-05-02,382600.0
2019-02-27,735700.0
2018-11-23,317700.0
2019-08-06,265700.0
2018-07-18,296100.0
2018-09-20,404300.0
2018-10-22,196500.0
2019-07-05,312700.0
2019-06-03,335200.0
2019-10-09,307500.0
2019-10-11,581500.0
2020-03-17,418900.0
2020-06-04,248800.0
2019-10-14,193900.0
2020-03-20,236800.0
2018-11-06,307900.0
2019-06-18,266300.0
2019-05-17,240100.0
2019-04-15,235600.0
2019-03-14,243700.0
2019-01-09,187700.0
2018-08-02,165800.0
2018-10-05,145900.0
2019-08-21,190700.0
2019-10-17,183200.0
2020-03-23,461100.0
2020-06-10,225000.0
2019-02-25,176400.0
2020-01-07,215700.0
2020-03-26,233200.0
2019-10-23,534400.0
