Dates,FB
2018-06-20,203.5500030517578
2018-06-21,203.38999938964844
2018-06-25,202.24000549316406
2018-06-22,200.0
2018-06-26,199.10000610351562
2018-06-27,200.75
2018-06-28,197.33999633789062
2018-06-29,197.60000610351562
2018-07-02,197.4499969482422
2018-07-03,195.39999389648438
2018-07-05,198.64999389648438
2018-07-16,203.63999938964844
2018-09-18,205.8000030517578
2019-01-24,204.91000366210938
2019-09-05,204.5
2018-11-21,207.0800018310547
2020-01-13,208.42999267578125
2020-04-01,208.72000122070312
2020-06-19,210.4600067138672
2019-10-29,210.99000549316406
2020-01-16,209.99000549316406
2020-06-22,211.5
2018-10-03,211.6199951171875
2018-07-31,216.1999969482422
2019-03-12,218.6199951171875
2019-02-08,180.1300048828125
2019-01-07,179.92999267578125
2018-12-06,175.3000030517578
2019-08-19,174.24000549316406
2019-07-18,175.0800018310547
2019-05-15,176.7899932861328
2019-09-20,178.85000610351562
2019-11-01,185.7899932861328
2020-04-07,188.3000030517578
2020-06-25,186.85000610351562
2020-06-16,186.57000732421875
2019-11-04,182.10000610351562
2020-01-22,182.61000061035156
2019-11-07,181.99000549316406
2020-04-13,180.8699951171875
2019-07-01,180.5
2019-05-30,176.22000122070312
2018-08-15,174.57000732421875
2018-10-18,174.1699981689453
2019-03-27,174.24000549316406
2019-01-22,175.5500030517578
2018-12-21,174.82000732421875
2019-09-03,178.6699981689453
2018-11-19,178.24000549316406
2019-08-02,176.7899932861328
2020-01-28,179.7899932861328
2020-04-16,177.6199951171875
2019-11-13,173.88999938964844
2020-01-31,171.1300048828125
2018-12-04,166.97999572753906
2018-11-02,164.6300048828125
2019-07-16,165.00999450683594
2018-08-30,167.19000244140625
2018-10-01,164.49000549316406
2019-06-14,163.32000732421875
2019-05-13,162.83999633789062
2019-04-11,162.05999755859375
2019-02-06,161.75999450683594
2019-09-18,163.44000244140625
2020-02-03,166.4499969482422
2020-04-22,167.25
2019-11-19,165.6999969482422
2020-02-06,165.58999633789062
2019-11-22,169.3000030517578
2019-03-25,171.77000427246094
2019-02-21,168.7899932861328
2018-12-19,165.8800048828125
2018-07-12,162.27999877929688
2018-09-14,163.66000366210938
2018-08-13,161.4600067138672
2018-10-16,160.89999389648438
2019-07-31,158.33999633789062
2019-05-28,160.58999633789062
2019-04-26,157.69000244140625
2020-04-28,154.80999755859375
2019-11-25,156.88999938964844
2020-02-12,155.57000732421875
2020-05-01,159.4600067138672
2020-05-04,160.49000549316406
2019-06-12,158.66000366210938
2019-04-09,157.35000610351562
2019-03-08,157.33999633789062
2019-02-04,154.77000427246094
2018-07-27,154.64999389648438
2018-08-28,152.2100067138672
2019-01-03,149.0
2019-08-15,148.8300018310547
2018-10-31,146.63999938964844
2019-09-16,156.39999389648438
2020-02-18,152.75
2020-05-07,154.1300048828125
2018-08-17,150.19000244140625
2019-12-04,150.97000122070312
2020-02-21,153.00999450683594
2018-12-17,150.94000244140625
2019-08-30,147.75999450683594
2018-11-15,145.0399932861328
2019-07-29,144.8800048828125
2019-06-27,145.5800018310547
2019-04-24,144.83999633789062
2018-07-10,141.77000427246094
2018-09-12,137.75
2019-02-19,134.16000366210938
2019-01-18,137.19000244140625
2020-02-24,134.5
2020-05-13,137.0
2019-12-10,136.61000061035156
2020-02-27,136.7899932861328
2019-12-13,139.99000549316406
2020-05-19,140.97000122070312
2019-03-06,143.67999267578125
2018-11-30,143.38999938964844
2019-08-13,139.6999969482422
2019-07-12,140.8699951171875
2019-06-10,143.0500030517578
2019-05-09,143.8800048828125
2018-07-25,147.19000244140625
2018-09-27,145.85000610351562
2018-10-29,146.00999450683594
2019-10-16,144.9199981689453
2019-12-16,145.92999267578125
2020-03-04,144.91000366210938
2020-05-22,135.57000732421875
2019-10-01,134.89999389648438
2019-12-19,129.74000549316406
2018-09-10,134.24000549316406
2019-05-24,134.99000549316406
2018-08-09,135.9199981689453
2019-04-22,134.63999938964844
2019-03-21,137.50999450683594
2019-01-16,137.1699981689453
2019-08-28,138.0
2018-11-13,138.8699951171875
2018-10-12,143.13999938964844
2019-06-25,144.6999969482422
2020-03-10,144.55999755859375
2020-05-28,145.36000061035156
2019-10-07,146.57000732421875
2020-03-13,150.67999267578125
2019-10-10,149.64999389648438
2020-03-16,149.0
2020-06-03,152.42999267578125
2018-11-28,151.52999877929688
2018-09-25,148.8000030517578
2018-07-23,146.44000244140625
2018-08-24,149.8300018310547
2019-07-10,148.9600067138672
2019-05-07,148.10000610351562
2019-04-05,150.9499969482422
2019-03-04,171.67999267578125
2019-01-31,169.10000610351562
2019-09-12,169.3000030517578
2019-12-31,171.97999572753906
2020-03-19,172.47000122070312
2020-01-03,169.24000549316406
2020-06-09,167.3699951171875
2019-02-15,168.3000030517578
2019-01-14,168.33999633789062
2018-07-06,166.22000122070312
2018-08-07,164.8699951171875
2018-10-10,164.6999969482422
2018-12-13,164.14999389648438
2019-08-26,163.72000122070312
2019-07-25,162.24000549316406
2019-05-22,162.41000366210938
2019-03-19,166.07000732421875
2020-01-06,166.24000549316406
2020-03-25,163.92999267578125
2020-06-12,163.5
2019-10-22,163.1300048828125
2020-01-09,167.5
2020-06-15,171.8800048828125
2019-10-25,173.57000732421875
2020-03-31,171.74000549316406
2020-06-18,169.6199951171875
2019-04-03,174.3000030517578
2018-08-22,173.8000030517578
2018-10-25,174.02999877929688
2019-01-29,171.14999389648438
2018-12-28,167.5800018310547
2018-11-26,163.89999389648438
2019-08-09,163.82000732421875
2019-07-08,166.1199951171875
2019-06-06,166.38999938964844
2019-09-10,167.4199981689453
2020-01-15,166.5399932861328
2020-04-03,169.4499969482422
2019-10-31,168.94000244140625
2020-04-06,166.72000122070312
2020-06-24,167.19000244140625
2018-11-09,168.89999389648438
2019-07-23,174.89999389648438
2019-06-21,177.9600067138672
2019-05-20,178.0
2019-04-18,177.0
2018-09-06,175.5
2018-10-08,179.19000244140625
2019-02-13,178.7899932861328
2018-12-11,178.39999389648438
2019-09-25,179.6300048828125
2020-01-21,180.5
2020-04-09,180.1699981689453
2019-11-06,180.74000549316406
2020-01-24,178.8800048828125
2020-01-27,181.6699981689453
