Dates,FB
2020-05-22,133.39999389648438
2019-10-01,124.94999694824219
2019-12-19,124.05999755859375
2018-09-10,134.17999267578125
2019-05-24,134.52000427246094
2018-08-09,133.1999969482422
2019-04-22,131.08999633789062
2019-03-21,135.67999267578125
2019-01-16,131.74000549316406
2019-08-28,137.9499969482422
2018-11-13,138.0500030517578
2018-10-12,142.52999877929688
2019-06-25,144.22999572753906
2020-03-10,144.1999969482422
2020-05-28,143.8000030517578
2019-10-07,145.38999938964844
2020-03-13,148.9499969482422
2019-10-10,147.5399932861328
2020-03-16,148.3000030517578
2020-06-03,150.0399932861328
2018-11-28,147.57000732421875
2018-09-25,144.3000030517578
2018-07-23,145.8300018310547
2018-08-24,149.00999450683594
2019-07-10,147.47000122070312
2019-05-07,144.19000244140625
2019-04-05,150.4199981689453
2019-03-04,166.69000244140625
2019-01-31,165.7100067138672
2019-09-12,169.25
2019-12-31,171.16000366210938
2020-03-19,170.49000549316406
2020-01-03,166.3800048828125
2020-06-09,167.3300018310547
2019-02-15,165.7899932861328
2019-01-14,165.0399932861328
2018-07-06,164.07000732421875
2018-08-07,163.9499969482422
2018-10-10,162.5
2018-12-13,162.2899932861328
2019-08-26,162.55999755859375
2019-07-25,160.0399932861328
2019-05-22,161.88999938964844
2019-03-19,164.6199951171875
2020-01-06,164.1300048828125
2020-03-25,162.80999755859375
2020-06-12,161.4499969482422
2019-10-22,162.27999877929688
2020-01-09,167.3699951171875
2020-06-15,171.25999450683594
2019-10-25,172.50999450683594
2020-03-31,169.1300048828125
2020-06-18,169.60000610351562
2019-04-03,172.07000732421875
2018-08-22,171.9199981689453
2018-10-25,173.3699951171875
2019-01-29,170.1699981689453
2018-12-28,165.97999572753906
2018-11-26,160.47000122070312
2019-08-09,161.57000732421875
2019-07-08,165.44000244140625
2019-06-06,166.0800018310547
2019-09-10,164.33999633789062
2020-01-15,166.2899932861328
2020-04-03,167.67999267578125
2019-10-31,165.8699951171875
2020-04-06,165.5500030517578
2020-06-24,166.69000244140625
2018-11-09,168.6999969482422
2019-07-23,174.1999969482422
2019-06-21,173.5399932861328
2019-05-20,176.02000427246094
2019-04-18,175.72000122070312
2018-09-06,174.92999267578125
2018-10-08,177.5800018310547
2019-02-13,177.82000732421875
2018-12-11,177.50999450683594
2019-09-25,179.10000610351562
2020-01-21,179.64999389648438
2020-04-09,178.8699951171875
2019-11-06,178.77999877929688
2020-01-24,178.27999877929688
2020-01-27,181.44000244140625
2020-04-15,183.77999877929688
2018-12-26,182.5800018310547
2019-08-07,193.25999450683594
2019-06-04,191.49000549316406
2018-09-21,194.77999877929688
2018-07-19,193.39999389648438
2018-08-20,193.02999877929688
2018-10-23,192.52999877929688
2019-05-03,195.47000122070312
2019-04-01,193.8800048828125
2019-02-28,189.77000427246094
2019-11-12,189.5399932861328
2020-01-30,188.64999389648438
2019-11-15,188.33999633789062
2020-04-21,181.5399932861328
2019-04-16,180.72999572753906
2019-03-15,186.27000427246094
2019-02-11,186.99000549316406
2019-01-10,185.3000030517578
2019-08-22,182.72000122070312
2018-11-07,184.82000732421875
2018-08-03,185.32000732421875
2018-09-04,180.8699951171875
2019-06-19,181.05999755859375
2019-09-23,184.30999755859375
2019-11-18,182.19000244140625
2020-02-05,183.00999450683594
2020-04-24,177.47000122070312
2019-03-29,164.14999389648438
2019-11-21,167.5
2020-04-27,168.1699981689453
2020-02-11,168.3300018310547
2020-04-30,173.35000610351562
2019-05-01,174.82000732421875
2019-02-26,178.10000610351562
2019-01-25,175.0399932861328
2018-12-24,177.47000122070312
2019-09-06,181.3300018310547
2018-07-17,189.00999450683594
2018-09-19,188.47000122070312
2019-08-05,187.47999572753906
2019-10-08,189.52999877929688
2019-12-11,191.13999938964844
2019-11-27,192.60000610351562
2020-02-14,188.83999633789062
2020-05-06,187.66000366210938
2019-01-08,189.5
2018-12-07,193.0
2019-08-20,193.0
2018-11-05,195.0
2019-07-19,197.1999969482422
2018-10-04,196.39999389648438
2019-06-17,195.75999450683594
2019-05-16,199.2100067138672
2018-08-01,202.72999572753906
2019-03-13,201.22999572753906
2019-12-03,204.8699951171875
2020-02-20,203.91000366210938
2019-12-06,203.83999633789062
2020-05-12,201.8000030517578
2019-12-09,200.77999877929688
2020-02-26,198.36000061035156
2020-05-15,202.32000732421875
2019-03-28,202.36000061035156
2018-09-17,204.66000366210938
2018-08-16,200.7100067138672
2018-10-19,199.75
2019-04-29,195.94000244140625
2019-01-23,197.0399932861328
2019-09-04,194.22999572753906
2018-11-20,192.72999572753906
2019-07-02,189.02000427246094
2019-05-31,181.72999572753906
2019-12-12,184.50999450683594
2020-05-18,185.14999389648438
2019-09-27,190.16000366210938
2020-03-03,187.85000610351562
2020-05-21,185.3699951171875
2019-05-14,188.4499969482422
2018-08-31,179.7100067138672
2018-07-30,182.58999633789062
2018-10-02,183.6999969482422
2019-04-12,186.1699981689453
2019-03-11,183.80999755859375
2019-02-07,183.5500030517578
2019-07-17,182.0399932861328
2019-09-19,177.75
2019-10-21,180.36000061035156
2019-12-18,181.3000030517578
2020-03-06,181.75999450683594
2019-10-03,185.57000732421875
2020-03-09,185.6699981689453
2020-05-27,182.38999938964844
2019-12-24,187.13999938964844
2020-03-12,190.89999389648438
2018-12-20,187.49000549316406
2019-08-01,188.75999450683594
2018-08-14,186.1699981689453
2018-07-13,188.49000549316406
2018-10-17,187.47000122070312
2019-05-29,187.19000244140625
2019-03-26,186.22000122070312
2019-02-22,188.0800018310547
2019-10-04,188.13999938964844
2019-11-05,190.13999938964844
2019-12-27,189.92999267578125
2020-06-02,186.82000732421875
2019-12-30,181.27999877929688
2020-03-18,182.8000030517578
2020-06-05,180.11000061035156
2019-07-15,177.10000610351562
2018-12-03,178.0800018310547
2019-06-13,175.80999755859375
2019-01-04,174.60000610351562
2018-08-29,179.3800048828125
2019-02-05,180.4499969482422
2018-11-01,179.67999267578125
2019-08-16,177.75
2019-04-10,179.85000610351562
2019-09-17,180.02999877929688
2019-10-15,184.19000244140625
2020-01-02,183.27999877929688
2020-06-08,188.88999938964844
2019-10-18,189.5500030517578
2020-03-24,190.38999938964844
2020-06-11,185.85000610351562
2020-01-08,189.75999450683594
2019-04-25,182.33999633789062
2019-07-30,186.14999389648438
2019-02-20,186.3800048828125
2018-07-11,187.88999938964844
2018-09-13,189.39999389648438
2018-10-15,189.30999755859375
2019-06-28,188.25
2018-12-18,191.64999389648438
2018-11-16,193.6199951171875
2019-10-02,194.72000122070312
2020-03-27,194.32000732421875
2020-01-10,191.5500030517578
2019-10-24,190.4199981689453
2020-03-30,190.83999633789062
2020-06-17,189.61000061035156
2020-01-14,194.47000122070312
2020-04-02,193.19000244140625
2019-01-02,193.14999389648438
2019-08-14,195.10000610351562
2018-10-30,197.39999389648438
2019-06-11,199.32000732421875
2019-05-10,197.50999450683594
2019-04-08,197.92999267578125
2018-08-27,198.82000732421875
2018-07-26,199.7899932861328
2018-09-28,198.97000122070312
2019-03-07,202.0
2019-10-30,201.63999938964844
2020-01-17,199.6999969482422
2020-06-23,198.82000732421875
2020-04-08,198.7100067138672
2020-06-26,199.36000061035156
2019-03-22,201.0500030517578
2019-01-17,201.33999633789062
2019-08-29,200.8699951171875
2018-11-14,202.25999450683594
2019-06-26,196.75
2018-09-11,194.11000061035156
2018-07-09,197.9199981689453
2018-08-10,198.38999938964844
2019-04-23,202.5
2019-09-30,206.05999755859375
2020-01-23,206.3000030517578
2019-11-08,206.17999267578125
2020-04-14,205.1199951171875
2019-11-11,207.7899932861328
2020-01-29,208.10000610351562
2020-04-17,204.41000366210938
2018-07-24,205.25
2018-09-26,209.77999877929688
2019-05-08,208.6699981689453
2019-03-05,212.60000610351562
2019-02-01,213.05999755859375
2018-12-31,215.22000122070312
2018-11-29,218.3000030517578
2019-08-12,218.05999755859375
2019-07-11,221.91000366210938
2019-09-13,219.05999755859375
2019-11-14,221.14999389648438
2020-04-20,221.77000427246094
2020-02-04,222.13999938964844
2020-04-23,221.44000244140625
2018-12-14,221.32000732421875
2019-08-27,219.75999450683594
2018-08-08,217.94000244140625
2018-10-11,214.8699951171875
2018-11-12,217.7899932861328
2019-07-26,223.22999572753906
2019-06-24,209.52999877929688
2019-05-23,201.91000366210938
2019-03-20,204.19000244140625
2019-01-15,209.8300018310547
2019-11-20,210.11000061035156
2020-02-07,210.85000610351562
2020-02-10,212.3300018310547
2020-04-29,213.05999755859375
2019-11-26,207.19000244140625
2020-02-13,210.75999450683594
2019-01-30,213.13999938964844
2018-08-23,214.17999267578125
2018-09-24,217.8000030517578
2018-11-27,217.49000549316406
2018-10-26,214.5800018310547
2019-07-09,210.17999267578125
2019-06-07,200.72000122070312
2019-05-06,196.77000427246094
2019-04-04,197.1999969482422
2019-09-11,189.75
2019-11-29,192.47000122070312
2020-05-05,196.44000244140625
2019-12-02,185.88999938964844
2020-02-19,191.75999450683594
2020-05-08,185.1699981689453
2019-05-21,181.08999633789062
2019-03-18,169.5
2018-09-07,178.19000244140625
2018-08-06,170.24000549316406
2018-10-09,154.47000122070312
2019-02-14,170.27999877929688
2018-12-12,146.00999450683594
2019-07-24,149.4199981689453
2019-09-26,146.9600067138672
2019-10-28,153.1300048828125
2019-12-05,149.72999572753906
2020-05-11,148.10000610351562
2019-07-03,160.97999572753906
2020-02-25,156.2100067138672
2020-05-14,163.33999633789062
2020-02-28,156.7899932861328
2019-08-08,165.9499969482422
2019-06-05,166.8000030517578
2018-07-20,159.60000610351562
2018-08-21,158.19000244140625
2018-10-24,154.17999267578125
2019-04-02,165.5500030517578
2019-03-01,168.8300018310547
2019-01-28,174.27999877929688
2018-12-27,175.19000244140625
2019-09-09,174.7899932861328
2020-03-02,178.1699981689453
2020-05-20,176.97000122070312
2019-12-17,176.25
2020-03-05,179.24000549316406
2019-02-12,178.24000549316406
2019-01-11,170.8000030517578
2018-12-10,182.27999877929688
2019-08-23,185.1300048828125
2018-11-08,190.07000732421875
2019-07-22,187.5
2019-06-20,182.91000366210938
2018-09-05,194.19000244140625
2019-04-17,204.7100067138672
2019-09-24,202.27000427246094
2019-12-20,205.25999450683594
2020-05-26,207.07000732421875
2019-04-30,208.47000122070312
2019-12-23,211.25999450683594
2020-03-11,212.35000610351562
2020-05-29,213.17999267578125
2019-12-26,210.10000610351562
2020-06-01,205.10000610351562
2019-05-02,206.80999755859375
2019-02-27,210.8800048828125
2018-11-23,213.19000244140625
2019-08-06,216.8800048828125
2018-07-18,229.97000122070312
2018-09-20,231.38999938964844
2018-10-22,234.91000366210938
2019-07-05,232.1999969482422
2019-06-03,229.13999938964844
2019-10-09,225.4600067138672
2019-10-11,225.08999633789062
2020-03-17,231.91000366210938
2020-06-04,232.72000122070312
2019-10-14,230.16000366210938
2020-03-20,226.2899932861328
2018-11-06,230.77000427246094
2019-06-18,231.39999389648438
2019-05-17,238.6699981689453
2019-04-15,236.72999572753906
2019-03-14,224.42999267578125
2019-01-09,228.5800018310547
2018-08-02,232.5
2018-10-05,235.64999389648438
2019-08-21,235.52999877929688
2019-10-17,235.94000244140625
2020-03-23,238.7899932861328
2020-06-10,239.22000122070312
2019-02-25,242.24000549316406
2020-01-07,234.02000427246094
2020-03-26,235.67999267578125
2019-10-23,216.0800018310547
