Dates,FB
2019-01-31,165.83999633789062
2019-09-12,165.6999969482422
2019-12-31,169.14999389648438
2020-03-19,171.1999969482422
2020-01-03,168.1999969482422
2020-06-09,164.47000122070312
2019-02-15,167.89999389648438
2019-01-14,166.86000061035156
2018-07-06,165.3800048828125
2018-08-07,163.19000244140625
2018-10-10,164.50999450683594
2018-12-13,160.5
2019-08-26,162.25
2019-07-25,161.92999267578125
2019-05-22,160.5800018310547
2019-03-19,163.07000732421875
2020-01-06,164.33999633789062
2020-03-25,162.89999389648438
2020-06-12,162.3699951171875
2019-10-22,162.60000610351562
2020-01-09,163.89999389648438
2020-06-15,167.3699951171875
2019-10-25,172.89999389648438
2020-03-31,171.5
2020-06-18,166.1999969482422
2019-04-03,171.60000610351562
2018-08-22,172.08999633789062
2018-10-25,172.32000732421875
2019-01-29,169.75999450683594
2018-12-28,167.16000366210938
2018-11-26,163.57000732421875
2019-08-09,161.47999572753906
2019-07-08,161.5
2019-06-06,164.88999938964844
2019-09-10,165.64999389648438
2020-01-15,163.0
2020-04-03,167.35000610351562
2019-10-31,167.85000610351562
2020-04-06,164.57000732421875
2020-06-24,166.38999938964844
2018-11-09,167.8300018310547
2019-07-23,170.13999938964844
2019-06-21,174.5
2019-05-20,176.02000427246094
2019-04-18,176.8800048828125
2018-09-06,175.2100067138672
2018-10-08,175.6199951171875
2019-02-13,178.17999267578125
2018-12-11,178.24000549316406
2019-09-25,178.0
2020-01-21,178.5
2020-04-09,179.0
2019-11-06,179.60000610351562
2020-01-24,178.8000030517578
2020-01-27,178.25
2020-04-15,182.74000549316406
2018-12-26,184.49000549316406
2019-08-07,196.97999572753906
2019-06-04,192.5
2018-09-21,190.9499969482422
2018-07-19,194.19000244140625
2018-08-20,194.77999877929688
2018-10-23,193.0
2019-05-03,194.3800048828125
2019-04-01,191.24000549316406
2019-02-28,192.5399932861328
2019-11-12,189.38999938964844
2020-01-30,187.1999969482422
2019-11-15,188.25
2020-04-21,183.5
2019-04-16,182.52000427246094
2019-03-15,180.4199981689453
2019-02-11,185.0500030517578
2019-01-10,184.83999633789062
2019-08-22,181.8800048828125
2018-11-07,184.57000732421875
2018-08-03,184.72999572753906
2018-09-04,182.4199981689453
2019-06-19,182.3300018310547
2019-09-23,181.5399932861328
2019-11-18,183.5
2020-02-05,183.0800018310547
2020-04-24,180.27999877929688
2019-03-29,175.0
2019-11-21,163.7100067138672
2020-04-27,167.47999572753906
2020-02-11,168.3000030517578
2020-04-30,170.1699981689453
2019-05-01,174.75
2019-02-26,178.47999572753906
2019-01-25,178.3800048828125
2018-12-24,175.52999877929688
2019-09-06,180.50999450683594
2018-07-17,185.00999450683594
2018-09-19,194.0
2019-08-05,187.0
2019-10-08,190.9499969482422
2019-12-11,188.75
2019-11-27,192.4199981689453
2020-02-14,192.8800048828125
2020-05-06,189.5399932861328
2019-01-08,189.8800048828125
2018-12-07,190.5500030517578
2019-08-20,195.2100067138672
2018-11-05,193.0
2019-07-19,194.16000366210938
2018-10-04,196.17999267578125
2019-06-17,195.19000244140625
2019-05-16,194.97000122070312
2018-08-01,200.0
2019-03-13,203.25999450683594
2019-12-03,199.67999267578125
2020-02-20,204.25
2019-12-06,203.88999938964844
2020-05-12,204.17999267578125
2019-12-09,200.14999389648438
2020-02-26,202.17999267578125
2020-05-15,199.91000366210938
2019-03-28,202.83999633789062
2018-09-17,197.6300048828125
2018-08-16,206.6999969482422
2018-10-19,200.19000244140625
2019-04-29,199.0
2019-01-23,195.38999938964844
2019-09-04,196.9499969482422
2018-11-20,194.1699981689453
2019-07-02,191.10000610351562
2019-05-31,184.69000244140625
2019-12-12,183.69000244140625
2020-05-18,183.60000610351562
2019-09-27,186.6199951171875
2020-03-03,190.0
2020-05-21,186.85000610351562
2019-05-14,185.52000427246094
2018-08-31,185.8000030517578
2018-07-30,180.9499969482422
2018-10-02,183.75
2019-04-12,186.00999450683594
2019-03-11,185.4499969482422
2019-02-07,185.0
2019-07-17,183.42999267578125
2019-09-19,180.83999633789062
2019-10-21,179.39999389648438
2019-12-18,181.92999267578125
2020-03-06,180.52999877929688
2019-10-03,183.77000427246094
2020-03-09,186.77999877929688
2020-05-27,184.0
2019-12-24,184.64999389648438
2020-03-12,188.52999877929688
2018-12-20,190.2100067138672
2019-08-01,187.72999572753906
2018-08-14,187.44000244140625
2018-07-13,186.4600067138672
2018-10-17,189.86000061035156
2019-05-29,187.3300018310547
2019-03-26,186.92999267578125
2019-02-22,186.66000366210938
2019-10-04,188.08999633789062
2019-11-05,188.66000366210938
2019-12-27,190.66000366210938
2020-06-02,189.33999633789062
2019-12-30,187.97999572753906
2020-03-18,181.4499969482422
2020-06-05,181.3300018310547
2019-07-15,180.49000549316406
2018-12-03,177.8699951171875
2019-06-13,179.14999389648438
2019-01-04,174.83999633789062
2018-08-29,175.57000732421875
2019-02-05,179.5500030517578
2018-11-01,180.0
2019-08-16,178.25999450683594
2019-04-10,179.16000366210938
2019-09-17,180.32000732421875
2019-10-15,182.14999389648438
2020-01-02,184.1999969482422
2020-06-08,183.8000030517578
2019-10-18,188.32000732421875
2020-03-24,190.3000030517578
2020-06-11,190.22999572753906
2020-01-08,187.0399932861328
2019-04-25,190.0
2019-07-30,182.00999450683594
2019-02-20,184.6199951171875
2018-07-11,185.8300018310547
2018-09-13,187.1999969482422
2018-10-15,191.69000244140625
2019-06-28,189.55999755859375
2018-12-18,196.6999969482422
2018-11-16,192.85000610351562
2019-10-02,194.5500030517578
2020-03-27,195.3699951171875
2020-01-10,194.02999877929688
2019-10-24,191.91000366210938
2020-03-30,190.0
2020-06-17,189.92999267578125
2020-01-14,190.0
2020-04-02,194.6999969482422
2019-01-02,192.92999267578125
2019-08-14,194.25999450683594
2018-10-30,194.55999755859375
2019-06-11,197.39999389648438
2019-05-10,198.5800018310547
2019-04-08,197.4199981689453
2018-08-27,198.3800048828125
2018-07-26,199.52000427246094
2018-09-28,200.0
2019-03-07,199.89999389648438
2019-10-30,201.60000610351562
2020-01-17,202.1300048828125
2020-06-23,197.60000610351562
2020-04-08,200.0
2020-06-26,199.86000061035156
2019-03-22,200.5
2019-01-17,200.64999389648438
2019-08-29,201.66000366210938
2018-11-14,200.27999877929688
2019-06-26,202.35000610351562
2018-09-11,196.39999389648438
2018-07-09,195.27000427246094
2018-08-10,198.83999633789062
2019-04-23,200.08999633789062
2019-09-30,202.77999877929688
2020-01-23,207.47999572753906
2019-11-08,206.6999969482422
2020-04-14,206.3000030517578
2019-11-11,205.57000732421875
2020-01-29,208.6699981689453
2020-04-17,207.86000061035156
2018-07-24,204.0
2018-09-26,206.75
2019-05-08,207.2100067138672
2019-03-05,206.6999969482422
2019-02-01,212.82000732421875
2018-12-31,213.0
2018-11-29,217.5399932861328
2019-08-12,219.1999969482422
2019-07-11,219.60000610351562
2019-09-13,221.61000061035156
2019-11-14,220.61000061035156
2020-04-20,222.57000732421875
2020-02-04,222.02999877929688
2020-04-23,222.16000366210938
2018-12-14,222.30999755859375
2019-08-27,220.75
2018-08-08,220.8000030517578
2018-10-11,213.10000610351562
2018-11-12,216.13999938964844
2019-07-26,221.44000244140625
2019-06-24,206.52999877929688
2019-05-23,208.42999267578125
2019-03-20,203.44000244140625
2019-01-15,206.6199951171875
2019-11-20,212.50999450683594
2020-02-07,210.47000122070312
2020-02-10,210.3000030517578
2020-04-29,211.52000427246094
2019-11-26,210.19000244140625
2020-02-13,207.85000610351562
2019-01-30,209.52000427246094
2018-08-23,214.0
2018-09-24,213.5500030517578
2018-11-27,217.99000549316406
2018-10-26,216.52000427246094
2019-07-09,213.47999572753906
2019-06-07,201.8000030517578
2019-05-06,202.25
2019-04-04,197.19000244140625
2019-09-11,191.82000732421875
2019-11-29,182.6999969482422
2020-05-05,194.02999877929688
2019-12-02,196.22000122070312
2020-02-19,189.1699981689453
2020-05-08,186.77999877929688
2019-05-21,178.3300018310547
2019-03-18,169.60000610351562
2018-09-07,174.6699981689453
2018-08-06,174.00999450683594
2018-10-09,159.5399932861328
2019-02-14,163.52999877929688
2018-12-12,152.32000732421875
2019-07-24,150.74000549316406
2019-09-26,139.75
2019-10-28,146.6199951171875
2019-12-05,156.02000427246094
2020-05-11,149.66000366210938
2019-07-03,155.2100067138672
2020-02-25,158.9199981689453
2020-05-14,158.25
2020-02-28,158.1999969482422
2019-08-08,159.17999267578125
2019-06-05,165.47999572753906
2018-07-20,161.6199951171875
2018-08-21,159.10000610351562
2018-10-24,157.14999389648438
2019-04-02,160.14999389648438
2019-03-01,171.7899932861328
2019-01-28,171.25
2018-12-27,175.89999389648438
2019-09-09,173.6699981689453
2020-03-02,178.97999572753906
2020-05-20,175.19000244140625
2019-12-17,177.9499969482422
2020-03-05,179.1999969482422
2019-02-12,177.41000366210938
2019-01-11,175.25
2018-12-10,178.4499969482422
2019-08-23,184.0800018310547
2018-11-08,183.22999572753906
2019-07-22,192.66000366210938
2019-06-20,188.66000366210938
2018-09-05,190.92999267578125
2019-04-17,206.9199981689453
2019-09-24,201.60000610351562
2019-12-20,200.1999969482422
2020-05-26,207.02000427246094
2019-04-30,208.1199951171875
2019-12-23,211.16000366210938
2020-03-11,212.24000549316406
2020-05-29,210.88999938964844
2019-12-26,213.2899932861328
2020-06-01,209.42999267578125
2019-05-02,202.55999755859375
2019-02-27,205.27000427246094
2018-11-23,212.14999389648438
2019-08-06,213.27000427246094
2018-07-18,223.5
2018-09-20,234.72000122070312
2018-10-22,231.50999450683594
2019-07-05,239.77000427246094
2019-06-03,229.07000732421875
2019-10-09,224.3000030517578
2019-10-11,225.1999969482422
2020-03-17,224.58999633789062
2020-06-04,230.94000244140625
2019-10-14,232.11000061035156
2020-03-20,229.55999755859375
2018-11-06,226.7100067138672
2019-06-18,229.02999877929688
2019-05-17,231.52000427246094
2019-04-15,240.9600067138672
2019-03-14,229.94000244140625
2019-01-09,229.89999389648438
2018-08-02,225.08999633789062
2018-10-05,237.13999938964844
2019-08-21,235.0
2019-10-17,234.99000549316406
2020-03-23,237.7899932861328
2020-06-10,238.55999755859375
2019-02-25,241.27999877929688
2020-01-07,241.1999969482422
2020-03-26,234.6199951171875
2019-10-23,232.63999938964844
