Dates,CNP
2018-06-20,24.28448486328125
2018-06-21,24.478315353393555
2018-06-25,24.570619583129883
2018-06-22,25.096738815307617
2018-06-26,25.225955963134766
2018-06-27,25.438247680664062
2018-06-28,25.438247680664062
2018-06-29,25.576702117919922
2018-07-02,25.447479248046875
2018-07-03,25.484403610229492
2018-07-05,25.613622665405273
2018-07-16,25.788999557495117
2018-09-18,24.847522735595703
2019-01-24,25.02289390563965
2019-09-05,25.392101287841797
2018-11-21,25.687463760375977
2020-01-13,25.622854232788086
2020-04-01,25.595163345336914
2020-06-19,25.576702117919922
2019-10-29,25.484403610229492
2020-01-16,25.862836837768555
2020-06-22,25.622854232788086
2018-10-03,25.5120906829834
2018-07-31,25.779766082763672
2019-03-12,25.936676025390625
2019-02-08,26.00128936767578
2019-01-07,25.992055892944336
2018-12-06,25.872066497802734
2019-08-19,26.287424087524414
2019-07-18,25.779766082763672
2019-05-15,25.945907592773438
2019-09-20,25.816686630249023
2019-11-01,26.093589782714844
2020-04-07,26.102821350097656
2020-06-25,26.065900802612305
2020-06-16,26.02898406982422
2019-11-04,25.96436882019043
2020-01-22,26.047439575195312
2019-11-07,25.96436882019043
2020-04-13,26.055259704589844
2019-07-01,26.372209548950195
2019-05-30,26.372209548950195
2018-08-15,26.428142547607422
2018-10-18,26.157800674438477
2019-03-27,25.943391799926758
2019-01-22,25.831527709960938
2018-12-21,25.99000358581543
2019-09-03,25.80356216430664
2018-11-19,25.682371139526367
2019-08-02,25.906105041503906
2020-01-28,25.887462615966797
2020-04-16,25.906105041503906
2019-11-13,26.027294158935547
2020-01-31,26.959503173828125
2018-12-04,26.94085693359375
2018-11-02,26.57729721069336
2019-07-16,26.782381057739258
2018-08-30,26.81035041809082
2018-10-01,26.64255142211914
2019-06-14,26.82899284362793
2019-05-13,26.959503173828125
2019-04-11,26.82899284362793
2019-02-06,26.66119384765625
2019-09-18,26.017969131469727
2020-02-03,26.10186767578125
2020-04-22,26.129837036132812
2019-11-19,25.934072494506836
2020-02-06,25.775596618652344
2019-11-22,25.402711868286133
2019-03-25,25.561189651489258
2019-02-21,25.775596618652344
2018-12-19,25.67305564880371
2018-07-12,26.017969131469727
2018-09-14,25.467966079711914
2018-08-13,25.43067741394043
2018-10-16,25.850173950195312
2019-07-31,26.055259704589844
2019-05-28,26.223054885864258
2019-04-26,25.99000358581543
2020-04-28,25.309490203857422
2019-11-25,25.486610412597656
2020-02-12,25.682371139526367
2020-05-01,25.868820190429688
2020-05-04,25.691696166992188
2019-06-12,25.87813949584961
2019-04-09,26.213733673095703
2019-03-08,25.92474937438965
2019-02-04,25.794240951538086
2018-07-27,26.017969131469727
2018-08-28,25.868820190429688
2019-01-03,25.328136444091797
2019-08-15,25.37474822998047
2018-10-31,25.449321746826172
2019-09-16,25.178983688354492
2020-02-18,25.34678077697754
2020-05-07,25.132368087768555
2018-08-17,25.626441955566406
2019-12-04,25.91542625427246
2020-02-21,26.400175094604492
2018-12-17,26.157800674438477
2019-08-30,26.223054885864258
2018-11-15,26.19508934020996
2019-07-29,26.306955337524414
2019-06-27,25.85269546508789
2019-04-24,25.937427520751953
2018-07-10,26.106895446777344
2018-09-12,26.332843780517578
2019-02-19,26.219871520996094
2019-01-18,26.182212829589844
2020-02-24,26.03157615661621
2020-05-13,26.182212829589844
2019-12-10,26.314016342163086
2020-02-27,26.37050437927246
2019-12-13,26.11630630493164
2020-05-19,26.37050437927246
2019-03-06,26.70943260192871
2018-11-30,26.408161163330078
2019-08-13,26.521142959594727
2019-07-12,26.718849182128906
2019-06-10,26.79416275024414
2019-05-09,27.095434188842773
2018-07-25,27.198999404907227
2018-09-27,27.622655868530273
2018-10-29,27.584999084472656
2019-10-16,27.21782684326172
2019-12-16,26.64352798461914
2020-03-04,26.728261947631836
2020-05-22,26.73767852783203
2019-10-01,26.70943260192871
2019-12-19,25.626745223999023
2018-09-10,26.03157615661621
2019-05-24,26.445823669433594
2018-08-09,26.3610897064209
2019-04-22,26.57762336730957
2019-03-21,26.3610897064209
2019-01-16,26.51172637939453
2019-08-28,27.00128936767578
2018-11-13,27.10485076904297
2018-10-12,27.622655868530273
2019-06-25,27.283727645874023
2020-03-10,27.782705307006836
2020-05-28,27.66031265258789
2019-10-07,27.490848541259766
2020-03-13,27.575584411621094
2019-10-10,27.79212188720703
2020-03-16,27.810951232910156
2020-06-03,27.71680450439453
2018-11-28,27.876853942871094
2018-09-25,28.121633529663086
2018-07-23,28.35700035095215
2018-08-24,28.04631996154785
2019-07-10,28.11222267150879
2019-05-07,28.272268295288086
2019-04-05,28.441730499267578
2019-03-04,29.11017608642578
2019-01-31,29.006614685058594
2019-09-12,29.119590759277344
2019-12-31,29.02544403076172
2020-03-19,28.80890655517578
2020-01-03,29.006614685058594
2020-06-09,29.044273376464844
2019-02-15,28.9877872467041
2019-01-14,29.03485870361328
2018-07-06,28.95954132080078
2018-08-07,29.02544403076172
2018-10-10,29.081928253173828
2018-12-13,29.383197784423828
2019-08-26,29.437837600708008
2019-07-25,29.665889739990234
2019-05-22,29.836929321289062
2019-03-19,29.466344833374023
2020-01-06,29.39032745361328
2020-03-25,29.608877182006836
2020-06-12,28.639650344848633
2019-10-22,28.66815948486328
2020-01-09,28.82969856262207
2020-06-15,28.66815948486328
2019-10-25,28.60164451599121
2020-03-31,28.53512954711914
2020-06-18,28.53512954711914
2019-04-03,28.91521644592285
2018-08-22,29.15277099609375
2018-10-25,28.896211624145508
2019-01-29,28.896211624145508
2018-12-28,29.27630043029785
2018-11-26,29.057748794555664
2019-08-09,28.763181686401367
2019-07-08,28.753679275512695
2019-06-06,29.095760345458984
2019-09-10,29.190776824951172
2020-01-15,29.26679801940918
2020-04-03,29.39032745361328
2019-10-31,29.01974105834961
2020-04-06,28.8201961517334
2020-06-24,29.171775817871094
2018-11-09,29.171775817871094
2019-07-23,29.24779510498047
2019-06-21,29.171775817871094
2019-05-20,29.010236740112305
2019-04-18,29.333314895629883
2018-09-06,28.943721771240234
2018-10-08,28.810691833496094
2019-02-13,28.69666862487793
2018-12-11,28.782184600830078
2019-09-25,29.048246383666992
2020-01-21,28.981731414794922
2020-04-09,28.649154663085938
2019-11-06,28.516124725341797
2020-01-24,28.782184600830078
2020-01-27,28.96272850036621
2020-04-15,29.095760345458984
2018-12-26,28.782184600830078
2019-08-07,28.991235733032227
2019-06-04,28.95322608947754
2018-09-21,28.934223175048828
2018-07-19,29.45684242248535
2018-08-20,29.24779510498047
2018-10-23,29.219287872314453
2019-05-03,29.599376678466797
2019-04-01,29.50435447692871
2019-02-28,29.27630043029785
2019-11-12,28.934223175048828
2020-01-30,27.79395866394043
2019-11-15,28.18354606628418
2020-04-21,28.65865707397461
2019-04-16,28.29757308959961
2019-03-15,28.228012084960938
2019-02-11,28.40071678161621
2019-01-10,28.56382942199707
2019-08-22,28.439096450805664
2018-11-07,28.323959350585938
2018-08-03,28.35274314880371
2018-09-04,28.228012084960938
2019-06-19,28.1992244720459
2019-09-23,27.652318954467773
2019-11-18,27.297311782836914
2020-02-05,27.124603271484375
2020-04-24,27.287715911865234
2019-03-29,27.498802185058594
2019-11-21,27.652318954467773
2020-04-27,27.863407135009766
2020-02-11,27.968948364257812
2020-04-30,27.652318954467773
2019-05-01,27.748268127441406
2019-02-26,27.479610443115234
2019-01-25,27.805837631225586
2018-12-24,28.074493408203125
2019-09-06,28.41990852355957
2018-07-17,28.40071678161621
2018-09-19,28.343149185180664
2019-08-05,28.765321731567383
2019-10-08,28.82288932800293
2019-12-11,28.707752227783203
2019-11-27,28.640586853027344
2020-02-14,28.314361572265625
2020-05-06,27.489208221435547
2019-01-08,27.35487937927246
2018-12-07,27.470014572143555
2019-08-20,27.335691452026367
2018-11-05,27.82502555847168
2019-07-19,28.237606048583984
2018-10-04,28.24720001220703
2019-06-17,27.978544235229492
2019-05-16,27.911380767822266
2018-08-01,27.83462142944336
