Dates,CNP
2019-07-31,5810800.0
2019-05-28,5600400.0
2019-04-26,6935400.0
2020-04-28,5412400.0
2019-11-25,7071300.0
2020-02-12,5247800.0
2020-05-01,4029100.0
2020-05-04,3526200.0
2019-06-12,4661700.0
2019-04-09,4859800.0
2019-03-08,4400500.0
2019-02-04,5157300.0
2018-07-27,6188900.0
2018-08-28,6621600.0
2019-01-03,5102600.0
2019-08-15,3933200.0
2018-10-31,4479300.0
2019-09-16,5600700.0
2020-02-18,3889700.0
2020-05-07,4177500.0
2018-08-17,3788000.0
2019-12-04,3969600.0
2020-02-21,6670500.0
2018-12-17,6806200.0
2019-08-30,4999700.0
2018-11-15,3971300.0
2019-07-29,5826300.0
2019-06-27,5102600.0
2019-04-24,6089900.0
2018-07-10,5674100.0
2018-09-12,4004000.0
2019-02-19,3300600.0
2019-01-18,4565000.0
2020-02-24,2193200.0
2020-05-13,4387000.0
2019-12-10,3041000.0
2020-02-27,4747100.0
2019-12-13,5342300.0
2020-05-19,6082900.0
2019-03-06,5462000.0
2018-11-30,6221600.0
2019-08-13,4954300.0
2019-07-12,5079200.0
2019-06-10,4129100.0
2019-05-09,5297900.0
2018-07-25,5872000.0
2018-09-27,8195700.0
2018-10-29,6420800.0
2019-10-16,9647000.0
2019-12-16,6869100.0
2020-03-04,5648000.0
2020-05-22,6270200.0
2019-10-01,9960000.0
2019-12-19,2966600.0
2018-09-10,4880200.0
2019-05-24,5702100.0
2018-08-09,3812500.0
2019-04-22,3579000.0
2019-03-21,4027300.0
2019-01-16,7861600.0
2019-08-28,6656200.0
2018-11-13,7845400.0
2018-10-12,4658100.0
2019-06-25,4719600.0
2020-03-10,3436700.0
2020-05-28,3755100.0
2019-10-07,5985600.0
2020-03-13,5085300.0
2019-10-10,4743800.0
2020-03-16,3699600.0
2020-06-03,6719800.0
2018-11-28,7518700.0
2018-09-25,4802200.0
2018-07-23,6317600.0
2018-08-24,5605400.0
2019-07-10,6318400.0
2019-05-07,4339000.0
2019-04-05,3672000.0
2019-03-04,6464600.0
2019-01-31,4046400.0
2019-09-12,5069100.0
2019-12-31,6156800.0
2020-03-19,4231300.0
2020-01-03,4006500.0
2020-06-09,4929300.0
2019-02-15,4539600.0
2019-01-14,4621300.0
2018-07-06,3379700.0
2018-08-07,3626600.0
2018-10-10,3797400.0
2018-12-13,4638000.0
2019-08-26,4870300.0
2019-07-25,2875700.0
2019-05-22,3042400.0
2019-03-19,3382400.0
2020-01-06,4009000.0
2020-03-25,6019700.0
2020-06-12,11266700.0
2019-10-22,5962300.0
2020-01-09,4788300.0
2020-06-15,4568800.0
2019-10-25,4118000.0
2020-03-31,5644200.0
2020-06-18,3960500.0
2019-04-03,4084800.0
2018-08-22,3943900.0
2018-10-25,6378400.0
2019-01-29,5730200.0
2018-12-28,9949200.0
2018-11-26,5015200.0
2019-08-09,3641300.0
2019-07-08,3466400.0
2019-06-06,2916500.0
2019-09-10,3836600.0
2020-01-15,2888500.0
2020-04-03,2445500.0
2019-10-31,3800200.0
2020-04-06,4122700.0
2020-06-24,4084500.0
2018-11-09,3133500.0
2019-07-23,3940600.0
2019-06-21,3372000.0
2019-05-20,2680500.0
2019-04-18,3856900.0
2018-09-06,4356900.0
2018-10-08,4005600.0
2019-02-13,4637300.0
2018-12-11,4812800.0
2019-09-25,5162400.0
2020-01-21,4584900.0
2020-04-09,3432600.0
2019-11-06,3000200.0
2020-01-24,3892500.0
2020-01-27,3154700.0
2020-04-15,3940200.0
2018-12-26,6149900.0
2019-08-07,4768600.0
2019-06-04,2843200.0
2018-09-21,2378500.0
2018-07-19,4436200.0
2018-08-20,6036200.0
2018-10-23,5859300.0
2019-05-03,2679400.0
2019-04-01,2891100.0
2019-02-28,4483700.0
2019-11-12,3748200.0
2020-01-30,9882700.0
2019-11-15,7523000.0
2020-04-21,6339700.0
2019-04-16,8550200.0
2019-03-15,5835400.0
2019-02-11,4546200.0
2019-01-10,4612500.0
2019-08-22,3895100.0
2018-11-07,3804700.0
2018-08-03,6442100.0
2018-09-04,6392600.0
2019-06-19,3848500.0
2019-09-23,6517400.0
2019-11-18,4157400.0
2020-02-05,3999300.0
2020-04-24,5326400.0
2019-03-29,4841700.0
2019-11-21,5360500.0
2020-04-27,5904100.0
2020-02-11,4823300.0
2020-04-30,4009000.0
2019-05-01,3184300.0
2019-02-26,6415600.0
2019-01-25,2896200.0
2018-12-24,4925600.0
2019-09-06,4508700.0
2018-07-17,4389200.0
2018-09-19,3700100.0
2019-08-05,3814400.0
2019-10-08,2881000.0
2019-12-11,6042400.0
2019-11-27,3363500.0
2020-02-14,4435300.0
2020-05-06,5227400.0
2019-01-08,5255600.0
2018-12-07,5489500.0
2019-08-20,3377600.0
2018-11-05,4275100.0
2019-07-19,2772500.0
2018-10-04,3883800.0
2019-06-17,4059200.0
2019-05-16,3367500.0
2018-08-01,4321400.0
2019-03-13,5126900.0
2019-12-03,3580100.0
2020-02-20,3846000.0
2019-12-06,4179200.0
2020-05-12,3019300.0
2019-12-09,2659900.0
2020-02-26,4040100.0
2020-05-15,3184900.0
2019-03-28,4899000.0
2018-09-17,3576600.0
2018-08-16,3548800.0
2018-10-19,2340900.0
2019-04-29,2081100.0
2019-01-23,4805000.0
2019-09-04,8457700.0
2018-11-20,5254700.0
2019-07-02,4187900.0
2019-05-31,4359000.0
2019-12-12,6017900.0
2020-05-18,8669900.0
2019-09-27,5609200.0
2020-03-03,4311900.0
2020-05-21,5143100.0
2019-05-14,5280700.0
2018-08-31,5185000.0
2018-07-30,4620700.0
2018-10-02,3940600.0
2019-04-12,2851700.0
2019-03-11,2565200.0
2019-02-07,2808500.0
2019-07-17,3054100.0
2019-09-19,2818800.0
2019-10-21,2183500.0
2019-12-18,5153200.0
2020-03-06,3563600.0
2019-10-03,4742100.0
2020-03-09,4347300.0
2020-05-27,5282100.0
2019-12-24,2687000.0
2020-03-12,3999000.0
2018-12-20,5483900.0
2019-08-01,4254700.0
2018-08-14,7623800.0
2018-07-13,7663200.0
2018-10-17,5511300.0
2019-05-29,3385300.0
2019-03-26,3758600.0
2019-02-22,4519300.0
2019-10-04,5544000.0
2019-11-05,3456000.0
2019-12-27,5439200.0
2020-06-02,2840100.0
2019-12-30,4089600.0
2020-03-18,3125300.0
2020-06-05,4808800.0
2019-07-15,4955400.0
2018-12-03,5482300.0
2019-06-13,4112100.0
2019-01-04,5012900.0
2018-08-29,9665800.0
2019-02-05,4380700.0
2018-11-01,2923700.0
2019-08-16,4239600.0
2019-04-10,4512500.0
2019-09-17,5663100.0
2019-10-15,3435200.0
2020-01-02,2876700.0
2020-06-08,5200800.0
2019-10-18,6323200.0
2020-03-24,3738400.0
2020-06-11,3528600.0
2020-01-08,3142900.0
2019-04-25,5306300.0
2019-07-30,4787600.0
2019-02-20,6277300.0
2018-07-11,4688100.0
2018-09-13,3258500.0
2018-10-15,4098100.0
2019-06-28,2671500.0
2018-12-18,2497200.0
2018-11-16,2698600.0
2019-10-02,3807100.0
2020-03-27,4277500.0
2020-01-10,4258100.0
2019-10-24,5567100.0
2020-03-30,5554900.0
2020-06-17,6151400.0
2020-01-14,3945400.0
2020-04-02,3699200.0
2019-01-02,14507800.0
2019-08-14,18684100.0
2018-10-30,7553500.0
2019-06-11,8463600.0
2019-05-10,7025100.0
2019-04-08,9359600.0
2018-08-27,6148400.0
2018-07-26,4667300.0
2018-09-28,6035800.0
2019-03-07,3089200.0
2019-10-30,2116100.0
2020-01-17,3248500.0
2020-06-23,4086700.0
2020-04-08,4275900.0
2020-06-26,3638100.0
2019-03-22,4797700.0
2019-01-17,3763200.0
2019-08-29,4253300.0
2018-11-14,4811600.0
2019-06-26,6812000.0
2018-09-11,13385300.0
2018-07-09,7094600.0
2018-08-10,10974200.0
2019-04-23,6808600.0
2019-09-30,8020500.0
2020-01-23,15120400.0
2019-11-08,4651700.0
2020-04-14,1963700.0
2019-11-11,1994300.0
2020-01-29,3099700.0
2020-04-17,3557300.0
2018-07-24,3443200.0
2018-09-26,3385800.0
2019-05-08,3405400.0
2019-03-05,3513900.0
2019-02-01,4252100.0
2018-12-31,5922600.0
2018-11-29,5709400.0
2019-08-12,8430700.0
2019-07-11,4303600.0
2019-09-13,4837200.0
2019-11-14,3302800.0
2020-04-20,4761000.0
2020-02-04,4882400.0
2020-04-23,5347700.0
2018-12-14,11147400.0
2019-08-27,5030500.0
2018-08-08,6227400.0
2018-10-11,4298500.0
2018-11-12,4442200.0
2019-07-26,3266400.0
2019-06-24,2631500.0
2019-05-23,5125400.0
2019-03-20,5998600.0
2019-01-15,5840800.0
2019-11-20,4011900.0
2020-02-07,4190400.0
2020-02-10,4284700.0
2020-04-29,3708700.0
2019-11-26,2051000.0
2020-02-13,2535100.0
2019-01-30,2565700.0
2018-08-23,3707600.0
2018-09-24,5284800.0
2018-11-27,6321000.0
2018-10-26,9634500.0
2019-07-09,13501900.0
2019-06-07,6522800.0
2019-05-06,6731300.0
2019-04-04,5898600.0
2019-09-11,12105400.0
2019-11-29,12507100.0
2020-05-05,7324600.0
2019-12-02,10594000.0
2020-02-19,6441600.0
2020-05-08,9387500.0
2019-05-21,11016500.0
2019-03-18,11313700.0
2018-09-07,14277200.0
2018-08-06,16227900.0
2018-10-09,13141000.0
2019-02-14,11802100.0
2018-12-12,12262400.0
2019-07-24,12252300.0
2019-09-26,9909700.0
2019-10-28,6883800.0
2019-12-05,16152100.0
2020-05-11,7790700.0
2019-07-03,6956800.0
2020-02-25,10463100.0
2020-05-14,9137700.0
2020-02-28,9872100.0
2019-08-08,7026600.0
2019-06-05,8535100.0
2018-07-20,9715400.0
2018-08-21,18760800.0
2018-10-24,18401700.0
2019-04-02,8633800.0
2019-03-01,10940900.0
2019-01-28,7016400.0
2018-12-27,10495700.0
2019-09-09,6616200.0
2020-03-02,5513700.0
2020-05-20,8433500.0
2019-12-17,5809500.0
2020-03-05,7588200.0
2019-02-12,6976800.0
2019-01-11,5108900.0
2018-12-10,5985900.0
2019-08-23,7125200.0
2018-11-08,5995600.0
2019-07-22,5612700.0
2019-06-20,5048000.0
2018-09-05,4675200.0
2019-04-17,6477500.0
2019-09-24,3554100.0
2019-12-20,4730300.0
2020-05-26,3896600.0
2019-04-30,6115600.0
2019-12-23,27800200.0
2020-03-11,17847500.0
2020-05-29,9988000.0
2019-12-26,16858200.0
2020-06-01,8421600.0
2019-05-02,14667600.0
2019-02-27,13774200.0
2018-11-23,12625800.0
2019-08-06,7583300.0
2018-07-18,8979000.0
2018-09-20,6678300.0
2018-10-22,6535300.0
2019-07-05,9083700.0
2019-06-03,8866200.0
2019-10-09,8638900.0
2019-10-11,12805800.0
2020-03-17,7148700.0
2020-06-04,10456300.0
2019-10-14,9318100.0
2020-03-20,8684900.0
2018-11-06,14693600.0
2019-06-18,16830700.0
2019-05-17,14122400.0
2019-04-15,10804900.0
2019-03-14,14137600.0
2019-01-09,10230400.0
2018-08-02,9072700.0
2018-10-05,8157400.0
2019-08-21,8001600.0
2019-10-17,9331100.0
2020-03-23,21473000.0
2020-06-10,8487000.0
2019-02-25,6500200.0
2020-01-07,12808300.0
2020-03-26,9782200.0
2019-10-23,14146200.0
