Dates,CNP
2018-06-20,26.469999313354492
2018-06-21,26.25
2018-06-25,26.579999923706055
2018-06-22,26.65999984741211
2018-06-26,27.110000610351562
2018-06-27,27.309999465942383
2018-06-28,27.84000015258789
2018-06-29,27.559999465942383
2018-07-02,27.75
2018-07-03,27.600000381469727
2018-07-05,27.65999984741211
2018-07-16,27.81999969482422
2018-09-18,27.940000534057617
2019-01-24,26.809999465942383
2019-09-05,27.1299991607666
2018-11-21,27.579999923706055
2020-01-13,27.790000915527344
2020-04-01,27.799999237060547
2020-06-19,27.799999237060547
2019-10-29,27.75
2020-01-16,27.649999618530273
2020-06-22,27.959999084472656
2018-10-03,27.829999923706055
2018-07-31,27.610000610351562
2019-03-12,27.920000076293945
2019-02-08,28.260000228881836
2019-01-07,28.170000076293945
2018-12-06,28.15999984741211
2019-08-19,28.170000076293945
2019-07-18,28.31999969482422
2019-05-15,27.90999984741211
2019-09-20,28.100000381469727
2019-11-01,27.950000762939453
2020-04-07,28.270000457763672
2020-06-25,28.270000457763672
2020-06-16,28.229999542236328
2019-11-04,28.280000686645508
2020-01-22,28.18000030517578
2019-11-07,28.260000228881836
2020-04-13,27.8799991607666
2019-07-01,27.959999084472656
2019-05-30,28.299999237060547
2018-08-15,28.329999923706055
2018-10-18,28.3799991607666
2019-03-27,28.1299991607666
2019-01-22,27.809999465942383
2018-12-21,27.75
2019-09-03,27.93000030517578
2018-11-19,27.6200008392334
2019-08-02,27.639999389648438
2020-01-28,27.809999465942383
2020-04-16,27.81999969482422
2019-11-13,27.68000030517578
2020-01-31,28.520000457763672
2018-12-04,28.860000610351562
2018-11-02,28.709999084472656
2019-07-16,28.65999984741211
2018-08-30,28.739999771118164
2018-10-01,28.799999237060547
2019-06-14,28.549999237060547
2019-05-13,28.75
2019-04-11,28.920000076293945
2019-02-06,28.729999542236328
2019-09-18,28.639999389648438
2020-02-03,27.940000534057617
2020-04-22,27.93000030517578
2019-11-19,28.09000015258789
2020-02-06,27.260000228881836
2019-11-22,27.420000076293945
2019-03-25,27.31999969482422
2019-02-21,27.5
2018-12-19,27.59000015258789
2018-07-12,27.719999313354492
2018-09-14,27.93000030517578
2018-08-13,27.280000686645508
2018-10-16,27.280000686645508
2019-07-31,27.8700008392334
2019-05-28,28.09000015258789
2019-04-26,28.18000030517578
2020-04-28,28.010000228881836
2019-11-25,27.219999313354492
2020-02-12,27.459999084472656
2020-05-01,27.520000457763672
2020-05-04,27.709999084472656
2019-06-12,27.610000610351562
2019-04-09,27.84000015258789
2019-03-08,28.1200008392334
2019-02-04,27.809999465942383
2018-07-27,27.8700008392334
2018-08-28,27.790000915527344
2019-01-03,27.84000015258789
2019-08-15,27.219999313354492
2018-10-31,27.31999969482422
2019-09-16,27.110000610351562
2020-02-18,27.049999237060547
2020-05-07,27.25
2018-08-17,27.09000015258789
2019-12-04,27.59000015258789
2020-02-21,27.989999771118164
2018-12-17,28.670000076293945
2019-08-30,27.940000534057617
2018-11-15,28.190000534057617
2019-07-29,28.079999923706055
2019-06-27,27.93000030517578
