Dates,WBA
2018-06-20,66.72000122070312
2018-06-21,68.5
2018-06-25,67.83999633789062
2018-06-22,67.3499984741211
2018-06-26,67.19000244140625
2018-06-27,66.44000244140625
2018-06-28,60.38999938964844
2018-06-29,59.810001373291016
2018-07-02,59.68000030517578
2018-07-03,61.45000076293945
2018-07-05,61.150001525878906
2018-07-16,62.36000061035156
2018-09-18,63.119998931884766
2019-01-24,63.25
2019-09-05,63.060001373291016
2018-11-21,64.13999938964844
2020-01-13,63.959999084472656
2020-04-01,65.13999938964844
2020-06-19,64.80000305175781
2019-10-29,65.72000122070312
2020-01-16,65.93000030517578
2020-06-22,64.63999938964844
2018-10-03,64.3499984741211
2018-07-31,65.6500015258789
2019-03-12,65.5199966430664
2019-02-08,67.37000274658203
2019-01-07,67.7300033569336
2018-12-06,68.38999938964844
2019-08-19,69.30999755859375
2019-07-18,67.61000061035156
2019-05-15,65.98999786376953
2019-09-20,67.19000244140625
2019-11-01,66.4800033569336
2020-04-07,67.55000305175781
2020-06-25,67.44000244140625
2020-06-16,66.44999694824219
2019-11-04,65.77999877929688
2020-01-22,66.4800033569336
2019-11-07,66.62000274658203
2020-04-13,67.94999694824219
2019-07-01,69.13999938964844
2019-05-30,68.76000213623047
2018-08-15,70.2300033569336
2018-10-18,70.36000061035156
2019-03-27,70.25
2019-01-22,69.55000305175781
2018-12-21,69.5
2019-09-03,69.66999816894531
2018-11-19,69.58000183105469
2019-08-02,69.19999694824219
2020-01-28,68.52999877929688
2020-04-16,67.54000091552734
2019-11-13,68.52999877929688
2020-01-31,67.45999908447266
2018-12-04,68.08999633789062
2018-11-02,67.9000015258789
2019-07-16,68.55000305175781
2018-08-30,68.58999633789062
2018-10-01,68.70999908447266
2019-06-14,70.45999908447266
2019-05-13,70.69000244140625
2019-04-11,70.36000061035156
2019-02-06,70.51000213623047
2019-09-18,71.01000213623047
2020-02-03,71.5199966430664
2020-04-22,73.19999694824219
2019-11-19,72.55999755859375
2020-02-06,72.7699966430664
2019-11-22,72.41999816894531
2019-03-25,72.95999908447266
2019-02-21,73.81999969482422
2018-12-19,72.87999725341797
2018-07-12,72.30000305175781
2018-09-14,73.69999694824219
2018-08-13,73.69000244140625
2018-10-16,73.08999633789062
2019-07-31,72.5
2019-05-28,73.55999755859375
2019-04-26,73.55999755859375
2020-04-28,69.75
2019-11-25,71.44999694824219
2020-02-12,73.08999633789062
2020-05-01,75.18000030517578
2020-05-04,76.0999984741211
2019-06-12,77.05000305175781
2019-04-09,77.01000213623047
2019-03-08,77.55999755859375
2019-02-04,77.2699966430664
2018-07-27,77.30999755859375
2018-08-28,74.86000061035156
2019-01-03,73.5199966430664
2019-08-15,76.7699966430664
2018-10-31,77.12000274658203
2019-09-16,78.80000305175781
2020-02-18,79.4800033569336
2020-05-07,80.2699966430664
2018-08-17,79.5999984741211
2019-12-04,80.08000183105469
2020-02-21,80.75
2018-12-17,81.5
2019-08-30,82.51000213623047
2018-11-15,82.38999938964844
2019-07-29,82.2699966430664
2019-06-27,82.37999725341797
2019-04-24,81.54000091552734
2018-07-10,82.47000122070312
2018-09-12,82.33999633789062
2019-02-19,81.08000183105469
2019-01-18,80.4000015258789
2020-02-24,79.11000061035156
2020-05-13,81.44000244140625
2019-12-10,81.75
2020-02-27,83.81999969482422
2019-12-13,83.83999633789062
2020-05-19,84.8499984741211
2019-03-06,85.02999877929688
2018-11-30,85.93000030517578
2019-08-13,82.4000015258789
2019-07-12,82.41999816894531
2019-06-10,81.5999984741211
2019-05-09,81.93000030517578
2018-07-25,82.44999694824219
2018-09-27,82.70999908447266
2018-10-29,79.2699966430664
2019-10-16,77.91999816894531
2019-12-16,76.95999908447266
2020-03-04,75.8499984741211
2020-05-22,71.87999725341797
2019-10-01,69.63999938964844
2019-12-19,66.97000122070312
2018-09-10,65.4000015258789
2019-05-24,67.16000366210938
2018-08-09,68.55999755859375
2019-04-22,68.54000091552734
2019-03-21,67.19999694824219
2019-01-16,67.80000305175781
2019-08-28,68.43000030517578
2018-11-13,69.1500015258789
2018-10-12,70.5199966430664
2019-06-25,71.81999969482422
2020-03-10,72.02999877929688
2020-05-28,72.5999984741211
2019-10-07,71.4000015258789
2020-03-13,70.97000122070312
2019-10-10,72.01000213623047
2020-03-16,71.33999633789062
2020-06-03,72.41999816894531
2018-11-28,72.12000274658203
2018-09-25,72.0999984741211
2018-07-23,71.7300033569336
2018-08-24,71.91000366210938
2019-07-10,71.37000274658203
2019-05-07,71.55000305175781
2019-04-05,71.41000366210938
2019-03-04,71.5
2019-01-31,72.37999725341797
2019-09-12,71.83000183105469
2019-12-31,71.37999725341797
2020-03-19,71.0
2020-01-03,71.1500015258789
2020-06-09,70.80000305175781
2019-02-15,70.25
2019-01-14,71.16000366210938
2018-07-06,71.8499984741211
2018-08-07,71.68000030517578
2018-10-10,72.91000366210938
2018-12-13,73.48999786376953
2019-08-26,72.9800033569336
2019-07-25,71.62000274658203
2019-05-22,70.43000030517578
2019-03-19,70.93000030517578
2020-01-06,71.51000213623047
2020-03-25,71.08999633789062
2020-06-12,71.41000366210938
2019-10-22,70.8499984741211
2020-01-09,66.95999908447266
2020-06-15,64.86000061035156
2019-10-25,63.52000045776367
2020-03-31,60.970001220703125
2020-06-18,59.869998931884766
2019-04-03,60.189998626708984
2018-08-22,60.970001220703125
2018-10-25,61.400001525878906
2019-01-29,62.029998779296875
2018-12-28,61.959999084472656
2018-11-26,62.709999084472656
2019-08-09,63.45000076293945
2019-07-08,63.630001068115234
2019-06-06,62.70000076293945
2019-09-10,63.630001068115234
2020-01-15,62.33000183105469
2020-04-03,61.86000061035156
2019-10-31,61.70000076293945
2020-04-06,62.34000015258789
2020-06-24,62.75
2018-11-09,63.54999923706055
2019-07-23,55.84000015258789
2019-06-21,55.540000915527344
2019-05-20,54.810001373291016
2019-04-18,54.36000061035156
2018-09-06,54.720001220703125
2018-10-08,54.779998779296875
2019-02-13,54.5099983215332
2018-12-11,54.59000015258789
2019-09-25,53.779998779296875
2020-01-21,53.56999969482422
2020-04-09,54.56999969482422
2019-11-06,55.0
2020-01-24,55.220001220703125
2020-01-27,54.59000015258789
2020-04-15,54.310001373291016
2018-12-26,53.189998626708984
2019-08-07,53.34000015258789
2019-06-04,52.720001220703125
2018-09-21,52.91999816894531
2018-07-19,53.66999816894531
2018-08-20,53.56999969482422
2018-10-23,53.810001373291016
2019-05-03,54.18000030517578
2019-04-01,53.720001220703125
2019-02-28,53.5
2019-11-12,52.95000076293945
2020-01-30,53.2400016784668
2019-11-15,53.47999954223633
2020-04-21,52.939998626708984
2019-04-16,52.22999954223633
2019-03-15,52.22999954223633
2019-02-11,53.0
2019-01-10,52.22999954223633
2019-08-22,52.029998779296875
2018-11-07,52.400001525878906
2018-08-03,52.77000045776367
2018-09-04,52.4900016784668
2019-06-19,51.779998779296875
2019-09-23,51.84000015258789
2019-11-18,51.56999969482422
2020-02-05,51.22999954223633
2020-04-24,50.290000915527344
2019-03-29,49.52000045776367
2019-11-21,50.5
2020-04-27,51.83000183105469
2020-02-11,50.91999816894531
2020-04-30,51.2400016784668
2019-05-01,52.099998474121094
2019-02-26,52.61000061035156
2019-01-25,52.95000076293945
2018-12-24,52.400001525878906
2019-09-06,52.869998931884766
2018-07-17,52.56999969482422
2018-09-19,53.279998779296875
2019-08-05,52.9900016784668
2019-10-08,52.93000030517578
2019-12-11,52.77000045776367
2019-11-27,52.349998474121094
2020-02-14,51.849998474121094
2020-05-06,53.060001373291016
2019-01-08,53.70000076293945
2018-12-07,54.470001220703125
2019-08-20,55.36000061035156
2018-11-05,54.70000076293945
2019-07-19,55.06999969482422
2018-10-04,55.11000061035156
2019-06-17,55.16999816894531
2019-05-16,55.349998474121094
2018-08-01,55.779998779296875
2019-03-13,56.560001373291016
2019-12-03,56.25
2020-02-20,55.959999084472656
2019-12-06,56.08000183105469
2020-05-12,55.689998626708984
2019-12-09,54.29999923706055
2020-02-26,54.86000061035156
2020-05-15,54.65999984741211
2019-03-28,54.13999938964844
2018-09-17,54.63999938964844
2018-08-16,55.20000076293945
2018-10-19,54.86000061035156
2019-04-29,55.09000015258789
2019-01-23,54.9900016784668
2019-09-04,55.279998779296875
2018-11-20,54.599998474121094
2019-07-02,54.189998626708984
2019-05-31,53.470001220703125
2019-12-12,52.0
2020-05-18,51.040000915527344
2019-09-27,52.65999984741211
2020-03-03,52.81999969482422
2020-05-21,52.779998779296875
2019-05-14,51.939998626708984
2018-08-31,52.439998626708984
2018-07-30,50.79999923706055
2018-10-02,49.630001068115234
2019-04-12,50.630001068115234
2019-03-11,51.209999084472656
2019-02-07,51.040000915527344
2019-07-17,51.150001525878906
2019-09-19,50.540000915527344
2019-10-21,49.97999954223633
2019-12-18,50.439998626708984
2020-03-06,49.2599983215332
2019-10-03,50.34000015258789
2020-03-09,50.68000030517578
2020-05-27,51.25
2019-12-24,50.72999954223633
2020-03-12,51.79999923706055
2018-12-20,52.66999816894531
2019-08-01,52.650001525878906
2018-08-14,55.56999969482422
2018-07-13,57.34000015258789
2018-10-17,58.0
2019-05-29,55.95000076293945
2019-03-26,55.349998474121094
2019-02-22,55.34000015258789
2019-10-04,54.63999938964844
2019-11-05,54.63999938964844
2019-12-27,54.38999938964844
2020-06-02,54.939998626708984
2019-12-30,54.66999816894531
2020-03-18,53.689998626708984
2020-06-05,54.70000076293945
2019-07-15,54.2400016784668
2018-12-03,54.61000061035156
2019-06-13,55.2599983215332
2019-01-04,54.529998779296875
2018-08-29,52.83000183105469
2019-02-05,52.7400016784668
2018-11-01,52.83000183105469
2019-08-16,52.349998474121094
2019-04-10,52.61000061035156
2019-09-17,52.2400016784668
2019-10-15,53.45000076293945
2020-01-02,53.7400016784668
2020-06-08,53.7599983215332
2019-10-18,54.47999954223633
2020-03-24,54.97999954223633
2020-06-11,56.02000045776367
2020-01-08,55.150001525878906
2019-04-25,54.880001068115234
2019-07-30,53.86000061035156
2019-02-20,54.59000015258789
2018-07-11,54.20000076293945
2018-09-13,56.040000915527344
2018-10-15,55.54999923706055
2019-06-28,56.150001525878906
2018-12-18,55.880001068115234
2018-11-16,55.08000183105469
2019-10-02,57.900001525878906
2020-03-27,59.9900016784668
2020-01-10,61.689998626708984
2019-10-24,59.81999969482422
2020-03-30,58.72999954223633
2020-06-17,62.63999938964844
2020-01-14,62.29999923706055
2020-04-02,62.630001068115234
2019-01-02,62.29999923706055
2019-08-14,61.880001068115234
2018-10-30,62.06999969482422
2019-06-11,62.15999984741211
2019-05-10,61.209999084472656
2019-04-08,61.36000061035156
2018-08-27,60.939998626708984
2018-07-26,60.689998626708984
2018-09-28,60.41999816894531
2019-03-07,59.790000915527344
2019-10-30,59.959999084472656
2020-01-17,59.29999923706055
2020-06-23,58.79999923706055
2020-04-08,59.689998626708984
2020-06-26,59.060001373291016
2019-03-22,59.380001068115234
2019-01-17,58.529998779296875
2019-08-29,58.849998474121094
2018-11-14,58.150001525878906
2019-06-26,58.310001373291016
2018-09-11,58.5099983215332
2018-07-09,58.18000030517578
2018-08-10,57.86000061035156
2019-04-23,57.22999954223633
2019-09-30,57.54999923706055
2020-01-23,58.33000183105469
2019-11-08,58.709999084472656
2020-04-14,58.900001525878906
2019-11-11,58.34000015258789
2020-01-29,58.91999816894531
2020-04-17,59.09000015258789
2018-07-24,58.81999969482422
2018-09-26,59.279998779296875
2019-05-08,58.540000915527344
2019-03-05,59.040000915527344
2019-02-01,59.220001220703125
2018-12-31,56.04999923706055
2018-11-29,55.790000915527344
2019-08-12,54.84000015258789
2019-07-11,54.20000076293945
2019-09-13,54.040000915527344
2019-11-14,54.540000915527344
2020-04-20,54.439998626708984
2020-02-04,54.689998626708984
2020-04-23,54.38999938964844
2018-12-14,53.72999954223633
2019-08-27,53.34000015258789
2018-08-08,53.31999969482422
2018-10-11,51.54999923706055
2018-11-12,52.45000076293945
2019-07-26,52.81999969482422
2019-06-24,52.040000915527344
2019-05-23,51.709999084472656
2019-03-20,51.040000915527344
2019-01-15,51.560001373291016
2019-11-20,52.849998474121094
2020-02-07,53.5099983215332
2020-02-10,53.279998779296875
2020-04-29,53.290000915527344
2019-11-26,53.540000915527344
2020-02-13,53.41999816894531
2019-01-30,54.310001373291016
2018-08-23,53.720001220703125
2018-09-24,52.40999984741211
2018-11-27,51.81999969482422
2018-10-26,52.06999969482422
2019-07-09,51.86000061035156
2019-06-07,50.779998779296875
2019-05-06,49.349998474121094
2019-04-04,48.20000076293945
2019-09-11,46.95000076293945
2019-11-29,45.15999984741211
2020-05-05,45.91999816894531
2019-12-02,47.5
2020-02-19,47.150001525878906
2020-05-08,47.25
2019-05-21,47.25
2019-03-18,48.029998779296875
2018-09-07,49.4900016784668
2018-08-06,48.22999954223633
2018-10-09,43.810001373291016
2019-02-14,42.720001220703125
2018-12-12,41.84000015258789
2019-07-24,46.189998626708984
2019-09-26,47.34000015258789
2019-10-28,52.709999084472656
2019-12-05,48.400001525878906
2020-05-11,46.560001373291016
2019-07-03,45.02000045776367
2020-02-25,44.45000076293945
2020-05-14,41.7400016784668
2020-02-28,44.52000045776367
2019-08-08,44.59000015258789
2019-06-05,45.27000045776367
2018-07-20,45.06999969482422
2018-08-21,40.16999816894531
2018-10-24,40.25
2019-04-02,41.900001525878906
2019-03-01,43.38999938964844
2019-01-28,43.20000076293945
2018-12-27,43.150001525878906
2019-09-09,43.790000915527344
2020-03-02,44.880001068115234
2020-05-20,45.560001373291016
2019-12-17,43.369998931884766
2020-03-05,44.380001068115234
2019-02-12,44.15999984741211
