Dates,CTSH
2018-06-20,79.25
2018-06-21,78.7699966430664
2018-06-25,78.16999816894531
2018-06-22,78.41000366210938
2018-06-26,78.13999938964844
2018-06-27,79.43000030517578
2018-06-28,77.79000091552734
2018-06-29,78.94000244140625
2018-07-02,78.56999969482422
2018-07-03,79.9800033569336
2018-07-05,79.83999633789062
2018-07-16,79.94000244140625
2018-09-18,80.76000213623047
2019-01-24,81.5
2019-09-05,81.22000122070312
2018-11-21,82.04000091552734
2020-01-13,82.48999786376953
2020-04-01,81.77999877929688
2020-06-19,81.4000015258789
2019-10-29,82.36000061035156
2020-01-16,82.25
2020-06-22,82.22000122070312
2018-10-03,82.13999938964844
2018-07-31,82.52999877929688
2019-03-12,82.55000305175781
2019-02-08,83.05000305175781
2019-01-07,82.7300033569336
2018-12-06,81.52999877929688
2019-08-19,81.13999938964844
2019-07-18,81.5
2019-05-15,75.44999694824219
2019-09-20,77.54000091552734
2019-11-01,77.7699966430664
2020-04-07,78.55000305175781
2020-06-25,78.27999877929688
2020-06-16,77.12000274658203
2019-11-04,75.97000122070312
2020-01-22,75.75
2019-11-07,74.66000366210938
2020-04-13,74.87999725341797
2019-07-01,74.58999633789062
2019-05-30,75.05999755859375
2018-08-15,75.48999786376953
2018-10-18,74.88999938964844
2019-03-27,74.80999755859375
2019-01-22,75.3499984741211
2018-12-21,75.43000030517578
2019-09-03,76.16000366210938
2018-11-19,76.73999786376953
2019-08-02,76.61000061035156
2020-01-28,77.62999725341797
2020-04-16,77.36000061035156
2019-11-13,75.11000061035156
2020-01-31,75.29000091552734
2018-12-04,75.48999786376953
2018-11-02,75.41999816894531
2019-07-16,75.91000366210938
2018-08-30,75.7300033569336
2018-10-01,76.45999908447266
2019-06-14,75.94999694824219
2019-05-13,77.19999694824219
2019-04-11,76.33000183105469
2019-02-06,76.27999877929688
2019-09-18,77.69000244140625
2020-02-03,76.38999938964844
2020-04-22,77.70999908447266
2019-11-19,76.87999725341797
2020-02-06,77.5999984741211
2019-11-22,77.05000305175781
2019-03-25,76.5
2019-02-21,76.44999694824219
2018-12-19,77.44999694824219
2018-07-12,77.0
2018-09-14,77.33000183105469
2018-08-13,76.47000122070312
2018-10-16,75.95999908447266
2019-07-31,75.0
2019-05-28,74.0
2019-04-26,73.62000274658203
2020-04-28,71.69999694824219
2019-11-25,71.36000061035156
2020-02-12,71.54000091552734
2020-05-01,72.75
2020-05-04,73.36000061035156
2019-06-12,73.87999725341797
2019-04-09,73.73999786376953
2019-03-08,73.9800033569336
