Dates,CTSH
2018-06-20,76.84893035888672
2018-06-21,75.73744201660156
2018-06-25,76.73192596435547
2018-06-22,76.01042938232422
2018-06-26,76.48818969726562
2018-06-27,75.44493865966797
2018-06-28,77.0439224243164
2018-06-29,77.01468658447266
2018-07-02,77.5021743774414
2018-07-03,77.90193176269531
2018-07-05,77.89217376708984
2018-07-16,78.54542541503906
2018-09-18,78.95490264892578
2019-01-24,79.70567321777344
2019-09-05,79.54965209960938
2018-11-21,81.23640441894531
2020-01-13,79.66666412353516
2020-04-01,79.91040802001953
2020-06-19,80.67091369628906
2019-10-29,80.27116394042969
2020-01-16,80.31990051269531
2020-06-22,80.18341064453125
2018-10-03,80.60265350341797
2018-07-31,80.20291137695312
2019-03-12,80.76840209960938
2019-02-08,80.65141296386719
2019-01-07,79.52041625976562
2018-12-06,78.74041748046875
2019-08-19,79.46192169189453
2019-07-18,80.03716278076172
2019-05-15,74.93794250488281
2019-09-20,75.87393951416016
2019-11-01,76.52718353271484
2020-04-07,76.11768341064453
2020-06-25,75.30844116210938
2020-06-16,74.35294342041016
2019-11-04,73.67045593261719
2020-01-22,73.53395080566406
2019-11-07,73.3389663696289
2020-04-13,72.67596435546875
2019-07-01,73.22196960449219
2019-05-30,73.67045593261719
2018-08-15,73.0367202758789
2018-10-18,73.22245788574219
2019-03-27,73.57439422607422
2019-01-22,73.42774963378906
2018-12-21,74.16095733642578
2019-09-03,74.89417266845703
2018-11-19,74.94303894042969
2019-08-02,75.94996643066406
2020-01-28,75.65668487548828
2020-04-16,76.67339324951172
2019-11-13,73.94587707519531
2020-01-31,73.60372924804688
2018-12-04,74.02409362792969
2018-11-02,74.03386688232422
2019-07-16,73.86767578125
2018-08-30,74.89417266845703
2018-10-01,74.00454711914062
2019-06-14,75.47093963623047
2019-05-13,74.5715560913086
2019-04-11,74.25872802734375
2019-02-06,75.15811157226562
2019-09-18,74.39558410644531
2020-02-03,75.44161987304688
2020-04-22,75.87176513671875
2019-11-19,75.53937530517578
2020-02-06,75.09944915771484
2019-11-22,75.07011413574219
2019-03-25,75.04080200195312
2019-02-21,75.42206573486328
2018-12-19,75.25587463378906
