Dates,CTSH
2018-06-20,79.30000305175781
2018-06-21,78.7699966430664
2018-06-25,79.0
2018-06-22,78.5
2018-06-26,78.80000305175781
2018-06-27,79.43000030517578
2018-06-28,79.37000274658203
2018-06-29,80.01000213623047
2018-07-02,79.5199966430664
2018-07-03,80.20999908447266
2018-07-05,80.19000244140625
2018-07-16,80.73999786376953
2018-09-18,81.0999984741211
2019-01-24,82.0999984741211
2019-09-05,81.88999938964844
2018-11-21,83.3499984741211
2020-01-13,83.08000183105469
2020-04-01,82.37999725341797
2020-06-19,82.98999786376953
2019-10-29,82.6500015258789
2020-01-16,82.62999725341797
2020-06-22,82.56999969482422
2018-10-03,82.76000213623047
2018-07-31,82.91000366210938
2019-03-12,82.83999633789062
2019-02-08,83.30000305175781
2019-01-07,83.0
2018-12-06,81.76000213623047
2019-08-19,81.7300033569336
2019-07-18,82.29000091552734
2019-05-15,78.16999816894531
2019-09-20,78.25
2019-11-01,78.5199966430664
2020-04-07,78.83000183105469
2020-06-25,78.27999877929688
2020-06-16,77.25
2019-11-04,76.26000213623047
2020-01-22,76.45999908447266
2019-11-07,75.73999786376953
2020-04-13,75.12999725341797
2019-07-01,75.37000274658203
2019-05-30,75.80999755859375
2018-08-15,75.5
2018-10-18,75.30000305175781
2019-03-27,75.38999938964844
2019-01-22,75.94999694824219
2018-12-21,76.0
2019-09-03,77.16999816894531
2018-11-19,76.87999725341797
2019-08-02,77.9000015258789
2020-01-28,77.91000366210938
2020-04-16,78.58999633789062
2019-11-13,75.86000061035156
2020-01-31,75.45999908447266
2018-12-04,75.91999816894531
2018-11-02,76.20999908447266
2019-07-16,76.30999755859375
2018-08-30,76.76000213623047
2018-10-01,76.80000305175781
2019-06-14,77.2300033569336
2019-05-13,77.19999694824219
2019-04-11,76.62999725341797
2019-02-06,77.04000091552734
2019-09-18,77.69000244140625
2020-02-03,77.38999938964844
2020-04-22,77.8499984741211
2019-11-19,77.55000305175781
2020-02-06,77.77999877929688
2019-11-22,77.43000030517578
2019-03-25,77.55000305175781
2019-02-21,77.16000366210938
2018-12-19,77.87000274658203
2018-07-12,77.3499984741211
2018-09-14,77.48999786376953
2018-08-13,76.58000183105469
2018-10-16,76.29000091552734
2019-07-31,75.02999877929688
2019-05-28,74.30000305175781
2019-04-26,73.6500015258789
2020-04-28,72.12999725341797
2019-11-25,72.5
2020-02-12,72.58999633789062
2020-05-01,73.70999908447266
2020-05-04,74.37999725341797
2019-06-12,74.37999725341797
2019-04-09,74.52999877929688
2019-03-08,74.2300033569336
2019-02-04,73.62000274658203
2018-07-27,73.62000274658203
2018-08-28,71.86000061035156
2019-01-03,71.45999908447266
2019-08-15,71.30999755859375
2018-10-31,67.93000030517578
2019-09-16,69.66000366210938
2020-02-18,69.19000244140625
2020-05-07,69.62999725341797
2018-08-17,70.0
2019-12-04,69.77999877929688
2020-02-21,71.43000030517578
2018-12-17,71.81999969482422
2019-08-30,71.13999938964844
