Dates,CTSH
2018-06-20,78.81999969482422
2018-06-21,77.68000030517578
2018-06-25,78.69999694824219
2018-06-22,77.95999908447266
2018-06-26,78.44999694824219
2018-06-27,77.37999725341797
2018-06-28,79.0199966430664
2018-06-29,78.98999786376953
2018-07-02,79.48999786376953
2018-07-03,79.9000015258789
2018-07-05,79.88999938964844
2018-07-16,80.55999755859375
2018-09-18,80.9800033569336
2019-01-24,81.75
2019-09-05,81.58999633789062
2018-11-21,83.31999969482422
2020-01-13,81.70999908447266
2020-04-01,81.95999908447266
2020-06-19,82.73999786376953
2019-10-29,82.33000183105469
2020-01-16,82.37999725341797
2020-06-22,82.23999786376953
2018-10-03,82.66999816894531
2018-07-31,82.26000213623047
2019-03-12,82.83999633789062
2019-02-08,82.72000122070312
2019-01-07,81.55999755859375
2018-12-06,80.76000213623047
2019-08-19,81.5
2019-07-18,82.08999633789062
2019-05-15,76.86000061035156
2019-09-20,77.81999969482422
2019-11-01,78.48999786376953
2020-04-07,78.06999969482422
2020-06-25,77.23999786376953
2020-06-16,76.26000213623047
2019-11-04,75.55999755859375
2020-01-22,75.41999816894531
2019-11-07,75.22000122070312
2020-04-13,74.54000091552734
2019-07-01,75.0999984741211
2019-05-30,75.55999755859375
2018-08-15,74.91000366210938
2018-10-18,74.9000015258789
2019-03-27,75.26000213623047
2019-01-22,75.11000061035156
2018-12-21,75.86000061035156
2019-09-03,76.61000061035156
2018-11-19,76.66000366210938
2019-08-02,77.69000244140625
2020-01-28,77.38999938964844
2020-04-16,78.43000030517578
2019-11-13,75.63999938964844
2020-01-31,75.29000091552734
2018-12-04,75.72000122070312
2018-11-02,75.7300033569336
2019-07-16,75.55999755859375
2018-08-30,76.61000061035156
2018-10-01,75.69999694824219
2019-06-14,77.19999694824219
2019-05-13,76.27999877929688
2019-04-11,75.95999908447266
2019-02-06,76.87999725341797
2019-09-18,76.0999984741211
2020-02-03,77.16999816894531
2020-04-22,77.61000061035156
2019-11-19,77.2699966430664
2020-02-06,76.81999969482422
2019-11-22,76.79000091552734
2019-03-25,76.76000213623047
2019-02-21,77.1500015258789
2018-12-19,76.9800033569336
2018-07-12,77.27999877929688
2018-09-14,76.55999755859375
2018-08-13,76.0999984741211
2018-10-16,75.20999908447266
2019-07-31,74.11000061035156
2019-05-28,73.97000122070312
2019-04-26,71.44000244140625
2020-04-28,70.29000091552734
2019-11-25,72.16999816894531
2020-02-12,72.01000213623047
2020-05-01,73.5
2020-05-04,73.98999786376953
2019-06-12,73.58999633789062
2019-04-09,73.69000244140625
2019-03-08,73.58999633789062
2019-02-04,73.41000366210938
2018-07-27,70.1500015258789
2018-08-28,71.4800033569336
2019-01-03,70.52999877929688
2019-08-15,69.22000122070312
2018-10-31,66.5199966430664
2019-09-16,69.02999877929688
2020-02-18,68.77999877929688
2020-05-07,69.5
2018-08-17,69.45999908447266
2019-12-04,69.6500015258789
2020-02-21,71.37000274658203
2018-12-17,71.23999786376953
2019-08-30,70.33999633789062
2018-11-15,69.55000305175781
2019-07-29,69.61000061035156
2019-06-27,67.56999969482422
2019-04-24,68.66999816894531
2018-07-10,70.33000183105469
2018-09-12,69.20999908447266
2019-02-19,67.61000061035156
2019-01-18,68.66999816894531
2020-02-24,67.9800033569336
2020-05-13,68.75
2019-12-10,69.9000015258789
2020-02-27,70.76000213623047
2019-12-13,70.30000305175781
2020-05-19,71.2300033569336
2019-03-06,71.93000030517578
2018-11-30,70.0199966430664
2019-08-13,69.4000015258789
2019-07-12,68.0
2019-06-10,67.08999633789062
2019-05-09,67.26000213623047
2018-07-25,68.02999877929688
2018-09-27,69.08000183105469
2018-10-29,67.7699966430664
2019-10-16,64.66999816894531
2019-12-16,64.62000274658203
2020-03-04,64.2300033569336
2020-05-22,62.779998779296875
2019-10-01,60.09000015258789
2019-12-19,60.02000045776367
2018-09-10,62.36000061035156
2019-05-24,63.08000183105469
2018-08-09,62.93000030517578
2019-04-22,63.47999954223633
2019-03-21,63.09000015258789
2019-01-16,61.099998474121094
2019-08-28,63.70000076293945
2018-11-13,63.599998474121094
2018-10-12,64.31999969482422
2019-06-25,64.26000213623047
2020-03-10,64.80999755859375
2020-05-28,64.91999816894531
2019-10-07,64.62999725341797
2020-03-13,65.98999786376953
2019-10-10,65.79000091552734
2020-03-16,66.55000305175781
2020-06-03,67.81999969482422
2018-11-28,66.80000305175781
2018-09-25,67.05999755859375
2018-07-23,68.12000274658203
2018-08-24,70.0199966430664
2019-07-10,68.94999694824219
2019-05-07,68.66000366210938
2019-04-05,69.80000305175781
2019-03-04,69.68000030517578
2019-01-31,70.13999938964844
2019-09-12,71.29000091552734
2019-12-31,71.20999908447266
2020-03-19,74.5
2020-01-03,72.98999786376953
2020-06-09,73.16000366210938
2019-02-15,72.97000122070312
2019-01-14,73.44999694824219
2018-07-06,73.58000183105469
2018-08-07,73.12000274658203
2018-10-10,73.55999755859375
2018-12-13,73.18000030517578
2019-08-26,72.25
