Dates,CTSH
2019-04-09,73.4800033569336
2019-03-08,73.0999984741211
2019-02-04,71.77999877929688
2018-07-27,70.0999984741211
2018-08-28,70.19999694824219
2019-01-03,69.31999969482422
2019-08-15,68.36000061035156
2018-10-31,65.13999938964844
2019-09-16,66.31999969482422
2020-02-18,68.08000183105469
2020-05-07,68.51000213623047
2018-08-17,69.05999755859375
2019-12-04,69.1500015258789
2020-02-21,70.18000030517578
2018-12-17,70.93000030517578
2019-08-30,69.8499984741211
2018-11-15,69.3499984741211
2019-07-29,69.44000244140625
2019-06-27,67.47000122070312
2019-04-24,67.01000213623047
2018-07-10,68.2699966430664
2018-09-12,68.75
2019-02-19,67.44999694824219
2019-01-18,67.70999908447266
2020-02-24,67.83000183105469
2020-05-13,68.37000274658203
2019-12-10,68.36000061035156
2020-02-27,69.51000213623047
2019-12-13,70.11000061035156
2020-05-19,70.05999755859375
2019-03-06,71.11000061035156
2018-11-30,69.73999786376953
2019-08-13,68.11000061035156
2019-07-12,67.58999633789062
2019-06-10,66.41999816894531
2019-05-09,66.5999984741211
2018-07-25,67.98999786376953
2018-09-27,67.81999969482422
2018-10-29,67.58000183105469
2019-10-16,64.05000305175781
2019-12-16,64.16000366210938
2020-03-04,63.630001068115234
2020-05-22,62.04999923706055
2019-10-01,59.79999923706055
2019-12-19,59.65999984741211
2018-09-10,59.470001220703125
2019-05-24,60.88999938964844
2018-08-09,62.41999816894531
2019-04-22,63.02000045776367
2019-03-21,62.5
2019-01-16,61.0099983215332
2019-08-28,61.95000076293945
2018-11-13,62.79999923706055
2018-10-12,63.439998626708984
2019-06-25,63.97999954223633
2020-03-10,63.5
2020-05-28,64.58000183105469
2019-10-07,64.33999633789062
2020-03-13,64.6500015258789
2019-10-10,65.44999694824219
2020-03-16,65.19999694824219
2020-06-03,66.97000122070312
2018-11-28,66.2699966430664
2018-09-25,66.20999908447266
2018-07-23,66.91999816894531
2018-08-24,69.25
2019-07-10,68.33999633789062
2019-05-07,68.37999725341797
2019-04-05,68.54000091552734
2019-03-04,69.41000366210938
2019-01-31,69.77999877929688
2019-09-12,69.94000244140625
2019-12-31,71.11000061035156
2020-03-19,70.0
2020-01-03,71.41999816894531
2020-06-09,72.18000030517578
2019-02-15,72.87999725341797
2019-01-14,72.87999725341797
2018-07-06,73.18000030517578
2018-08-07,72.91999816894531
2018-10-10,73.08000183105469
2018-12-13,72.63999938964844
2019-08-26,71.86000061035156
2019-07-25,71.12000274658203
2019-05-22,71.48999786376953
2019-03-19,72.13999938964844
2020-01-06,71.76000213623047
2020-03-25,70.95999908447266
2020-06-12,70.87999725341797
2019-10-22,70.80000305175781
2020-01-09,71.01000213623047
2020-06-15,71.33999633789062
2019-10-25,71.19000244140625
2020-03-31,71.66000366210938
2020-06-18,70.56999969482422
2019-04-03,71.30000305175781
2018-08-22,71.68000030517578
2018-10-25,71.1500015258789
2019-01-29,70.8499984741211
2018-12-28,70.94000244140625
2018-11-26,71.22000122070312
2019-08-09,71.80000305175781
2019-07-08,71.31999969482422
2019-06-06,71.41000366210938
2019-09-10,70.63999938964844
2020-01-15,70.01000213623047
2020-04-03,70.66999816894531
2019-10-31,70.31999969482422
2020-04-06,71.04000091552734
2020-06-24,71.97000122070312
2018-11-09,72.6500015258789
2019-07-23,73.41000366210938
2019-06-21,73.81999969482422
2019-05-20,73.31999969482422
2019-04-18,73.12999725341797
2018-09-06,73.55999755859375
2018-10-08,73.72000122070312
2019-02-13,74.30999755859375
2018-12-11,74.06999969482422
2019-09-25,73.55000305175781
2020-01-21,73.76000213623047
2020-04-09,71.58000183105469
2019-11-06,71.75
2020-01-24,70.55999755859375
2020-01-27,70.37000274658203
2020-04-15,71.55000305175781
2018-12-26,72.08999633789062
2019-08-07,72.30000305175781
2019-06-04,72.63999938964844
2018-09-21,71.1500015258789
2018-07-19,72.29000091552734
2018-08-20,72.1500015258789
2018-10-23,65.0
2019-05-03,57.70000076293945
2019-04-01,58.02000045776367
2019-02-28,57.470001220703125
2019-11-12,58.06999969482422
2020-01-30,58.0099983215332
2019-11-15,58.279998779296875
2020-04-21,56.72999954223633
2019-04-16,56.970001220703125
2019-03-15,57.43000030517578
2019-02-11,58.22999954223633
2019-01-10,57.810001373291016
2019-08-22,58.709999084472656
2018-11-07,60.02000045776367
2018-08-03,60.61000061035156
2018-09-04,60.84000015258789
2019-06-19,61.220001220703125
2019-09-23,61.880001068115234
2019-11-18,61.54999923706055
2020-02-05,61.75
2020-04-24,61.72999954223633
2019-03-29,60.130001068115234
2019-11-21,58.869998931884766
2020-04-27,61.279998779296875
2020-02-11,61.75
2020-04-30,62.150001525878906
2019-05-01,62.66999816894531
2019-02-26,63.02000045776367
2019-01-25,62.11000061035156
2018-12-24,61.86000061035156
2019-09-06,61.02000045776367
2018-07-17,61.63999938964844
2018-09-19,63.119998931884766
2019-08-05,61.900001525878906
2019-10-08,62.81999969482422
2019-12-11,63.86000061035156
2019-11-27,63.77000045776367
2020-02-14,63.04999923706055
2020-05-06,63.04999923706055
2019-01-08,62.939998626708984
2018-12-07,63.16999816894531
2019-08-20,63.849998474121094
2018-11-05,63.599998474121094
2019-07-19,63.790000915527344
2018-10-04,63.689998626708984
2019-06-17,63.900001525878906
2019-05-16,63.619998931884766
2018-08-01,63.66999816894531
2019-03-13,64.08999633789062
2019-12-03,65.19000244140625
2020-02-20,65.5
2019-12-06,65.3499984741211
2020-05-12,65.12000274658203
2019-12-09,64.30999755859375
2020-02-26,65.02999877929688
2020-05-15,65.19000244140625
2019-03-28,64.88999938964844
2018-09-17,64.83000183105469
2018-08-16,65.30999755859375
2018-10-19,65.75
2019-04-29,65.44000244140625
2019-01-23,65.08999633789062
2019-09-04,64.23999786376953
2018-11-20,65.02999877929688
2019-07-02,62.810001373291016
2019-05-31,61.79999923706055
2019-12-12,61.459999084472656
2020-05-18,61.150001525878906
2019-09-27,62.220001220703125
2020-03-03,61.900001525878906
2020-05-21,61.06999969482422
2019-05-14,60.72999954223633
2018-08-31,59.939998626708984
2018-07-30,60.099998474121094
2018-10-02,60.7599983215332
2019-04-12,61.56999969482422
2019-03-11,61.36000061035156
2019-02-07,61.65999984741211
2019-07-17,61.099998474121094
2019-09-19,59.79999923706055
2019-10-21,59.59000015258789
2019-12-18,59.439998626708984
2020-03-06,59.20000076293945
2019-10-03,60.75
2020-03-09,61.09000015258789
2020-05-27,60.84000015258789
2019-12-24,62.040000915527344
2020-03-12,63.15999984741211
2018-12-20,64.08999633789062
2019-08-01,63.86000061035156
2018-08-14,63.27000045776367
2018-07-13,64.41000366210938
2018-10-17,64.36000061035156
2019-05-29,64.19000244140625
2019-03-26,63.869998931884766
2019-02-22,63.209999084472656
2019-10-04,62.70000076293945
2019-11-05,63.08000183105469
2019-12-27,61.459999084472656
2020-06-02,60.79999923706055
2019-12-30,59.4900016784668
2020-03-18,59.41999816894531
2020-06-05,59.029998779296875
2019-07-15,58.65999984741211
2018-12-03,58.869998931884766
2019-06-13,60.400001525878906
2019-01-04,59.5
2018-08-29,59.630001068115234
2019-02-05,60.2599983215332
2018-11-01,60.08000183105469
2019-08-16,58.88999938964844
2019-04-10,59.13999938964844
2019-09-17,58.970001220703125
2019-10-15,60.310001373291016
2020-01-02,60.02000045776367
2020-06-08,60.369998931884766
2019-10-18,61.220001220703125
2020-03-24,60.970001220703125
2020-06-11,60.599998474121094
2020-01-08,60.29999923706055
2019-04-25,59.70000076293945
2019-07-30,59.59000015258789
2019-02-20,60.18000030517578
2018-07-11,60.27000045776367
2018-09-13,60.20000076293945
2018-10-15,60.369998931884766
2019-06-28,59.75
2018-12-18,59.88999938964844
2018-11-16,60.869998931884766
2019-10-02,61.349998474121094
2020-03-27,61.36000061035156
2020-01-10,61.88999938964844
2019-10-24,62.56999969482422
2020-03-30,62.380001068115234
2020-06-17,62.47999954223633
2020-01-14,62.5
2020-04-02,62.380001068115234
2019-01-02,62.02000045776367
2019-08-14,62.68000030517578
2018-10-30,62.970001220703125
2019-06-11,63.4900016784668
2019-05-10,63.06999969482422
2019-04-08,63.09000015258789
2018-08-27,61.95000076293945
2018-07-26,63.220001220703125
2018-09-28,63.099998474121094
2019-03-07,63.439998626708984
2019-10-30,63.900001525878906
2020-01-17,63.41999816894531
2020-06-23,62.310001373291016
2020-04-08,62.369998931884766
2020-06-26,62.060001373291016
2019-03-22,62.2599983215332
2019-01-17,61.7400016784668
2019-08-29,61.02000045776367
2018-11-14,60.459999084472656
2019-06-26,60.43000030517578
2018-09-11,61.08000183105469
2018-07-09,61.45000076293945
2018-08-10,61.5099983215332
2019-04-23,61.5
2019-09-30,62.15999984741211
2020-01-23,62.0099983215332
2019-11-08,62.59000015258789
2020-04-14,62.150001525878906
2019-11-11,61.90999984741211
2020-01-29,62.0099983215332
2020-04-17,61.38999938964844
2018-07-24,61.470001220703125
2018-09-26,61.68000030517578
2019-05-08,60.88999938964844
2019-03-05,60.349998474121094
2019-02-01,59.97999954223633
2018-12-31,60.220001220703125
2018-11-29,60.75
2019-08-12,60.45000076293945
2019-07-11,60.209999084472656
2019-09-13,60.970001220703125
2019-11-14,61.41999816894531
2020-04-20,61.86000061035156
2020-02-04,62.31999969482422
2020-04-23,61.939998626708984
2018-12-14,61.83000183105469
2019-08-27,61.849998474121094
2018-08-08,61.9900016784668
2018-10-11,61.290000915527344
2018-11-12,61.56999969482422
2019-07-26,62.59000015258789
2019-06-24,61.29999923706055
2019-05-23,60.849998474121094
2019-03-20,61.56999969482422
2019-01-15,63.0
2019-11-20,64.2300033569336
2020-02-07,66.97000122070312
2020-02-10,68.55000305175781
2020-04-29,68.58999633789062
2019-11-26,68.76000213623047
2020-02-13,69.05000305175781
2019-01-30,68.95999908447266
2018-08-23,67.80000305175781
2018-09-24,68.04000091552734
2018-11-27,67.91000366210938
2018-10-26,68.18000030517578
2019-07-09,68.80000305175781
2019-06-07,67.38999938964844
2019-05-06,64.33000183105469
2019-04-04,63.2599983215332
2019-09-11,61.29999923706055
2019-11-29,59.459999084472656
2020-05-05,58.81999969482422
2019-12-02,58.869998931884766
2020-02-19,59.349998474121094
2020-05-08,59.349998474121094
2019-05-21,57.0099983215332
2019-03-18,53.459999084472656
2018-09-07,52.91999816894531
2018-08-06,52.41999816894531
2018-10-09,47.75
2019-02-14,48.689998626708984
2018-12-12,43.0099983215332
2019-07-24,43.66999816894531
2019-09-26,45.790000915527344
2019-10-28,44.22999954223633
2019-12-05,43.66999816894531
2020-05-11,40.0099983215332
2019-07-03,43.08000183105469
2020-02-25,45.4900016784668
2020-05-14,47.43000030517578
2020-02-28,46.279998779296875
2019-08-08,46.33000183105469
2019-06-05,46.15999984741211
2018-07-20,42.13999938964844
2018-08-21,42.20000076293945
2018-10-24,43.0099983215332
2019-04-02,45.38999938964844
2019-03-01,47.61000061035156
2019-01-28,47.7599983215332
2018-12-27,51.91999816894531
2019-09-09,52.04999923706055
2020-03-02,53.029998779296875
2020-05-20,51.130001068115234
2019-12-17,50.540000915527344
2020-03-05,52.59000015258789
2019-02-12,51.13999938964844
2019-01-11,50.66999816894531
2018-12-10,51.33000183105469
2019-08-23,52.40999984741211
2018-11-08,52.400001525878906
2019-07-22,54.36000061035156
2019-06-20,56.47999954223633
2018-09-05,57.779998779296875
2019-04-17,57.29999923706055
2019-09-24,56.11000061035156
2019-12-20,55.130001068115234
2020-05-26,56.36000061035156
2019-04-30,56.65999984741211
2019-12-23,58.310001373291016
2020-03-11,54.2400016784668
2020-05-29,54.619998931884766
2019-12-26,53.209999084472656
2020-06-01,48.97999954223633
2019-05-02,47.38999938964844
2019-02-27,48.97999954223633
2018-11-23,51.90999984741211
2019-08-06,51.31999969482422
2018-07-18,52.0
2018-09-20,51.709999084472656
2018-10-22,50.93000030517578
2019-07-05,52.83000183105469
2019-06-03,53.97999954223633
2019-10-09,53.59000015258789
2019-10-11,52.22999954223633
2020-03-17,52.47999954223633
2020-06-04,52.88999938964844
2019-10-14,53.52000045776367
2020-03-20,54.529998779296875
2018-11-06,56.54999923706055
2019-06-18,58.09000015258789
2019-05-17,56.63999938964844
2019-04-15,56.68000030517578
2019-03-14,53.619998931884766
2019-01-09,53.47999954223633
2018-08-02,52.5
2018-10-05,54.83000183105469
2019-08-21,54.709999084472656
2019-10-17,53.900001525878906
2020-03-23,53.90999984741211
2020-06-10,53.15999984741211
2019-02-25,54.02000045776367
2020-01-07,53.77000045776367
2020-03-26,53.9900016784668
2019-10-23,54.59000015258789
