Dates,DISH
2018-06-20,34.900001525878906
2018-06-21,34.5
2018-06-25,35.06999969482422
2018-06-22,34.97999954223633
2018-06-26,34.2400016784668
2018-06-27,34.439998626708984
2018-06-28,33.72999954223633
2018-06-29,34.040000915527344
2018-07-02,33.59000015258789
2018-07-03,33.4900016784668
2018-07-05,33.599998474121094
2018-07-16,35.20000076293945
2018-09-18,35.79999923706055
2019-01-24,35.790000915527344
2019-09-05,34.7400016784668
2018-11-21,33.88999938964844
2020-01-13,33.77000045776367
2020-04-01,33.9900016784668
2020-06-19,32.2599983215332
2019-10-29,31.850000381469727
2020-01-16,31.780000686645508
2020-06-22,31.149999618530273
2018-10-03,31.25
2018-07-31,30.850000381469727
2019-03-12,30.479999542236328
2019-02-08,30.670000076293945
2019-01-07,30.84000015258789
2018-12-06,31.06999969482422
2019-08-19,31.6299991607666
2019-07-18,31.40999984741211
2019-05-15,30.530000686645508
2019-09-20,34.310001373291016
2019-11-01,36.900001525878906
2020-04-07,36.849998474121094
2020-06-25,36.83000183105469
2020-06-16,36.84000015258789
2019-11-04,36.400001525878906
2020-01-22,35.209999084472656
2019-11-07,35.79999923706055
2020-04-13,35.59000015258789
2019-07-01,35.650001525878906
2019-05-30,35.38999938964844
2018-08-15,35.34000015258789
2018-10-18,35.939998626708984
2019-03-27,35.630001068115234
2019-01-22,35.400001525878906
2018-12-21,35.709999084472656
2019-09-03,36.0
2018-11-19,36.77000045776367
2019-08-02,36.459999084472656
2020-01-28,35.970001220703125
2020-04-16,35.58000183105469
2019-11-13,35.310001373291016
2020-01-31,35.349998474121094
2018-12-04,35.209999084472656
2018-11-02,35.720001220703125
2019-07-16,35.720001220703125
2018-08-30,35.08000183105469
2018-10-01,35.38999938964844
2019-06-14,36.58000183105469
2019-05-13,36.790000915527344
2019-04-11,37.13999938964844
2019-02-06,37.22999954223633
2019-09-18,37.470001220703125
2020-02-03,37.130001068115234
2020-04-22,36.91999816894531
2019-11-19,36.619998931884766
2020-02-06,35.900001525878906
2019-11-22,36.189998626708984
2019-03-25,35.9900016784668
2019-02-21,36.040000915527344
2018-12-19,36.06999969482422
2018-07-12,36.38999938964844
2018-09-14,36.56999969482422
2018-08-13,36.4900016784668
2018-10-16,36.380001068115234
2019-07-31,34.560001373291016
2019-05-28,34.77000045776367
2019-04-26,34.599998474121094
2020-04-28,33.130001068115234
2019-11-25,33.029998779296875
2020-02-12,34.060001373291016
2020-05-01,34.380001068115234
2020-05-04,35.029998779296875
2019-06-12,34.779998779296875
2019-04-09,35.400001525878906
2019-03-08,35.40999984741211
2019-02-04,33.54999923706055
2018-07-27,32.709999084472656
2018-08-28,31.110000610351562
2019-01-03,29.940000534057617
2019-08-15,29.270000457763672
2018-10-31,29.670000076293945
2019-09-16,30.850000381469727
2020-02-18,31.899999618530273
2020-05-07,32.0099983215332
2018-08-17,31.399999618530273
2019-12-04,31.75
2020-02-21,33.9900016784668
2018-12-17,32.439998626708984
2019-08-30,32.439998626708984
2018-11-15,32.220001220703125
2019-07-29,32.63999938964844
2019-06-27,32.65999984741211
2019-04-24,33.220001220703125
2018-07-10,33.43000030517578
2018-09-12,33.08000183105469
2019-02-19,31.309999465942383
2019-01-18,31.489999771118164
2020-02-24,31.239999771118164
2020-05-13,32.150001525878906
2019-12-10,32.90999984741211
2020-02-27,33.869998931884766
2019-12-13,33.709999084472656
2020-05-19,33.279998779296875
2019-03-06,33.77000045776367
2018-11-30,33.810001373291016
2019-08-13,32.02000045776367
2019-07-12,32.4900016784668
2019-06-10,32.209999084472656
2019-05-09,32.779998779296875
2018-07-25,32.7599983215332
2018-09-27,32.93000030517578
2018-10-29,30.989999771118164
2019-10-16,31.0
2019-12-16,30.280000686645508
2020-03-04,29.690000534057617
2020-05-22,27.969999313354492
2019-10-01,27.0
2019-12-19,25.15999984741211
2018-09-10,24.899999618530273
2019-05-24,24.649999618530273
2018-08-09,25.350000381469727
2019-04-22,25.350000381469727
2019-03-21,25.940000534057617
2019-01-16,26.84000015258789
2019-08-28,28.389999389648438
2018-11-13,28.829999923706055
2018-10-12,28.940000534057617
2019-06-25,28.950000762939453
2020-03-10,28.829999923706055
2020-05-28,28.420000076293945
2019-10-07,28.200000762939453
2020-03-13,28.309999465942383
2019-10-10,28.59000015258789
2020-03-16,29.540000915527344
2020-06-03,29.950000762939453
2018-11-28,29.670000076293945
2018-09-25,30.190000534057617
2018-07-23,30.170000076293945
2018-08-24,30.270000457763672
2019-07-10,30.43000030517578
2019-05-07,30.3799991607666
2019-04-05,29.829999923706055
2019-03-04,30.790000915527344
2019-01-31,30.770000457763672
2019-09-12,30.6299991607666
2019-12-31,31.260000228881836
2020-03-19,31.510000228881836
2020-01-03,31.469999313354492
2020-06-09,31.579999923706055
2019-02-15,31.700000762939453
2019-01-14,31.540000915527344
2018-07-06,30.260000228881836
2018-08-07,30.020000457763672
2018-10-10,30.959999084472656
2018-12-13,31.1200008392334
2019-08-26,31.3799991607666
2019-07-25,31.34000015258789
2019-05-22,32.880001068115234
2019-03-19,33.25
2020-01-06,32.150001525878906
2020-03-25,32.20000076293945
2020-06-12,32.52000045776367
2019-10-22,32.869998931884766
2020-01-09,33.72999954223633
2020-06-15,33.4900016784668
2019-10-25,32.06999969482422
2020-03-31,32.560001373291016
2020-06-18,31.90999984741211
2019-04-03,32.650001525878906
2018-08-22,32.40999984741211
2018-10-25,32.54999923706055
2019-01-29,32.58000183105469
2018-12-28,32.900001525878906
2018-11-26,32.88999938964844
2019-08-09,32.720001220703125
2019-07-08,32.2400016784668
2019-06-06,32.25
2019-09-10,32.209999084472656
2020-01-15,31.450000762939453
2020-04-03,31.610000610351562
2019-10-31,31.850000381469727
2020-04-06,31.639999389648438
2020-06-24,31.75
2018-11-09,33.189998626708984
2019-07-23,33.38999938964844
2019-06-21,33.7400016784668
2019-05-20,33.86000061035156
2019-04-18,34.83000183105469
2018-09-06,34.650001525878906
2018-10-08,34.08000183105469
2019-02-13,34.68000030517578
2018-12-11,34.869998931884766
2019-09-25,35.5099983215332
2020-01-21,34.630001068115234
2020-04-09,34.4900016784668
2019-11-06,35.43000030517578
2020-01-24,35.06999969482422
2020-01-27,34.77000045776367
2020-04-15,34.119998931884766
2018-12-26,34.459999084472656
2019-08-07,34.38999938964844
2019-06-04,34.93000030517578
2018-09-21,35.56999969482422
2018-07-19,35.459999084472656
2018-08-20,35.47999954223633
2018-10-23,34.790000915527344
2019-05-03,35.689998626708984
2019-04-01,35.209999084472656
2019-02-28,34.630001068115234
2019-11-12,35.84000015258789
2020-01-30,34.91999816894531
2019-11-15,35.58000183105469
2020-04-21,35.02000045776367
2019-04-16,34.84000015258789
2019-03-15,34.939998626708984
2019-02-11,35.59000015258789
2019-01-10,35.650001525878906
2019-08-22,35.29999923706055
2018-11-07,35.099998474121094
2018-08-03,35.31999969482422
2018-09-04,35.130001068115234
2019-06-19,34.849998474121094
2019-09-23,35.619998931884766
2019-11-18,35.47999954223633
2020-02-05,36.220001220703125
2020-04-24,36.16999816894531
2019-03-29,36.779998779296875
2019-11-21,36.43000030517578
2020-04-27,36.59000015258789
2020-02-11,36.470001220703125
2020-04-30,38.470001220703125
2019-05-01,38.29999923706055
2019-02-26,37.900001525878906
2019-01-25,37.97999954223633
2018-12-24,38.099998474121094
2019-09-06,38.130001068115234
2018-07-17,39.45000076293945
2018-09-19,41.38999938964844
2019-08-05,39.349998474121094
2019-10-08,40.25
2019-12-11,39.45000076293945
2019-11-27,39.349998474121094
2020-02-14,38.4900016784668
2020-05-06,38.2400016784668
2019-01-08,38.38999938964844
2018-12-07,38.470001220703125
2019-08-20,39.27000045776367
2018-11-05,41.18000030517578
2019-07-19,40.66999816894531
2018-10-04,40.13999938964844
2019-06-17,40.540000915527344
2019-05-16,40.84000015258789
2018-08-01,41.27000045776367
2019-03-13,41.470001220703125
2019-12-03,41.970001220703125
2020-02-20,42.040000915527344
2019-12-06,42.099998474121094
2020-05-12,41.369998931884766
2019-12-09,40.939998626708984
2020-02-26,41.099998474121094
2020-05-15,42.11000061035156
2019-03-28,43.619998931884766
2018-09-17,44.65999984741211
2018-08-16,40.880001068115234
2018-10-19,40.540000915527344
2019-04-29,38.91999816894531
2019-01-23,38.40999984741211
2019-09-04,35.0
