Dates,DISH
2018-06-20,34.18000030517578
2018-06-21,34.04999923706055
2018-06-25,33.93000030517578
2018-06-22,34.709999084472656
2018-06-26,33.869998931884766
2018-06-27,34.02000045776367
2018-06-28,33.560001373291016
2018-06-29,33.7599983215332
2018-07-02,33.5099983215332
2018-07-03,33.31999969482422
2018-07-05,33.2400016784668
2018-07-16,33.70000076293945
2018-09-18,35.119998931884766
2019-01-24,35.709999084472656
2019-09-05,34.52000045776367
2018-11-21,33.45000076293945
2020-01-13,33.380001068115234
2020-04-01,33.54999923706055
2020-06-19,32.22999954223633
2019-10-29,31.719999313354492
2020-01-16,31.3799991607666
2020-06-22,31.1200008392334
2018-10-03,31.0
2018-07-31,30.649999618530273
2019-03-12,30.309999465942383
2019-02-08,29.979999542236328
2019-01-07,30.329999923706055
2018-12-06,30.350000381469727
2019-08-19,30.719999313354492
2019-07-18,31.360000610351562
2019-05-15,30.530000686645508
2019-09-20,31.299999237060547
2019-11-01,34.279998779296875
2020-04-07,36.220001220703125
2020-06-25,36.4900016784668
2020-06-16,35.97999954223633
2019-11-04,36.29999923706055
2020-01-22,34.29999923706055
2019-11-07,35.060001373291016
2020-04-13,35.349998474121094
2019-07-01,35.29999923706055
2019-05-30,35.31999969482422
2018-08-15,35.2599983215332
2018-10-18,34.959999084472656
2019-03-27,35.630001068115234
2019-01-22,35.13999938964844
2018-12-21,35.189998626708984
2019-09-03,35.470001220703125
2018-11-19,35.91999816894531
2019-08-02,36.33000183105469
2020-01-28,35.970001220703125
2020-04-16,35.52000045776367
2019-11-13,35.22999954223633
2020-01-31,34.91999816894531
2018-12-04,34.52000045776367
2018-11-02,34.540000915527344
2019-07-16,35.43000030517578
2018-08-30,34.650001525878906
2018-10-01,34.849998474121094
2019-06-14,35.58000183105469
2019-05-13,36.619998931884766
2019-04-11,36.5
2019-02-06,36.47999954223633
2019-09-18,37.130001068115234
2020-02-03,37.060001373291016
2020-04-22,36.70000076293945
2019-11-19,36.540000915527344
2020-02-06,35.43000030517578
2019-11-22,35.65999984741211
2019-03-25,35.619998931884766
2019-02-21,35.439998626708984
2018-12-19,35.84000015258789
2018-07-12,35.380001068115234
2018-09-14,36.45000076293945
2018-08-13,36.02000045776367
2018-10-16,36.380001068115234
2019-07-31,34.08000183105469
2019-05-28,34.459999084472656
2019-04-26,34.31999969482422
2020-04-28,33.060001373291016
2019-11-25,32.43000030517578
2020-02-12,32.9900016784668
2020-05-01,34.02000045776367
2020-05-04,33.959999084472656
2019-06-12,34.41999816894531
2019-04-09,34.400001525878906
2019-03-08,34.959999084472656
2019-02-04,33.029998779296875
2018-07-27,32.029998779296875
2018-08-28,30.520000457763672
2019-01-03,29.530000686645508
2019-08-15,29.010000228881836
2018-10-31,28.010000228881836
2019-09-16,29.690000534057617
2020-02-18,30.770000457763672
2020-05-07,31.780000686645508
2018-08-17,31.09000015258789
2019-12-04,30.860000610351562
2020-02-21,31.0
2018-12-17,31.8799991607666
2019-08-30,32.209999084472656
2018-11-15,31.770000457763672
2019-07-29,31.799999237060547
2019-06-27,32.33000183105469
2019-04-24,31.989999771118164
2018-07-10,32.81999969482422
2018-09-12,32.93000030517578
2019-02-19,31.100000381469727
2019-01-18,30.290000915527344
2020-02-24,31.040000915527344
2020-05-13,31.139999389648438
2019-12-10,31.969999313354492
2020-02-27,32.459999084472656
2019-12-13,33.349998474121094
2020-05-19,33.08000183105469
2019-03-06,33.20000076293945
2018-11-30,33.380001068115234
2019-08-13,31.549999237060547
2019-07-12,31.940000534057617
2019-06-10,31.940000534057617
2019-05-09,32.439998626708984
2018-07-25,32.119998931884766
2018-09-27,32.45000076293945
2018-10-29,30.510000228881836
2019-10-16,30.809999465942383
2019-12-16,30.06999969482422
2020-03-04,29.139999389648438
2020-05-22,27.950000762939453
2019-10-01,26.549999237060547
2019-12-19,25.0
2018-09-10,24.209999084472656
2019-05-24,24.469999313354492
2018-08-09,24.520000457763672
2019-04-22,25.350000381469727
2019-03-21,24.350000381469727
2019-01-16,25.860000610351562
2019-08-28,26.68000030517578
2018-11-13,28.479999542236328
2018-10-12,28.760000228881836
2019-06-25,28.780000686645508
2020-03-10,28.079999923706055
2020-05-28,28.399999618530273
2019-10-07,28.020000457763672
2020-03-13,27.65999984741211
2019-10-10,28.239999771118164
2020-03-16,28.459999084472656
2020-06-03,29.520000457763672
2018-11-28,29.59000015258789
2018-09-25,29.799999237060547
2018-07-23,29.139999389648438
2018-08-24,29.829999923706055
2019-07-10,29.600000381469727
2019-05-07,30.329999923706055
2019-04-05,29.649999618530273
2019-03-04,29.979999542236328
2019-01-31,30.639999389648438
2019-09-12,30.479999542236328
2019-12-31,30.209999084472656
2020-03-19,31.280000686645508
2020-01-03,31.170000076293945
2020-06-09,30.8700008392334
2019-02-15,31.670000076293945
2019-01-14,31.209999084472656
2018-07-06,29.290000915527344
2018-08-07,28.56999969482422
2018-10-10,29.90999984741211
2018-12-13,30.670000076293945
2019-08-26,30.610000610351562
2019-07-25,31.260000228881836
2019-05-22,31.5
2019-03-19,33.04999923706055
2020-01-06,31.850000381469727
2020-03-25,31.739999771118164
2020-06-12,31.940000534057617
2019-10-22,32.68000030517578
2020-01-09,32.58000183105469
2020-06-15,33.4900016784668
2019-10-25,31.170000076293945
2020-03-31,31.90999984741211
2020-06-18,31.760000228881836
2019-04-03,31.8700008392334
2018-08-22,32.36000061035156
2018-10-25,32.279998779296875
2019-01-29,32.349998474121094
2018-12-28,32.56999969482422
2018-11-26,32.65999984741211
2019-08-09,32.470001220703125
2019-07-08,32.06999969482422
2019-06-06,31.549999237060547
2019-09-10,32.130001068115234
2020-01-15,31.309999465942383
2020-04-03,30.709999084472656
2019-10-31,31.59000015258789
2020-04-06,31.389999389648438
2020-06-24,31.34000015258789
2018-11-09,32.04999923706055
2019-07-23,33.13999938964844
2019-06-21,33.34000015258789
2019-05-20,33.02000045776367
2019-04-18,33.83000183105469
2018-09-06,34.5
2018-10-08,33.7400016784668
2019-02-13,33.689998626708984
2018-12-11,34.709999084472656
2019-09-25,35.040000915527344
2020-01-21,34.310001373291016
2020-04-09,34.29999923706055
2019-11-06,34.529998779296875
2020-01-24,34.63999938964844
2020-01-27,34.7400016784668
2020-04-15,33.779998779296875
2018-12-26,33.61000061035156
2019-08-07,34.189998626708984
2019-06-04,33.880001068115234
2018-09-21,34.84000015258789
2018-07-19,35.31999969482422
2018-08-20,35.11000061035156
2018-10-23,34.790000915527344
2019-05-03,33.63999938964844
2019-04-01,35.16999816894531
2019-02-28,34.27000045776367
2019-11-12,34.619998931884766
2020-01-30,34.63999938964844
2019-11-15,34.630001068115234
2020-04-21,34.66999816894531
2019-04-16,34.18000030517578
2019-03-15,34.16999816894531
2019-02-11,34.79999923706055
2019-01-10,34.70000076293945
2019-08-22,35.09000015258789
2018-11-07,33.41999816894531
2018-08-03,34.81999969482422
2018-09-04,34.380001068115234
2019-06-19,34.58000183105469
2019-09-23,34.72999954223633
2019-11-18,34.869998931884766
2020-02-05,34.91999816894531
2020-04-24,34.880001068115234
2019-03-29,36.060001373291016
2019-11-21,35.83000183105469
2020-04-27,36.36000061035156
2020-02-11,36.22999954223633
2020-04-30,36.220001220703125
2019-05-01,37.310001373291016
2019-02-26,37.5099983215332
2019-01-25,37.15999984741211
2018-12-24,37.810001373291016
