Dates,AFL
2018-06-20,45.18000030517578
2018-06-21,44.68000030517578
2018-06-25,44.77000045776367
2018-06-22,44.380001068115234
2018-06-26,44.2599983215332
2018-06-27,44.13999938964844
2018-06-28,43.58000183105469
2018-06-29,43.54999923706055
2018-07-02,42.91999816894531
2018-07-03,43.290000915527344
2018-07-05,43.349998474121094
2018-07-16,43.11000061035156
2018-09-18,43.45000076293945
2019-01-24,43.34000015258789
2019-09-05,43.02000045776367
2018-11-21,42.81999969482422
2020-01-13,42.70000076293945
2020-04-01,42.970001220703125
2020-06-19,43.0099983215332
2019-10-29,43.349998474121094
2020-01-16,43.439998626708984
2020-06-22,43.150001525878906
2018-10-03,43.709999084472656
2018-07-31,43.91999816894531
2019-03-12,43.810001373291016
2019-02-08,44.5
2019-01-07,46.4900016784668
2018-12-06,46.68000030517578
2019-08-19,46.70000076293945
2019-07-18,46.959999084472656
2019-05-15,46.630001068115234
2019-09-20,46.59000015258789
2019-11-01,46.79999923706055
2020-04-07,47.08000183105469
2020-06-25,46.939998626708984
2020-06-16,46.900001525878906
2019-11-04,46.650001525878906
2020-01-22,46.54999923706055
2019-11-07,46.630001068115234
2020-04-13,46.43000030517578
2019-07-01,46.72999954223633
2019-05-30,46.849998474121094
2018-08-15,46.869998931884766
2018-10-18,47.06999969482422
2019-03-27,46.88999938964844
2019-01-22,46.70000076293945
2018-12-21,46.68000030517578
2019-09-03,47.150001525878906
2018-11-19,47.08000183105469
2019-08-02,47.119998931884766
2020-01-28,46.880001068115234
2020-04-16,46.599998474121094
2019-11-13,46.58000183105469
2020-01-31,47.150001525878906
2018-12-04,47.13999938964844
2018-11-02,47.040000915527344
2019-07-16,46.970001220703125
2018-08-30,46.88999938964844
2018-10-01,46.599998474121094
2019-06-14,46.7400016784668
2019-05-13,47.279998779296875
2019-04-11,47.459999084472656
2019-02-06,47.38999938964844
2019-09-18,47.810001373291016
2020-02-03,48.06999969482422
2020-04-22,48.09000015258789
2019-11-19,48.189998626708984
2020-02-06,47.9900016784668
2019-11-22,47.86000061035156
2019-03-25,47.349998474121094
2019-02-21,47.20000076293945
2018-12-19,47.369998931884766
2018-07-12,47.27000045776367
2018-09-14,47.31999969482422
2018-08-13,47.040000915527344
2018-10-16,46.83000183105469
2019-07-31,47.290000915527344
2019-05-28,47.52000045776367
2019-04-26,47.63999938964844
2020-04-28,46.33000183105469
2019-11-25,45.060001373291016
2020-02-12,44.34000015258789
2020-05-01,44.209999084472656
2020-05-04,45.08000183105469
2019-06-12,45.0
2019-04-09,44.7400016784668
2019-03-08,44.86000061035156
2019-02-04,44.36000061035156
2018-07-27,44.349998474121094
2018-08-28,43.470001220703125
2019-01-03,42.119998931884766
2019-08-15,42.79999923706055
2018-10-31,43.150001525878906
2019-09-16,43.7599983215332
2020-02-18,43.290000915527344
2020-05-07,43.59000015258789
2018-08-17,43.7599983215332
2019-12-04,44.09000015258789
2020-02-21,45.08000183105469
2018-12-17,45.47999954223633
2019-08-30,45.31999969482422
2018-11-15,45.25
2019-07-29,44.849998474121094
2019-06-27,44.7599983215332
2019-04-24,44.279998779296875
2018-07-10,44.709999084472656
2018-09-12,45.41999816894531
2019-02-19,45.04999923706055
2019-01-18,45.16999816894531
2020-02-24,44.900001525878906
2020-05-13,45.130001068115234
2019-12-10,44.75
2020-02-27,45.369998931884766
2019-12-13,45.650001525878906
2020-05-19,45.91999816894531
2019-03-06,46.380001068115234
2018-11-30,46.13999938964844
2019-08-13,43.880001068115234
2019-07-12,44.029998779296875
2019-06-10,43.310001373291016
2019-05-09,43.619998931884766
2018-07-25,43.439998626708984
2018-09-27,45.79999923706055
2018-10-29,45.540000915527344
2019-10-16,45.08000183105469
2019-12-16,45.099998474121094
2020-03-04,45.119998931884766
2020-05-22,44.09000015258789
2019-10-01,44.279998779296875
2019-12-19,43.2400016784668
2018-09-10,44.15999984741211
2019-05-24,44.9900016784668
2018-08-09,45.470001220703125
2019-04-22,45.56999969482422
2019-03-21,45.58000183105469
2019-01-16,45.58000183105469
2019-08-28,45.25
2018-11-13,45.619998931884766
2018-10-12,45.66999816894531
2019-06-25,45.79999923706055
2020-03-10,45.880001068115234
2020-05-28,45.849998474121094
2019-10-07,46.31999969482422
2020-03-13,46.529998779296875
2019-10-10,47.13999938964844
2020-03-16,47.380001068115234
2020-06-03,47.83000183105469
2018-11-28,48.04999923706055
2018-09-25,47.959999084472656
2018-07-23,47.810001373291016
2018-08-24,47.880001068115234
2019-07-10,47.529998779296875
2019-05-07,47.5099983215332
2019-04-05,47.7599983215332
2019-03-04,48.36000061035156
2019-01-31,48.59000015258789
2019-09-12,48.15999984741211
2019-12-31,48.279998779296875
2020-03-19,48.560001373291016
2020-01-03,48.560001373291016
2020-06-09,48.400001525878906
2019-02-15,48.36000061035156
2019-01-14,49.06999969482422
2018-07-06,49.349998474121094
2018-08-07,48.93000030517578
2018-10-10,49.380001068115234
2018-12-13,49.189998626708984
2019-08-26,49.220001220703125
2019-07-25,49.2400016784668
2019-05-22,49.060001373291016
2019-03-19,49.290000915527344
2020-01-06,49.279998779296875
2020-03-25,49.439998626708984
2020-06-12,49.54999923706055
2019-10-22,49.58000183105469
2020-01-09,49.709999084472656
2020-06-15,49.33000183105469
2019-10-25,49.369998931884766
2020-03-31,48.959999084472656
2020-06-18,48.630001068115234
2019-04-03,49.09000015258789
2018-08-22,49.349998474121094
2018-10-25,49.61000061035156
2019-01-29,49.70000076293945
2018-12-28,50.150001525878906
2018-11-26,50.41999816894531
2019-08-09,50.65999984741211
2019-07-08,50.29999923706055
2019-06-06,50.04999923706055
2019-09-10,49.9900016784668
2020-01-15,49.72999954223633
2020-04-03,50.13999938964844
2019-10-31,50.02000045776367
2020-04-06,50.119998931884766
2020-06-24,50.040000915527344
2018-11-09,50.459999084472656
2019-07-23,49.84000015258789
2019-06-21,49.54999923706055
2019-05-20,49.04999923706055
2019-04-18,49.060001373291016
2018-09-06,49.27000045776367
2018-10-08,49.20000076293945
2019-02-13,49.25
2018-12-11,49.560001373291016
2019-09-25,49.79999923706055
2020-01-21,49.63999938964844
2020-04-09,49.619998931884766
2019-11-06,49.7599983215332
2020-01-24,49.2599983215332
2020-01-27,48.869998931884766
2020-04-15,49.27000045776367
2018-12-26,49.0099983215332
2019-08-07,49.209999084472656
2019-06-04,50.02000045776367
2018-09-21,50.099998474121094
2018-07-19,50.400001525878906
2018-08-20,50.720001220703125
2018-10-23,50.56999969482422
2019-05-03,50.689998626708984
2019-04-01,50.68000030517578
2019-02-28,50.540000915527344
2019-11-12,50.650001525878906
2020-01-30,50.58000183105469
2019-11-15,51.36000061035156
2020-04-21,50.869998931884766
2019-04-16,51.43000030517578
2019-03-15,51.52000045776367
2019-02-11,52.27000045776367
2019-01-10,52.439998626708984
2019-08-22,52.45000076293945
2018-11-07,52.2400016784668
2018-08-03,52.29999923706055
2018-09-04,51.88999938964844
2019-06-19,52.099998474121094
2019-09-23,52.290000915527344
2019-11-18,51.5099983215332
2020-02-05,51.91999816894531
2020-04-24,51.689998626708984
2019-03-29,52.470001220703125
2019-11-21,53.099998474121094
2020-04-27,53.88999938964844
2020-02-11,54.0099983215332
2020-04-30,54.72999954223633
2019-05-01,54.97999954223633
2019-02-26,54.779998779296875
2019-01-25,54.650001525878906
2018-12-24,54.7400016784668
2019-09-06,55.11000061035156
2018-07-17,55.22999954223633
2018-09-19,55.310001373291016
2019-08-05,55.45000076293945
2019-10-08,55.4900016784668
2019-12-11,55.66999816894531
2019-11-27,55.31999969482422
2020-02-14,55.36000061035156
2020-05-06,54.9900016784668
2019-01-08,54.93000030517578
2018-12-07,54.959999084472656
2019-08-20,55.84000015258789
2018-11-05,56.2400016784668
